Precinct	total_votes	votes|Jerry Joyce	votes|Paul Vallas	votes|Willie L. Wilson	votes|Toni Preckwinkle	votes|William M. Daley	votes|Garry Mccarthy	votes|Gery Chico	votes|Susana A. Mendoza	votes|Amara Enyia	votes|La Shawn K. Ford	votes|Neal Sales-Griffin	votes|Lori Lightfoot	votes|Robert ''Bob'' Fioretti	votes|John Kenneth Kozlar
31003	172	13	6	2	15	33	7	24	52	3	1	0	13	2	1
31004	242	7	7	7	42	33	9	14	38	33	0	1	49	0	2
31005	204	12	6	6	24	30	4	27	61	9	0	0	24	1	0
31006	147	9	5	5	19	34	9	13	34	8	0	0	9	2	0
31007	257	12	5	13	50	21	5	9	22	42	0	0	76	0	2
31008	125	1	9	4	14	11	8	13	35	8	0	0	19	2	1
31009	133	8	6	1	15	16	6	23	37	6	0	0	15	0	0
31010	136	8	7	5	12	20	7	9	36	12	1	0	15	3	1
31011	127	1	10	7	13	25	8	9	33	5	0	0	14	1	1
31012	153	6	15	4	15	22	8	17	39	6	0	0	21	0	0
31013	167	4	6	4	14	28	4	26	41	12	0	0	27	1	0
31014	149	3	2	6	15	32	6	16	38	8	0	0	20	2	1
31015	154	9	8	8	16	16	4	20	38	14	0	2	12	6	1
31016	195	5	2	5	44	6	4	22	23	27	0	0	57	0	0
31017	156	13	4	7	13	26	12	30	27	0	1	1	20	1	1
31018	139	7	3	2	16	18	7	21	37	7	3	2	15	1	0
31019	153	11	5	5	13	27	9	13	43	8	0	0	19	0	0
31020	144	10	11	8	8	35	2	19	40	3	0	0	8	0	0
31021	160	7	8	11	10	24	9	23	42	6	1	0	13	4	2
31022	119	7	1	6	11	23	4	8	24	14	4	0	16	1	0
31023	169	8	8	6	25	27	4	15	30	23	1	0	17	2	3
31024	187	7	4	8	15	32	10	25	51	10	1	0	20	4	0
31025	127	7	3	12	10	18	6	16	33	8	1	0	10	0	3
31026	187	14	6	6	27	32	8	17	36	10	1	0	27	3	0
31027	195	21	7	9	24	41	6	19	44	8	1	1	9	2	3
31028	112	10	6	2	4	12	0	16	30	6	0	2	19	2	3
31029	193	9	6	11	6	40	9	34	44	13	2	1	16	1	1
31030	112	7	6	2	14	18	3	16	23	10	0	0	12	0	1
31031	157	16	10	5	19	25	9	9	46	5	0	0	12	0	1
31032	120	3	8	5	7	13	14	20	32	2	1	0	12	0	3
31033	130	5	7	4	10	31	11	12	26	12	1	0	10	0	1
31034	155	11	7	10	13	28	6	15	32	5	0	1	24	3	0
31035	182	5	5	14	14	39	12	11	38	11	0	0	28	3	2
31036	200	7	15	5	13	30	9	31	49	17	0	0	20	2	2
31037	151	8	8	8	14	29	13	20	33	3	0	1	13	0	1
31038	122	8	5	9	11	32	1	18	28	3	0	0	5	2	0
31039	168	3	6	7	40	22	6	4	23	21	3	0	33	0	0
31040	173	5	7	7	28	10	10	16	22	34	0	0	31	3	0
31041	152	6	2	11	24	25	5	6	50	13	0	1	9	0	0
32001	319	15	28	6	42	57	7	24	36	26	3	0	67	6	2
32002	279	14	19	1	28	54	9	11	15	34	3	0	90	1	0
32003	388	17	11	5	77	31	6	16	29	68	1	3	116	5	3
32004	313	10	15	6	45	60	5	18	13	26	1	5	100	7	2
32005	300	12	15	3	37	68	4	12	13	40	2	0	92	1	1
32006	296	6	17	3	50	43	4	10	32	15	0	4	111	0	1
32007	282	7	14	1	37	49	1	17	25	23	1	5	95	6	1
32008	322	12	19	2	24	74	5	18	23	35	2	3	101	2	2
32009	272	18	15	8	29	52	9	14	28	24	1	0	71	2	1
32010	310	13	29	7	24	81	10	10	24	30	3	1	72	3	3
32011	302	5	9	2	54	15	1	13	19	70	2	1	107	1	3
32012	264	10	9	6	57	27	2	9	25	44	3	1	65	4	2
32013	285	20	25	5	31	77	7	14	23	16	1	2	57	2	5
32014	353	3	13	0	83	24	5	12	31	51	3	2	122	3	1
32015	300	17	19	10	39	50	13	12	26	22	1	1	89	1	0
32016	304	17	18	5	37	41	9	10	33	33	2	1	94	1	3
32017	341	6	21	6	80	24	4	11	20	52	0	0	115	1	1
32018	290	14	18	6	15	109	5	19	13	14	0	2	74	0	1
32019	291	12	19	3	30	66	7	13	29	25	1	0	83	2	1
32020	309	8	15	6	70	20	0	14	30	48	2	0	93	3	0
32021	382	12	29	8	49	86	9	9	23	42	0	2	112	0	1
32022	412	8	19	7	72	39	7	15	38	63	3	1	137	2	1
32023	338	8	43	7	35	67	10	7	27	27	1	0	99	2	5
32024	210	13	12	5	26	49	12	16	13	11	0	2	46	4	1
32025	302	7	32	3	32	53	4	18	30	31	4	0	82	2	4
32026	384	8	18	3	85	49	5	11	30	63	3	1	107	0	1
32027	299	22	21	2	29	85	7	16	32	15	0	2	65	0	3
32028	330	7	11	7	68	23	5	14	23	84	1	0	87	0	0
32029	336	6	12	9	39	47	5	22	29	41	1	2	117	5	1
32030	296	23	27	4	18	93	9	20	25	4	0	0	71	1	1
32031	307	15	23	3	29	64	1	14	25	18	2	2	107	2	2
32032	332	3	20	2	31	69	7	16	30	23	2	3	124	2	0
32033	347	24	16	7	42	79	8	20	25	30	1	2	86	2	5
32034	292	13	18	7	44	42	6	11	17	32	5	1	91	4	1
32035	291	18	20	7	32	61	5	25	19	21	1	4	73	2	3
32036	317	8	16	3	28	67	4	11	19	26	1	0	130	2	2
32037	259	12	12	3	43	27	8	13	19	29	1	0	88	1	3
32038	265	12	12	8	36	49	10	17	27	20	1	0	69	2	2
32039	333	6	36	3	32	123	10	13	26	9	0	1	68	5	1
32040	355	19	25	3	43	66	6	15	34	28	2	1	107	4	2
32041	355	22	21	5	36	85	10	17	25	21	1	3	101	2	6
32042	248	10	11	3	28	83	4	9	21	16	4	1	57	1	0
32043	300	10	10	5	56	21	3	9	19	48	3	1	109	4	2
33001	366	16	9	4	61	32	8	17	60	45	0	1	108	5	0
33002	478	27	22	2	78	69	4	25	87	47	1	3	104	6	3
33003	494	12	19	8	82	34	12	27	58	68	9	2	156	1	6
33004	447	15	31	11	61	64	9	46	51	67	6	1	81	4	0
33005	323	12	17	6	38	51	13	25	37	42	2	0	75	3	2
33006	305	14	17	9	45	47	13	32	64	18	2	1	38	5	0
33007	392	16	18	17	65	55	6	18	52	57	2	2	82	2	0
33008	578	20	36	13	104	71	6	18	31	40	1	2	231	3	2
33009	425	30	32	11	63	65	12	20	54	27	3	0	102	4	2
33010	389	28	29	5	59	68	9	29	58	16	2	0	77	5	4
33011	409	12	25	5	67	62	14	31	59	33	3	1	90	4	3
33012	344	22	19	10	29	54	23	14	66	33	0	3	68	1	2
33013	340	11	10	7	58	48	9	26	46	55	1	0	66	3	0
33014	163	7	6	7	31	27	3	10	19	20	1	0	31	1	0
33015	346	12	10	5	68	33	12	17	48	44	2	1	91	3	0
33016	471	29	29	10	49	68	16	48	75	32	4	0	109	2	0
33017	389	20	18	9	68	29	22	26	66	27	3	3	93	4	1
33018	438	21	14	15	56	39	10	22	60	76	4	2	112	4	3
33019	371	10	16	9	53	48	8	36	57	36	1	1	90	4	2
33020	403	8	9	5	83	45	8	22	49	59	0	2	109	3	1
33021	379	19	12	4	66	46	11	28	58	48	2	1	75	5	4
33022	358	22	30	5	39	60	10	23	52	31	4	2	76	1	3
33023	420	9	17	6	67	49	5	24	55	47	2	2	136	1	0
33024	570	7	30	12	102	92	10	27	35	38	2	2	208	4	1
33025	432	15	30	7	63	61	13	27	59	35	4	3	111	3	1
33026	269	8	4	2	73	20	4	13	26	47	0	1	70	0	1
33027	371	12	14	12	61	38	9	20	43	50	3	1	107	0	1
33028	346	9	6	4	85	32	14	7	38	77	1	0	72	1	0
34001	267	9	5	75	62	21	2	6	10	34	1	0	39	3	0
34002	260	4	7	68	94	21	6	7	4	20	4	0	24	1	0
34003	238	2	9	66	52	24	0	5	5	23	7	2	41	2	0
34004	145	2	8	65	21	13	0	1	7	10	2	1	14	1	0
34005	203	3	4	54	56	20	2	6	7	19	3	0	28	1	0
34006	264	11	4	83	62	28	0	7	8	17	7	1	35	1	0
34007	289	5	3	79	83	35	2	6	11	25	1	2	37	0	0
34008	180	5	4	69	34	10	2	5	8	11	1	2	29	0	0
34009	170	3	3	64	33	14	0	6	5	19	2	0	18	1	2
34010	247	4	7	87	40	29	0	7	10	27	6	0	28	1	1
34011	166	2	1	53	38	12	3	6	6	18	3	0	21	3	0
34012	290	11	11	90	76	25	3	7	7	23	1	0	35	1	0
34013	239	9	9	82	51	27	0	7	8	16	4	1	23	2	0
34014	178	4	5	63	41	19	3	0	6	13	0	0	23	1	0
34015	196	6	1	81	47	17	1	6	3	16	0	0	18	0	0
34016	194	5	4	74	36	17	2	4	5	19	1	0	27	0	0
34017	294	14	5	100	71	23	0	5	11	25	3	2	35	0	0
34018	184	5	3	67	41	11	0	1	6	15	1	1	33	0	0
34019	253	10	6	79	54	30	0	6	6	23	5	1	31	2	0
34020	313	9	7	72	82	34	4	13	18	32	2	1	38	1	0
34021	299	13	10	70	80	32	0	9	13	26	9	0	33	3	1
34022	274	9	7	74	75	26	3	6	9	25	4	0	35	1	0
34023	195	5	2	57	51	9	1	5	4	30	6	0	25	0	0
34024	210	7	2	74	44	16	3	6	6	13	2	0	37	0	0
34025	349	12	13	101	78	25	2	8	8	37	9	1	50	5	0
34026	259	7	4	83	53	23	5	10	10	22	5	1	32	4	0
34027	193	2	4	57	49	18	1	5	10	21	1	1	22	1	1
34028	134	3	0	47	31	11	1	3	2	14	0	1	19	2	0
34029	187	5	3	62	35	15	3	11	3	9	7	0	32	2	0
34030	271	7	6	75	71	28	5	9	8	10	6	0	44	2	0
34031	199	4	3	74	41	22	0	7	4	23	1	1	18	1	0
34032	218	5	4	59	41	20	2	3	6	25	12	2	38	1	0
34033	184	3	3	52	37	21	3	9	10	21	3	1	21	0	0
34034	262	7	7	74	71	18	2	5	10	28	4	0	33	3	0
34035	272	4	9	87	61	19	3	8	9	35	9	0	28	0	0
34036	259	4	4	81	54	33	2	4	5	17	8	0	44	3	0
34037	128	1	4	51	25	7	0	4	5	11	1	0	15	4	0
34038	100	2	0	39	25	10	2	3	3	9	1	0	6	0	0
34039	144	6	3	49	33	9	5	2	6	11	0	0	20	0	0
34040	256	6	4	92	47	26	0	11	8	16	5	0	37	4	0
34041	155	8	6	37	36	13	1	4	5	16	7	0	21	1	0
34042	235	6	3	64	54	26	3	7	13	19	3	2	33	1	1
34043	266	10	6	78	65	23	1	9	7	20	7	0	39	1	0
34044	262	7	5	62	68	36	2	3	8	12	7	1	48	3	0
34045	253	10	4	64	56	28	3	8	11	22	3	0	41	3	0
34046	173	2	4	38	34	20	2	7	10	14	3	0	36	3	0
34047	210	6	12	62	36	25	2	3	5	18	3	0	36	2	0
34048	280	11	9	61	73	21	2	12	11	23	3	0	49	5	0
34049	239	13	6	58	48	28	4	10	8	32	2	0	30	0	0
34050	173	5	4	58	36	12	2	5	4	14	6	0	27	0	0
34051	277	10	13	73	56	31	1	14	6	29	2	1	41	0	0
34052	209	5	6	61	51	20	1	3	5	15	4	0	38	0	0
34053	127	3	2	42	27	9	0	6	5	11	1	2	18	1	0
35001	303	12	15	9	64	27	5	17	34	53	3	1	59	3	1
35002	388	12	15	7	86	29	11	15	27	27	3	2	149	2	3
35003	216	4	3	3	39	21	3	22	25	43	2	1	49	0	1
35004	283	13	10	12	44	32	4	25	40	42	6	2	52	1	0
35005	248	5	8	7	62	12	4	21	38	28	3	0	56	4	0
35006	251	4	9	4	58	24	7	15	41	35	4	1	43	5	1
35007	262	6	10	7	66	15	2	15	22	56	2	0	61	0	0
35008	283	5	9	8	79	18	10	14	29	45	1	0	61	4	0
35009	287	14	10	11	58	45	11	19	45	21	0	0	51	1	1
35010	378	4	9	6	88	30	2	7	25	71	3	0	131	2	0
35011	325	8	7	11	51	33	7	25	39	62	6	0	70	2	4
35012	152	5	1	6	28	15	2	15	49	18	0	0	11	2	0
35013	135	2	5	12	15	18	5	18	29	13	4	0	12	1	1
35014	187	14	1	10	31	38	7	15	30	15	1	0	22	1	2
35015	331	5	9	10	80	29	9	23	35	57	0	1	73	0	0
35016	154	9	12	1	21	26	3	20	41	9	0	0	11	0	1
35017	326	3	8	7	68	34	5	16	35	50	1	1	96	1	1
35018	178	7	7	3	17	24	7	24	44	20	0	0	22	1	2
35019	122	4	9	5	10	21	2	15	25	12	1	2	13	0	3
35020	221	13	4	5	28	31	2	18	37	32	0	0	48	3	0
35021	267	12	5	4	38	34	7	25	53	37	2	1	46	3	0
35022	316	8	11	6	56	30	7	12	32	46	1	2	99	6	0
35023	295	8	18	6	43	35	13	17	30	33	1	3	82	3	3
35024	280	13	19	6	39	31	12	18	52	30	2	1	51	5	1
35025	284	4	8	4	70	22	6	10	29	47	1	0	81	2	0
35026	254	14	10	3	41	27	5	23	40	34	0	0	54	2	1
35027	213	11	18	7	38	34	5	8	30	21	1	0	39	1	0
35028	288	10	10	3	48	31	2	16	26	38	2	0	99	1	2
35029	235	14	10	8	32	28	9	16	53	25	1	1	37	0	1
35030	242	15	9	7	24	40	7	14	60	21	2	1	41	1	0
35031	309	18	15	3	39	47	14	20	47	28	1	3	69	3	2
36001	204	19	8	4	15	38	8	39	51	8	1	0	11	2	0
36002	175	7	6	16	20	28	4	17	41	13	2	0	19	0	2
36003	181	16	6	16	16	34	7	17	44	9	2	0	13	0	1
36004	153	4	8	9	18	33	5	26	28	12	1	0	7	1	1
36005	168	9	8	21	24	28	7	16	40	5	1	0	6	3	0
36006	161	12	8	9	16	27	4	27	37	8	1	0	10	1	1
36007	299	28	37	10	23	50	19	28	47	8	1	0	39	4	5
36008	139	10	6	10	11	20	3	10	42	9	0	0	14	2	2
36009	130	11	6	9	16	17	3	17	32	8	2	0	8	1	0
36010	247	16	9	13	20	33	9	29	67	12	1	1	33	1	3
36011	136	6	5	7	13	19	4	15	37	10	0	0	16	3	1
36012	109	5	4	5	12	20	3	11	33	10	0	0	5	0	1
36013	124	7	3	4	16	24	3	19	34	5	1	0	8	0	0
36014	252	29	23	8	33	17	15	23	46	12	0	0	44	1	1
36015	235	30	28	7	15	39	16	23	29	7	1	1	33	1	5
36016	262	15	24	9	19	40	8	46	44	14	1	1	36	3	2
36017	293	42	28	7	23	54	13	19	63	12	0	0	28	1	3
36018	247	9	26	10	23	53	12	23	22	17	0	0	44	2	6
36019	203	16	11	9	21	34	16	31	37	2	1	0	19	3	3
36020	235	29	21	6	21	26	17	20	53	8	0	1	30	1	2
36021	131	4	5	2	7	22	9	14	45	4	1	0	16	0	2
36022	127	11	7	7	13	15	8	15	37	10	0	0	4	0	0
36023	143	15	6	9	17	17	5	15	50	4	0	0	5	0	0
36024	208	17	15	11	8	32	8	30	50	7	0	0	20	6	4
36025	155	12	2	4	11	31	4	22	45	11	1	0	11	0	1
36026	220	24	21	8	15	30	15	28	42	9	1	0	21	3	3
36027	213	18	14	14	25	45	7	23	50	1	0	1	13	2	0
36028	198	23	12	11	15	33	12	20	43	11	1	0	15	1	1
36029	266	28	37	12	8	50	17	21	56	6	2	0	22	5	2
36030	212	20	27	4	14	38	16	28	38	6	3	0	15	1	2
37001	139	5	4	44	34	12	2	5	2	8	7	1	12	3	0
37002	128	3	0	30	19	19	0	8	19	11	7	0	12	0	0
37003	125	2	1	50	19	10	0	2	5	11	5	1	18	1	0
37004	152	3	7	53	27	10	2	3	10	7	10	0	20	0	0
37005	261	3	9	83	49	23	4	7	11	17	22	0	31	2	0
37006	212	4	6	72	27	22	0	4	10	16	14	1	34	1	1
37007	139	5	3	49	9	18	0	4	20	9	2	0	18	2	0
37008	106	1	3	25	19	15	4	2	9	9	4	0	14	1	0
37009	195	3	2	72	41	17	1	2	6	12	11	1	26	1	0
37010	216	6	8	47	41	26	3	7	11	15	17	1	31	3	0
37011	135	2	1	50	34	2	4	1	4	7	9	1	20	0	0
37012	146	2	6	33	26	17	2	13	12	15	4	1	14	1	0
37013	131	3	1	41	26	16	1	2	17	12	3	0	8	1	0
37014	190	3	2	59	48	23	1	0	8	13	15	1	16	0	1
37015	240	1	4	82	52	17	1	6	12	12	33	1	19	0	0
37016	235	4	7	75	53	16	1	7	12	14	22	1	21	2	0
37017	179	3	2	72	24	8	2	4	10	14	16	0	23	1	0
37018	188	4	3	65	34	16	1	4	13	9	17	1	16	5	0
37019	123	0	3	52	19	5	1	4	8	15	6	0	10	0	0
37020	151	3	3	53	31	20	2	2	3	6	18	0	9	1	0
37021	185	0	6	59	40	31	1	8	9	10	6	0	10	3	2
37022	178	2	5	53	21	18	4	11	15	14	8	1	25	1	0
37023	199	3	7	65	38	13	3	3	6	19	16	0	25	1	0
37024	223	8	4	82	31	20	3	7	7	20	14	0	26	1	0
37025	168	0	3	59	34	12	0	1	3	15	21	0	18	1	1
37026	272	4	8	78	50	41	1	6	12	25	18	0	26	2	1
37027	221	5	3	89	38	20	1	5	6	18	19	0	14	3	0
37028	169	3	2	52	36	19	0	3	9	17	4	1	22	1	0
37029	199	2	4	67	41	13	1	6	6	18	18	0	21	2	0
37030	194	2	2	84	28	12	1	2	8	14	21	0	19	0	1
37031	216	8	2	63	47	29	1	1	12	13	23	0	15	2	0
37032	192	2	8	61	36	19	0	6	5	20	13	0	21	1	0
37033	245	5	4	78	62	28	2	2	9	6	18	0	29	2	0
37034	181	2	3	52	36	22	3	6	7	13	18	0	18	0	1
37035	239	2	6	83	39	22	3	7	12	19	22	0	23	1	0
37036	188	3	2	57	26	13	2	2	9	12	41	0	19	1	1
37037	260	3	3	76	49	32	0	12	10	25	15	0	32	2	1
37038	242	3	6	79	33	23	7	0	9	21	27	2	30	1	1
37039	179	4	1	56	36	17	1	8	5	16	17	0	18	0	0
37040	236	3	6	85	42	20	1	5	6	16	18	0	31	3	0
37041	181	8	2	50	21	22	4	8	5	15	14	2	29	0	1
38001	221	23	25	3	23	35	8	21	35	13	0	0	30	5	0
38002	388	90	62	14	11	80	26	39	40	3	2	0	19	1	1
38003	241	35	22	4	11	68	14	34	24	8	0	0	20	1	0
38004	256	29	26	13	15	40	21	25	53	8	0	2	22	0	2
38005	230	32	19	10	10	35	17	31	42	3	0	0	29	1	1
38006	240	24	31	8	21	38	19	32	45	2	0	0	13	4	3
38007	251	63	31	10	6	38	25	18	34	5	2	0	12	7	0
38008	223	31	21	11	24	42	7	29	32	7	0	0	16	3	0
38009	304	56	31	19	17	47	18	24	38	6	1	0	37	5	5
38010	205	34	25	14	10	34	11	10	25	12	1	0	24	3	2
38011	233	36	33	3	13	38	13	12	34	13	1	0	34	1	2
38012	308	65	51	4	11	68	33	26	27	5	1	0	10	6	1
38013	297	56	42	7	17	39	28	29	34	9	1	2	31	0	2
38014	295	38	27	11	20	43	16	45	39	13	1	0	34	7	1
38015	236	30	20	10	28	45	11	24	33	4	0	1	29	0	1
38016	287	52	37	10	14	52	20	30	40	5	0	3	19	2	3
38017	318	87	38	7	18	39	23	27	42	6	0	0	24	5	2
38018	299	33	29	10	21	46	27	22	44	9	3	2	45	5	3
38019	334	37	32	12	29	63	23	43	38	7	2	0	38	6	4
38020	290	65	21	15	16	47	19	32	39	7	0	0	23	3	3
38021	219	22	25	9	23	33	11	26	26	9	1	0	28	2	4
38022	263	36	32	2	23	46	22	23	35	10	2	0	29	3	0
38023	278	22	31	15	27	40	11	41	41	9	0	2	35	4	0
38024	299	49	35	8	21	57	22	43	32	6	1	1	18	5	1
38025	226	27	26	6	20	44	12	30	19	6	0	0	30	6	0
38026	278	25	35	6	25	53	22	35	40	10	0	1	25	1	0
38027	250	42	14	15	8	48	12	41	42	3	0	0	21	3	1
38028	338	65	49	18	14	65	31	29	31	0	0	0	31	2	3
38029	241	38	18	3	19	39	28	23	34	8	0	0	21	7	3
38030	241	57	17	13	22	49	28	26	14	2	0	0	10	1	2
38031	301	28	37	10	33	53	12	30	25	13	1	1	55	3	0
38032	223	23	14	9	29	38	16	13	28	10	0	0	36	5	2
38033	242	11	24	5	19	26	3	22	86	12	1	1	28	2	2
38034	287	22	29	6	31	49	12	20	44	14	0	0	56	3	1
38035	270	24	16	8	20	48	12	34	40	13	1	0	51	0	3
38036	219	28	16	13	17	35	7	20	37	4	0	0	34	3	5
38037	273	21	35	4	22	48	19	25	52	4	0	0	40	3	0
38038	243	45	12	4	22	32	29	26	33	13	0	0	18	7	2
38039	309	38	27	14	20	53	17	33	46	13	0	2	41	3	2
38040	274	17	25	5	25	66	15	23	42	5	1	0	44	1	5
38041	276	20	35	2	31	42	4	35	25	11	3	0	65	1	2
39001	348	30	61	17	21	90	23	18	16	10	2	1	50	6	3
39002	356	48	25	7	50	77	15	51	31	3	0	0	41	4	4
39003	338	22	21	9	40	48	13	20	35	18	1	5	101	3	2
39004	318	46	44	8	11	80	26	30	17	4	0	1	46	3	2
39005	322	30	27	6	29	65	12	31	26	10	2	1	74	8	1
39006	286	24	24	8	35	45	13	19	39	15	0	1	58	3	2
39007	284	25	31	7	43	23	17	37	40	6	0	0	54	0	1
39008	318	33	40	7	38	46	11	22	51	17	2	0	45	5	1
39009	285	26	27	10	25	41	25	33	26	18	1	2	44	4	3
39010	159	9	7	2	39	20	1	11	19	10	1	0	36	3	1
39011	294	30	41	12	26	47	12	29	28	18	0	0	47	2	2
39012	329	20	17	7	57	36	12	16	44	35	4	2	76	2	1
39013	241	17	25	13	31	57	9	17	17	14	0	0	41	0	0
39014	299	32	19	9	30	49	18	21	34	22	1	4	56	3	1
39015	357	38	44	9	15	120	17	24	36	11	0	2	37	2	2
39016	177	13	15	10	21	36	7	6	20	14	0	0	31	4	0
39017	358	23	27	8	28	57	20	19	43	32	1	2	96	2	0
39018	310	20	27	6	68	68	4	16	25	10	1	0	62	3	0
39019	330	35	28	12	52	35	17	23	30	13	1	0	80	1	3
39020	418	79	52	11	32	73	16	42	42	10	0	0	54	5	2
39021	313	40	41	19	18	70	23	18	40	11	0	0	30	2	1
39022	204	7	18	9	34	32	1	11	31	21	0	0	37	2	1
39023	377	54	63	20	31	70	20	20	37	12	0	0	45	3	2
39024	461	72	66	16	38	92	33	40	33	9	0	0	56	4	2
39025	196	12	10	7	33	29	6	19	25	22	2	0	27	2	2
39026	323	46	36	10	31	70	16	43	22	11	0	0	35	3	0
39027	69	4	7	4	8	25	1	6	2	0	0	0	12	0	0
39028	425	18	30	14	62	39	17	34	45	45	0	2	115	2	2
39029	147	6	7	3	26	20	6	13	14	10	0	1	38	3	0
39030	326	6	25	11	58	35	8	18	36	30	2	1	96	0	0
39031	258	12	18	7	38	28	11	20	49	14	2	1	52	3	3
39032	262	20	41	6	27	61	16	18	25	12	0	1	31	4	0
39033	339	19	20	5	61	67	10	15	45	27	2	1	61	3	3
39034	292	18	17	9	47	41	17	13	44	25	0	1	58	0	2
39035	312	12	26	8	55	45	4	13	25	22	1	0	98	2	1
39036	89	8	6	4	9	18	1	18	8	5	0	0	8	2	2
39037	356	44	62	4	45	94	5	15	14	5	2	1	61	1	3
39038	201	15	30	2	25	30	8	22	17	3	1	0	47	0	1
39039	209	12	20	6	25	40	7	23	18	9	0	0	48	1	0
39040	308	34	51	11	23	76	17	20	21	12	1	3	35	3	1
39041	381	42	46	17	39	70	14	28	23	11	0	2	85	3	1
39042	403	41	67	9	25	154	16	28	19	5	0	1	37	1	0
39043	355	40	59	4	24	68	12	39	31	18	2	0	56	2	0
39044	298	25	51	16	26	59	8	29	23	5	0	1	50	4	1
39045	360	36	57	12	28	102	20	38	22	3	0	0	40	1	1
40001	294	39	32	9	36	43	18	28	31	11	2	1	41	3	0
40002	267	21	32	6	38	33	9	24	28	13	1	1	60	0	1
40003	408	15	16	10	69	39	9	15	41	45	2	0	142	3	2
40004	204	6	21	2	37	34	4	15	14	23	2	0	46	0	0
40005	373	29	26	5	51	51	16	21	33	40	3	2	94	0	2
40006	410	10	20	5	85	8	7	11	35	66	4	1	152	3	3
40007	387	15	48	9	56	35	7	22	28	30	0	1	134	0	2
40008	461	5	25	6	89	52	4	15	33	65	1	0	161	4	1
40009	257	25	7	18	38	32	6	23	23	26	0	1	53	2	3
40010	264	24	23	9	44	35	9	12	27	25	2	0	50	4	0
40011	408	24	21	11	55	59	4	22	39	50	0	0	120	2	1
40012	278	22	19	5	30	34	4	9	22	28	2	2	95	6	0
40013	524	10	23	2	91	45	6	16	36	106	1	3	182	2	1
40014	230	22	26	5	23	42	7	22	27	14	3	1	36	1	1
40015	284	22	19	5	40	42	17	27	22	17	2	0	63	7	1
40016	491	10	20	5	82	47	11	16	43	70	4	0	180	2	1
40017	336	25	20	2	57	47	10	29	28	18	4	0	94	2	0
40018	202	18	7	10	37	34	7	13	12	22	1	2	34	5	0
40019	375	13	32	16	68	48	12	16	40	42	2	0	81	4	1
40020	278	14	18	5	48	28	7	13	39	36	1	1	63	4	1
40021	450	19	27	7	70	55	14	26	49	28	3	2	150	0	0
40022	355	12	13	7	57	46	9	16	28	26	0	0	141	0	0
40023	479	19	23	11	82	50	4	12	36	55	2	0	184	0	1
40024	250	27	23	7	39	41	8	13	26	19	0	0	46	0	1
40025	419	8	16	6	81	44	5	14	25	47	3	0	168	1	1
40026	392	18	19	4	74	41	9	11	28	36	0	2	147	3	0
40027	425	30	15	26	95	46	11	13	32	43	1	0	109	1	3
40028	385	15	12	11	100	26	3	13	22	55	2	0	120	4	2
40029	368	27	48	2	57	56	10	24	37	15	2	0	86	3	1
40030	361	24	46	8	55	74	10	24	21	21	0	0	73	1	4
40031	401	16	11	4	77	27	7	15	25	40	5	1	173	0	0
40032	403	17	21	3	76	46	6	18	47	35	1	1	129	0	3
40033	397	9	18	0	85	50	2	9	21	42	4	1	154	0	2
40034	279	13	46	7	35	68	5	19	20	13	3	1	46	0	3
40035	216	17	11	7	39	36	9	14	29	23	0	0	29	1	1
40036	342	21	17	7	52	40	8	25	38	20	0	0	112	2	0
40037	294	20	13	6	51	31	6	25	22	21	1	0	96	1	1
40038	451	10	29	7	65	48	8	19	34	45	0	6	173	2	5
40039	77	1	1	7	10	13	3	9	13	9	0	0	10	1	0
41001	364	83	70	9	12	54	30	35	32	5	0	0	25	9	0
41002	398	91	85	6	16	80	29	27	28	5	0	0	22	8	1
41003	385	66	51	22	34	56	27	31	37	10	1	1	39	9	1
41004	426	83	97	7	13	76	26	33	35	4	0	1	45	3	3
41005	389	76	47	18	18	63	30	30	35	17	0	3	41	9	2
41006	476	45	76	17	24	173	20	36	20	8	0	0	51	4	2
41007	441	101	69	15	23	86	23	34	40	11	0	2	32	3	2
41008	391	89	61	10	27	66	30	32	33	4	0	0	37	2	0
41009	354	36	59	6	31	76	17	58	30	11	0	0	26	3	1
41010	477	118	77	12	30	97	29	32	32	4	0	1	44	1	0
41011	445	100	65	19	11	68	50	43	48	5	1	3	29	1	2
41012	368	73	49	7	11	65	31	48	44	6	0	0	28	5	1
41013	458	85	81	7	29	79	34	51	41	5	0	1	43	1	1
41014	443	37	63	18	27	118	20	43	28	4	0	0	80	2	3
41015	477	74	72	7	19	99	47	32	54	12	0	2	52	7	0
41016	358	78	44	24	10	66	29	33	39	4	2	3	25	0	1
41017	400	72	51	12	28	85	26	36	33	4	1	0	44	7	1
41018	365	91	64	10	15	57	18	37	31	4	1	1	31	4	1
41019	422	49	68	12	28	106	15	33	21	11	0	0	72	6	1
41020	278	60	26	13	24	58	14	24	28	1	0	3	19	5	3
41021	394	75	64	14	27	58	32	45	33	2	0	3	35	3	3
41022	446	81	78	14	28	81	34	28	45	7	0	0	45	5	0
41023	361	68	63	12	12	75	25	42	41	5	1	0	12	4	1
41024	362	84	55	13	12	65	33	43	24	3	0	0	19	7	4
41025	160	27	15	9	14	30	10	12	20	6	0	0	14	2	1
41026	366	99	61	12	23	41	30	25	32	5	1	0	35	2	0
41027	222	34	31	12	6	44	22	20	25	6	1	0	15	4	2
41028	217	32	18	13	20	46	8	21	21	11	0	0	23	3	1
