Precinct	total_votes	votes|Yes	votes|No
35001	472	336	136
35002	518	362	156
35003	413	316	97
35004	433	280	153
35005	419	300	119
35006	423	313	110
35007	479	363	116
35008	490	358	132
35009	371	261	110
35010	613	461	152
35011	509	363	146
35012	284	195	89
35013	289	210	79
35014	293	196	97
35015	562	431	131
35016	232	157	75
35017	517	398	119
35018	276	188	88
35019	224	161	63
35020	385	273	112
35021	397	297	100
35022	547	409	138
35023	448	283	165
35024	404	255	149
35025	540	424	116
35026	397	268	129
35027	377	260	117
35028	436	305	131
35029	373	262	111
35030	412	297	115
35031	468	320	148
46001	416	277	139
46002	523	368	155
46003	672	456	216
46004	516	340	176
46005	751	488	263
46006	428	298	130
46007	578	370	208
46008	354	267	87
46009	619	430	189
46010	907	644	263
46011	507	379	128
46012	622	466	156
46013	539	351	188
46014	494	397	97
46015	558	391	167
46016	660	466	194
46017	623	435	188
46018	593	416	177
46019	373	258	115
46020	458	322	136
46021	351	266	85
46022	431	361	70
46023	438	317	121
46024	655	462	193
46025	534	362	172
46026	637	485	152
46027	733	538	195
46028	548	339	209
46029	459	313	146
46030	575	437	138
46031	556	404	152
46032	521	391	130
46033	674	442	232
46034	659	470	189
46035	617	455	162
46036	546	335	211
46037	468	370	98
46038	567	402	165
46039	535	363	172
46040	457	299	158
49001	323	218	105
49002	370	262	108
49003	569	373	196
49004	644	433	211
49005	519	330	189
49006	487	305	182
49007	531	332	199
49008	389	226	163
49009	550	367	183
49010	505	322	183
49011	598	375	223
49012	699	455	244
49013	589	372	217
49014	427	274	153
49015	365	204	161
49016	511	316	195
49017	331	204	127
49018	696	509	187
49019	465	291	174
49020	766	550	216
49021	275	156	119
49022	484	299	185
49023	700	534	166
49024	413	265	148
49025	683	491	192
49026	574	397	177
49027	598	408	190
49028	713	523	190
49029	662	489	173
49030	572	350	222
49031	425	246	179
49032	495	335	160
49033	421	271	150
