Precinct	total_votes	votes|Yes	votes|No
01001	547	354	193
01002	432	272	160
01003	588	398	190
01004	561	383	178
01005	605	413	192
01006	518	334	184
01007	380	237	143
01008	426	291	135
01009	365	241	124
01010	700	467	233
01011	644	439	205
01012	617	424	193
01013	239	148	91
01014	496	349	147
01015	459	294	165
01016	618	412	206
01017	440	278	162
01018	492	327	165
01019	536	363	173
01020	424	289	135
01021	719	498	221
01022	335	232	103
01023	750	495	255
01024	434	264	170
01025	522	363	159
01026	312	204	108
01027	536	344	192
01028	101	52	49
01029	643	427	216
01030	547	368	179
01031	482	284	198
01032	505	332	173
01033	609	418	191
01034	419	284	135
01035	649	447	202
01036	552	370	182
01037	538	372	166
01038	501	337	164
01039	467	312	155
01040	499	323	176
01041	303	182	121
01042	175	122	53
01043	325	218	107
01044	480	321	159
02001	601	375	226
02002	431	268	163
02003	611	414	197
02004	484	334	150
02005	656	440	216
02006	536	337	199
02007	501	325	176
02008	622	396	226
02009	499	302	197
02010	435	251	184
02011	577	354	223
02012	469	265	204
02013	449	288	161
02014	576	386	190
02015	524	340	184
02016	485	314	171
02017	637	424	213
02018	512	325	187
02019	386	227	159
02020	619	383	236
02021	545	387	158
02022	563	351	212
02023	376	238	138
02024	478	283	195
02025	589	409	180
02026	480	274	206
02027	483	273	210
02028	606	383	223
02029	608	391	217
02030	450	272	178
02031	625	414	211
02032	437	264	173
02033	799	480	319
02034	425	278	147
02035	716	425	291
02036	581	347	234
02037	470	305	165
02038	489	282	207
02039	340	204	136
02040	719	413	306
02041	551	342	209
02042	587	330	257
02043	713	431	282
02044	332	190	142
02045	605	356	249
02046	306	183	123
03001	577	236	341
03002	529	283	246
03003	354	175	179
03004	512	229	283
03005	268	97	171
03006	680	441	239
03007	268	138	130
03008	357	133	224
03009	454	190	264
03010	172	71	101
03011	454	178	276
03012	462	205	257
03013	597	390	207
03014	547	345	202
03015	340	138	202
03016	363	141	222
03017	699	409	290
03018	664	310	354
03019	596	391	205
03020	494	213	281
03021	552	351	201
03022	695	438	257
03023	391	163	228
03024	396	157	239
03025	914	574	340
03026	578	354	224
03027	669	420	249
03028	292	136	156
03029	428	157	271
03030	363	140	223
03031	493	206	287
03032	618	370	248
03033	627	410	217
03034	643	384	259
03035	230	105	125
03036	236	86	150
03037	422	171	251
03038	366	168	198
03039	829	545	284
03040	492	225	267
03041	341	186	155
04001	750	430	320
04002	682	438	244
04003	389	181	208
04004	638	275	363
04005	468	226	242
04006	507	273	234
04007	564	259	305
04008	517	264	253
04009	524	276	248
04010	623	302	321
04011	495	234	261
04012	566	260	306
04013	644	405	239
04014	507	228	279
04015	614	277	337
04016	879	596	283
04017	659	436	223
04018	465	216	249
04019	338	151	187
04020	472	298	174
04021	712	455	257
04022	516	299	217
04023	682	450	232
04024	450	257	193
04025	592	396	196
04026	438	216	222
04027	661	402	259
04028	409	204	205
04029	424	169	255
04030	653	250	403
04031	495	250	245
04032	561	256	305
04033	499	271	228
04034	411	187	224
04035	581	258	323
04036	544	257	287
04037	964	613	351
04038	531	278	253
05001	372	172	200
05002	308	121	187
05003	548	326	222
05004	644	338	306
05005	403	160	243
05006	345	151	194
05007	494	238	256
05008	490	347	143
05009	560	322	238
05010	345	140	205
05011	509	303	206
05012	303	125	178
05013	381	173	208
05014	362	183	179
05015	433	235	198
05016	408	148	260
05017	336	136	200
05018	457	267	190
05019	455	278	177
05020	553	335	218
05021	541	341	200
05022	542	340	202
05023	825	525	300
05024	544	310	234
05025	417	224	193
05026	447	219	228
05027	581	389	192
05028	487	223	264
05029	477	215	262
05030	272	116	156
05031	339	150	189
05032	561	286	275
05033	468	223	245
05034	557	350	207
05035	598	390	208
05036	251	116	135
05037	526	354	172
05038	392	174	218
05039	389	247	142
05040	317	149	168
05041	266	171	95
06001	394	180	214
06002	362	174	188
06003	371	182	189
06004	281	106	175
06005	223	73	150
06006	396	163	233
06007	338	130	208
06008	373	155	218
06009	316	117	199
06010	215	88	127
06011	315	128	187
06012	265	91	174
06013	281	118	163
06014	274	100	174
06015	278	85	193
06016	368	148	220
06017	225	87	138
06018	230	106	124
06019	326	143	183
06020	204	71	133
06021	197	69	128
06022	224	92	132
06023	182	70	112
06024	179	69	110
06025	174	61	113
06026	244	79	165
06027	198	69	129
06028	167	62	105
06029	375	175	200
06030	289	112	177
06031	363	164	199
06032	338	143	195
06033	356	141	215
06034	371	148	223
06035	326	119	207
06036	427	196	231
06037	367	188	179
06038	387	172	215
06039	299	128	171
06040	316	142	174
06041	355	141	214
06042	355	151	204
06043	311	128	183
06044	337	135	202
06045	393	166	227
06046	250	96	154
06047	250	112	138
06048	380	164	216
07001	300	136	164
07002	335	130	205
07003	369	178	191
07004	356	159	197
07005	279	121	158
07006	431	207	224
07007	326	118	208
07008	268	105	163
07009	615	281	334
07010	389	179	210
07011	359	129	230
07012	302	124	178
07013	203	93	110
07014	359	145	214
07015	324	147	177
07016	275	103	172
07017	289	122	167
07018	279	119	160
07019	322	135	187
07020	257	107	150
07021	246	93	153
07022	285	133	152
07023	332	149	183
07024	272	113	159
07025	273	118	155
07026	281	118	163
07027	254	94	160
07028	254	112	142
07029	281	117	164
07030	245	103	142
07031	226	98	128
07032	454	199	255
07033	463	205	258
07034	412	184	228
07035	370	155	215
07036	405	190	215
07037	352	148	204
07038	291	112	179
07039	309	116	193
07040	291	122	169
07041	346	142	204
07042	288	110	178
07043	302	119	183
07044	298	116	182
07045	319	126	193
07046	121	74	47
08001	308	128	180
08002	333	138	195
08003	417	190	227
08004	418	175	243
08005	392	200	192
08006	378	148	230
08007	416	190	226
08008	367	178	189
08009	237	89	148
08010	457	204	253
08011	283	115	168
08012	297	114	183
08013	396	139	257
08014	263	89	174
08015	300	105	195
08016	111	40	71
08017	321	139	182
08018	335	130	205
08019	385	182	203
08020	407	157	250
08021	448	185	263
08022	335	135	200
08023	304	124	180
08024	222	94	128
08025	369	157	212
08026	316	126	190
08027	396	175	221
08028	378	166	212
08029	411	176	235
08030	365	147	218
08031	260	92	168
08032	273	99	174
08033	330	130	200
08034	354	150	204
08035	385	168	217
08036	373	160	213
08037	300	131	169
08038	233	107	126
08039	356	143	213
08040	283	127	156
08041	397	149	248
08042	429	179	250
08043	207	76	131
08044	238	95	143
08045	338	120	218
08046	284	115	169
08047	290	117	173
08048	332	122	210
08049	344	133	211
08050	349	168	181
08051	379	167	212
08052	451	184	267
08053	217	94	123
08054	289	108	181
08055	244	105	139
08056	363	171	192
09001	334	129	205
09002	297	116	181
09003	272	113	159
09004	258	89	169
09005	336	118	218
09006	293	109	184
09007	267	112	155
09008	323	107	216
09009	370	138	232
09010	262	107	155
09011	218	91	127
09012	396	162	234
09013	393	172	221
09014	401	166	235
09015	372	126	246
09016	305	115	190
09017	212	82	130
09018	249	108	141
09019	322	132	190
09020	327	134	193
09021	287	127	160
09022	340	141	199
09023	405	171	234
09024	317	153	164
09025	355	134	221
09026	366	121	245
09027	276	116	160
