Precinct	total_votes	votes|Pat Quinn	votes|Renato Mariotti	votes|Scott Drury	votes|Nancy Rotering	votes|Kwame Raoul	votes|Jesse Ruiz	votes|Sharon Fairley	votes|Aaron Goldstein
48019	270	39	9	23	24	62	23	76	14
48020	374	70	20	20	40	88	9	102	25
48021	313	82	12	11	38	97	21	40	12
48022	317	80	11	20	30	92	18	62	4
48023	340	59	14	20	36	95	17	88	11
48024	277	72	14	22	19	89	13	40	8
48025	328	56	11	17	34	85	15	90	20
48026	130	34	4	5	16	37	9	22	3
48027	304	74	21	24	32	70	17	45	21
48028	300	75	11	11	24	96	14	49	20
48029	210	44	6	19	41	50	7	26	17
48030	290	50	9	20	30	82	14	72	13
48031	317	74	19	12	27	101	18	49	17
48032	267	58	15	8	26	86	12	50	12
48033	209	36	15	18	25	46	5	54	10
48034	258	52	11	12	24	74	7	63	15
48035	199	56	14	11	16	67	8	21	6
48036	202	36	7	10	28	61	5	49	6
48037	292	59	21	14	37	74	14	60	13
48038	368	82	6	20	30	110	7	103	10
48039	254	51	16	12	19	82	7	58	9
48040	275	59	15	19	24	68	12	67	11
48041	297	54	21	8	26	93	10	59	26
48042	390	62	18	22	45	113	14	84	32
48043	294	63	8	11	37	85	7	71	12
48044	368	59	24	18	34	91	13	115	14
48045	230	35	13	10	27	66	8	59	12
48046	203	41	13	11	18	74	6	32	8
49001	173	50	6	4	7	70	6	23	7
49002	195	50	9	10	25	50	5	37	9
49003	301	95	12	6	35	86	6	46	15
49004	340	88	14	13	29	82	14	75	25
49005	349	97	7	15	27	124	18	50	11
49006	260	74	8	11	34	70	8	35	20
49007	277	63	11	17	28	75	8	64	11
49008	216	57	8	14	18	68	9	32	10
49009	284	71	15	13	29	91	6	46	13
49010	321	98	16	14	22	85	15	51	20
49011	369	89	8	22	37	116	11	67	19
49012	396	103	18	17	25	98	11	88	36
49013	349	83	19	19	29	118	13	53	15
49014	268	76	16	12	28	70	11	28	27
49015	200	56	4	9	27	64	5	32	3
49016	310	114	19	16	25	64	12	38	22
49017	162	42	10	9	12	51	8	19	11
49018	380	101	14	10	33	99	13	82	28
49019	225	69	6	7	14	79	16	27	7
49020	444	123	15	9	31	137	20	66	43
49021	160	41	3	10	19	55	9	21	2
49022	319	101	4	8	39	92	16	43	16
49023	348	86	22	16	35	80	17	55	37
49024	195	42	5	8	12	90	8	24	6
49025	362	91	23	17	52	88	3	60	28
49026	319	75	15	13	36	94	14	52	20
49027	309	71	17	14	21	105	11	51	19
49028	361	86	18	20	34	115	19	48	21
49029	371	80	9	15	41	101	18	75	32
49030	347	96	13	15	27	108	9	56	23
49031	244	69	7	12	19	70	11	43	13
49032	276	67	13	14	26	101	11	28	16
49033	241	66	18	4	20	81	7	35	10
50001	212	56	6	8	15	36	5	47	39
50002	139	40	5	8	12	34	4	19	17
50003	218	42	12	17	24	43	7	33	40
50004	242	70	6	12	25	59	7	38	25
50005	161	41	9	18	7	20	5	28	33
50006	260	80	4	8	22	75	15	37	19
50007	307	83	13	13	19	89	10	67	13
50008	189	51	4	6	18	73	13	16	8
50009	190	48	14	12	12	32	10	37	25
50010	149	54	5	8	11	19	3	12	37
50011	161	49	1	10	8	9	1	25	58
50012	116	23	0	3	18	24	4	20	24
50013	179	69	6	8	10	46	12	16	12
50014	67	21	3	2	9	9	3	6	14
50015	301	62	9	13	34	66	11	75	31
50016	81	16	1	3	14	12	0	15	20
50017	141	37	3	13	12	23	9	19	25
50018	74	22	1	1	10	3	0	4	33
50019	123	38	5	5	6	31	11	21	6
50020	219	49	9	9	21	61	8	41	21
50021	193	46	5	10	21	41	3	42	25
50022	144	37	4	6	17	21	2	19	38
50023	116	35	2	8	17	23	14	6	11
50024	165	48	5	10	9	14	4	21	54
50025	180	51	11	8	11	24	12	23	40
50026	168	54	13	11	6	44	14	18	8
50027	65	20	4	4	10	10	4	4	9
50028	171	60	5	7	13	50	17	14	5
50029	118	40	5	8	11	26	5	13	10
50030	144	54	2	6	8	34	2	21	17
50031	220	70	13	12	17	70	17	7	14
50032	182	52	7	3	16	68	9	17	10
50033	206	53	4	11	20	25	1	37	55
50034	311	54	11	18	18	65	10	83	52
50035	296	67	9	17	30	86	17	55	15
50036	221	50	9	14	21	45	11	37	34
50037	230	47	16	19	21	67	4	42	14
50038	110	27	5	7	12	18	3	18	20
50039	102	39	1	11	8	12	5	9	17
50040	216	64	3	12	14	21	5	22	75
Barrington 1	131	24	8	14	20	16	3	45	1
Barrington 2	182	39	11	18	25	37	2	47	3
Barrington 3	102	23	5	18	10	20	3	22	1
Barrington 4	163	51	3	20	27	21	4	34	3
Barrington 5	92	12	9	11	10	16	5	25	4
Barrington 6	177	34	2	13	25	47	3	51	2
Barrington 7	44	8	7	8	3	9	1	8	0
Barrington 8	143	32	6	21	20	25	7	26	6
Barrington 9	125	15	6	14	16	40	3	31	0
Barrington 10	201	43	11	18	23	49	2	51	4
Barrington 11	83	13	3	16	9	19	3	15	5
Berwyn Ward 1 Precinct 1	205	60	2	14	20	50	24	27	8
Berwyn Ward 1 Precinct 2	208	59	11	29	17	35	32	21	4
Berwyn Ward 1 Precinct 3	318	93	11	31	24	60	66	23	10
Berwyn Ward 1 Precinct 4	231	70	8	24	14	55	27	29	4
Berwyn Ward 1 Precinct 5	220	65	9	11	17	61	29	19	9
Berwyn Ward 2 Precinct 1	140	38	4	12	12	32	24	15	3
Berwyn Ward 2 Precinct 2	200	57	6	11	15	46	47	17	1
Berwyn Ward 2 Precinct 3	293	85	14	29	14	72	53	19	7
Berwyn Ward 2 Precinct 4	305	73	10	26	22	87	52	28	7
Berwyn Ward 3 Precinct 1	214	61	9	26	10	44	35	22	7
Berwyn Ward 3 Precinct 2	161	45	9	11	8	43	21	23	1
Berwyn Ward 3 Precinct 3	190	45	9	14	12	60	32	15	3
Berwyn Ward 3 Precinct 4	218	73	5	16	11	40	44	25	4
Berwyn Ward 3 Precinct 5	324	85	13	29	25	68	38	53	13
Berwyn Ward 4 Precinct 1	128	53	2	7	11	25	17	10	3
Berwyn Ward 4 Precinct 2	232	82	6	20	14	55	39	10	6
Berwyn Ward 4 Precinct 3	255	58	16	12	18	52	65	24	10
Berwyn Ward 4 Precinct 4	175	59	2	11	8	34	44	13	4
Berwyn Ward 5 Precinct 1	354	103	16	21	19	76	77	37	5
Berwyn Ward 5 Precinct 2	189	61	10	7	9	55	25	15	7
Berwyn Ward 5 Precinct 3	178	59	5	14	15	38	34	10	3
Berwyn Ward 6 Precinct 1	111	39	3	10	6	28	12	9	4
Berwyn Ward 6 Precinct 2	159	42	8	19	15	33	26	12	4
Berwyn Ward 6 Precinct 3	192	50	6	11	11	64	28	17	5
Berwyn Ward 6 Precinct 4	225	79	9	8	13	59	39	11	7
Berwyn Ward 7 Precinct 1	167	45	5	9	7	50	31	13	7
Berwyn Ward 7 Precinct 2	193	47	6	26	16	63	20	12	3
Berwyn Ward 7 Precinct 3	226	54	13	16	16	58	33	29	7
Berwyn Ward 7 Precinct 4	247	72	5	15	24	56	47	23	5
Berwyn Ward 8 Precinct 1	302	96	15	16	23	71	39	29	13
Berwyn Ward 8 Precinct 2	184	58	9	11	25	37	20	19	5
Berwyn Ward 8 Precinct 3	134	32	9	6	10	40	20	15	2
Bloom 1	309	48	12	27	30	126	11	47	8
Bloom 2	290	66	8	29	23	102	13	45	4
Bloom 3	151	31	5	5	5	90	6	7	2
Bloom 4	169	44	2	9	7	89	8	8	2
Bloom 5	144	40	3	13	11	56	6	6	9
Bloom 6	95	27	1	1	1	54	2	9	0
Bloom 7	222	52	7	15	12	115	7	11	3
Bloom 8	154	34	7	22	17	50	12	10	2
Bloom 9	167	45	3	21	12	61	13	12	0
Bloom 10	101	22	5	3	4	55	3	8	1
Bloom 11	104	22	1	10	10	39	12	7	3
Bloom 12	203	46	5	14	8	99	7	21	3
Bloom 13	411	81	9	9	23	226	13	41	9
Bloom 14	249	52	2	14	19	128	17	15	2
Bloom 15	163	47	9	12	10	61	10	8	6
Bloom 16	218	35	4	8	10	132	18	6	5
Bloom 17	189	32	5	5	9	119	9	8	2
Bloom 18	166	47	2	14	13	69	8	10	3
Bloom 19	335	58	6	17	25	165	12	45	7
Bloom 20	274	76	10	27	21	94	10	34	2
Bloom 21	60	11	1	2	1	40	3	2	0
Bloom 22	148	39	2	8	7	74	8	8	2
Bloom 23	177	36	6	5	3	109	6	9	3
Bloom 24	328	73	9	19	17	164	9	29	8
Bloom 25	137	28	6	5	5	74	13	3	3
Bloom 26	87	22	3	3	1	43	6	8	1
Bloom 27	189	42	3	8	7	109	5	9	6
Bloom 28	204	47	5	12	9	99	12	16	4
Bloom 29	118	23	2	2	2	76	4	8	1
Bloom 30	360	83	5	17	26	169	10	47	3
Bloom 31	218	46	10	15	13	100	6	23	5
Bloom 32	151	26	1	5	5	98	4	11	1
Bloom 33	261	42	7	6	7	162	4	27	6
Bloom 34	193	37	3	13	12	93	7	21	7
Bloom 35	99	14	2	6	5	55	14	1	2
Bloom 36	321	46	2	5	7	241	9	9	2
Bloom 37	168	30	0	3	4	112	2	10	7
Bloom 38	623	129	8	10	15	397	22	39	3
Bloom 39	151	28	6	7	4	92	8	5	1
Bloom 40	212	48	3	16	9	101	8	21	6
Bloom 41	338	55	5	14	15	216	7	23	3
Bloom 42	264	43	5	11	17	146	4	32	6
Bloom 43	302	53	4	7	7	211	7	12	1
Bloom 44	228	43	7	18	15	96	11	26	12
Bloom 45	362	49	9	18	11	227	9	34	5
Bloom 46	164	39	1	4	12	91	12	4	1
Bloom 47	350	65	17	29	41	123	12	54	9
Bloom 48	246	40	4	10	17	136	9	22	8
Bloom 49	311	69	0	11	7	202	4	15	3
Bloom 50	240	41	7	10	13	144	3	18	4
Bloom 51	101	26	1	2	5	51	8	7	1
Bloom 52	194	55	3	6	2	117	3	6	2
Bloom 53	89	25	2	5	5	42	6	1	3
Bloom 54	212	43	11	21	5	107	18	6	1
Bloom 55	136	37	1	4	3	75	9	4	3
Bloom 56	167	33	11	13	10	81	4	13	2
Bloom 57	208	51	15	14	10	94	6	13	5
Bloom 58	203	37	5	9	4	113	9	23	3
Bloom 59	181	40	2	11	5	85	5	27	6
Bloom 60	239	47	1	4	9	154	1	19	4
Bloom 61	158	45	10	13	13	52	12	10	3
Bremen 1	237	46	4	4	2	155	9	14	3
Bremen 2	147	38	7	19	16	37	9	15	6
Bremen 3	120	27	3	10	14	37	15	10	4
Bremen 4	148	42	4	16	11	51	4	17	3
Bremen 5	122	47	2	4	12	36	6	12	3
Bremen 6	114	36	3	8	7	35	11	11	3
Bremen 7	130	34	0	2	1	81	2	9	1
Bremen 8	156	32	1	3	4	94	9	13	0
Bremen 9	135	39	4	16	12	37	8	17	2
Bremen 10	172	56	5	14	21	52	5	18	1
Bremen 11	189	59	5	35	26	36	4	21	3
Bremen 12	160	28	3	5	6	102	2	10	4
Bremen 13	221	55	4	31	20	78	17	11	5
Bremen 14	123	34	3	8	6	40	18	12	2
Bremen 15	126	35	2	6	12	52	8	8	3
Bremen 16	198	52	4	29	31	49	8	23	2
Bremen 17	213	56	4	5	10	122	4	11	1
Bremen 18	165	47	7	21	8	40	12	26	4
Bremen 19	105	32	2	2	4	58	2	4	1
Bremen 20	143	47	8	17	17	36	5	10	3
Bremen 21	188	50	5	13	6	88	9	15	2
Bremen 22	104	20	3	13	15	29	4	15	5
Bremen 23	88	28	1	4	3	43	4	3	2
Bremen 24	135	44	4	22	16	21	3	20	5
Bremen 25	244	86	9	26	30	41	24	25	3
Bremen 26	277	37	4	13	15	159	8	33	8
Bremen 27	168	53	12	16	8	50	13	14	2
Bremen 28	105	37	2	9	10	25	7	11	4
Bremen 29	382	83	4	12	8	237	11	21	6
Bremen 30	175	53	10	23	21	42	5	18	3
Bremen 31	211	42	1	7	6	127	7	17	4
Bremen 32	251	31	5	7	10	177	7	12	2
Bremen 33	124	47	7	12	16	26	2	14	0
Bremen 34	177	54	9	22	21	34	3	29	5
Bremen 35	134	21	3	3	6	94	1	6	0
Bremen 36	106	24	4	18	15	27	6	10	2
Bremen 37	166	64	7	4	7	64	5	8	7
Bremen 38	163	37	2	4	3	109	2	5	1
Bremen 39	129	31	1	1	1	85	4	5	1
Bremen 40	374	63	5	14	9	249	10	20	4
Bremen 41	96	28	0	15	7	21	18	5	2
Bremen 42	188	45	5	27	25	47	7	23	9
Bremen 43	128	34	1	7	11	52	11	11	1
Bremen 44	199	43	1	2	8	126	7	10	2
Bremen 45	94	20	3	3	3	52	4	8	1
Bremen 46	135	39	4	22	12	25	9	21	3
Bremen 47	220	41	5	4	8	143	5	12	2
Bremen 48	183	26	3	10	6	119	8	9	2
Bremen 49	256	49	1	2	4	176	3	17	4
Bremen 50	175	55	5	22	19	31	12	25	6
Bremen 51	299	48	2	2	10	203	5	27	2
Bremen 52	130	39	4	20	11	29	15	9	3
Bremen 53	95	28	2	9	11	30	2	11	2
Bremen 54	129	39	9	16	24	21	4	13	3
Bremen 55	123	30	3	5	6	47	21	10	1
Bremen 56	279	56	5	5	11	170	8	19	5
Bremen 57	144	28	9	18	14	41	5	25	4
Bremen 58	206	75	7	29	20	46	6	22	1
Bremen 59	142	38	4	15	12	34	13	24	2
Bremen 60	154	48	10	27	11	35	12	10	1
Bremen 61	156	43	7	23	13	33	15	18	4
Bremen 62	150	50	5	8	15	45	4	22	1
Bremen 63	309	59	5	6	6	205	10	16	2
Bremen 64	184	53	7	22	20	47	9	21	5
Bremen 65	116	34	0	3	1	71	1	6	0
Bremen 66	252	47	5	5	3	172	4	14	2
Bremen 67	178	64	4	19	21	41	8	16	5
Bremen 68	102	36	4	19	8	17	7	11	0
Bremen 69	179	41	9	16	8	82	4	18	1
Bremen 70	137	23	2	4	4	85	2	17	0
Bremen 71	201	47	0	2	5	135	4	5	3
Bremen 72	112	41	6	12	11	29	3	9	1
Bremen 73	168	58	6	19	17	53	3	11	1
Bremen 74	162	46	3	25	16	47	5	16	4
Bremen 75	320	45	8	20	11	177	9	38	12
Bremen 76	124	30	7	14	18	25	10	17	3
Bremen 77	228	43	15	31	24	76	11	21	7
Bremen 78	245	52	3	4	5	152	6	18	5
Bremen 79	169	42	10	28	20	34	9	25	1
Bremen 80	253	45	7	3	12	162	3	16	5
Calumet 1	232	65	8	10	15	96	17	19	2
Calumet 2	218	63	7	8	11	71	34	15	9
Calumet 3	275	53	4	7	8	174	10	10	9
Calumet 4	199	56	2	3	10	111	2	13	2
Calumet 5	236	59	6	5	9	141	4	11	1
Calumet 6	340	86	7	8	14	169	31	21	4
Calumet 7	285	71	10	7	16	130	32	13	6
Calumet 8	138	42	4	6	5	48	20	12	1
Calumet 9	221	46	8	2	8	138	4	11	4
Calumet 10	335	77	3	6	14	212	10	12	1
Calumet 11	415	89	6	2	15	260	15	19	9
Calumet 12	190	39	3	4	8	112	2	17	5
Cicero 1	199	80	5	4	6	44	49	1	10
Cicero 2	102	25	2	3	7	36	24	2	3
Cicero 3	192	56	6	10	7	57	53	1	2
Cicero 4	141	46	10	5	6	35	37	2	0
Cicero 5	309	134	12	17	18	49	67	7	5
Cicero 6	237	63	6	10	12	79	57	6	4
Cicero 7	107	27	4	5	6	25	33	1	6
Cicero 8	138	24	9	6	4	65	28	1	1
Cicero 9	187	58	3	4	7	49	53	8	5
Cicero 10	219	74	12	7	11	48	59	6	2
Cicero 11	196	64	9	12	9	45	50	5	2
Cicero 12	216	92	4	18	11	42	39	3	7
Cicero 13	193	76	4	10	10	50	37	5	1
Cicero 14	183	94	6	3	10	30	36	2	2
Cicero 15	220	78	10	10	18	29	51	17	7
Cicero 16	132	46	2	6	6	41	23	6	2
Cicero 17	175	46	6	7	14	59	31	10	2
Cicero 18	118	53	7	4	2	14	34	2	2
Cicero 19	288	91	14	11	12	86	63	7	4
Cicero 20	173	50	7	6	11	58	34	4	3
Cicero 21	186	65	8	8	13	33	45	9	5
Cicero 22	191	55	7	7	9	54	51	6	2
Cicero 23	267	91	5	7	13	70	69	6	6
Cicero 24	170	59	1	7	7	51	43	1	1
Cicero 25	205	80	13	7	12	29	59	3	2
Cicero 26	169	62	1	3	9	42	46	3	3
Cicero 27	184	56	4	13	10	45	45	6	5
Cicero 28	196	60	4	9	12	45	57	3	6
Cicero 29	190	54	12	5	14	49	45	7	4
Cicero 30	146	47	4	2	5	30	46	5	7
Cicero 31	111	41	2	4	12	21	22	7	2
Cicero 32	165	45	7	6	4	41	55	3	4
Elk Grove 1	252	60	16	24	27	54	7	59	5
Elk Grove 2	105	33	3	8	8	34	8	9	2
Elk Grove 3	201	59	5	22	35	40	9	23	8
Elk Grove 4	149	38	4	8	26	31	8	31	3
Elk Grove 5	372	85	17	38	38	84	18	85	7
Elk Grove 6	148	37	9	15	23	29	6	24	5
Elk Grove 7	291	58	12	28	51	74	16	48	4
Elk Grove 8	185	42	11	19	26	43	1	37	6
Elk Grove 9	151	41	8	12	14	43	5	25	3
Elk Grove 10	339	77	13	28	41	85	8	78	9
Elk Grove 11	241	69	7	18	34	48	10	52	3
Elk Grove 12	99	22	3	10	16	27	1	19	1
Elk Grove 13	140	30	10	12	24	39	5	14	6
Elk Grove 14	202	50	13	17	21	40	4	52	5
Elk Grove 15	105	32	4	13	13	23	3	15	2
Elk Grove 16	304	82	8	26	40	65	9	65	9
Elk Grove 17	149	35	10	20	22	35	3	22	2
Elk Grove 18	205	52	7	20	30	51	11	28	6
Elk Grove 19	219	57	11	17	35	39	5	52	3
Elk Grove 20	160	47	8	18	20	34	9	19	5
Elk Grove 21	130	24	12	13	12	36	6	18	9
Elk Grove 22	126	39	3	17	19	33	6	9	0
Elk Grove 23	324	87	15	37	30	64	16	72	3
Elk Grove 24	127	29	7	13	11	32	8	22	5
Elk Grove 25	207	54	12	17	27	48	4	44	1
Elk Grove 26	125	26	13	15	18	20	5	24	4
Elk Grove 27	189	43	5	21	30	38	7	35	10
Elk Grove 28	98	28	4	7	10	24	7	15	3
Elk Grove 29	145	40	2	9	22	23	8	40	1
Elk Grove 30	157	33	6	25	19	42	3	20	9
Elk Grove 31	79	16	2	5	9	19	5	20	3
Elk Grove 32	92	28	9	5	8	26	3	6	7
Elk Grove 33	77	16	3	9	8	14	2	23	2
Elk Grove 34	437	123	9	52	53	93	13	85	9
Elk Grove 35	110	23	5	17	6	31	6	18	4
Elk Grove 36	91	37	5	10	8	17	7	5	2
Elk Grove 37	196	50	9	24	31	41	5	32	4
Elk Grove 38	88	19	5	8	6	27	11	10	2
Elk Grove 39	208	61	12	22	22	61	6	16	8
Elk Grove 40	119	26	2	15	22	24	8	14	8
Elk Grove 41	117	27	8	12	19	18	0	30	3
Elk Grove 42	107	23	6	9	7	35	11	13	3
Elk Grove 43	155	25	9	15	22	38	4	38	4
Elk Grove 44	118	31	9	5	8	30	6	25	4
Elk Grove 45	139	32	5	15	20	36	2	26	3
Elk Grove 46	110	24	5	23	20	10	0	25	3
Elk Grove 47	203	50	7	18	27	53	8	37	3
Elk Grove 48	149	20	9	25	22	23	5	44	1
Elk Grove 49	150	44	7	14	16	38	10	12	9
Elk Grove 50	80	20	3	9	8	20	3	13	4
Elk Grove 51	200	46	3	23	27	53	5	38	5
Elk Grove 52	103	20	7	4	12	26	12	20	2
Evanston Ward 1 Precinct 1	159	19	5	2	28	43	3	45	14
Evanston Ward 1 Precinct 2	369	62	19	15	62	87	11	101	12
Evanston Ward 1 Precinct 3	397	66	19	31	66	76	10	115	14
Evanston Ward 1 Precinct 4	595	93	15	38	140	108	10	162	29
Evanston Ward 2 Precinct 1	596	109	17	20	113	182	18	125	12
Evanston Ward 2 Precinct 2	291	48	13	8	31	117	7	60	7
Evanston Ward 2 Precinct 3	297	66	12	4	16	156	9	27	7
Evanston Ward 2 Precinct 4	432	82	9	15	44	207	9	48	18
Evanston Ward 2 Precinct 5	313	47	5	10	37	158	9	41	6
Evanston Ward 3 Precinct 1	424	61	14	43	74	100	11	112	9
Evanston Ward 3 Precinct 2	483	52	28	33	80	162	11	103	14
Evanston Ward 3 Precinct 3	447	62	21	17	71	112	10	129	25
Evanston Ward 3 Precinct 4	232	40	4	9	50	52	3	63	11
Evanston Ward 3 Precinct 5	341	75	14	13	74	66	11	78	10
Evanston Ward 3 Precinct 6	394	66	15	16	65	117	14	89	12
Evanston Ward 3 Precinct 7	347	65	13	27	51	98	11	69	13
Evanston Ward 4 Precinct 1	218	27	4	17	35	58	5	70	2
Evanston Ward 4 Precinct 2	353	64	19	15	64	103	9	71	8
Evanston Ward 4 Precinct 3	209	40	11	14	30	40	9	57	8
Evanston Ward 4 Precinct 4	608	86	36	34	113	146	22	144	27
Evanston Ward 4 Precinct 5	259	62	7	9	38	52	12	67	12
Evanston Ward 4 Precinct 6	517	106	20	27	74	139	7	119	25
Evanston Ward 5 Precinct 1	269	52	5	11	11	145	12	20	13
Evanston Ward 5 Precinct 2	413	65	23	17	41	143	9	96	19
Evanston Ward 5 Precinct 3	329	80	13	13	23	158	8	26	8
Evanston Ward 5 Precinct 4	152	30	1	3	9	82	8	16	3
Evanston Ward 6 Precinct 1	681	115	22	38	137	167	17	161	24
Evanston Ward 6 Precinct 2	359	53	10	21	55	112	4	89	15
Evanston Ward 6 Precinct 3	369	67	15	20	63	92	7	91	14
Evanston Ward 6 Precinct 4	437	76	19	34	62	123	8	100	15
Evanston Ward 6 Precinct 5	584	82	17	29	97	142	17	177	23
Evanston Ward 6 Precinct 6	289	42	10	22	49	68	7	88	3
Evanston Ward 6 Precinct 7	574	72	21	47	103	141	19	157	14
Evanston Ward 7 Precinct 1	655	108	20	40	103	168	23	172	21
Evanston Ward 7 Precinct 2	660	107	27	44	116	161	12	173	20
Evanston Ward 7 Precinct 3	81	21	8	4	11	18	4	10	5
Evanston Ward 7 Precinct 4	365	55	14	18	77	99	6	87	9
Evanston Ward 7 Precinct 5	579	83	19	60	101	128	25	149	14
Evanston Ward 7 Precinct 6	24	3	1	3	3	6	2	4	2
Evanston Ward 8 Precinct 1	432	73	9	13	44	161	13	102	17
Evanston Ward 8 Precinct 2	274	48	5	13	31	107	12	52	6
Evanston Ward 8 Precinct 3	241	44	10	9	22	98	14	35	9
Evanston Ward 8 Precinct 4	416	66	16	15	55	131	8	104	21
Evanston Ward 8 Precinct 5	429	71	14	25	63	144	11	82	19
Evanston Ward 9 Precinct 1	291	45	8	18	45	95	6	67	7
Evanston Ward 9 Precinct 2	369	66	7	14	42	132	13	86	9
Evanston Ward 9 Precinct 3	539	89	32	23	70	149	18	139	19
Evanston Ward 9 Precinct 4	489	86	11	21	56	150	18	122	25
Evanston Ward 9 Precinct 5	300	59	18	12	35	77	11	74	14
Evanston Ward 9 Precinct 6	354	60	10	16	49	133	5	70	11
Hanover 1	176	43	7	22	24	52	7	17	4
Hanover 2	155	38	5	21	13	47	7	21	3
Hanover 3	69	14	1	9	6	21	6	8	4
Hanover 4	107	17	3	12	22	23	7	16	7
Hanover 5	124	27	3	16	13	32	16	14	3
Hanover 6	98	32	5	12	6	22	7	13	1
Hanover 7	148	38	6	18	20	33	8	19	6
Hanover 8	116	27	2	12	14	37	3	20	1
Hanover 9	199	26	12	18	29	52	12	47	3
Hanover 10	90	19	2	9	9	15	16	14	6
Hanover 11	129	39	7	15	11	31	17	7	2
Hanover 12	80	17	2	3	14	16	14	12	2
Hanover 13	74	21	5	8	4	22	5	7	2
Hanover 14	169	38	8	18	17	58	6	21	3
Hanover 15	97	31	1	5	15	27	6	10	2
Hanover 16	182	47	9	17	25	48	6	26	4
Hanover 17	94	35	2	10	9	28	4	4	2
Hanover 18	96	25	3	9	13	24	4	14	4
Hanover 19	97	27	7	11	17	21	1	11	2
Hanover 20	180	53	13	22	21	38	10	20	3
Hanover 21	72	21	3	10	5	13	4	14	2
Hanover 22	132	30	3	10	19	37	8	21	4
Hanover 23	158	40	10	21	21	43	5	13	5
Hanover 24	112	41	3	11	12	18	12	9	6
Hanover 25	144	41	5	20	13	31	10	23	1
Hanover 26	174	48	6	18	18	39	9	29	7
Hanover 27	375	102	19	42	41	97	10	53	11
Hanover 28	191	40	16	26	20	43	15	24	7
Hanover 29	61	17	5	4	7	19	1	6	2
Hanover 30	146	28	9	13	14	47	11	22	2
Hanover 31	115	30	4	9	13	33	7	19	0
Hanover 32	101	26	3	6	12	30	11	9	4
Hanover 33	137	36	5	13	15	35	12	18	3
Hanover 34	178	63	9	6	12	51	10	20	7
Hanover 35	104	26	8	5	16	24	11	13	1
Hanover 36	90	22	5	10	11	25	8	8	1
Hanover 37	255	53	17	20	34	67	13	39	12
Hanover 38	146	41	1	11	15	40	9	25	4
Hanover 39	170	46	15	13	24	43	7	17	5
Hanover 40	175	47	4	16	23	41	10	30	4
Hanover 41	211	43	10	18	25	65	11	36	3
Hanover 42	139	29	7	11	25	32	10	22	3
Hanover 43	167	50	7	19	22	34	12	15	8
Hanover 44	225	52	12	20	35	50	11	38	7
Lemont 1	143	31	8	17	25	28	6	24	4
Lemont 2	134	35	4	17	22	26	6	22	2
Lemont 3	167	48	18	30	14	28	3	22	4
Lemont 4	177	39	6	30	24	47	9	19	3
Lemont 5	194	51	8	23	23	38	8	38	5
Lemont 6	176	47	11	33	20	33	5	24	3
Lemont 7	167	35	9	22	22	43	11	17	8
Lemont 8	213	64	8	25	24	49	6	31	6
Lemont 9	91	23	7	18	14	13	2	13	1
Lemont 10	136	42	7	19	15	21	6	19	7
Lemont 11	207	62	11	36	25	35	5	30	3
Lemont 12	132	35	9	19	5	31	4	26	3
Lemont 13	155	44	12	31	12	32	5	17	2
Lemont 14	131	37	5	17	16	22	4	20	10
Leyden 1	79	29	1	12	3	19	12	2	1
Leyden 2	88	20	5	5	12	27	8	11	0
Leyden 3	208	63	9	11	28	53	24	17	3
Leyden 4	114	37	5	10	8	23	22	6	3
Leyden 5	168	65	7	15	7	43	13	15	3
Leyden 6	224	73	10	24	25	49	22	20	1
Leyden 7	104	24	4	9	12	30	14	8	3
Leyden 8	187	53	13	18	19	54	12	12	6
Leyden 9	218	65	13	15	19	59	9	34	4
Leyden 10	177	53	17	15	23	41	12	12	4
Leyden 11	148	48	7	16	24	25	10	14	4
Leyden 12	65	28	5	4	7	14	3	3	1
Leyden 13	140	48	4	9	11	36	16	13	3
Leyden 14	119	35	14	11	12	26	7	13	1
Leyden 15	161	41	5	19	18	35	28	12	3
Leyden 16	185	68	5	14	12	51	22	9	4
Leyden 17	90	32	3	11	3	28	5	8	0
Leyden 18	119	37	6	8	11	32	18	6	1
Leyden 19	187	50	6	20	22	41	14	30	4
Leyden 20	74	21	3	11	6	16	8	7	2
Leyden 21	103	34	0	5	4	31	23	4	2
Leyden 22	111	26	9	7	15	28	3	21	2
Leyden 23	251	53	9	32	42	58	8	45	4
Leyden 24	125	36	6	6	15	22	26	10	4
Leyden 25	109	33	5	12	9	34	9	4	3
Leyden 26	238	67	17	21	31	72	6	24	0
Leyden 27	33	17	1	1	3	8	3	0	0
Leyden 28	78	22	4	2	11	21	10	5	3
Leyden 29	87	25	1	8	6	25	14	4	4
Leyden 30	161	44	8	20	17	32	13	23	4
Leyden 31	149	52	6	9	19	24	26	12	1
Leyden 32	185	58	7	21	16	40	29	11	3
Leyden 33	122	42	6	13	19	19	17	5	1
Leyden 34	105	31	7	1	14	30	12	10	0
Leyden 35	66	22	5	7	8	9	11	2	2
Leyden 36	125	34	12	9	15	22	17	14	2
Leyden 37	108	46	8	8	9	17	7	11	2
Leyden 38	38	11	2	3	3	10	1	6	2
Leyden 39	107	31	6	7	11	33	5	11	3
Leyden 40	141	37	8	7	15	36	25	9	4
Leyden 41	75	24	6	8	3	11	20	3	0
Leyden 42	163	56	20	22	16	29	7	10	3
Leyden 43	122	37	11	14	12	22	15	9	2
Leyden 44	91	33	7	9	8	19	6	9	0
