Precinct	total_votes	votes|JB Pritzker & Juliana Stratton	votes|Bruce Rauner & Evelyn Sanguinetti	votes|Grayson Kash Jackson & Sanjeev Mohip	votes|William McCann & Aaron Merreighn
Berwyn Ward 1 Precinct 5	397	292	79	11	15
Berwyn Ward 2 Precinct 1	295	230	56	4	5
Berwyn Ward 2 Precinct 2	392	279	93	8	12
Berwyn Ward 2 Precinct 3	582	426	125	13	18
Berwyn Ward 2 Precinct 4	701	515	143	21	22
Berwyn Ward 3 Precinct 1	460	344	92	13	11
Berwyn Ward 3 Precinct 2	372	247	108	4	13
Berwyn Ward 3 Precinct 3	378	264	96	10	8
Berwyn Ward 3 Precinct 4	470	355	96	10	9
Berwyn Ward 3 Precinct 5	652	459	149	27	17
Berwyn Ward 4 Precinct 1	295	227	58	6	4
Berwyn Ward 4 Precinct 2	480	370	94	9	7
Berwyn Ward 4 Precinct 3	554	428	92	20	14
Berwyn Ward 4 Precinct 4	312	229	69	8	6
Berwyn Ward 5 Precinct 1	695	582	87	12	14
Berwyn Ward 5 Precinct 2	438	364	57	15	2
Berwyn Ward 5 Precinct 3	379	318	48	6	7
Berwyn Ward 6 Precinct 1	251	204	39	2	6
Berwyn Ward 6 Precinct 2	332	264	53	9	6
Berwyn Ward 6 Precinct 3	442	369	61	8	4
Berwyn Ward 6 Precinct 4	524	435	68	13	8
Berwyn Ward 7 Precinct 1	396	329	43	20	4
Berwyn Ward 7 Precinct 2	418	348	58	5	7
Berwyn Ward 7 Precinct 3	515	399	95	11	10
Berwyn Ward 7 Precinct 4	601	479	93	20	9
Berwyn Ward 8 Precinct 1	734	580	123	15	16
Berwyn Ward 8 Precinct 2	447	332	94	8	13
Berwyn Ward 8 Precinct 3	289	226	49	9	5
Bloom 1	668	448	194	16	10
Bloom 2	632	411	193	9	19
Bloom 3	385	311	59	3	12
Bloom 4	404	344	49	5	6
Bloom 5	390	231	140	6	13
Bloom 6	193	188	1	4	0
Bloom 7	554	362	167	12	13
Bloom 8	498	300	175	6	17
Bloom 9	426	232	159	15	20
Bloom 10	197	192	3	1	1
Bloom 11	339	172	137	10	20
Bloom 12	515	421	74	6	14
Bloom 13	823	702	95	15	11
Bloom 14	752	545	172	8	27
Bloom 15	404	266	124	6	8
Bloom 16	495	390	87	9	9
Bloom 17	387	339	28	13	7
Bloom 18	472	318	139	9	6
Bloom 19	527	402	110	10	5
Bloom 20	517	345	148	14	10
Bloom 21	138	126	4	5	3
Bloom 22	405	321	62	9	13
Bloom 23	477	428	37	10	2
Bloom 24	818	646	132	23	17
Bloom 25	339	278	50	4	7
Bloom 26	342	247	74	7	14
Bloom 27	467	387	62	9	9
Bloom 28	477	320	137	8	12
Bloom 29	185	179	3	1	2
Bloom 30	641	499	119	7	16
Bloom 31	535	329	193	8	5
Bloom 32	369	323	38	5	3
Bloom 33	459	402	44	9	4
Bloom 34	313	276	30	5	2
Bloom 35	245	210	28	5	2
Bloom 36	661	594	48	12	7
Bloom 37	315	284	22	5	4
Bloom 38	1153	1040	84	9	20
Bloom 39	330	289	26	5	10
Bloom 40	349	268	72	3	6
Bloom 41	640	569	61	6	4
Bloom 42	495	415	72	5	3
Bloom 43	495	458	31	2	4
Bloom 44	599	384	194	6	15
Bloom 45	735	629	89	4	13
Bloom 46	345	297	40	2	6
Bloom 47	704	467	212	11	14
Bloom 48	416	345	61	5	5
Bloom 49	554	518	27	7	2
Bloom 50	499	364	123	8	4
Bloom 51	231	212	12	2	5
Bloom 52	330	305	13	8	4
Bloom 53	264	182	65	5	12
Bloom 54	493	345	122	8	18
Bloom 55	392	347	33	2	10
Bloom 56	442	273	152	4	13
Bloom 57	472	320	131	10	11
Bloom 58	377	312	57	2	6
Bloom 59	389	308	67	3	11
Bloom 60	439	402	29	5	3
Bloom 61	433	264	145	9	15
Bremen 1	432	406	17	8	1
Bremen 2	563	278	242	22	21
Bremen 3	438	234	182	9	13
Bremen 4	475	264	186	8	17
Bremen 5	332	214	103	6	9
Bremen 6	360	222	109	14	15
Bremen 7	288	251	27	6	4
Bremen 8	379	350	18	5	6
Bremen 9	398	184	187	14	13
Bremen 10	594	290	257	23	24
Bremen 11	559	282	229	8	40
Bremen 12	374	331	32	5	6
Bremen 13	512	308	162	20	22
Bremen 14	354	249	87	8	10
Bremen 15	343	244	75	9	15
Bremen 16	520	233	258	7	22
Bremen 17	422	401	10	6	5
Bremen 18	658	348	258	16	36
Bremen 19	174	167	6	1	0
Bremen 20	392	216	152	12	12
Bremen 21	556	410	120	11	15
Bremen 22	391	176	183	17	15
Bremen 23	161	155	3	2	1
Bremen 24	438	184	221	15	18
Bremen 25	575	335	203	8	29
Bremen 26	479	402	63	6	8
Bremen 27	521	334	155	13	19
Bremen 28	341	196	106	14	25
Bremen 29	682	641	31	9	1
Bremen 30	502	230	237	14	21
Bremen 31	458	411	31	8	8
Bremen 32	436	405	25	3	3
Bremen 33	434	191	209	18	16
Bremen 34	639	274	317	21	27
Bremen 35	307	294	8	5	0
Bremen 36	345	145	163	16	21
Bremen 37	234	211	9	10	4
Bremen 38	375	359	7	8	1
Bremen 39	310	285	17	8	0
Bremen 40	738	648	65	14	11
Bremen 41	307	166	122	7	12
Bremen 42	633	316	271	11	35
Bremen 43	336	268	59	3	6
Bremen 44	396	369	18	1	8
Bremen 45	225	205	15	3	2
Bremen 46	492	187	274	11	20
Bremen 47	421	386	22	4	9
Bremen 48	383	349	24	2	8
Bremen 49	415	388	17	3	7
Bremen 50	525	218	267	13	27
Bremen 51	607	561	30	6	10
Bremen 52	373	202	138	9	24
Bremen 53	306	172	109	7	18
Bremen 54	408	187	203	6	12
Bremen 55	389	318	58	8	5
Bremen 56	528	490	23	4	11
Bremen 57	517	214	270	5	28
Bremen 58	604	285	277	15	27
Bremen 59	492	255	192	17	28
Bremen 60	396	215	152	11	18
Bremen 61	467	232	194	18	23
Bremen 62	525	300	190	11	24
Bremen 63	627	577	30	14	6
Bremen 64	599	321	255	7	16
Bremen 65	210	201	5	2	2
Bremen 66	401	384	12	3	2
Bremen 67	661	287	319	18	37
Bremen 68	318	121	168	9	20
Bremen 69	522	347	145	11	19
Bremen 70	305	276	23	3	3
Bremen 71	360	333	20	3	4
Bremen 72	336	176	142	8	10
Bremen 73	510	286	188	17	19
Bremen 74	523	306	185	15	17
Bremen 75	601	470	106	13	12
Bremen 76	416	206	183	10	17
Bremen 77	721	388	279	21	33
Bremen 78	438	411	18	5	4
Bremen 79	518	231	257	8	22
Bremen 80	451	421	23	5	2
Calumet 1	447	384	45	5	13
Calumet 2	419	346	57	7	9
Calumet 3	461	430	17	6	8
Calumet 4	403	382	12	7	2
Calumet 5	406	382	18	4	2
Calumet 6	695	607	55	18	15
Calumet 7	532	445	60	20	7
Calumet 8	315	271	31	3	10
Calumet 9	360	340	16	4	0
Calumet 10	505	476	14	5	10
Calumet 11	682	648	20	7	7
Calumet 12	353	337	5	8	3
Cicero 1	529	462	48	8	11
Cicero 2	260	239	15	4	2
Cicero 3	346	281	54	5	6
Cicero 4	368	325	33	5	5
Cicero 5	550	414	122	9	5
Cicero 6	458	357	89	7	5
Cicero 7	304	267	30	3	4
Cicero 8	252	212	26	10	4
Cicero 9	435	387	36	6	6
Cicero 10	518	433	63	12	10
Cicero 11	492	371	99	8	14
Cicero 12	397	310	72	10	5
Cicero 13	434	301	112	10	11
Cicero 14	413	318	69	10	16
Cicero 15	459	365	66	14	14
Cicero 16	355	295	46	11	3
Cicero 17	489	422	49	8	10
Cicero 18	272	228	29	10	5
Cicero 19	623	478	128	11	6
Cicero 20	318	264	49	2	3
Cicero 21	427	366	49	8	4
Cicero 22	353	315	27	6	5
Cicero 23	557	469	62	17	9
Cicero 24	495	435	50	6	4
Cicero 25	411	342	53	12	4
Cicero 26	315	268	35	4	8
Cicero 27	465	391	56	6	12
Cicero 28	429	381	31	4	13
Cicero 29	410	350	45	12	3
Cicero 30	380	344	24	6	6
Cicero 31	331	278	44	5	4
Cicero 32	372	322	41	4	5
Elk Grove 1	507	285	196	17	9
Elk Grove 2	445	296	118	15	16
Elk Grove 3	627	324	263	12	28
Elk Grove 4	525	299	184	20	22
Elk Grove 5	815	426	352	11	26
Elk Grove 6	399	223	149	14	13
Elk Grove 7	693	347	302	14	30
Elk Grove 8	499	215	260	7	17
Elk Grove 9	517	248	229	15	25
Elk Grove 10	847	387	421	17	22
Elk Grove 11	637	291	326	12	8
Elk Grove 12	380	142	216	9	13
Elk Grove 13	494	283	180	18	13
Elk Grove 14	631	320	281	8	22
Elk Grove 15	430	194	200	15	21
Elk Grove 16	646	304	315	13	14
Elk Grove 17	480	280	165	17	18
Elk Grove 18	751	369	339	16	27
Elk Grove 19	704	304	371	11	18
Elk Grove 20	582	284	270	8	20
Elk Grove 21	476	265	186	13	12
Elk Grove 22	515	305	180	17	13
Elk Grove 23	866	421	406	19	20
Elk Grove 24	469	218	229	9	13
Elk Grove 25	500	222	263	8	7
Elk Grove 26	446	209	212	12	13
Elk Grove 27	674	287	363	12	12
Elk Grove 28	479	279	161	14	25
Elk Grove 29	547	257	270	5	15
Elk Grove 30	502	233	246	10	13
Elk Grove 31	320	178	130	7	5
Elk Grove 32	354	218	117	13	6
Elk Grove 33	360	154	174	15	17
Elk Grove 34	962	460	448	20	34
Elk Grove 35	440	261	156	12	11
Elk Grove 36	338	241	79	5	13
Elk Grove 37	643	314	300	11	18
Elk Grove 38	332	247	64	14	7
Elk Grove 39	685	397	244	22	22
Elk Grove 40	477	288	164	15	10
Elk Grove 41	425	188	217	8	12
Elk Grove 42	440	300	114	17	9
Elk Grove 43	540	270	246	7	17
Elk Grove 44	470	221	233	7	9
Elk Grove 45	509	205	269	12	23
Elk Grove 46	436	162	252	5	17
Elk Grove 47	706	341	319	9	37
Elk Grove 48	426	176	232	10	8
Elk Grove 49	565	341	193	18	13
Elk Grove 50	282	175	92	3	12
Elk Grove 51	789	337	409	18	25
Elk Grove 52	270	173	74	3	20
Evanston Ward 1 Precinct 1	500	455	35	8	2
Evanston Ward 1 Precinct 2	739	624	104	9	2
Evanston Ward 1 Precinct 3	717	571	127	9	10
Evanston Ward 1 Precinct 4	1032	819	195	8	10
Evanston Ward 2 Precinct 1	1269	1067	168	25	9
Evanston Ward 2 Precinct 2	495	458	24	7	6
Evanston Ward 2 Precinct 3	605	561	24	13	7
Evanston Ward 2 Precinct 4	801	755	29	12	5
Evanston Ward 2 Precinct 5	568	525	28	9	6
Evanston Ward 3 Precinct 1	758	618	130	6	4
Evanston Ward 3 Precinct 2	881	742	119	15	5
Evanston Ward 3 Precinct 3	797	670	113	11	3
Evanston Ward 3 Precinct 4	399	331	58	6	4
Evanston Ward 3 Precinct 5	823	675	119	22	7
Evanston Ward 3 Precinct 6	682	577	78	19	8
Evanston Ward 3 Precinct 7	604	513	73	11	7
Evanston Ward 4 Precinct 1	414	358	43	12	1
Evanston Ward 4 Precinct 2	652	554	84	13	1
Evanston Ward 4 Precinct 3	534	443	84	4	3
Evanston Ward 4 Precinct 4	1026	885	119	15	7
Evanston Ward 4 Precinct 5	388	330	53	3	2
Evanston Ward 4 Precinct 6	899	742	133	13	11
Evanston Ward 5 Precinct 1	576	532	25	12	7
Evanston Ward 5 Precinct 2	930	809	104	15	2
Evanston Ward 5 Precinct 3	634	596	27	9	2
Evanston Ward 5 Precinct 4	346	324	14	7	1
Evanston Ward 6 Precinct 1	1094	821	249	13	11
Evanston Ward 6 Precinct 2	560	451	102	4	3
Evanston Ward 6 Precinct 3	601	480	106	11	4
Evanston Ward 6 Precinct 4	751	623	115	5	8
Evanston Ward 6 Precinct 5	934	718	196	12	8
Evanston Ward 6 Precinct 6	552	364	182	4	2
Evanston Ward 6 Precinct 7	895	718	164	10	3
Evanston Ward 7 Precinct 1	1073	879	175	14	5
Evanston Ward 7 Precinct 2	1162	920	211	27	4
Evanston Ward 7 Precinct 3	443	386	43	12	2
Evanston Ward 7 Precinct 4	514	437	67	8	2
Evanston Ward 7 Precinct 5	949	715	217	13	4
Evanston Ward 7 Precinct 6	47	43	1	3	0
Evanston Ward 8 Precinct 1	765	693	54	14	4
Evanston Ward 8 Precinct 2	596	534	44	11	7
Evanston Ward 8 Precinct 3	503	453	30	18	2
Evanston Ward 8 Precinct 4	673	595	63	11	4
Evanston Ward 8 Precinct 5	824	721	74	17	12
Evanston Ward 9 Precinct 1	548	474	57	12	5
Evanston Ward 9 Precinct 2	616	560	35	16	5
Evanston Ward 9 Precinct 3	933	800	98	26	9
Evanston Ward 9 Precinct 4	795	693	80	15	7
Evanston Ward 9 Precinct 5	473	406	52	11	4
Evanston Ward 9 Precinct 6	621	530	69	16	6
Hanover 1	763	438	288	21	16
Hanover 2	584	300	242	16	26
Hanover 3	253	174	61	10	8
Hanover 4	542	312	197	11	22
Hanover 5	534	303	194	17	20
Hanover 6	434	252	154	8	20
Hanover 7	574	327	209	18	20
Hanover 8	487	236	210	17	24
Hanover 9	574	277	271	17	9
Hanover 10	317	201	95	8	13
Hanover 11	502	329	141	16	16
Hanover 12	328	216	90	12	10
Hanover 13	387	224	140	8	15
Hanover 14	688	397	245	25	21
Hanover 15	393	244	126	8	15
Hanover 16	733	373	315	27	18
Hanover 17	401	223	155	8	15
Hanover 18	493	309	156	19	9
Hanover 19	505	207	274	11	13
Hanover 20	815	456	315	23	21
Hanover 21	347	147	184	7	9
Hanover 22	497	277	183	14	23
Hanover 23	570	306	224	16	24
Hanover 24	501	336	141	16	8
Hanover 25	536	247	255	20	14
Hanover 26	779	420	327	17	15
Hanover 27	1630	839	729	25	37
Hanover 28	718	401	285	13	19
Hanover 29	321	222	91	4	4
Hanover 30	568	314	213	12	29
Hanover 31	481	198	263	12	8
Hanover 32	417	276	119	12	10
Hanover 33	522	322	158	10	32
Hanover 34	628	376	219	17	16
Hanover 35	516	331	157	14	14
Hanover 36	410	246	139	13	12
Hanover 37	743	455	248	19	21
Hanover 38	631	321	280	15	15
Hanover 39	619	360	222	11	26
Hanover 40	649	352	250	25	22
Hanover 41	827	459	321	16	31
Hanover 42	602	292	271	12	27
Hanover 43	614	347	224	22	21
Hanover 44	708	347	312	18	31
Lemont 1	614	185	390	17	22
Lemont 2	471	153	290	6	22
Lemont 3	752	240	473	7	32
Lemont 4	656	217	389	13	37
Lemont 5	612	281	281	21	29
Lemont 6	656	239	375	12	30
Lemont 7	549	242	264	20	23
Lemont 8	747	318	372	15	42
Lemont 9	420	115	287	10	8
Lemont 10	455	208	217	11	19
Lemont 11	892	286	551	12	43
Lemont 12	816	271	490	17	38
Lemont 13	812	286	480	15	31
Lemont 14	645	186	431	6	22
Leyden 1	339	225	95	8	11
Leyden 2	250	143	92	6	9
Leyden 3	596	344	224	11	17
Leyden 4	425	278	122	9	16
Leyden 5	470	295	152	8	15
Leyden 6	619	385	197	16	21
Leyden 7	270	172	85	7	6
Leyden 8	565	350	179	17	19
Leyden 9	723	349	347	10	17
Leyden 10	665	410	229	13	13
Leyden 11	529	282	219	7	21
Leyden 12	636	164	452	6	14
Leyden 13	551	379	147	14	11
Leyden 14	440	251	155	14	20
Leyden 15	552	335	192	16	9
Leyden 16	523	324	170	11	18
Leyden 17	435	239	183	7	6
Leyden 18	299	170	122	1	6
Leyden 19	519	300	193	13	13
Leyden 20	270	151	103	6	10
Leyden 21	312	259	39	12	2
Leyden 22	426	188	222	9	7
Leyden 23	963	435	496	19	13
Leyden 24	478	344	106	7	21
Leyden 25	329	167	150	5	7
Leyden 26	815	464	303	20	28
Leyden 27	120	65	48	3	4
Leyden 28	250	175	63	7	5
Leyden 29	326	232	78	8	8
Leyden 30	600	323	247	15	15
Leyden 31	502	315	165	18	4
Leyden 32	579	332	218	19	10
Leyden 33	494	306	159	12	17
Leyden 34	382	252	106	12	12
Leyden 35	245	164	64	4	13
Leyden 36	462	290	144	16	12
Leyden 37	334	187	125	8	14
Leyden 38	203	108	85	4	6
Leyden 39	358	211	123	8	16
Leyden 40	462	286	155	9	12
Leyden 41	254	174	69	5	6
Leyden 42	490	211	257	7	15
Leyden 43	379	232	130	5	12
Leyden 44	423	234	166	11	12
Leyden 45	376	198	161	9	8
Leyden 46	425	263	134	14	14
Leyden 47	424	236	170	9	9
Leyden 48	508	319	168	13	8
Leyden 49	736	421	272	16	27
Leyden 50	683	419	216	18	30
Lyons 1	70	39	30	1	0
Lyons 2	481	298	146	19	18
Lyons 3	455	278	143	11	23
Lyons 4	840	530	270	20	20
Lyons 5	574	349	198	15	12
Lyons 6	378	220	137	13	8
Lyons 7	512	401	100	5	6
Lyons 8	309	188	107	1	13
Lyons 9	719	424	270	10	15
Lyons 10	497	290	184	9	14
Lyons 11	476	256	199	9	12
Lyons 12	428	135	280	6	7
Lyons 13	210	201	7	2	0
Lyons 14	744	336	386	9	13
Lyons 15	667	340	313	8	6
Lyons 16	1068	597	436	19	16
Lyons 17	381	162	210	3	6
Lyons 18	510	261	237	5	7
Lyons 19	467	295	149	8	15
Lyons 20	1004	446	532	9	17
Lyons 21	998	458	513	9	18
Lyons 22	332	231	75	13	13
Lyons 23	638	290	310	11	27
Lyons 24	510	209	289	5	7
Lyons 25	542	254	249	17	22
Lyons 26	416	173	226	15	2
Lyons 27	585	178	392	3	12
Lyons 28	735	295	405	18	17
Lyons 29	416	199	194	10	13
Lyons 30	90	43	39	1	7
Lyons 31	584	252	310	11	11
Lyons 32	265	138	104	9	14
Lyons 33	201	102	90	4	5
Lyons 34	260	142	98	7	13
Lyons 35	443	183	233	11	16
Lyons 36	578	189	363	4	22
Lyons 37	354	211	122	12	9
Lyons 38	242	151	76	8	7
Lyons 39	617	270	332	8	7
Lyons 40	493	242	238	3	10
Lyons 41	357	133	205	6	13
Lyons 42	582	221	328	11	22
Lyons 43	534	221	297	10	6
Lyons 44	946	346	571	15	14
Lyons 45	792	449	278	34	31
Lyons 46	451	182	248	8	13
Lyons 47	603	280	300	12	11
Lyons 48	488	280	183	11	14
Lyons 49	370	181	163	9	17
Lyons 50	647	359	249	24	15
Lyons 51	388	231	134	5	18
Lyons 52	626	310	276	11	29
Lyons 53	582	257	296	9	20
Lyons 54	316	157	139	5	15
Lyons 55	669	256	391	11	11
Lyons 56	634	465	135	15	19
Lyons 57	503	401	82	15	5
Lyons 58	377	210	148	9	10
Lyons 59	420	270	127	11	12
Lyons 60	698	594	72	21	11
Lyons 61	574	249	301	6	18
Lyons 62	282	81	190	3	8
Lyons 63	811	309	471	10	21
Lyons 64	465	295	145	10	15
Lyons 65	646	349	247	19	31
Lyons 66	332	225	92	5	10
Lyons 67	547	338	165	24	20
Lyons 68	373	230	119	9	15
Lyons 69	790	310	446	8	26
Lyons 70	390	356	19	8	7
Lyons 71	203	139	50	12	2
Lyons 72	785	367	389	18	11
Lyons 73	546	270	254	9	13
Lyons 74	261	140	99	14	8
Lyons 75	330	188	120	13	9
Lyons 76	378	197	149	8	24
Lyons 77	376	195	163	7	11
Lyons 78	387	165	190	12	20
Maine 1	380	221	140	6	13
Maine 2	418	256	138	13	11
Maine 3	246	147	84	9	6
Maine 4	579	284	249	16	30
Maine 5	600	396	178	13	13
Maine 6	802	467	276	22	37
Maine 7	403	202	182	12	7
Maine 8	624	286	312	13	13
Maine 9	864	523	286	36	19
Maine 10	446	244	171	15	16
Maine 11	387	207	161	4	15
Maine 12	395	223	148	8	16
Maine 13	549	291	223	20	15
Maine 14	702	398	264	18	22
Maine 15	317	177	124	7	9
Maine 16	390	207	159	14	10
Maine 17	549	302	223	11	13
Maine 18	480	278	179	9	14
Maine 19	363	182	156	9	16
Maine 20	323	179	130	8	6
Maine 21	768	361	380	14	13
Maine 22	750	381	338	13	18
Maine 23	460	268	160	13	19
Maine 24	792	393	365	10	24
Maine 25	649	329	300	6	14
Maine 26	504	288	187	12	17
Maine 27	408	239	154	7	8
Maine 28	245	178	56	6	5
Maine 29	869	371	461	19	18
Maine 30	1383	592	743	19	29
Maine 31	531	294	219	9	9
Maine 32	343	174	155	7	7
Maine 33	322	246	65	6	5
Maine 34	653	368	247	21	17
Maine 35	490	324	144	11	11
Maine 36	547	227	288	18	14
Maine 37	645	236	387	6	16
Maine 38	407	198	180	12	17
Maine 39	497	224	246	12	15
Maine 40	487	269	199	9	10
Maine 41	428	221	173	12	22
Maine 42	844	394	419	10	21
Maine 43	492	172	301	8	11
Maine 44	384	175	196	10	3
Maine 45	212	158	39	5	10
Maine 46	554	252	261	10	31
Maine 47	545	324	191	14	16
Maine 48	671	356	273	17	25
Maine 49	508	296	196	6	10
Maine 50	552	269	261	13	9
Maine 51	471	273	183	8	7
Maine 52	514	292	197	9	16
Maine 53	445	268	156	7	14
Maine 54	610	292	301	7	10
Maine 55	458	215	227	5	11
Maine 56	642	341	263	20	18
Maine 57	322	209	98	10	5
Maine 58	573	232	307	18	16
Maine 59	534	257	248	10	19
Maine 60	966	417	515	16	18
Maine 61	335	176	142	7	10
Maine 62	272	149	114	3	6
Maine 63	382	214	144	13	11
Maine 64	425	168	226	14	17
Maine 65	404	160	226	7	11
Maine 66	278	116	147	9	6
Maine 67	819	311	467	10	31
Maine 68	391	211	159	10	11
Maine 69	490	249	209	15	17
Maine 70	534	354	155	13	12
Maine 71	279	163	102	6	8
Maine 72	444	201	222	11	10
Maine 73	180	88	83	4	5
Maine 74	453	236	199	8	10
Maine 75	437	214	201	6	16
Maine 76	314	168	133	4	9
Maine 77	834	435	349	12	38
Maine 78	443	311	123	5	4
Maine 79	433	313	102	7	11
Maine 80	526	248	244	16	18
Maine 81	304	167	123	9	5
Maine 82	502	284	198	9	11
Maine 83	413	170	223	6	14
Maine 84	288	145	133	2	8
Maine 85	309	141	156	6	6
Maine 86	432	281	118	20	13
Maine 87	379	181	183	9	6
Maine 88	373	127	225	8	13
Maine 89	367	210	142	7	8
Maine 90	312	139	162	8	3
Maine 91	788	412	328	22	26
Maine 92	365	212	135	11	7
New Trier 1	1018	554	447	7	10
New Trier 2	1053	668	374	8	3
New Trier 3	700	457	224	9	10
New Trier 4	868	531	328	6	3
New Trier 5	562	359	197	4	2
New Trier 6	490	274	208	7	1
New Trier 7	691	370	308	6	7
New Trier 8	582	245	325	7	5
New Trier 9	770	298	458	5	9
New Trier 10	690	257	419	5	9
New Trier 11	853	325	519	5	4
New Trier 12	784	312	453	10	9
New Trier 13	907	510	377	8	12
New Trier 14	805	324	473	3	5
New Trier 15	932	451	456	13	12
New Trier 16	953	396	544	5	8
New Trier 17	664	424	232	4	4
New Trier 18	544	258	273	4	9
New Trier 19	505	138	364	3	0
New Trier 20	920	464	427	13	16
New Trier 21	761	504	238	8	11
New Trier 22	664	242	405	10	7
New Trier 23	733	208	506	9	10
New Trier 24	808	585	196	14	13
New Trier 25	608	291	307	8	2
New Trier 26	516	341	167	4	4
New Trier 27	695	439	246	6	4
New Trier 28	566	310	232	11	13
New Trier 29	632	335	273	12	12
New Trier 30	836	391	426	10	9
New Trier 31	745	457	265	16	7
New Trier 32	640	402	227	7	4
New Trier 33	818	536	254	18	10
New Trier 34	551	351	178	7	15
New Trier 35	435	231	198	3	3
New Trier 36	905	528	355	15	7
New Trier 37	694	430	253	7	4
New Trier 38	721	466	240	12	3
New Trier 39	494	275	200	14	5
New Trier 40	435	196	235	2	2
New Trier 41	571	210	356	4	1
Niles 1	630	305	284	17	24
Niles 2	655	355	271	14	15
Niles 3	984	469	495	9	11
Niles 4	477	264	197	11	5
Niles 5	379	205	164	8	2
Niles 6	562	248	298	6	10
Niles 7	877	604	244	20	9
Niles 8	303	216	78	6	3
Niles 9	432	207	203	4	18
Niles 10	619	387	202	14	16
Niles 11	333	189	129	6	9
Niles 12	398	294	86	11	7
Niles 13	673	358	280	16	19
Niles 14	751	563	160	12	16
Niles 15	624	453	146	12	13
Niles 16	769	510	227	14	18
Niles 17	715	521	175	8	11
Niles 18	381	279	90	6	6
Niles 19	655	415	226	8	6
Niles 20	546	343	183	13	7
Niles 21	868	679	168	13	8
Niles 22	528	369	134	16	9
Niles 23	606	426	153	9	18
Niles 24	660	468	159	17	16
Niles 25	363	238	107	12	6
Niles 26	654	380	245	17	12
Niles 27	478	372	84	13	9
Niles 28	710	452	244	5	9
Niles 29	418	279	124	5	10
Niles 30	472	306	152	9	5
Niles 31	647	432	195	11	9
Niles 32	296	218	71	3	4
Niles 33	710	551	143	8	8
Niles 34	553	371	160	7	15
Niles 35	679	453	193	19	14
Niles 36	370	298	58	7	7
Niles 37	588	425	140	14	9
Niles 38	960	585	337	15	23
Niles 39	681	453	207	8	13
Niles 40	302	165	124	11	2
Niles 41	679	484	171	13	11
Niles 42	546	377	142	19	8
Niles 43	757	428	294	12	23
Niles 44	677	510	151	4	12
Niles 45	456	319	122	10	5
Niles 46	701	450	240	2	9
Niles 47	360	263	93	4	0
Niles 48	506	371	122	8	5
Niles 49	828	640	166	16	6
Niles 50	693	395	264	15	19
Niles 51	343	208	129	3	3
Niles 52	474	285	169	7	13
Niles 53	844	543	271	17	13
Niles 54	386	243	126	11	6
Niles 55	393	293	90	7	3
Niles 56	776	436	319	11	10
Niles 57	690	408	246	23	13
Niles 58	633	404	200	16	13
Niles 59	899	546	325	13	15
Niles 60	773	541	206	8	18
Niles 61	747	509	207	21	10
Niles 62	365	263	87	6	9
Niles 63	717	522	162	14	19
Niles 64	775	527	222	16	10
Northfield 1	689	420	246	12	11
Northfield 2	640	338	284	8	10
Northfield 3	481	301	164	8	8
Northfield 4	603	282	292	13	16
Northfield 5	446	220	205	9	12
Northfield 6	694	228	452	8	6
Northfield 7	923	478	433	5	7
Northfield 8	723	278	417	13	15
Northfield 9	505	221	276	6	2
Northfield 10	549	288	236	12	13
Northfield 11	394	216	168	7	3
Northfield 12	1086	483	558	23	22
Northfield 13	553	269	264	7	13
Northfield 14	544	304	231	3	6
Northfield 15	507	304	191	5	7
Northfield 16	765	415	341	8	1
Northfield 17	564	347	209	7	1
Northfield 18	889	497	373	12	7
Northfield 19	719	362	329	13	15
Northfield 20	675	366	297	7	5
Northfield 21	942	452	465	13	12
Northfield 22	719	430	275	5	9
Northfield 23	538	190	340	3	5
Northfield 24	628	306	308	5	9
Northfield 25	612	304	275	12	21
Northfield 26	572	357	188	16	11
Northfield 27	603	394	190	7	12
Northfield 28	1028	601	398	16	13
Northfield 29	554	278	262	8	6
Northfield 30	727	363	344	14	6
Northfield 31	816	346	439	16	15
Northfield 32	905	507	374	10	14
Northfield 33	364	184	162	10	8
Northfield 34	529	204	312	1	12
Northfield 35	684	299	369	11	5
Northfield 36	472	251	205	12	4
Northfield 37	754	340	401	5	8
Northfield 38	536	280	235	11	10
Northfield 39	359	182	161	8	8
Northfield 40	410	223	177	3	7
Northfield 41	590	337	237	4	12
Northfield 42	593	266	322	2	3
Northfield 43	685	420	250	8	7
Northfield 44	493	273	208	6	6
Northfield 45	836	428	394	6	8
Northfield 46	887	506	356	13	12
Northfield 47	832	507	306	5	14
Northfield 48	636	301	324	5	6
Northfield 49	499	313	174	8	4
Northfield 50	810	421	371	8	10
Northfield 51	1614	794	772	17	31
Northfield 52	627	320	288	10	9
Northfield 53	679	386	279	5	9
Northfield 54	512	365	139	4	4
Northfield 55	608	441	150	7	10
Northfield 56	866	431	417	13	5
Northfield 57	439	230	198	3	8
Northfield 58	366	179	178	4	5
Northfield 59	577	335	224	13	5
Northfield 60	822	523	288	4	7
Northfield 61	507	214	279	7	7
Northfield 62	754	357	382	4	11
Norwood Park 1	498	288	186	10	14
Norwood Park 2	547	280	223	9	35
Norwood Park 3	656	321	307	12	16
Norwood Park 4	661	300	322	13	26
Norwood Park 5	483	229	226	10	18
Norwood Park 6	697	291	373	13	20
Norwood Park 7	429	188	222	8	11
Norwood Park 8	335	132	183	9	11
Norwood Park 9	338	167	159	5	7
Norwood Park 10	389	158	221	4	6
