Precinct	total_votes	votes|Yes	votes|No
01001	537	400	137
01002	436	348	88
01003	574	394	180
01004	548	396	152
01005	590	406	184
01006	510	368	142
01007	372	280	92
01008	418	292	126
01009	358	260	98
01010	693	466	227
01011	624	445	179
01012	601	449	152
01013	234	178	56
01014	479	365	114
01015	452	337	115
01016	612	461	151
01017	434	330	104
01018	488	385	103
01019	528	400	128
01020	414	328	86
01021	698	469	229
01022	334	248	86
01023	725	546	179
01024	428	321	107
01025	517	393	124
01026	307	264	43
01027	532	377	155
01028	99	80	19
01029	632	463	169
01030	544	410	134
01031	477	343	134
01032	497	355	142
01033	601	446	155
01034	411	304	107
01035	630	450	180
01036	536	363	173
01037	531	352	179
01038	495	357	138
01039	457	333	124
01040	479	339	140
01041	298	231	67
01042	173	121	52
01043	321	259	62
01044	475	357	118
02001	584	407	177
02002	418	289	129
02003	599	407	192
02004	467	354	113
02005	635	444	191
02006	523	359	164
02007	491	338	153
02008	609	423	186
02009	490	311	179
02010	419	273	146
02011	557	359	198
02012	454	317	137
02013	439	313	126
02014	567	436	131
02015	515	362	153
02016	471	315	156
02017	622	470	152
02018	496	335	161
02019	380	238	142
02020	606	375	231
02021	530	398	132
02022	542	341	201
02023	370	220	150
02024	468	286	182
02025	575	401	174
02026	464	308	156
02027	474	331	143
02028	584	389	195
02029	587	417	170
02030	440	269	171
02031	599	410	189
02032	425	275	150
02033	782	540	242
02034	414	253	161
02035	678	430	248
02036	573	383	190
02037	463	339	124
02038	477	304	173
02039	318	226	92
02040	684	463	221
02041	530	345	185
02042	555	362	193
02043	684	425	259
02044	319	225	94
02045	581	402	179
02046	298	178	120
03001	562	480	82
03002	528	447	81
03003	352	278	74
03004	509	433	76
03005	268	219	49
03006	666	440	226
03007	273	227	46
03008	358	281	77
03009	456	388	68
03010	176	154	22
03011	452	373	79
03012	457	392	65
03013	577	403	174
03014	537	383	154
03015	335	280	55
03016	360	297	63
03017	688	514	174
03018	654	540	114
03019	586	379	207
03020	485	425	60
03021	537	375	162
03022	682	485	197
03023	392	318	74
03024	396	338	58
03025	885	585	300
03026	558	369	189
03027	665	463	202
03028	295	254	41
03029	421	336	85
03030	364	321	43
03031	489	421	68
03032	602	441	161
03033	613	435	178
03034	632	443	189
03035	229	201	28
03036	237	189	48
03037	418	354	64
03038	361	315	46
03039	819	526	293
03040	484	360	124
03041	335	272	63
04001	736	543	193
04002	665	446	219
04003	382	323	59
04004	636	522	114
04005	468	413	55
04006	510	438	72
04007	575	487	88
04008	503	440	63
04009	525	471	54
04010	617	521	96
04011	492	426	66
04012	569	490	79
04013	632	458	174
04014	510	428	82
04015	604	510	94
04016	860	617	243
04017	639	468	171
04018	463	396	67
04019	334	273	61
04020	461	357	104
04021	692	502	190
04022	511	408	103
04023	668	503	165
04024	441	348	93
04025	576	401	175
04026	437	361	76
04027	650	496	154
04028	410	353	57
04029	418	365	53
04030	648	547	101
04031	490	418	72
04032	558	461	97
04033	499	429	70
04034	417	348	69
04035	577	488	89
04036	544	483	61
04037	943	670	273
04038	531	476	55
05001	367	334	33
05002	311	273	38
05003	531	408	123
05004	631	507	124
05005	401	347	54
05006	353	300	53
05007	477	388	89
05008	482	346	136
05009	552	440	112
05010	343	296	47
05011	500	383	117
05012	295	264	31
05013	383	329	54
05014	366	324	42
05015	435	351	84
05016	411	340	71
05017	336	267	69
05018	448	344	104
05019	442	327	115
05020	549	462	87
05021	521	393	128
05022	529	404	125
05023	808	599	209
05024	538	406	132
05025	414	351	63
05026	450	374	76
05027	553	376	177
05028	488	406	82
05029	473	408	65
05030	271	233	38
05031	344	298	46
05032	559	476	83
05033	461	384	77
05034	524	352	172
05035	582	444	138
05036	254	200	54
05037	510	381	129
05038	383	330	53
05039	376	285	91
05040	317	276	41
05041	256	211	45
06001	396	348	48
06002	361	323	38
06003	369	322	47
06004	278	223	55
06005	225	189	36
06006	394	358	36
06007	341	283	58
06008	370	333	37
06009	318	257	61
06010	215	179	36
06011	313	276	37
06012	261	224	37
06013	285	255	30
06014	277	236	41
06015	274	229	45
06016	367	322	45
06017	224	187	37
06018	227	187	40
06019	328	285	43
06020	205	173	32
06021	190	158	32
06022	224	196	28
06023	180	151	29
06024	184	157	27
06025	173	148	25
06026	246	213	33
06027	200	175	25
06028	165	132	33
06029	370	326	44
06030	283	243	40
06031	368	331	37
06032	339	295	44
06033	358	303	55
06034	368	323	45
06035	324	279	45
06036	422	375	47
06037	372	334	38
06038	386	344	42
06039	298	254	44
06040	313	273	40
06041	355	308	47
06042	360	306	54
06043	315	273	42
06044	341	289	52
06045	393	346	47
06046	251	215	36
06047	251	202	49
06048	378	336	42
07001	303	258	45
07002	334	275	59
07003	375	335	40
07004	354	317	37
07005	278	233	45
07006	427	364	63
07007	318	268	50
07008	274	236	38
07009	611	526	85
07010	391	330	61
07011	359	301	58
07012	306	255	51
07013	205	173	32
07014	357	317	40
07015	329	278	51
07016	272	232	40
07017	289	242	47
07018	282	233	49
07019	321	287	34
07020	258	224	34
07021	248	202	46
07022	284	237	47
07023	335	297	38
07024	268	233	35
07025	274	237	37
07026	278	240	38
07027	260	229	31
07028	245	209	36
07029	285	251	34
07030	241	191	50
07031	225	185	40
07032	456	410	46
07033	460	421	39
07034	413	361	52
07035	371	321	50
07036	407	359	48
07037	360	317	43
07038	288	243	45
07039	314	274	40
07040	287	241	46
07041	352	319	33
07042	287	260	27
07043	306	273	33
07044	296	267	29
07045	317	262	55
07046	118	101	17
08001	310	264	46
08002	331	293	38
08003	419	358	61
08004	422	383	39
08005	400	346	54
08006	377	331	46
08007	410	364	46
08008	368	332	36
08009	241	211	30
08010	465	411	54
08011	283	250	33
08012	297	270	27
08013	395	342	53
08014	261	218	43
08015	303	251	52
08016	111	94	17
08017	319	287	32
08018	336	277	59
08019	390	347	43
08020	405	367	38
08021	453	394	59
08022	336	295	41
08023	300	264	36
08024	223	198	25
08025	369	313	56
08026	316	275	41
08027	400	351	49
08028	376	331	45
08029	417	369	48
08030	362	312	50
08031	260	217	43
08032	271	236	35
08033	336	292	44
08034	351	310	41
08035	390	347	43
08036	377	332	45
08037	303	278	25
08038	237	209	28
08039	349	289	60
08040	280	244	36
08041	401	339	62
08042	424	370	54
08043	204	174	30
08044	239	209	30
08045	333	264	69
08046	289	256	33
08047	286	245	41
08048	330	288	42
08049	343	309	34
08050	356	309	47
08051	380	338	42
08052	449	406	43
08053	219	197	22
08054	289	243	46
08055	248	211	37
08056	366	336	30
09001	339	304	35
09002	299	253	46
09003	264	197	67
09004	261	231	30
09005	334	291	43
09006	293	248	45
09007	271	230	41
09008	332	272	60
09009	366	321	45
09010	268	234	34
09011	221	192	29
09012	399	355	44
09013	392	360	32
09014	407	369	38
09015	366	289	77
09016	306	267	39
09017	215	183	32
09018	249	207	42
09019	324	284	40
09020	327	292	35
09021	288	248	40
09022	343	306	37
09023	404	368	36
09024	320	282	38
09025	351	312	39
09026	362	306	56
09027	277	243	34
09028	212	181	31
09029	286	241	45
09030	267	236	31
09031	254	222	32
09032	349	300	49
09033	256	213	43
09034	248	215	33
09035	343	307	36
09036	283	251	32
09037	492	416	76
09038	365	305	60
09039	371	329	42
09040	382	340	42
09041	273	239	34
09042	354	311	43
09043	289	240	49
09044	296	263	33
09045	268	232	36
09046	330	287	43
09047	361	314	47
09048	372	326	46
09049	352	308	44
09050	458	411	47
09051	331	297	34
10001	285	239	46
10002	338	279	59
10003	338	283	55
10004	242	210	32
10005	264	213	51
10006	254	213	41
10007	238	203	35
10008	203	155	48
10009	334	279	55
10010	345	285	60
10011	384	328	56
10012	208	178	30
10013	288	256	32
10014	439	376	63
10015	624	539	85
10016	252	208	44
10017	442	373	69
10018	213	181	32
10019	347	303	44
10020	374	318	56
10021	318	266	52
10022	196	165	31
10023	280	246	34
10024	331	273	58
10025	93	77	16
10026	240	192	48
10027	321	260	61
10028	366	314	52
10029	310	267	43
10030	281	239	42
10031	237	219	18
10032	334	284	50
10033	228	195	33
10034	224	188	36
10035	397	318	79
10036	78	67	11
11001	392	315	77
11002	30	21	9
11003	401	304	97
11004	332	287	45
11005	519	393	126
11006	686	518	168
11007	619	473	146
11008	360	306	54
11009	323	277	46
11010	355	305	50
11011	431	335	96
11012	530	451	79
11013	458	359	99
11014	189	157	32
11015	156	124	32
11016	266	218	48
11017	505	407	98
11018	286	252	34
11019	507	393	114
11020	262	221	41
11021	516	409	107
11022	450	362	88
11023	249	197	52
11024	454	372	82
11025	519	404	115
11026	453	375	78
11027	137	107	30
11028	178	152	26
11029	431	333	98
11030	206	176	30
11031	392	332	60
11032	191	151	40
11033	508	358	150
11034	118	99	19
11035	74	59	15
11036	166	148	18
