Precinct	total_votes	votes|Pat Quinn	votes|Renato Mariotti	votes|Scott Drury	votes|Nancy Rotering	votes|Kwame Raoul	votes|Jesse Ruiz	votes|Sharon Fairley	votes|Aaron Goldstein
32031	247	44	8	19	21	57	21	71	6
32032	243	60	15	13	17	51	12	69	6
32033	253	39	16	16	23	64	16	57	22
32034	239	48	10	16	21	60	20	52	12
32035	197	30	7	13	27	49	10	58	3
32036	244	36	18	13	28	53	16	74	6
32037	204	32	11	13	15	69	11	46	7
32038	196	35	10	17	26	53	15	35	5
32039	228	41	16	16	29	45	13	53	15
32040	262	33	17	20	25	54	17	86	10
32041	237	35	12	16	27	68	12	56	11
32042	199	42	7	13	27	52	12	36	10
32043	246	41	19	12	20	63	15	64	12
33001	282	50	17	6	16	73	24	51	45
33002	374	108	13	25	22	104	29	56	17
33003	358	85	17	11	27	80	33	71	34
33004	310	64	18	15	22	68	35	51	37
33005	196	33	10	3	13	62	37	32	6
33006	224	59	7	10	19	43	40	27	19
33007	273	64	16	9	28	62	29	39	26
33008	435	70	28	20	28	102	14	101	72
33009	312	57	14	15	30	87	36	52	21
33010	241	63	5	16	30	63	10	25	29
33011	267	54	10	16	20	78	29	45	15
33012	244	60	15	18	18	56	28	31	18
33013	244	48	11	11	20	59	39	35	21
33014	113	23	3	5	10	28	10	18	16
33015	300	60	7	11	26	75	43	52	26
33016	350	75	12	21	31	72	55	66	18
33017	280	59	13	15	28	56	41	52	16
33018	318	85	19	14	25	77	21	55	22
33019	247	49	9	13	24	58	28	47	19
33020	292	45	11	12	21	61	25	47	70
33021	297	61	16	14	24	71	31	48	32
33022	268	71	6	20	19	68	30	36	18
33023	304	59	11	11	30	89	18	46	40
33024	464	82	17	10	34	107	9	131	74
33025	315	66	16	17	16	95	30	40	35
33026	189	43	6	2	15	50	18	37	18
33027	262	45	14	8	22	77	22	52	22
33028	251	46	18	9	16	68	20	47	27
34001	258	44	3	4	4	168	7	26	2
34002	212	47	2	4	2	139	3	14	1
34003	208	46	4	2	4	132	7	12	1
34004	149	34	1	5	1	92	4	7	5
34005	194	43	3	4	7	118	3	14	2
34006	251	37	6	5	3	173	7	20	0
34007	261	53	3	8	1	180	6	10	0
34008	182	38	3	3	3	114	12	5	4
34009	162	40	0	3	3	97	4	11	4
34010	233	48	6	5	6	149	6	12	1
34011	163	39	3	6	6	96	2	9	2
34012	230	42	2	1	3	155	4	19	4
34013	235	52	4	8	4	140	2	22	3
34014	160	44	2	1	5	93	2	6	7
34015	172	42	2	2	1	109	5	10	1
34016	179	49	1	3	6	100	4	15	1
34017	282	70	3	6	5	163	6	25	4
34018	170	43	4	4	8	99	5	7	0
34019	220	58	2	4	3	135	4	9	5
34020	285	59	2	7	5	175	10	22	5
34021	300	50	1	4	8	214	3	17	3
34022	250	43	4	6	6	164	6	20	1
34023	182	28	0	3	3	133	4	11	0
34024	196	45	3	5	2	128	4	9	0
34025	356	70	3	7	9	241	11	13	2
34026	247	59	3	3	5	157	2	17	1
34027	190	51	0	1	4	112	10	9	3
34028	131	33	2	3	2	82	1	7	1
34029	182	38	1	5	0	120	6	12	0
34030	263	56	4	4	5	161	10	22	1
34031	177	44	3	7	5	108	4	6	0
34032	187	41	1	3	4	123	2	13	0
34033	173	40	1	4	4	104	4	15	1
34034	254	56	3	3	8	157	7	18	2
34035	234	47	3	1	2	164	9	7	1
34036	232	52	3	3	3	143	3	25	0
34037	120	19	1	2	4	72	6	14	2
34038	95	32	0	3	1	49	5	4	1
34039	154	36	2	2	5	92	6	10	1
34040	238	49	1	7	9	147	4	18	3
34041	145	35	3	6	1	84	6	9	1
34042	268	46	3	6	7	186	3	14	3
34043	243	44	0	2	5	175	6	10	1
34044	256	37	1	5	4	180	8	20	1
34045	233	55	1	3	6	146	8	11	3
34046	174	36	0	4	3	117	2	11	1
34047	187	43	0	2	4	126	6	6	0
34048	278	56	3	1	1	197	2	17	1
34049	238	48	3	3	8	149	11	16	0
34050	161	35	0	2	6	91	12	14	1
34051	263	53	4	4	6	172	3	20	1
34052	188	27	4	4	4	131	5	12	1
34053	121	29	2	2	2	68	4	12	2
35001	225	41	13	10	16	41	42	43	19
35002	305	39	16	10	23	74	40	59	44
35003	213	51	8	3	21	45	38	34	13
35004	203	46	7	19	17	54	20	29	11
35005	203	38	9	9	14	52	30	29	22
35006	209	39	5	7	15	56	23	47	17
35007	233	32	6	8	26	69	25	46	21
35008	249	46	9	12	23	68	28	34	29
35009	214	67	15	13	15	52	21	25	6
35010	329	41	15	6	36	86	25	77	43
35011	240	49	8	10	21	60	23	49	20
35012	150	41	6	4	10	33	49	2	5
35013	140	39	0	8	8	35	39	3	8
35014	154	40	6	4	12	33	43	8	8
35015	264	43	8	9	17	73	36	50	28
35016	130	46	4	1	5	22	41	5	6
35017	233	39	6	9	12	68	26	48	25
35018	148	43	2	7	5	30	40	11	10
35019	91	31	7	3	9	13	24	2	2
35020	174	53	4	9	15	42	25	21	5
35021	208	42	12	4	27	47	38	25	13
35022	256	57	11	15	26	62	23	52	10
35023	237	53	11	13	19	73	26	22	20
35024	203	41	6	15	17	41	31	26	26
35025	247	28	15	10	35	71	14	54	20
35026	176	44	13	7	13	38	22	31	8
35027	192	49	6	8	14	60	21	20	14
35028	202	37	11	10	13	40	27	44	20
35029	149	30	6	6	12	40	22	26	7
35030	171	45	8	7	20	39	37	11	4
35031	248	62	16	17	9	64	30	30	20
36001	156	54	10	8	4	31	37	9	3
36002	138	34	5	8	5	47	29	6	4
36003	148	52	5	8	9	35	29	7	3
36004	119	39	6	3	9	33	23	2	4
36005	148	43	3	8	8	47	28	10	1
36006	124	44	4	4	10	19	38	3	2
36007	235	75	9	24	20	54	23	24	6
36008	122	46	5	5	8	18	32	4	4
36009	130	41	3	2	6	27	28	10	13
36010	179	51	6	12	16	40	33	16	5
36011	107	32	3	2	6	32	25	2	5
36012	85	21	1	2	4	21	31	4	1
36013	93	24	2	2	6	23	32	4	0
36014	182	53	10	12	14	43	18	22	10
36015	208	48	10	21	20	56	26	23	4
36016	187	52	7	14	12	47	28	22	5
36017	204	55	8	17	22	49	24	25	4
36018	175	50	7	16	11	48	24	17	2
36019	191	63	6	14	12	45	36	13	2
36020	156	36	10	17	16	33	23	16	5
36021	116	45	1	3	5	24	29	3	6
36022	104	33	2	3	4	13	41	5	3
36023	101	33	6	2	6	17	33	3	1
36024	139	42	2	14	6	35	28	12	0
36025	137	41	4	5	9	21	53	1	3
36026	128	52	7	10	9	19	18	10	3
36027	156	49	3	7	13	40	25	11	8
36028	120	30	4	14	10	30	18	8	6
36029	178	62	12	18	18	36	20	8	4
36030	153	46	4	19	8	38	21	16	1
37001	145	56	2	8	7	51	8	6	7
37002	123	31	4	4	6	52	18	8	0
37003	121	31	2	6	8	63	3	6	2
37004	129	44	4	2	3	65	5	6	0
37005	217	35	3	8	2	155	2	9	3
37006	190	46	2	2	5	118	6	8	3
37007	125	41	0	1	1	63	10	7	2
37008	129	34	1	1	8	68	12	5	0
37009	192	43	3	2	3	131	4	6	0
37010	195	55	5	5	9	98	13	6	4
37011	117	38	1	1	2	64	2	7	2
37012	109	19	0	4	3	65	13	1	4
37013	131	35	2	3	3	75	5	6	2
37014	203	58	2	3	6	121	7	5	1
37015	195	63	1	6	3	108	4	9	1
37016	191	55	2	6	5	105	11	4	3
37017	167	47	2	1	5	99	3	9	1
37018	181	56	3	5	1	97	5	12	2
37019	142	43	3	1	5	73	6	9	2
37020	144	38	3	7	4	77	7	6	2
37021	178	46	1	7	4	94	18	5	3
37022	138	28	3	9	7	70	11	9	1
37023	196	44	4	3	7	125	3	7	3
37024	202	68	3	5	6	104	6	10	0
37025	173	47	1	3	7	104	4	4	3
37026	250	64	4	2	5	149	12	12	2
37027	187	75	4	3	2	95	2	4	2
37028	159	37	6	3	4	94	9	6	0
37029	187	43	2	4	5	114	7	10	2
37030	165	40	3	5	4	95	3	15	0
37031	178	46	2	5	3	106	6	9	1
37032	179	48	2	3	2	115	1	7	1
37033	234	72	6	3	5	129	4	12	3
37034	164	47	7	3	6	87	4	10	0
37035	211	55	4	5	5	118	6	14	4
37036	165	43	3	5	7	97	2	7	1
37037	233	73	8	3	3	117	6	21	2
37038	238	53	1	7	6	145	9	15	2
37039	168	45	2	1	5	100	5	9	1
37040	216	44	2	4	6	145	6	7	2
37041	173	40	1	4	3	109	7	8	1
38001	162	31	12	7	14	45	24	22	7
38002	192	70	16	21	21	25	15	18	6
38003	154	44	2	21	15	35	16	14	7
38004	169	44	3	18	11	48	20	22	3
38005	168	59	11	18	10	33	11	16	10
38006	149	44	4	13	15	37	16	19	1
38007	155	49	8	18	18	30	14	14	4
38008	151	46	5	12	13	36	16	18	5
38009	190	62	13	21	19	33	19	19	4
38010	139	42	5	13	16	35	17	8	3
38011	188	48	10	13	21	42	17	30	7
38012	171	61	19	24	20	26	12	9	0
38013	192	66	11	14	21	42	10	23	5
38014	187	61	5	18	19	47	12	20	5
38015	162	45	11	14	18	36	16	17	5
38016	181	62	7	15	22	28	18	23	6
38017	197	81	9	24	13	34	12	18	6
38018	189	51	14	23	13	33	16	36	3
38019	229	72	9	28	20	55	16	21	8
38020	173	66	6	18	13	32	10	25	3
38021	164	42	7	14	15	45	15	19	7
38022	202	55	8	19	25	52	15	20	8
38023	219	63	8	29	20	52	22	23	2
38024	168	58	6	22	20	33	9	15	5
38025	149	45	2	17	11	34	9	25	6
38026	177	52	8	17	14	49	15	16	6
38027	164	56	8	12	16	39	18	11	4
38028	198	69	9	41	15	28	12	20	4
38029	177	59	7	19	16	45	16	12	3
38030	168	46	7	19	13	41	19	15	8
38031	208	53	8	16	24	47	9	44	7
38032	164	34	8	15	18	53	13	18	5
38033	176	54	8	12	23	40	16	14	9
38034	182	52	12	14	12	45	15	25	7
38035	189	47	8	17	23	41	24	20	9
38036	163	65	4	13	10	39	6	23	3
38037	197	66	9	21	19	41	22	16	3
38038	157	48	6	15	15	39	18	12	4
38039	220	55	8	20	29	49	15	37	7
38040	194	58	5	29	13	46	16	24	3
38041	233	48	11	14	18	74	9	47	12
39001	242	54	10	35	34	43	7	48	11
39002	256	68	10	24	30	74	17	24	9
39003	278	61	13	14	21	74	29	53	13
39004	232	64	10	25	16	59	8	41	9
39005	206	45	8	13	21	39	17	49	14
39006	216	64	9	23	20	40	22	24	14
39007	182	46	3	14	7	41	14	42	15
39008	232	55	7	15	24	69	21	31	10
39009	194	59	15	11	12	49	11	25	12
39010	121	19	9	8	13	37	9	16	10
39011	185	61	5	17	12	43	12	19	16
39012	263	58	15	13	26	64	19	43	25
39013	170	49	8	14	12	42	11	20	14
39014	182	35	5	19	18	39	12	32	22
39015	220	52	13	33	18	57	16	25	6
39016	142	46	3	9	14	35	6	25	4
39017	263	52	14	24	34	64	7	51	17
39018	251	46	6	14	25	42	13	69	36
39019	234	57	11	15	18	55	13	39	26
39020	251	85	13	31	18	54	14	26	10
39021	196	65	11	20	23	38	13	14	12
39022	148	42	8	10	15	28	12	23	10
39023	244	77	15	31	28	43	8	34	8
39024	270	93	8	37	26	56	10	35	5
39025	182	49	11	11	19	42	18	24	8
39026	203	49	12	24	21	47	15	18	17
39027	60	12	5	14	5	5	0	17	2
39028	326	59	21	21	27	86	22	65	25
39029	122	27	7	7	13	21	13	28	6
39030	266	44	8	13	22	70	27	59	23
39031	200	56	8	13	15	47	30	23	8
39032	197	63	2	17	9	44	8	30	24
39033	237	49	8	14	19	70	9	47	21
39034	248	48	11	15	22	70	22	41	19
39035	205	50	8	8	17	39	11	51	21
39036	61	17	1	0	3	17	6	13	4
39037	280	54	12	21	32	60	9	74	18
39038	164	38	3	14	20	28	10	37	14
39039	141	29	7	14	14	39	9	22	7
39040	193	55	4	15	18	57	8	31	5
39041	242	51	7	29	16	48	10	50	31
39042	287	84	13	34	19	48	17	53	19
39043	246	55	12	35	28	51	16	40	9
39044	176	30	5	16	21	46	9	42	7
39045	231	66	10	19	24	47	10	40	15
40001	190	58	4	16	21	43	10	24	14
40002	216	54	10	17	17	63	11	26	18
40003	334	69	17	13	35	101	14	68	17
40004	140	33	6	6	13	31	10	31	10
40005	270	54	14	15	18	76	15	64	14
40006	310	34	15	19	31	86	17	86	22
40007	305	49	22	17	28	77	8	91	13
40008	352	37	16	16	43	101	14	98	27
40009	174	44	2	7	10	71	20	14	6
40010	201	59	7	11	25	50	11	32	6
40011	273	51	15	20	14	83	12	64	14
40012	203	39	10	15	16	60	6	47	10
40013	441	63	23	15	43	138	19	111	29
40014	155	39	5	5	11	61	2	19	13
40015	211	54	8	15	22	59	15	37	1
40016	361	58	21	14	34	108	11	101	14
40017	235	52	10	10	24	56	7	67	9
40018	166	51	2	9	12	61	5	20	6
40019	274	73	15	15	22	81	20	31	17
40020	223	51	11	11	23	66	14	34	13
40021	344	93	27	15	36	87	15	55	16
40022	266	52	13	15	37	67	15	60	7
40023	348	61	13	13	33	99	17	90	22
40024	172	44	3	10	12	39	13	38	13
40025	318	62	23	10	36	80	11	77	19
40026	291	70	17	16	30	68	11	62	17
40027	334	70	15	12	35	106	18	54	24
40028	295	68	11	7	13	106	11	58	21
40029	265	59	13	17	28	64	10	65	9
40030	252	55	13	14	17	76	10	55	12
40031	328	60	10	15	33	91	21	81	17
40032	334	56	14	22	30	116	11	71	14
40033	333	60	17	15	36	102	11	80	12
40034	193	41	9	6	17	45	19	46	10
40035	145	63	6	4	15	29	7	10	11
40036	247	47	11	17	29	64	15	55	9
40037	241	53	12	11	26	73	12	44	10
40038	347	36	24	24	24	98	13	103	25
40039	60	14	3	3	2	24	8	5	1
41001	165	58	9	20	14	39	6	16	3
41002	208	70	14	36	17	40	6	22	3
41003	206	66	14	19	24	42	13	24	4
41004	247	85	15	31	15	51	4	42	4
41005	204	64	2	28	19	46	7	32	6
41006	291	100	12	41	29	39	10	57	3
41007	228	71	12	33	15	42	12	39	4
41008	210	79	5	20	24	50	8	19	5
41009	205	45	15	27	10	52	12	39	5
41010	286	85	12	33	30	74	6	42	4
41011	225	69	10	36	23	45	11	24	7
41012	183	72	10	18	14	37	8	17	7
41013	197	60	12	29	26	32	10	23	5
41014	277	69	11	31	34	54	6	65	7
41015	266	74	16	42	20	57	7	41	9
41016	172	61	4	20	10	44	8	21	4
41017	222	60	6	41	22	52	10	27	4
41018	179	77	4	30	18	27	3	18	2
41019	270	56	13	39	27	52	6	70	7
41020	158	50	12	18	19	28	9	18	4
41021	206	77	11	23	15	37	11	25	7
41022	269	91	9	34	32	52	5	35	11
41023	155	49	17	12	15	33	6	21	2
41024	147	47	9	22	12	29	9	15	4
41025	90	29	4	10	11	16	9	8	3
41026	220	64	9	27	29	46	8	35	2
41027	122	52	6	10	11	17	13	10	3
41028	153	43	11	10	15	36	16	19	3
41029	106	33	6	9	17	24	7	6	4
41030	185	49	10	26	20	38	8	27	7
41031	254	79	13	31	35	42	5	43	6
41032	174	55	3	27	18	37	7	23	4
41033	174	53	7	22	13	34	8	28	9
41034	187	60	6	31	17	42	6	23	2
41035	252	78	14	33	16	62	14	31	4
41036	208	66	10	23	18	43	10	30	8
41037	229	74	17	26	20	56	3	26	7
41038	194	57	6	32	16	45	15	21	2
41039	245	56	6	38	32	64	10	31	8
41040	239	91	8	36	23	49	16	13	3
41041	174	61	3	20	19	41	9	20	1
41042	203	66	7	31	19	39	5	33	3
41043	196	68	18	24	16	36	8	22	4
41044	210	66	5	29	25	41	7	31	6
41045	168	43	5	22	15	36	12	33	2
41046	262	63	10	30	26	56	9	57	11
41047	240	70	8	32	27	50	2	45	6
42001	247	45	8	12	38	53	9	65	17
42002	176	31	10	12	27	41	5	47	3
42003	209	33	8	14	21	64	9	56	4
42004	292	45	15	18	32	106	8	59	9
42005	169	18	7	17	17	47	12	48	3
42006	309	55	13	18	44	99	6	66	8
42007	252	39	16	20	24	74	6	69	4
42008	226	34	10	8	32	67	6	52	17
42009	205	56	9	10	16	60	2	45	7
42010	253	38	19	18	22	66	14	67	9
42011	160	28	7	12	17	45	4	41	6
42012	229	28	13	20	21	62	7	68	10
42013	263	45	5	20	35	71	14	64	9
42014	182	34	8	18	17	42	10	45	8
42015	167	27	7	12	22	43	14	38	4
42016	231	41	14	14	27	58	12	53	12
42017	274	50	13	26	17	70	16	76	6
42018	143	26	12	5	15	38	5	38	4
42019	285	31	10	26	34	56	9	108	11
42020	160	21	10	20	15	33	7	48	6
42021	173	33	8	16	26	33	7	46	4
42022	93	10	7	12	9	16	1	30	8
42023	217	25	7	17	39	54	7	59	9
42024	220	37	9	22	27	49	13	50	13
42025	181	33	16	8	16	42	7	47	12
42026	235	32	12	25	31	71	8	53	3
42027	196	45	6	13	18	63	7	38	6
42028	284	36	12	18	40	87	5	72	14
42029	201	30	17	22	15	65	6	42	4
42030	229	33	9	28	20	55	11	68	5
42031	225	42	14	20	22	57	9	53	8
42032	146	36	12	9	19	28	4	33	5
42033	236	40	12	18	31	42	7	74	12
42034	204	28	5	26	31	48	10	50	6
42035	284	56	13	17	34	78	7	72	7
42036	272	45	16	15	22	89	5	70	10
42037	120	16	8	7	22	32	5	26	4
42038	164	34	11	10	15	35	13	38	8
42039	189	25	11	17	24	57	8	41	6
42040	249	40	15	15	36	83	5	47	8
42041	187	31	12	16	16	54	5	48	5
42042	295	58	14	14	22	75	19	84	9
43001	135	18	8	7	15	46	2	35	4
43002	204	28	11	20	18	49	13	61	4
43003	224	35	18	11	29	36	14	72	9
43004	240	39	8	17	32	61	5	75	3
43005	191	29	10	18	20	39	6	60	9
43006	156	19	7	16	14	43	10	34	13
43007	166	28	7	6	9	51	9	47	9
43008	197	41	7	12	26	37	10	62	2
43009	266	55	5	18	26	86	14	58	4
43010	279	46	10	19	28	68	8	89	11
43011	138	22	3	12	16	32	3	49	1
43012	169	28	10	12	27	35	3	48	6
43013	228	46	14	12	36	49	6	57	8
43014	257	44	10	22	24	56	13	85	3
43015	222	35	10	24	27	50	14	57	5
43016	160	19	7	7	24	40	5	53	5
43017	180	19	4	22	21	42	11	58	3
43018	255	41	5	17	31	61	14	76	10
43019	269	49	12	21	31	65	10	73	8
43020	221	37	8	16	20	52	11	70	7
43021	232	31	16	18	24	54	9	73	7
43022	136	30	14	6	16	19	9	35	7
43023	147	29	7	6	14	23	6	55	7
43024	159	35	7	13	20	35	12	34	3
43025	229	39	6	27	26	40	9	69	13
43026	182	30	1	17	25	33	10	59	7
43027	220	33	6	20	18	49	8	78	8
43028	252	44	17	17	30	60	11	65	8
43029	197	31	10	18	27	42	10	52	7
43030	212	33	10	14	24	48	11	69	3
43031	246	51	14	14	25	70	18	46	8
43032	257	35	14	11	39	69	8	72	9
43033	254	39	8	18	34	57	7	78	13
43034	207	32	10	19	15	47	6	61	17
43035	296	48	4	16	39	73	11	91	14
43036	94	20	2	7	12	19	4	24	6
43037	203	38	13	11	17	54	10	54	6
43038	219	27	3	11	33	41	8	85	11
43039	153	35	5	22	19	29	2	28	13
43040	154	34	7	16	11	44	8	28	6
43041	309	42	16	23	36	89	8	85	10
43042	232	35	7	15	31	69	13	56	6
43043	274	30	6	37	40	46	14	89	12
43044	217	33	8	20	29	39	20	62	6
43045	149	25	8	7	23	39	11	31	5
43046	108	14	7	13	18	29	1	23	3
44001	392	68	25	20	59	92	18	95	15
44002	262	46	29	18	24	54	14	70	7
44003	250	46	10	11	30	54	6	77	16
44004	282	40	10	26	30	71	14	66	25
44005	262	44	21	9	36	69	8	64	11
44006	306	52	18	24	30	79	9	83	11
44007	218	32	12	15	25	51	4	71	8
44008	336	51	18	14	42	97	12	90	12
44009	209	40	18	12	17	50	10	56	6
44010	213	26	16	18	22	62	7	57	5
44011	252	54	14	24	30	54	14	55	7
44012	284	51	16	20	26	89	10	60	12
44013	171	23	12	15	20	44	7	40	10
44014	185	32	13	11	16	58	6	43	6
44015	248	40	23	10	20	65	12	71	7
44016	273	39	17	23	35	65	12	72	10
44017	394	66	25	25	58	100	15	90	15
44018	232	42	12	9	24	66	14	56	9
44019	340	69	28	17	35	77	14	87	13
44020	232	34	19	10	21	73	7	50	18
44021	283	45	27	17	24	69	3	82	16
44022	326	58	16	27	43	73	7	83	19
44023	238	36	13	12	37	57	7	66	10
44024	228	37	10	15	22	70	3	60	11
44025	245	39	17	20	20	59	14	68	8
44026	262	56	12	13	19	68	8	71	15
44027	303	42	15	20	24	83	23	84	12
44028	251	45	16	10	24	68	11	62	15
44029	224	38	16	11	23	62	9	60	5
44030	264	36	7	16	36	86	10	62	11
44031	198	35	6	31	17	57	3	45	4
44032	265	52	12	27	28	63	12	55	16
44033	249	47	32	9	30	54	8	59	10
44034	305	71	16	20	26	84	15	65	8
44035	347	53	14	38	34	103	2	89	14
44036	230	32	24	12	26	61	7	63	5
44037	292	59	19	18	33	76	20	57	10
44038	183	34	11	18	24	44	5	39	8
44039	225	38	11	15	32	56	12	47	14
44040	193	28	21	20	23	35	8	48	10
44041	294	50	20	12	34	79	17	65	17
45001	185	29	9	10	17	53	9	47	11
45002	216	50	11	11	19	55	17	40	13
45003	230	50	10	11	24	55	13	59	8
45004	286	59	15	22	18	85	18	57	12
45005	265	69	16	24	26	48	11	58	13
45006	312	52	14	20	29	84	17	77	19
45007	366	67	21	28	37	94	23	77	19
45008	201	37	14	20	23	44	24	31	8
45009	202	54	9	18	14	53	30	19	5
45010	224	66	10	14	25	43	21	38	7
45011	149	41	2	9	18	43	9	18	9
45012	226	59	14	17	14	46	16	40	20
45013	210	53	7	15	11	52	17	45	10
45014	258	58	11	31	23	72	14	33	16
45015	310	89	13	16	37	87	21	38	9
45016	209	55	11	16	29	51	9	31	7
45017	233	63	13	23	21	58	13	36	6
45018	188	47	5	20	13	43	18	30	12
45019	102	29	7	4	4	34	8	14	2
45020	132	41	6	7	14	30	13	19	2
45021	199	61	7	19	16	36	20	37	3
45022	184	66	6	16	13	41	11	25	6
45023	189	56	8	25	23	35	13	28	1
45024	170	47	10	23	16	37	10	19	8
45025	140	37	4	25	9	28	8	26	3
45026	107	35	6	16	15	16	3	12	4
45027	171	55	6	17	16	35	15	24	3
45028	146	34	6	9	11	38	9	30	9
45029	127	44	5	13	6	29	12	16	2
45030	193	52	8	11	14	57	24	20	7
45031	165	51	4	22	13	41	12	20	2
45032	156	37	8	19	13	46	10	19	4
45033	146	44	5	14	12	41	12	14	4
45034	228	60	14	15	23	58	21	30	7
45035	248	63	17	26	17	51	20	46	8
45036	240	69	6	26	26	54	11	37	11
45037	197	46	8	17	18	57	15	29	7
45038	166	52	9	7	16	42	14	22	4
45039	183	60	6	22	13	43	11	21	7
45040	209	64	13	17	22	45	14	26	8
45041	188	60	14	19	13	52	8	16	6
45042	202	72	15	26	24	34	8	15	8
45043	204	63	7	25	23	38	18	24	6
45044	192	61	5	16	18	54	9	22	7
45045	103	27	4	14	8	24	13	9	4
45046	139	41	4	19	12	28	11	17	7
45047	143	47	3	16	16	26	11	18	6
45048	137	35	9	23	13	34	5	15	3
46001	222	61	18	14	21	53	9	30	16
46002	242	47	17	17	23	77	11	39	11
46003	356	51	19	21	58	78	15	91	23
46004	256	57	12	7	18	96	12	43	11
46005	264	43	11	23	21	72	11	68	15
46006	218	52	6	14	23	73	8	32	10
46007	349	59	27	19	46	108	19	59	12
46008	194	53	11	7	22	60	3	25	13
46009	286	44	12	25	32	87	18	52	16
46010	327	68	14	24	38	87	12	72	12
46011	216	43	10	11	27	69	8	35	13
46012	314	51	26	16	27	96	16	63	19
46013	258	45	9	20	27	64	9	77	7
46014	278	72	5	3	12	144	9	24	9
46015	252	41	19	18	19	73	9	66	7
46016	317	52	17	15	28	94	10	83	18
46017	320	76	12	20	33	77	16	76	10
46018	270	45	14	27	26	74	14	58	12
46019	224	42	10	16	32	53	13	50	8
46020	237	49	13	7	22	107	9	24	6
46021	161	34	6	6	17	50	12	27	9
46022	179	46	7	12	15	55	8	21	15
46023	206	48	9	10	20	69	8	32	10
46024	318	52	22	22	47	80	9	66	20
46025	246	50	11	16	15	81	11	58	4
46026	267	41	18	10	23	109	15	45	6
46027	334	62	28	19	32	103	20	54	16
46028	322	59	14	20	51	77	12	78	11
46029	244	44	19	14	22	72	6	57	10
46030	253	59	10	11	21	85	18	39	10
46031	252	33	18	18	20	71	12	58	22
46032	246	53	20	16	16	88	6	36	11
46033	306	63	23	25	28	85	4	66	12
46034	269	52	10	11	26	87	10	52	21
46035	265	70	8	17	19	101	7	35	8
46036	276	62	14	21	29	59	11	65	15
46037	229	50	12	20	18	67	11	43	8
46038	207	49	11	8	16	78	5	36	4
46039	253	62	13	14	31	72	10	42	9
46040	268	41	8	17	32	77	18	60	15
47001	155	20	9	7	7	51	6	47	8
47002	329	64	9	23	24	85	11	107	6
47003	336	76	19	22	24	90	24	70	11
47004	370	40	25	28	26	144	12	80	15
47005	345	46	24	22	25	116	17	78	17
47006	286	52	17	25	20	84	12	66	10
47007	266	51	14	17	26	75	11	63	9
47008	310	51	20	19	19	95	24	74	8
47009	248	45	12	14	25	71	11	64	6
47010	375	47	21	18	29	121	10	106	23
47011	255	38	13	20	14	83	13	63	11
47012	351	40	17	22	39	108	16	95	14
47013	306	41	19	18	37	72	20	81	18
47014	298	40	17	18	26	108	9	65	15
47015	403	69	20	14	39	127	15	85	34
47016	320	62	15	15	29	86	16	74	23
47017	284	60	13	15	21	86	16	63	10
47018	298	49	17	17	35	86	17	67	10
47019	372	60	27	11	41	107	15	94	17
47020	295	60	14	16	28	81	7	70	19
47021	317	41	20	16	30	99	10	87	14
47022	348	65	19	20	23	91	11	97	22
47023	366	56	14	12	43	105	17	97	22
47024	272	40	18	17	31	71	9	74	12
47025	297	34	12	13	25	103	14	81	15
47026	350	41	18	20	44	107	10	98	12
47027	267	27	18	13	23	91	15	68	12
47028	304	45	6	17	25	89	25	83	14
47029	294	46	7	15	21	104	12	75	14
47030	366	74	27	17	42	105	16	65	20
47031	269	49	14	12	24	67	22	74	7
47032	393	45	15	24	45	120	16	105	23
47033	221	29	7	26	20	61	10	53	15
47034	334	49	20	19	29	97	13	91	16
47035	288	42	13	16	37	80	16	72	12
47036	354	53	18	10	42	119	4	93	15
47037	325	45	11	18	35	107	11	85	13
47038	304	38	19	23	23	102	10	81	8
47039	315	36	22	20	36	115	4	72	10
47040	380	49	16	19	40	100	18	115	23
47041	358	58	27	18	34	113	12	78	18
47042	313	52	19	14	33	95	10	70	20
47043	260	53	14	20	20	68	13	67	5
47044	229	49	10	21	22	56	14	45	12
47045	309	43	20	12	29	96	8	86	15
47046	295	53	9	20	23	88	15	74	13
47047	300	48	17	20	31	90	9	72	13
47048	35	16	2	1	1	9	4	2	0
48001	287	52	14	11	26	84	13	67	20
48002	170	36	3	8	21	40	6	50	6
48003	304	68	13	18	28	101	14	49	13
48004	290	52	17	16	29	78	10	73	15
48005	215	42	6	14	36	51	6	53	7
48006	334	70	17	16	27	109	15	62	18
48007	326	50	22	12	31	77	13	102	19
48008	174	34	6	10	20	43	9	44	8
48009	181	46	6	10	21	46	5	37	10
48010	428	61	19	20	50	131	13	114	20
48011	287	45	21	14	31	67	13	86	10
48012	348	55	21	18	40	95	15	93	11
48013	383	80	15	22	40	105	17	80	24
48014	167	27	12	11	19	44	12	40	2
48015	160	45	1	9	7	52	9	30	7
48016	284	57	20	10	36	85	10	60	6
48017	299	61	13	16	30	90	10	58	21
48018	230	71	7	8	19	76	15	16	18
48019	270	39	9	23	24	62	23	76	14
48020	374	70	20	20	40	88	9	102	25
48021	313	82	12	11	38	97	21	40	12
48022	317	80	11	20	30	92	18	62	4
48023	340	59	14	20	36	95	17	88	11
48024	277	72	14	22	19	89	13	40	8
48025	328	56	11	17	34	85	15	90	20
48026	130	34	4	5	16	37	9	22	3
48027	304	74	21	24	32	70	17	45	21
48028	300	75	11	11	24	96	14	49	20
