Precinct	total_votes	votes|Karen A. Yarbrough
06008	204	204
06009	150	150
06010	114	114
06011	163	163
06012	126	126
06013	152	152
06014	208	208
06015	110	110
06016	241	241
06017	121	121
06018	106	106
06019	164	164
06020	101	101
06021	83	83
06022	114	114
06023	75	75
06024	96	96
06025	92	92
06026	113	113
06027	88	88
06028	81	81
06029	261	261
06030	146	146
06031	260	260
06032	212	212
06033	200	200
06034	219	219
06035	197	197
06036	259	259
06037	264	264
06038	236	236
06039	157	157
06040	180	180
06041	221	221
06042	166	166
06043	177	177
06044	174	174
06045	210	210
06046	132	132
06047	138	138
06048	203	203
07001	178	178
07002	151	151
07003	242	242
07004	209	209
07005	159	159
07006	225	225
07007	155	155
07008	145	145
07009	331	331
07010	214	214
07011	148	148
07012	155	155
07013	130	130
07014	183	183
07015	202	202
07016	145	145
07017	133	133
07018	138	138
07019	197	197
07020	121	121
07021	135	135
07022	136	136
07023	237	237
07024	149	149
07025	108	108
07026	164	164
07027	170	170
07028	116	116
07029	149	149
07030	116	116
07031	94	94
07032	340	340
07033	319	319
07034	253	253
07035	189	189
07036	251	251
07037	204	204
07038	165	165
07039	176	176
07040	166	166
07041	175	175
07042	179	179
07043	182	182
07044	138	138
07045	130	130
07046	95	95
08001	156	156
08002	174	174
08003	278	278
08004	259	259
08005	278	278
08006	225	225
08007	267	267
08008	246	246
08009	160	160
08010	321	321
08011	184	184
08012	160	160
08013	214	214
08014	108	108
08015	177	177
08016	57	57
08017	214	214
08018	129	129
08019	277	277
08020	262	262
08021	253	253
08022	204	204
08023	164	164
08024	146	146
08025	162	162
08026	183	183
08027	250	250
08028	225	225
08029	246	246
08030	207	207
08031	165	165
08032	165	165
08033	199	199
08034	211	211
08035	237	237
08036	230	230
08037	206	206
08038	123	123
08039	196	196
08040	172	172
08041	207	207
08042	257	257
08043	89	89
08044	129	129
08045	153	153
08046	157	157
08047	177	177
08048	174	174
08049	199	199
08050	234	234
08051	257	257
08052	309	309
08053	119	119
08054	130	130
08055	193	193
08056	245	245
09001	198	198
09002	160	160
09003	111	111
09004	137	137
09005	208	208
09006	170	170
09007	137	137
09008	168	168
09009	228	228
09010	141	141
09011	127	127
09012	247	247
09013	250	250
09014	245	245
09015	104	104
09016	175	175
09017	126	126
09018	126	126
09019	173	173
09020	216	216
09021	161	161
09022	222	222
09023	249	249
09024	204	204
09025	190	190
09026	128	128
09027	171	171
09028	95	95
09029	143	143
09030	145	145
09031	124	124
09032	197	197
09033	127	127
09034	132	132
09035	209	209
09036	159	159
09037	219	219
09038	164	164
09039	215	215
09040	241	241
09041	146	146
09042	221	221
09043	145	145
09044	182	182
09045	127	127
09046	189	189
09047	252	252
09048	213	213
09049	211	211
09050	324	324
09051	219	219
10001	126	126
10002	85	85
10003	92	92
10004	89	89
10005	58	58
10006	71	71
10007	52	52
10008	58	58
10009	63	63
10010	93	93
10011	99	99
10012	59	59
10013	120	120
10014	90	90
10015	376	376
10016	64	64
10017	100	100
10018	69	69
10019	82	82
10020	96	96
10021	72	72
10022	61	61
10023	78	78
10024	72	72
10025	39	39
10026	65	65
10027	118	118
10028	97	97
10029	71	71
10030	81	81
10031	57	57
10032	80	80
10033	71	71
10034	64	64
10035	96	96
10036	27	27
11001	150	150
11002	10	10
11003	120	120
11004	133	133
11005	174	174
11006	171	171
11007	134	134
11008	133	133
11009	106	106
11010	138	138
11011	145	145
11012	239	239
11013	193	193
11014	58	58
11015	66	66
11016	97	97
11017	175	175
11018	127	127
11019	164	164
11020	95	95
11021	236	236
11022	162	162
11023	116	116
11024	229	229
11025	181	181
11026	209	209
11027	53	53
11028	65	65
11029	217	217
11030	61	61
11031	149	149
11032	93	93
11033	146	146
11034	50	50
11035	47	47
11036	55	55
11037	35	35
11038	65	65
12001	126	126
12002	89	89
12003	181	181
12004	146	146
12005	121	121
12006	101	101
12007	109	109
12008	135	135
12009	119	119
12010	136	136
12011	116	116
12012	117	117
12013	134	134
12014	93	93
12015	104	104
12016	88	88
12017	112	112
12018	76	76
12019	96	96
12020	138	138
12021	129	129
12022	98	98
12023	125	125
13001	133	133
13002	141	141
13003	109	109
13004	109	109
13005	154	154
13006	144	144
13007	95	95
13008	92	92
13009	108	108
13010	105	105
13011	158	158
13012	92	92
13013	187	187
13014	97	97
13015	215	215
13016	90	90
13017	119	119
13018	93	93
13019	113	113
13020	66	66
13021	134	134
13022	124	124
13023	102	102
13024	122	122
13025	129	129
13026	129	129
13027	131	131
13028	113	113
13029	104	104
13030	142	142
13031	137	137
13032	103	103
13033	161	161
13034	246	246
13035	161	161
13036	80	80
13037	196	196
13038	113	113
13039	141	141
13040	153	153
13041	144	144
13042	123	123
13043	140	140
13044	204	204
13045	159	159
13046	162	162
13047	133	133
13048	124	124
14001	149	149
14002	163	163
14003	112	112
14004	154	154
14005	169	169
14006	76	76
14007	118	118
14008	133	133
14009	162	162
14010	90	90
14011	92	92
14012	148	148
14013	128	128
14014	144	144
14015	123	123
14016	92	92
14017	122	122
14018	52	52
14019	136	136
14020	74	74
14021	136	136
14022	153	153
14023	102	102
14024	192	192
14025	85	85
14026	99	99
14027	121	121
14028	84	84
14029	122	122
14030	78	78
14031	66	66
15001	111	111
15002	102	102
15003	104	104
15004	98	98
15005	103	103
15006	94	94
15007	105	105
15008	102	102
15009	137	137
15010	138	138
15011	110	110
15012	132	132
15013	93	93
15014	88	88
15015	72	72
15016	120	120
15017	129	129
15018	80	80
15019	120	120
15020	102	102
15021	114	114
15022	99	99
15023	112	112
15024	88	88
16001	127	127
16002	131	131
16003	97	97
16004	114	114
16005	89	89
16006	124	124
16007	109	109
16008	76	76
16009	143	143
16010	111	111
16011	91	91
16012	88	88
16013	86	86
16014	96	96
16015	130	130
16016	130	130
16017	107	107
16018	106	106
16019	101	101
16020	109	109
16021	104	104
16022	94	94
16023	89	89
16024	71	71
16025	146	146
16026	118	118
16027	100	100
16028	134	134
16029	105	105
16030	97	97
16031	147	147
16032	95	95
16033	112	112
16034	103	103
16035	135	135
16036	95	95
17001	122	122
17002	148	148
17003	148	148
17004	230	230
17005	122	122
17006	129	129
17007	85	85
17008	112	112
17009	134	134
17010	213	213
17011	109	109
17012	156	156
17013	144	144
17014	143	143
17015	160	160
17016	115	115
17017	138	138
17018	206	206
17019	93	93
17020	239	239
17021	259	259
17022	154	154
17023	105	105
17024	192	192
17025	111	111
17026	180	180
17027	170	170
17028	124	124
17029	137	137
17030	79	79
17031	92	92
17032	118	118
17033	91	91
17034	122	122
17035	129	129
17036	153	153
17037	145	145
17038	136	136
17039	171	171
17040	200	200
17041	222	222
18001	126	126
18002	90	90
18003	98	98
18004	240	240
18005	113	113
18006	111	111
18007	158	158
18008	194	194
18009	219	219
18010	291	291
18011	134	134
18012	180	180
18013	208	208
18014	196	196
18015	162	162
18016	173	173
18017	160	160
18018	203	203
18019	203	203
18020	150	150
18021	225	225
18022	244	244
18023	142	142
18024	101	101
18025	102	102
18026	250	250
18027	128	128
18028	104	104
18029	188	188
18030	89	89
18031	192	192
18032	220	220
18033	144	144
18034	252	252
18035	256	256
18036	151	151
18037	230	230
18038	181	181
18039	131	131
18040	172	172
18041	233	233
18042	127	127
18043	83	83
18044	115	115
18045	121	121
18046	131	131
18047	125	125
18048	142	142
18049	111	111
18050	116	116
19001	128	128
19002	297	297
19003	88	88
19004	142	142
19005	230	230
19006	128	128
19007	145	145
19008	120	120
19009	100	100
19010	226	226
19011	99	99
19012	96	96
19013	315	315
19014	188	188
19015	158	158
19016	134	134
19017	108	108
19018	154	154
19019	210	210
19020	191	191
19021	118	118
19022	188	188
19023	153	153
19024	105	105
19025	154	154
19026	137	137
19027	224	224
19028	262	262
19029	113	113
19030	92	92
19031	144	144
19032	121	121
19033	100	100
19034	147	147
19035	184	184
19036	259	259
19037	215	215
19038	207	207
19039	63	63
19040	194	194
19041	93	93
19042	157	157
19043	310	310
19044	128	128
19045	152	152
19046	150	150
19047	337	337
19048	269	269
19049	308	308
19050	110	110
19051	148	148
19052	120	120
19053	139	139
19054	69	69
19055	101	101
19056	213	213
19057	173	173
20001	172	172
20002	66	66
20003	145	145
20004	59	59
20005	194	194
20006	62	62
20007	145	145
20008	176	176
20009	234	234
20010	126	126
20011	200	200
20012	93	93
20013	187	187
20014	94	94
20015	89	89
20016	177	177
20017	77	77
20018	113	113
20019	136	136
20020	81	81
20021	98	98
20022	231	231
20023	151	151
20024	167	167
20025	112	112
20026	194	194
20027	84	84
20028	115	115
20029	220	220
20030	84	84
20031	180	180
20032	134	134
20033	133	133
20034	199	199
20035	57	57
20036	46	46
20037	59	59
20038	55	55
20039	17	17
21001	220	220
21002	134	134
21003	206	206
21004	187	187
21005	243	243
21006	148	148
21007	221	221
21008	208	208
21009	236	236
21010	176	176
21011	180	180
21012	168	168
21013	187	187
21014	243	243
21015	150	150
21016	176	176
21017	150	150
21018	216	216
21019	214	214
21020	153	153
21021	176	176
21022	175	175
21023	182	182
21024	209	209
21025	192	192
21026	163	163
21027	168	168
21028	234	234
21029	208	208
21030	157	157
21031	156	156
21032	180	180
21033	170	170
21034	160	160
21035	239	239
21036	193	193
21037	165	165
21038	160	160
21039	132	132
21040	176	176
21041	186	186
21042	221	221
21043	191	191
21044	199	199
21045	165	165
21046	218	218
21047	164	164
21048	182	182
21049	236	236
21050	150	150
21051	189	189
21052	190	190
21053	153	153
21054	178	178
22001	111	111
22002	135	135
22003	159	159
22004	85	85
22005	74	74
22006	96	96
22007	78	78
22008	163	163
22009	75	75
22010	132	132
22011	92	92
22012	119	119
22013	113	113
22014	97	97
22015	74	74
22016	74	74
22017	115	115
22018	84	84
22019	54	54
22020	100	100
22021	168	168
22022	85	85
22023	231	231
22024	110	110
22025	102	102
23001	93	93
23002	101	101
23003	104	104
23004	124	124
23005	119	119
23006	99	99
23007	92	92
23008	128	128
23009	105	105
23010	140	140
23011	99	99
23012	104	104
23013	91	91
23014	87	87
23015	99	99
23016	106	106
23017	59	59
23018	86	86
23019	100	100
23020	62	62
23021	108	108
23022	99	99
23023	106	106
23024	92	92
23025	87	87
23026	93	93
23027	94	94
23028	107	107
23029	87	87
23030	124	124
23031	81	81
23032	106	106
23033	125	125
23034	96	96
23035	64	64
23036	109	109
23037	107	107
23038	105	105
23039	117	117
24001	130	130
24002	135	135
24003	114	114
24004	110	110
24005	69	69
24006	139	139
24007	70	70
24008	65	65
24009	106	106
24010	63	63
24011	130	130
24012	73	73
24013	57	57
24014	101	101
24015	57	57
24016	143	143
24017	112	112
24018	150	150
24019	175	175
24020	104	104
24021	63	63
24022	159	159
24023	99	99
24024	156	156
24025	109	109
24026	233	233
24027	151	151
24028	114	114
24029	117	117
24030	85	85
24031	138	138
24032	73	73
24033	78	78
24034	116	116
24035	117	117
24036	168	168
24037	83	83
24038	126	126
24039	161	161
24040	139	139
24041	117	117
25001	131	131
25002	146	146
25003	138	138
25004	142	142
25005	145	145
25006	49	49
25007	139	139
25008	165	165
25009	131	131
25010	149	149
25011	157	157
25012	143	143
25013	139	139
25014	70	70
25015	103	103
25016	120	120
25017	153	153
25018	56	56
25019	143	143
25020	105	105
25021	229	229
25022	115	115
25023	173	173
25024	153	153
25025	124	124
25026	119	119
25027	114	114
25028	153	153
25029	156	156
25030	137	137
25031	134	134
25032	119	119
26001	129	129
26002	118	118
26003	134	134
26004	76	76
26005	110	110
26006	89	89
26007	112	112
26008	45	45
26009	103	103
26010	116	116
26011	106	106
26012	107	107
26013	50	50
26014	76	76
26015	48	48
26016	59	59
26017	73	73
26018	68	68
26019	74	74
26020	100	100
26021	131	131
26022	35	35
26023	62	62
26024	106	106
26025	92	92
26026	74	74
26027	141	141
26028	141	141
26029	65	65
26030	89	89
26031	54	54
26032	131	131
26033	114	114
26034	140	140
26035	96	96
26036	93	93
26037	95	95
26038	38	38
26039	112	112
26040	71	71
26041	119	119
26042	82	82
26043	38	38
26044	68	68
26045	38	38
26046	66	66
26047	51	51
26048	117	117
26049	48	48
27001	139	139
27002	132	132
27003	85	85
27004	83	83
27005	120	120
27006	130	130
27007	151	151
27008	100	100
27009	67	67
27010	197	197
27011	93	93
27012	57	57
27013	255	255
27014	83	83
27015	73	73
27016	79	79
27017	140	140
27018	114	114
27019	68	68
27020	83	83
27021	111	111
27022	96	96
27023	132	132
27024	85	85
27025	147	147
27026	145	145
27027	150	150
27028	73	73
27029	88	88
27030	81	81
27031	131	131
27032	126	126
27033	102	102
27034	108	108
27035	114	114
27036	116	116
27037	151	151
27038	228	228
27039	133	133
27040	146	146
27041	162	162
27042	99	99
27043	104	104
27044	100	100
27045	169	169
27046	75	75
27047	126	126
27048	184	184
27049	121	121
27050	152	152
28001	95	95
28002	111	111
28003	114	114
28004	77	77
28005	93	93
28006	83	83
28007	133	133
28008	88	88
28009	135	135
28010	156	156
28011	184	184
28012	140	140
28013	133	133
28014	128	128
28015	39	39
28016	92	92
28017	109	109
28018	120	120
28019	111	111
28020	126	126
28021	119	119
28022	126	126
28023	159	159
28024	108	108
28025	212	212
28026	150	150
28027	100	100
28028	138	138
28029	59	59
28030	30	30
28031	226	226
28032	117	117
28033	155	155
28034	190	190
28035	153	153
28036	65	65
28037	176	176
28038	58	58
28039	89	89
28040	188	188
28041	109	109
28042	146	146
28043	162	162
28044	103	103
28045	79	79
28046	178	178
29001	233	233
29002	271	271
29003	182	182
29004	228	228
29005	128	128
29006	151	151
29007	206	206
29008	128	128
29009	190	190
29010	224	224
29011	117	117
29012	232	232
29013	199	199
29014	193	193
29015	241	241
29016	223	223
29017	205	205
29018	180	180
29019	214	214
29020	211	211
29021	200	200
29022	148	148
29023	149	149
29024	194	194
29025	249	249
29026	213	213
29027	168	168
29028	241	241
29029	96	96
29030	224	224
29031	84	84
29032	63	63
29033	170	170
29034	89	89
29035	137	137
29036	178	178
29037	191	191
29038	102	102
29039	103	103
29040	235	235
29041	141	141
29042	201	201
29043	235	235
29044	245	245
30001	140	140
30002	88	88
30003	102	102
30004	81	81
30005	57	57
30006	84	84
30007	105	105
30008	136	136
30009	64	64
30010	99	99
30011	82	82
30012	65	65
30013	93	93
30014	50	50
30015	142	142
30016	38	38
30017	113	113
30018	109	109
30019	89	89
30020	115	115
30021	70	70
30022	154	154
30023	93	93
30024	135	135
30025	174	174
30026	69	69
30027	66	66
30028	147	147
30029	52	52
30030	30	30
30031	63	63
30032	93	93
31001	58	58
31002	62	62
31003	47	47
31004	130	130
31005	92	92
31006	67	67
31007	139	139
31008	72	72
31009	87	87
31010	66	66
31011	55	55
31012	63	63
31013	86	86
31014	64	64
31015	70	70
31016	113	113
31017	69	69
31018	73	73
31019	62	62
31020	65	65
31021	66	66
31022	58	58
31023	69	69
31024	111	111
31025	63	63
31026	90	90
31027	75	75
31028	43	43
31029	68	68
31030	53	53
31031	57	57
31032	40	40
31033	54	54
31034	74	74
31035	65	65
31036	89	89
31037	63	63
31038	59	59
31039	88	88
31040	79	79
31041	65	65
32001	165	165
32002	129	129
32003	197	197
32004	146	146
32005	149	149
32006	153	153
32007	137	137
32008	121	121
32009	114	114
32010	125	125
32011	184	184
32012	125	125
32013	122	122
32014	180	180
32015	139	139
32016	169	169
32017	178	178
32018	113	113
32019	140	140
32020	191	191
32021	171	171
32022	242	242
32023	115	115
32024	88	88
32025	144	144
32026	188	188
32027	111	111
32028	189	189
32029	190	190
32030	98	98
32031	148	148
32032	152	152
32033	150	150
32034	127	127
32035	130	130
32036	132	132
32037	131	131
32038	109	109
32039	131	131
32040	148	148
32041	131	131
32042	119	119
32043	160	160
33001	199	199
33002	214	214
33003	237	237
33004	194	194
33005	113	113
33006	133	133
33007	175	175
33008	252	252
33009	205	205
33010	137	137
33011	156	156
33012	140	140
33013	154	154
33014	64	64
33015	177	177
33016	216	216
33017	184	184
33018	188	188
33019	151	151
33020	177	177
33021	191	191
33022	162	162
33023	201	201
33024	274	274
33025	190	190
33026	139	139
33027	178	178
33028	159	159
34001	217	217
34002	176	176
34003	188	188
34004	122	122
34005	165	165
34006	219	219
34007	230	230
34008	149	149
34009	130	130
34010	205	205
34011	133	133
34012	195	195
34013	195	195
34014	140	140
34015	137	137
34016	153	153
34017	238	238
34018	148	148
34019	190	190
34020	248	248
34021	264	264
34022	207	207
34023	162	162
34024	164	164
34025	314	314
34026	216	216
34027	160	160
34028	117	117
34029	157	157
34030	228	228
34031	143	143
34032	164	164
34033	146	146
34034	231	231
34035	201	201
34036	197	197
34037	99	99
34038	80	80
34039	128	128
34040	201	201
34041	124	124
34042	232	232
34043	211	211
34044	230	230
34045	191	191
34046	158	158
34047	160	160
34048	242	242
34049	215	215
34050	136	136
34051	225	225
34052	166	166
34053	103	103
35001	148	148
35002	194	194
35003	135	135
35004	138	138
35005	135	135
35006	145	145
35007	148	148
35008	166	166
35009	114	114
35010	216	216
35011	135	135
35012	94	94
35013	84	84
35014	85	85
35015	155	155
35016	79	79
35017	147	147
35018	86	86
35019	64	64
35020	105	105
35021	136	136
35022	164	164
35023	155	155
35024	115	115
35025	153	153
35026	120	120
35027	125	125
35028	129	129
35029	92	92
35030	104	104
35031	154	154
36001	90	90
36002	97	97
36003	91	91
36004	79	79
36005	97	97
36006	82	82
36007	132	132
36008	74	74
36009	84	84
36010	109	109
36011	60	60
36012	54	54
36013	58	58
36014	103	103
36015	143	143
36016	113	113
36017	126	126
36018	106	106
36019	114	114
36020	81	81
36021	85	85
36022	74	74
36023	68	68
36024	73	73
36025	73	73
36026	71	71
36027	93	93
36028	69	69
36029	96	96
36030	77	77
37001	99	99
37002	83	83
37003	105	105
37004	98	98
37005	189	189
37006	168	168
37007	101	101
37008	85	85
37009	172	172
37010	155	155
37011	94	94
37012	84	84
37013	111	111
37014	173	173
37015	177	177
37016	161	161
37017	139	139
37018	158	158
37019	118	118
37020	113	113
37021	131	131
37022	105	105
37023	173	173
37024	179	179
37025	155	155
37026	207	207
37027	152	152
37028	120	120
37029	160	160
37030	140	140
37031	156	156
37032	160	160
37033	193	193
37034	137	137
37035	190	190
37036	137	137
37037	200	200
37038	194	194
37039	121	121
37040	185	185
37041	139	139
38001	88	88
38002	106	106
38003	89	89
38004	101	101
38005	108	108
38006	85	85
38007	89	89
38008	87	87
38009	122	122
38010	74	74
38011	132	132
38012	89	89
38013	109	109
38014	105	105
38015	82	82
38016	95	95
38017	116	116
38018	88	88
38019	117	117
38020	103	103
38021	97	97
38022	105	105
38023	126	126
38024	107	107
38025	99	99
38026	99	99
38027	87	87
38028	92	92
38029	92	92
38030	85	85
38031	116	116
38032	99	99
38033	107	107
38034	106	106
38035	110	110
38036	106	106
38037	119	119
38038	111	111
38039	129	129
38040	124	124
38041	139	139
39001	141	141
39002	129	129
39003	158	158
39004	116	116
39005	133	133
39006	135	135
39007	112	112
39008	130	130
39009	104	104
39010	77	77
39011	109	109
39012	173	173
39013	83	83
39014	103	103
39015	107	107
39016	83	83
39017	157	157
39018	137	137
39019	140	140
39020	135	135
39021	101	101
39022	85	85
39023	133	133
39024	144	144
39025	117	117
39026	107	107
39027	28	28
39028	214	214
39029	73	73
39030	193	193
39031	118	118
39032	105	105
39033	142	142
39034	135	135
39035	123	123
39036	33	33
39037	152	152
39038	105	105
39039	78	78
39040	113	113
39041	132	132
39042	165	165
39043	126	126
39044	117	117
39045	119	119
40001	116	116
40002	125	125
40003	207	207
40004	87	87
40005	164	164
40006	198	198
40007	186	186
40008	241	241
40009	109	109
40010	132	132
40011	172	172
40012	122	122
40013	258	258
40014	91	91
40015	133	133
40016	215	215
40017	151	151
40018	104	104
40019	175	175
40020	130	130
40021	213	213
40022	188	188
40023	222	222
40024	100	100
40025	217	217
40026	174	174
40027	197	197
40028	224	224
40029	161	161
40030	149	149
40031	191	191
40032	223	223
40033	238	238
40034	118	118
40035	80	80
40036	147	147
40037	163	163
40038	236	236
40039	35	35
41001	81	81
41002	91	91
41003	128	128
41004	156	156
41005	113	113
41006	130	130
41007	106	106
41008	109	109
41009	96	96
41010	142	142
41011	117	117
41012	93	93
41013	94	94
41014	114	114
41015	147	147
41016	87	87
41017	120	120
41018	86	86
41019	129	129
41020	80	80
41021	120	120
41022	122	122
41023	78	78
41024	71	71
41025	57	57
41026	109	109
41027	65	65
41028	90	90
41029	57	57
41030	109	109
41031	110	110
41032	83	83
41033	75	75
41034	107	107
41035	124	124
41036	150	150
41037	130	130
41038	102	102
41039	120	120
41040	121	121
41041	85	85
41042	98	98
41043	113	113
41044	108	108
41045	93	93
41046	130	130
41047	121	121
42001	133	133
42002	113	113
42003	143	143
42004	187	187
42005	105	105
42006	193	193
42007	158	158
42008	141	141
42009	143	143
42010	169	169
42011	106	106
42012	143	143
42013	169	169
42014	104	104
42015	102	102
42016	136	136
42017	162	162
42018	84	84
42019	158	158
42020	106	106
42021	104	104
42022	54	54
42023	130	130
42024	143	143
42025	107	107
42026	147	147
42027	119	119
42028	214	214
42029	124	124
42030	134	134
42031	159	159
42032	93	93
42033	138	138
42034	137	137
42035	179	179
42036	176	176
42037	77	77
42038	89	89
42039	115	115
42040	151	151
42041	131	131
42042	184	184
43001	81	81
43002	124	124
43003	128	128
43004	147	147
43005	116	116
43006	84	84
43007	95	95
43008	106	106
43009	169	169
43010	179	179
43011	79	79
43012	102	102
43013	144	144
43014	164	164
43015	117	117
43016	90	90
43017	100	100
43018	148	148
43019	170	170
43020	135	135
43021	125	125
43022	90	90
43023	93	93
43024	103	103
43025	166	166
43026	110	110
43027	166	166
43028	151	151
43029	114	114
43030	129	129
43031	144	144
43032	151	151
43033	178	178
43034	113	113
43035	182	182
43036	59	59
43037	113	113
43038	131	131
43039	81	81
43040	100	100
43041	193	193
43042	137	137
43043	143	143
43044	135	135
43045	97	97
43046	63	63
44001	282	282
44002	151	151
44003	145	145
44004	157	157
44005	181	181
44006	194	194
44007	131	131
44008	215	215
44009	104	104
44010	128	128
44011	144	144
44012	178	178
44013	98	98
44014	115	115
44015	152	152
44016	160	160
44017	248	248
44018	147	147
44019	202	202
44020	150	150
44021	192	192
44022	199	199
44023	160	160
44024	141	141
44025	133	133
44026	166	166
44027	171	171
44028	151	151
44029	133	133
44030	159	159
44031	117	117
44032	145	145
44033	190	190
44034	187	187
44035	203	203
44036	139	139
44037	179	179
44038	105	105
44039	138	138
44040	108	108
44041	171	171
45001	107	107
45002	133	133
45003	119	119
45004	205	205
45005	177	177
45006	202	202
45007	217	217
45008	120	120
45009	114	114
45010	134	134
45011	93	93
45012	147	147
45013	111	111
45014	157	157
45015	192	192
45016	134	134
45017	128	128
45018	102	102
45019	62	62
45020	94	94
45021	99	99
45022	90	90
45023	123	123
45024	109	109
45025	59	59
45026	47	47
45027	102	102
45028	71	71
45029	57	57
45030	117	117
45031	89	89
45032	95	95
45033	87	87
45034	142	142
45035	126	126
45036	132	132
45037	124	124
45038	94	94
45039	112	112
45040	109	109
45041	91	91
45042	115	115
45043	107	107
45044	100	100
45045	61	61
45046	57	57
45047	66	66
45048	70	70
46001	132	132
46002	133	133
46003	218	218
46004	191	191
46005	167	167
46006	133	133
46007	220	220
46008	136	136
46009	189	189
46010	194	194
46011	126	126
46012	203	203
46013	161	161
46014	192	192
46015	159	159
46016	207	207
46017	199	199
46018	192	192
46019	156	156
46020	155	155
46021	115	115
46022	114	114
46023	134	134
46024	185	185
46025	144	144
46026	180	180
46027	196	196
46028	189	189
46029	140	140
46030	168	168
46031	172	172
46032	157	157
46033	180	180
46034	180	180
46035	161	161
46036	198	198
46037	136	136
46038	139	139
46039	151	151
46040	197	197
47001	88	88
47002	190	190
47003	186	186
47004	200	200
47005	243	243
47006	167	167
47007	150	150
47008	174	174
47009	155	155
47010	258	258
47011	143	143
47012	195	195
47013	193	193
47014	186	186
47015	256	256
47016	184	184
47017	183	183
47018	146	146
47019	226	226
47020	198	198
47021	187	187
47022	234	234
47023	243	243
47024	184	184
47025	180	180
47026	204	204
47027	168	168
47028	178	178
47029	194	194
47030	227	227
47031	167	167
47032	244	244
47033	129	129
47034	227	227
47035	158	158
47036	240	240
47037	196	196
47038	179	179
47039	189	189
47040	228	228
47041	207	207
47042	194	194
47043	162	162
47044	124	124
47045	204	204
47046	173	173
47047	181	181
47048	20	20
48001	196	196
48002	97	97
48003	181	181
48004	186	186
48005	126	126
48006	239	239
48007	200	200
48008	115	115
48009	118	118
48010	281	281
48011	185	185
48012	213	213
48013	250	250
48014	105	105
48015	104	104
48016	178	178
48017	179	179
48018	146	146
48019	156	156
48020	230	230
48021	214	214
48022	207	207
48023	194	194
48024	179	179
48025	196	196
48026	88	88
48027	197	197
48028	204	204
48029	117	117
48030	185	185
48031	206	206
48032	183	183
48033	118	118
48034	145	145
48035	113	113
48036	123	123
48037	189	189
48038	224	224
48039	155	155
48040	209	209
48041	192	192
48042	245	245
