Precinct	total_votes	votes|Yes	votes|No
01001	184	163	21
01002	180	163	17
01003	204	171	33
01004	218	180	38
01005	166	146	20
01006	206	181	25
01007	151	138	13
01008	180	153	27
01009	162	140	22
01010	179	159	20
01011	176	145	31
01012	214	176	38
01013	97	84	13
01014	206	175	31
01015	187	174	13
01016	184	164	20
01017	196	176	20
01018	213	186	27
01019	291	264	27
01020	177	154	23
01021	172	147	25
01022	122	109	13
01023	295	262	33
01024	149	127	22
01025	149	128	21
01026	152	133	19
01027	164	139	25
01028	111	94	17
01029	215	188	27
01030	243	220	23
01031	199	179	20
01032	189	164	25
01033	223	194	29
01034	175	155	20
01035	215	184	31
01036	192	166	26
01037	199	177	22
01038	208	178	30
01039	166	140	26
01040	203	179	24
01041	146	132	14
01042	57	52	5
01043	164	142	22
01044	142	127	15
02001	177	150	27
02002	228	192	36
02003	191	157	34
02004	203	170	33
02005	196	174	22
02006	191	168	23
02007	191	161	30
02008	193	167	26
02009	164	134	30
02010	237	206	31
02011	262	218	44
02012	237	207	30
02013	326	272	54
02014	276	242	34
02015	195	165	30
02016	158	145	13
02017	295	265	30
02018	229	208	21
02019	231	198	33
02020	149	132	17
02021	217	192	25
02022	274	217	57
02023	233	210	23
02024	200	170	30
02025	186	162	24
02026	190	157	33
02027	221	189	32
02028	241	204	37
02029	207	181	26
02030	201	170	31
02031	329	284	45
02032	167	141	26
02033	361	309	52
02034	238	188	50
02035	183	161	22
02036	210	174	36
02037	261	232	29
02038	265	229	36
02039	176	162	14
02040	174	151	23
02041	113	96	17
02042	192	171	21
02043	263	219	44
02044	154	133	21
02045	264	230	34
02046	121	107	14
03001	284	247	37
03002	403	363	40
03003	231	199	32
03004	287	266	21
03005	183	157	26
03006	255	226	29
03007	262	243	19
03008	185	160	25
03009	278	240	38
03010	140	125	15
03011	243	213	30
03012	316	279	37
03013	298	266	32
03014	192	174	18
03015	222	201	21
03016	233	211	22
03017	257	224	33
03018	316	285	31
03019	218	201	17
03020	246	213	33
03021	278	250	28
03022	223	197	26
03023	233	198	35
03024	233	215	18
03025	285	246	39
03026	346	292	54
03027	220	197	23
03028	223	190	33
03029	263	224	39
03030	277	254	23
03031	273	244	29
03032	246	218	28
03033	184	163	21
03034	282	253	29
03035	113	98	15
03036	134	112	22
03037	209	177	32
03038	296	276	20
03039	206	181	25
03040	289	251	38
03041	271	245	26
04001	338	302	36
04002	271	245	26
04003	249	226	23
04004	338	303	35
04005	315	282	33
04006	392	353	39
04007	356	325	31
04008	356	321	35
04009	448	414	34
04010	339	294	45
04011	285	255	30
04012	282	245	37
04013	134	120	14
04014	300	277	23
04015	345	309	36
04016	225	184	41
04017	257	218	39
04018	295	257	38
04019	247	220	27
04020	272	240	32
04021	238	197	41
04022	313	273	40
04023	360	323	37
04024	253	220	33
04025	249	217	32
04026	311	273	38
04027	301	270	31
04028	320	290	30
04029	236	210	26
04030	328	300	28
04031	378	351	27
04032	273	248	25
04033	327	288	39
04034	263	232	31
04035	383	343	40
04036	335	299	36
04037	285	248	37
04038	351	332	19
05001	218	198	20
05002	220	189	31
05003	259	234	25
05004	290	254	36
05005	269	240	29
05006	237	206	31
05007	257	233	24
05008	293	262	31
05009	314	289	25
05010	214	191	23
05011	318	282	36
05012	191	171	20
05013	245	219	26
05014	312	270	42
05015	256	229	27
05016	262	232	30
05017	215	183	32
05018	252	230	22
05019	299	261	38
05020	333	301	32
05021	253	230	23
05022	356	319	37
05023	433	392	41
05024	275	254	21
05025	281	240	41
05026	244	219	25
05027	230	200	30
05028	318	283	35
05029	324	296	28
05030	182	161	21
05031	216	188	28
05032	336	304	32
05033	307	279	28
05034	313	263	50
05035	304	275	29
05036	203	174	29
05037	333	305	28
05038	237	213	24
05039	255	221	34
05040	242	216	26
05041	199	179	20
06001	306	286	20
06002	286	265	21
06003	284	253	31
06004	182	157	25
06005	164	142	22
06006	271	242	29
06007	233	201	32
06008	282	252	30
06009	208	189	19
06010	132	115	17
06011	222	189	33
06012	142	125	17
06013	211	197	14
06014	242	210	32
06015	185	158	27
06016	295	265	30
06017	168	140	28
06018	185	154	31
06019	227	211	16
06020	121	106	15
06021	148	126	22
06022	168	146	22
06023	132	115	17
06024	140	112	28
06025	129	122	7
06026	148	137	11
06027	133	121	12
06028	124	108	16
06029	318	280	38
06030	189	167	22
06031	281	255	26
06032	252	229	23
06033	258	235	23
06034	261	238	23
06035	258	235	23
06036	277	248	29
06037	323	294	29
06038	312	276	36
06039	229	214	15
06040	228	203	25
06041	243	219	24
06042	249	221	28
06043	233	209	24
06044	280	248	32
06045	277	243	34
06046	212	186	26
06047	175	150	25
06048	242	222	20
07001	205	188	17
07002	190	164	26
07003	245	227	18
07004	226	199	27
07005	217	191	26
07006	283	252	31
07007	170	150	20
07008	223	197	26
07009	435	385	50
07010	252	234	18
07011	240	216	24
07012	200	184	16
07013	184	163	21
07014	228	198	30
07015	257	226	31
07016	175	148	27
07017	173	148	25
07018	192	168	24
07019	212	191	21
07020	153	131	22
07021	165	147	18
07022	197	176	21
07023	267	238	29
07024	237	205	32
07025	191	165	26
07026	202	189	13
07027	211	191	20
07028	170	149	21
07029	208	188	20
07030	169	155	14
07031	142	130	12
07032	376	336	40
07033	354	323	31
07034	305	278	27
07035	228	210	18
07036	310	284	26
07037	288	252	36
07038	173	146	27
07039	213	193	20
07040	236	213	23
07041	210	186	24
07042	213	193	20
07043	231	208	23
07044	195	178	17
07045	216	191	25
07046	115	100	15
08001	173	151	22
08002	218	197	21
08003	319	288	31
08004	294	267	27
08005	326	287	39
08006	261	236	25
08007	309	281	28
08008	290	262	28
08009	175	155	20
08010	353	328	25
08011	245	220	25
08012	212	189	23
08013	277	249	28
08014	124	113	11
08015	218	195	23
08016	68	63	5
08017	235	217	18
08018	200	181	19
08019	339	296	43
08020	275	252	23
08021	267	240	27
08022	228	207	21
08023	201	178	23
08024	166	149	17
08025	216	192	24
08026	215	190	25
08027	289	267	22
08028	270	235	35
08029	278	253	25
08030	276	247	29
08031	201	177	24
08032	211	183	28
08033	233	202	31
08034	245	221	24
08035	303	268	35
08036	268	245	23
08037	243	223	20
08038	166	146	20
08039	259	238	21
08040	190	168	22
08041	251	215	36
08042	306	277	29
08043	123	109	14
08044	169	155	14
08045	177	152	25
08046	187	172	15
08047	211	193	18
08048	206	183	23
08049	258	236	22
08050	289	268	21
08051	271	240	31
08052	353	319	34
08053	150	132	18
08054	166	151	15
08055	155	145	10
08056	266	249	17
09001	234	209	25
09002	205	175	30
09003	132	115	17
09004	179	165	14
09005	231	202	29
09006	242	216	26
09007	162	139	23
09008	198	166	32
