Precinct	total_votes	votes|Yes	votes|No
01001	727	584	143
01002	576	448	128
01003	817	701	116
01004	810	698	112
01005	736	620	116
01006	616	497	119
01007	483	402	81
01008	605	512	93
01009	477	389	88
01010	882	755	127
01011	809	690	119
01012	828	656	172
01013	336	261	75
01014	686	586	100
01015	626	495	131
01016	740	612	128
01017	585	466	119
01018	668	532	136
01019	798	658	140
01020	525	424	101
01021	1022	887	135
01022	469	387	82
01023	874	717	157
01024	612	473	139
01025	671	550	121
01026	452	364	88
01027	778	658	120
01028	228	191	37
01029	900	771	129
01030	766	591	175
01031	631	537	94
01032	684	538	146
01033	784	640	144
01034	535	436	99
01035	866	699	167
01036	796	667	129
01037	730	617	113
01038	664	557	107
01039	564	478	86
01040	622	527	95
01041	395	319	76
01042	218	175	43
01043	431	351	80
01044	637	527	110
02001	785	673	112
02002	491	430	61
02003	804	680	124
02004	704	596	108
02005	842	724	118
02006	741	603	138
02007	656	557	99
02008	897	730	167
02009	675	560	115
02010	506	426	80
02011	692	581	111
02012	561	480	81
02013	563	487	76
02014	717	597	120
02015	638	533	105
02016	670	552	118
02017	777	640	137
02018	630	528	102
02019	455	379	76
02020	923	773	150
02021	749	651	98
02022	739	641	98
02023	448	406	42
02024	628	542	86
02025	800	686	114
02026	622	526	96
02027	612	489	123
02028	783	680	103
02029	777	649	128
02030	581	481	100
02031	751	651	100
02032	594	483	111
02033	954	780	174
02034	496	434	62
02035	902	766	136
02036	773	643	130
02037	572	488	84
02038	611	508	103
02039	470	369	101
02040	967	804	163
02041	831	687	144
02042	768	655	113
02043	935	784	151
02044	408	345	63
02045	787	667	120
02046	404	335	69
03001	773	598	175
03002	607	525	82
03003	514	433	81
03004	632	525	107
03005	335	246	89
03006	919	788	131
03007	352	297	55
03008	444	340	104
03009	666	549	117
03010	276	208	68
03011	627	488	139
03012	552	469	83
03013	758	662	96
03014	737	611	126
03015	526	412	114
03016	461	365	96
03017	922	766	156
03018	783	644	139
03019	799	686	113
03020	613	471	142
03021	694	585	109
03022	918	771	147
03023	499	389	110
03024	498	404	94
03025	1179	1046	133
03026	738	650	88
03027	833	664	169
03028	318	268	50
03029	625	471	154
03030	492	404	88
03031	669	532	137
03032	1050	896	154
03033	819	694	125
03034	987	839	148
03035	308	239	69
03036	273	207	66
03037	506	403	103
03038	405	345	60
03039	1289	1110	179
03040	651	524	127
03041	415	338	77
04001	896	750	146
04002	873	748	125
04003	495	399	96
04004	776	613	163
04005	622	509	113
04006	660	582	78
04007	752	640	112
04008	668	551	117
04009	648	570	78
04010	766	653	113
04011	605	492	113
04012	767	641	126
04013	904	760	144
04014	613	509	104
04015	672	578	94
04016	1168	1000	168
04017	769	654	115
04018	569	451	118
04019	460	347	113
04020	532	459	73
04021	736	617	119
04022	598	536	62
04023	766	682	84
04024	576	489	87
04025	854	737	117
04026	540	434	106
04027	823	710	113
04028	534	452	82
04029	546	446	100
04030	819	675	144
04031	573	524	49
04032	669	542	127
04033	584	501	83
04034	540	456	84
04035	694	577	117
04036	737	629	108
04037	1243	1070	173
04038	663	572	91
05001	524	425	99
05002	411	324	87
05003	595	531	64
05004	751	645	106
05005	511	401	110
05006	448	356	92
05007	566	479	87
05008	617	586	31
05009	680	611	69
05010	460	369	91
05011	563	490	73
05012	363	279	84
05013	499	400	99
05014	443	369	74
05015	565	467	98
05016	528	412	116
05017	461	353	108
05018	532	449	83
05019	543	474	69
05020	631	562	69
05021	590	527	63
05022	692	627	65
05023	1018	884	134
05024	713	624	89
05025	484	414	70
05026	537	432	105
05027	605	538	67
05028	570	473	97
05029	568	464	104
05030	369	284	85
05031	426	346	80
05032	614	537	77
05033	523	437	86
05034	642	590	52
05035	743	659	84
05036	333	267	66
05037	601	554	47
05038	519	432	87
05039	485	440	45
05040	424	334	90
05041	263	251	12
06001	475	392	83
06002	452	377	75
06003	447	397	50
06004	322	255	67
06005	285	215	70
06006	521	416	105
06007	449	351	98
06008	452	378	74
06009	454	340	114
06010	319	252	67
06011	393	307	86
06012	344	270	74
06013	330	261	69
06014	395	314	81
06015	394	307	87
06016	450	359	91
06017	313	234	79
06018	325	272	53
06019	363	301	62
06020	303	239	64
06021	222	161	61
06022	277	226	51
06023	254	204	50
06024	236	167	69
06025	235	176	59
06026	326	245	81
06027	272	216	56
06028	221	170	51
06029	472	378	94
06030	379	281	98
06031	396	333	63
06032	437	352	85
06033	449	369	80
06034	445	357	88
06035	413	318	95
06036	485	407	78
06037	475	381	94
06038	494	409	85
06039	379	303	76
06040	398	332	66
06041	445	363	82
06042	438	346	92
06043	428	345	83
06044	487	394	93
06045	443	371	72
06046	327	250	77
06047	309	248	61
06048	432	349	83
07001	440	338	102
07002	433	332	101
07003	418	345	73
07004	425	352	73
07005	395	314	81
07006	552	460	92
07007	412	323	89
07008	295	249	46
07009	715	573	142
07010	418	350	68
07011	492	369	123
07012	432	338	94
07013	282	232	50
07014	499	367	132
07015	407	338	69
07016	409	306	103
07017	344	263	81
07018	399	325	74
07019	403	332	71
07020	344	278	66
07021	331	256	75
07022	361	283	78
07023	383	303	80
07024	346	273	73
07025	344	269	75
07026	327	271	56
07027	327	267	60
07028	320	239	81
07029	381	301	80
07030	346	272	74
07031	311	232	79
07032	513	430	83
07033	515	416	99
07034	511	415	96
07035	458	373	85
07036	519	411	108
07037	433	372	61
07038	373	296	77
07039	381	319	62
07040	347	281	66
07041	399	317	82
07042	388	318	70
07043	401	323	78
07044	368	313	55
07045	413	307	106
07046	125	108	17
08001	392	303	89
08002	407	325	82
08003	474	397	77
08004	487	397	90
08005	374	325	49
08006	418	351	67
08007	496	408	88
08008	441	365	76
08009	287	222	65
08010	543	469	74
08011	360	275	85
08012	381	308	73
08013	506	396	110
08014	363	280	83
08015	265	218	47
08016	135	101	34
08017	370	314	56
08018	423	336	87
08019	477	392	85
08020	505	405	100
08021	573	470	103
08022	388	299	89
08023	331	272	59
08024	240	193	47
08025	437	348	89
08026	375	290	85
08027	486	386	100
08028	443	363	80
08029	485	394	91
08030	484	401	83
08031	347	285	62
08032	345	290	55
08033	352	277	75
08034	391	319	72
08035	494	409	85
08036	442	362	80
08037	346	296	50
08038	310	257	53
08039	427	352	75
08040	365	296	69
08041	470	369	101
08042	570	456	114
08043	257	198	59
08044	325	269	56
08045	375	300	75
08046	348	279	69
08047	359	280	79
08048	396	320	76
08049	401	315	86
08050	440	355	85
08051	424	354	70
08052	533	438	95
08053	266	223	43
08054	368	294	74
08055	356	296	60
08056	455	372	83
09001	408	327	81
09002	338	250	88
09003	278	213	65
09004	327	263	64
09005	412	341	71
09006	384	321	63
09007	321	251	70
09008	447	352	95
09009	489	406	83
09010	331	264	67
09011	297	235	62
09012	467	392	75
09013	469	377	92
09014	471	386	85
09015	449	327	122
09016	403	330	73
09017	311	247	64
09018	300	231	69
09019	416	320	96
09020	377	300	77
09021	385	296	89
09022	456	370	86
09023	465	393	72
09024	407	331	76
09025	363	295	68
09026	385	292	93
09027	340	270	70
09028	270	205	65
09029	371	293	78
09030	363	286	77
09031	349	266	83
09032	416	313	103
09033	308	246	62
09034	341	276	65
09035	384	291	93
09036	348	290	58
09037	644	494	150
09038	397	317	80
09039	441	342	99
09040	462	392	70
09041	350	270	80
09042	439	360	79
09043	380	306	74
09044	372	296	76
09045	304	234	70
09046	388	312	76
09047	440	369	71
09048	432	356	76
09049	454	360	94
09050	577	479	98
09051	408	322	86
10001	349	273	76
10002	470	288	182
10003	504	338	166
10004	352	261	91
10005	386	241	145
10006	385	283	102
10007	331	228	103
10008	230	168	62
10009	450	296	154
10010	501	365	136
10011	591	447	144
10012	332	238	94
10013	407	319	88
10014	590	433	157
10015	769	635	134
10016	368	246	122
10017	624	402	222
10018	263	205	58
10019	490	329	161
10020	494	364	130
10021	470	338	132
10022	269	206	63
10023	411	307	104
10024	460	275	185
10025	134	105	29
10026	334	255	79
10027	383	289	94
10028	525	392	133
