Precinct	Register Voters	Ballots Cast	Turnout %
10013	865	442	51.10
10014	961	633	65.87
10015	1300	818	62.92
10016	680	398	58.53
10017	978	665	68.00
10018	540	292	54.07
10019	793	523	65.95
10020	805	519	64.47
10021	841	518	61.59
10022	564	293	51.95
10023	778	430	55.27
10024	711	514	72.29
10025	252	143	56.75
10026	781	358	45.84
10027	898	451	50.22
10028	931	557	59.83
10029	827	519	62.76
10030	771	460	59.66
10031	784	417	53.19
10032	807	519	64.31
10033	671	386	57.53
10034	684	356	52.05
10035	762	538	70.60
10036	220	139	63.18
11001	940	650	69.15
11002	165	56	33.94
11003	782	629	80.43
11004	825	523	63.39
11005	1175	777	66.13
11006	1112	918	82.55
11007	715	584	81.68
11008	934	574	61.46
11009	846	543	64.18
11010	986	624	63.29
11011	954	690	72.33
11012	1109	785	70.78
11013	1039	755	72.67
11014	649	428	65.95
11015	370	257	69.46
11016	709	454	64.03
11017	942	721	76.54
11018	816	524	64.22
11019	1101	792	71.93
11020	615	450	73.17
11021	899	713	79.31
11022	1073	743	69.25
11023	444	343	77.25
11024	791	651	82.30
11025	923	751	81.37
11026	820	637	77.68
11027	476	264	55.46
11028	486	299	61.52
11029	900	707	78.56
11030	644	355	55.12
11031	833	613	73.59
11032	358	279	77.93
11033	896	776	86.61
11034	331	251	75.83
11035	209	139	66.51
11036	468	301	64.32
11037	369	231	62.60
11038	489	310	63.39
12001	776	518	66.75
12002	765	476	62.22
12003	923	625	67.71
12004	840	589	70.12
12005	814	506	62.16
12006	1030	633	61.46
12007	820	479	58.41
12008	933	547	58.63
12009	754	474	62.86
12010	1015	655	64.53
12011	950	572	60.21
12012	981	534	54.43
12013	965	583	60.41
12014	867	471	54.33
12015	913	486	53.23
12016	934	476	50.96
12017	974	614	63.04
12018	923	450	48.75
12019	811	521	64.24
12020	1108	610	55.05
12021	892	549	61.55
12022	927	490	52.86
12023	867	563	64.94
13001	542	438	80.81
13002	466	374	80.26
13003	555	383	69.01
13004	684	505	73.83
13005	740	540	72.97
13006	518	431	83.20
13007	563	386	68.56
13008	483	353	73.08
13009	672	477	70.98
13010	483	402	83.23
13011	616	486	78.90
13012	638	427	66.93
13013	586	434	74.06
13014	672	446	66.37
13015	852	651	76.41
13016	495	332	67.07
13017	555	398	71.71
13018	520	382	73.46
13019	857	572	66.74
13020	423	326	77.07
13021	644	529	82.14
13022	638	520	81.50
13023	563	372	66.07
13024	631	453	71.79
13025	651	464	71.27
13026	683	467	68.37
13027	585	452	77.26
13028	547	346	63.25
13029	538	361	67.10
13030	512	356	69.53
13031	670	507	75.67
13032	538	412	76.58
13033	545	436	80.00
13034	708	440	62.15
13035	576	399	69.27
13036	458	320	69.87
13037	659	448	67.98
13038	500	388	77.60
13039	611	422	69.07
13040	617	448	72.61
13041	753	535	71.05
13042	607	478	78.75
13043	627	458	73.05
13044	683	462	67.64
13045	687	476	69.29
13046	775	515	66.45
13047	741	527	71.12
13048	521	397	76.20
14001	737	565	76.66
14002	1025	655	63.90
14003	802	492	61.35
14004	693	535	77.20
14005	1193	712	59.68
14006	393	264	67.18
14007	984	649	65.96
14008	958	606	63.26
14009	831	644	77.50
14010	583	361	61.92
14011	475	293	61.68
14012	797	556	69.76
14013	726	448	61.71
14014	739	485	65.63
14015	894	540	60.40
14016	608	370	60.86
14017	683	433	63.40
14018	343	244	71.14
14019	769	466	60.60
14020	616	381	61.85
14021	758	478	63.06
14022	1039	711	68.43
14023	633	431	68.09
14024	769	611	79.45
14025	494	294	59.51
14026	575	382	66.43
14027	799	507	63.45
14028	625	411	65.76
14029	639	376	58.84
14030	534	327	61.24
14031	475	266	56.00
15001	858	440	51.28
15002	499	270	54.11
15003	542	292	53.87
15004	891	504	56.57
15005	908	471	51.87
15006	959	510	53.18
15007	557	295	52.96
15008	856	485	56.66
15009	1099	652	59.33
15010	1125	666	59.20
15011	1052	595	56.56
15012	993	585	58.91
15013	944	488	51.69
15014	860	438	50.93
15015	850	441	51.88
15016	962	550	57.17
15017	514	285	55.45
15018	489	268	54.81
15019	818	415	50.73
15020	580	289	49.83
15021	444	244	54.95
15022	637	299	46.94
15023	595	312	52.44
15024	565	292	51.68
16001	991	583	58.83
16002	733	359	48.98
16003	572	320	55.94
16004	690	424	61.45
16005	588	265	45.07
16006	623	327	52.49
16007	697	364	52.22
16008	572	267	46.68
16009	653	340	52.07
16010	630	327	51.90
16011	704	379	53.84
16012	643	334	51.94
16013	781	440	56.34
16014	549	290	52.82
16015	621	349	56.20
16016	561	317	56.51
16017	918	498	54.25
16018	725	428	59.03
16019	655	368	56.18
16020	506	277	54.74
16021	600	334	55.67
16022	657	338	51.45
16023	916	501	54.69
16024	341	188	55.13
16025	693	421	60.75
16026	535	280	52.34
16027	566	291	51.41
16028	519	332	63.97
16029	558	309	55.38
16030	511	302	59.10
16031	630	352	55.87
16032	875	495	56.57
16033	547	293	53.56
16034	575	315	54.78
16035	967	540	55.84
16036	449	255	56.79
17001	742	495	66.71
17002	718	441	61.42
17003	747	440	58.90
17004	819	526	64.22
17005	551	339	61.52
17006	760	453	59.61
17007	828	446	53.86
17008	689	406	58.93
17009	539	339	62.89
17010	845	560	66.27
17011	572	339	59.27
17012	993	621	62.54
17013	653	364	55.74
17014	839	490	58.40
17015	731	447	61.15
17016	843	506	60.02
17017	764	443	57.98
17018	686	476	69.39
17019	542	261	48.15
17020	760	510	67.11
17021	710	507	71.41
17022	673	401	59.58
17023	530	289	54.53
17024	730	441	60.41
17025	608	352	57.89
17026	794	446	56.17
17027	711	404	56.82
17028	551	354	64.25
17029	669	426	63.68
17030	713	429	60.17
17031	553	261	47.20
17032	624	345	55.29
17033	561	301	53.65
17034	582	297	51.03
17035	593	292	49.24
17036	590	402	68.14
17037	603	338	56.05
17038	827	477	57.68
17039	625	432	69.12
17040	718	453	63.09
17041	759	549	72.33
18001	670	452	67.46
18002	780	538	68.97
18003	617	446	72.29
18004	658	500	75.99
18005	497	294	59.15
18006	621	440	70.85
18007	759	494	65.09
18008	642	463	72.12
18009	576	443	76.91
18010	763	564	73.92
18011	659	444	67.37
18012	645	438	67.91
18013	712	505	70.93
18014	676	478	70.71
18015	844	532	63.03
18016	632	438	69.30
18017	738	487	65.99
18018	571	360	63.05
18019	607	416	68.53
18020	533	352	66.04
18021	749	582	77.70
18022	692	501	72.40
18023	723	474	65.56
18024	778	504	64.78
18025	757	527	69.62
18026	688	545	79.22
18027	647	408	63.06
18028	702	486	69.23
18029	766	541	70.63
18030	843	610	72.36
18031	737	508	68.93
18032	659	472	71.62
18033	573	366	63.87
18034	657	509	77.47
18035	674	518	76.85
18036	735	516	70.20
18037	714	514	71.99
18038	613	425	69.33
18039	794	417	52.52
18040	761	520	68.33
18041	719	549	76.36
18042	673	428	63.60
18043	616	426	69.16
18044	698	462	66.19
18045	790	495	62.66
18046	814	554	68.06
18047	559	366	65.47
18048	536	336	62.69
18049	558	316	56.63
18050	628	382	60.83
19001	588	482	81.97
19002	817	695	85.07
19003	557	478	85.82
19004	773	654	84.61
19005	669	594	88.79
19006	726	620	85.40
19007	585	500	85.47
19008	776	618	79.64
19009	479	398	83.09
19010	731	650	88.92
19011	675	550	81.48
19012	595	500	84.03
19013	748	603	80.61
19014	757	594	78.47
19015	908	752	82.82
19016	664	549	82.68
19017	553	463	83.73
19018	582	515	88.49
19019	803	677	84.31
19020	569	431	75.75
19021	749	586	78.24
19022	666	583	87.54
19023	658	565	85.87
19024	486	407	83.74
19025	612	513	83.82
19026	631	541	85.74
19027	625	514	82.24
19028	741	602	81.24
19029	774	620	80.10
19030	653	548	83.92
19031	577	496	85.96
19032	585	496	84.79
19033	729	614	84.22
19034	539	476	88.31
19035	566	484	85.51
19036	908	730	80.40
19037	614	514	83.71
19038	593	488	82.29
19039	307	247	80.46
19040	676	583	86.24
19041	665	556	83.61
19042	501	440	87.82
19043	926	701	75.70
19044	796	655	82.29
19045	679	555	81.74
19046	651	553	84.95
19047	898	725	80.73
19048	901	639	70.92
19049	739	625	84.57
19050	556	454	81.65
19051	696	602	86.49
19052	841	669	79.55
19053	602	511	84.88
19054	595	485	81.51
19055	594	499	84.01
19056	624	562	90.06
19057	504	437	86.71
20001	691	484	70.04
20002	355	186	52.39
20003	621	412	66.34
20004	479	243	50.73
20005	813	560	68.88
20006	462	234	50.65
20007	924	564	61.04
20008	660	436	66.06
20009	893	665	74.47
20010	574	336	58.54
20011	959	629	65.59
20012	680	460	67.65
20013	840	509	60.60
20014	364	283	77.75
20015	1022	515	50.39
20016	759	582	76.68
20017	667	331	49.63
20018	555	342	61.62
20019	752	502	66.76
20020	727	376	51.72
20021	684	398	58.19
20022	796	630	79.15
20023	794	465	58.56
20024	769	624	81.14
20025	617	354	57.37
20026	652	467	71.63
20027	441	278	63.04
20028	498	295	59.24
20029	790	565	71.52
20030	368	227	61.68
20031	873	598	68.50
20032	711	413	58.09
20033	452	290	64.16
20034	693	637	91.92
20035	806	359	44.54
20036	285	159	55.79
20037	251	144	57.37
20038	309	173	55.99
20039	59	40	67.80
21001	706	511	72.38
21002	604	406	67.22
21003	725	460	63.45
21004	745	447	60.00
21005	694	487	70.17
21006	635	401	63.15
21007	624	466	74.68
21008	710	493	69.44
21009	664	479	72.14
21010	603	393	65.17
21011	679	439	64.65
21012	678	419	61.80
21013	726	475	65.43
21014	754	490	64.99
21015	622	423	68.01
21016	662	448	67.67
21017	666	413	62.01
21018	733	529	72.17
21019	748	501	66.98
21020	635	425	66.93
21021	604	385	63.74
21022	636	418	65.72
21023	624	424	67.95
21024	698	470	67.34
21025	610	400	65.57
21026	742	506	68.19
21027	705	490	69.50
21028	872	555	63.65
21029	735	494	67.21
21030	665	417	62.71
21031	458	338	73.80
21032	708	465	65.68
21033	627	397	63.32
21034	703	448	63.73
21035	777	543	69.88
21036	654	456	69.72
21037	541	341	63.03
21038	778	474	60.93
21039	687	411	59.83
21040	650	436	67.08
21041	689	482	69.96
21042	763	504	66.06
21043	737	467	63.36
21044	751	488	64.98
21045	677	439	64.84
21046	699	490	70.10
21047	669	433	64.72
21048	717	453	63.18
21049	714	503	70.45
21050	583	341	58.49
21051	658	463	70.36
21052	685	472	68.91
21053	548	382	69.71
21054	624	414	66.35
22001	403	270	67.00
22002	839	609	72.59
22003	1216	732	60.20
22004	757	400	52.84
22005	848	472	55.66
22006	815	469	57.55
22007	606	381	62.87
22008	1005	690	68.66
22009	771	391	50.71
22010	1061	643	60.60
22011	810	406	50.12
22012	677	426	62.92
22013	882	516	58.50
22014	759	407	53.62
22015	707	398	56.29
22016	660	395	59.85
22017	953	652	68.42
22018	792	406	51.26
22019	368	232	63.04
22020	857	473	55.19
22021	802	473	58.98
22022	913	470	51.48
22023	814	538	66.09
22024	1031	566	54.90
22025	845	466	55.15
23001	581	471	81.07
23002	687	513	74.67
23003	584	462	79.11
23004	684	542	79.24
23005	729	502	68.86
23006	782	519	66.37
23007	680	444	65.29
23008	868	587	67.63
23009	677	465	68.69
23010	805	546	67.83
23011	856	545	63.67
23012	639	528	82.63
23013	726	455	62.67
23014	628	469	74.68
23015	695	439	63.17
23016	619	486	78.51
23017	663	387	58.37
23018	592	444	75.00
23019	693	405	58.44
23020	637	336	52.75
23021	588	472	80.27
23022	658	498	75.68
23023	598	463	77.42
23024	657	421	64.08
23025	766	430	56.14
23026	730	478	65.48
23027	563	453	80.46
23028	690	543	78.70
23029	551	421	76.41
23030	881	561	63.68
23031	630	428	67.94
23032	763	447	58.58
23033	814	529	64.99
23034	808	534	66.09
23035	544	386	70.96
23036	632	483	76.42
23037	646	529	81.89
23038	610	449	73.61
23039	737	513	69.61
24001	654	380	58.10
24002	705	416	59.01
24003	786	488	62.09
24004	541	348	64.33
24005	420	234	55.71
24006	684	409	59.80
24007	481	292	60.71
24008	368	202	54.89
24009	673	412	61.22
24010	328	195	59.45
24011	844	488	57.82
24012	434	261	60.14
24013	474	250	52.74
24014	608	383	62.99
24015	410	228	55.61
24016	1622	1184	73.00
24017	578	313	54.15
24018	674	422	62.61
24019	782	478	61.13
24020	620	355	57.26
24021	382	216	56.54
24022	886	506	57.11
24023	675	362	53.63
24024	858	458	53.38
24025	556	328	58.99
24026	927	611	65.91
24027	872	403	46.22
24028	455	258	56.70
24029	476	302	63.45
24030	398	251	63.07
24031	698	449	64.33
24032	331	214	64.65
24033	464	265	57.11
24034	616	418	67.86
24035	597	420	70.35
24036	806	464	57.57
24037	411	231	56.20
24038	469	309	65.88
24039	701	428	61.06
24040	956	503	52.62
24041	468	289	61.75
25001	686	500	72.89
25002	947	735	77.61
25003	1276	1137	89.11
25004	768	481	62.63
25005	896	639	71.32
25006	638	259	40.60
25007	867	637	73.47
25008	962	694	72.14
25009	941	609	64.72
25010	1080	922	85.37
25011	986	641	65.01
25012	777	567	72.97
25013	1021	732	71.69
25014	883	518	58.66
25015	789	539	68.31
25016	1284	1153	89.80
25017	869	673	77.45
25018	925	485	52.43
25019	958	648	67.64
25020	687	386	56.19
25021	1434	1212	84.52
25022	900	607	67.44
25023	885	690	77.97
25024	916	622	67.90
25025	748	569	76.07
25026	884	594	67.19
25027	1114	866	77.74
25028	858	643	74.94
25029	703	497	70.70
25030	885	601	67.91
25031	1570	1316	83.82
25032	854	569	66.63
26001	662	525	79.31
26002	610	420	68.85
26003	727	591	81.29
26004	608	361	59.38
26005	615	422	68.62
26006	762	417	54.72
26007	537	444	82.68
26008	443	304	68.62
26009	642	401	62.46
26010	638	470	73.67
26011	649	453	69.80
26012	716	495	69.13
26013	524	303	57.82
26014	581	391	67.30
26015	542	329	60.70
26016	535	271	50.65
26017	530	434	81.89
26018	580	354	61.03
26019	545	313	57.43
26020	615	444	72.20
26021	813	555	68.27
26022	547	286	52.29
26023	540	363	67.22
26024	642	405	63.08
26025	565	395	69.91
26026	487	342	70.23
26027	786	539	68.58
26028	767	614	80.05
26029	357	259	72.55
26030	513	387	75.44
26031	388	232	59.79
26032	719	589	81.92
26033	711	565	79.47
26034	661	512	77.46
26035	609	428	70.28
26036	598	490	81.94
26037	696	507	72.84
26038	429	274	63.87
26039	724	562	77.62
26040	445	322	72.36
26041	708	511	72.18
26042	530	382	72.08
26043	512	304	59.38
26044	471	264	56.05
26045	462	301	65.15
26046	469	390	83.16
26047	545	369	67.71
26048	624	492	78.85
26049	482	323	67.01
27001	1562	1377	88.16
27002	774	651	84.11
27003	542	302	55.72
27004	430	299	69.53
27005	775	448	57.81
27006	950	708	74.53
27007	1027	830	80.82
27008	1203	421	35.00
27009	384	320	83.33
27010	743	502	67.56
27011	898	745	82.96
27012	568	505	88.91
27013	1020	748	73.33
27014	482	269	55.81
27015	560	289	51.61
27016	798	708	88.72
27017	762	544	71.39
27018	575	380	66.09
27019	560	280	50.00
27020	605	419	69.26
27021	671	588	87.63
27022	552	259	46.92
27023	601	372	61.90
27024	725	363	50.07
27025	644	505	78.42
27026	559	363	64.94
27027	1006	696	69.18
27028	956	845	88.39
27029	666	340	51.05
27030	382	253	66.23
27031	661	400	60.51
27032	631	494	78.29
27033	1005	858	85.37
27034	637	363	56.99
27035	877	737	84.04
27036	545	370	67.89
27037	830	649	78.19
27038	969	783	80.80
27039	537	364	67.78
27040	1017	857	84.27
27041	702	455	64.81
27042	503	410	81.51
27043	576	400	69.44
27044	640	373	58.28
27045	2084	1806	86.66
27046	596	537	90.10
27047	520	382	73.46
27048	1525	1153	75.61
27049	608	362	59.54
27050	717	498	69.46
28001	590	326	55.25
28002	835	392	46.95
28003	549	315	57.38
28004	596	477	80.03
28005	413	284	68.77
28006	293	246	83.96
28007	738	425	57.59
28008	796	690	86.68
28009	697	405	58.11
28010	823	598	72.66
28011	1373	973	70.87
28012	749	383	51.13
28013	779	513	65.85
28014	691	398	57.60
28015	124	90	72.58
28016	463	268	57.88
28017	580	348	60.00
28018	465	347	74.62
28019	506	367	72.53
28020	617	343	55.59
28021	574	322	56.10
28022	564	394	69.86
28023	888	522	58.78
28024	649	354	54.55
28025	883	600	67.95
28026	755	409	54.17
28027	553	485	87.70
28028	683	589	86.24
28029	1196	227	18.98
28030	86	57	66.28
28031	897	526	58.64
28032	724	397	54.83
28033	804	441	54.85
28034	1226	734	59.87
28035	877	486	55.42
28036	395	221	55.95
28037	864	470	54.40
28038	403	152	37.72
28039	553	316	57.14
28040	852	508	59.62
28041	508	277	54.53
28042	745	425	57.05
28043	879	530	60.30
28044	570	307	53.86
28045	781	687	87.96
28046	1106	817	73.87
29001	831	700	84.24
29002	1079	653	60.52
29003	846	547	64.66
29004	926	596	64.36
29005	704	409	58.10
29006	706	397	56.23
29007	735	526	71.56
29008	878	482	54.90
29009	741	569	76.79
29010	801	654	81.65
29011	441	293	66.44
29012	868	585	67.40
29013	858	519	60.49
29014	706	438	62.04
29015	796	534	67.09
29016	741	476	64.24
29017	729	464	63.65
29018	799	488	61.08
29019	739	496	67.12
29020	906	515	56.84
29021	1074	699	65.08
29022	709	431	60.79
29023	839	642	76.52
29024	697	471	67.58
29025	831	555	66.79
29026	700	470	67.14
29027	704	447	63.49
29028	967	618	63.91
29029	953	687	72.09
29030	968	712	73.55
29031	974	636	65.30
29032	949	631	66.49
29033	514	360	70.04
29034	525	384	73.14
29035	609	373	61.25
29036	638	416	65.20
29037	745	461	61.88
29038	975	658	67.49
29039	979	665	67.93
29040	1092	550	50.37
29041	682	426	62.46
29042	867	558	64.36
29043	808	628	77.72
29044	947	645	68.11
30001	904	653	72.23
30002	951	657	69.09
30003	567	467	82.36
30004	876	596	68.04
30005	812	468	57.64
30006	764	494	64.66
30007	876	639	72.95
30008	968	691	71.38
30009	800	547	68.38
30010	1034	653	63.15
30011	921	585	63.52
30012	903	555	61.46
30013	864	589	68.17
30014	783	465	59.39
30015	606	514	84.82
30016	561	357	63.64
30017	934	625	66.92
30018	1064	713	67.01
30019	1053	610	57.93
30020	876	644	73.52
30021	700	454	64.86
30022	1178	840	71.31
30023	1013	722	71.27
30024	1162	864	74.35
30025	1201	866	72.11
30026	594	380	63.97
30027	603	436	72.31
30028	802	575	71.70
30029	678	427	62.98
30030	452	258	57.08
30031	557	384	68.94
30032	607	484	79.74
31001	641	384	59.91
31002	573	350	61.08
31003	605	399	65.95
31004	658	500	75.99
31005	613	407	66.39
31006	464	287	61.85
31007	747	578	77.38
31008	568	355	62.50
31009	680	441	64.85
31010	694	456	65.71
31011	520	352	67.69
