Precinct	total_votes	votes|Herb Schumann	votes|Martin J. Durkan	votes|Christopher Anthony
30030	215	16	168	31
30031	292	65	193	34
30032	367	55	246	66
31001	301	27	238	36
31002	254	25	200	29
31003	308	43	220	45
31004	407	39	283	85
31005	331	49	242	40
31006	270	25	220	25
31007	487	50	339	98
31008	252	29	189	34
31009	359	45	276	38
31010	326	35	256	35
31011	287	56	207	24
31012	307	67	196	44
31013	330	24	259	47
31014	300	44	220	36
31015	272	49	200	23
31016	386	37	270	79
31017	306	52	222	32
31018	284	40	213	31
31019	276	37	204	35
31020	315	30	247	38
31021	316	41	236	39
31022	302	28	236	38
31023	312	44	236	32
31024	328	43	245	40
31025	302	53	204	45
31026	333	51	246	36
31027	337	53	245	39
31028	312	41	230	41
31029	304	40	227	37
31030	265	27	203	35
31031	294	51	217	26
31032	298	44	221	33
31033	295	49	213	33
31034	338	53	242	43
31035	334	52	241	41
31036	329	44	237	48
31037	292	32	231	29
31038	334	32	270	32
31039	342	30	262	50
31040	348	44	250	54
31041	306	36	244	26
32001	675	167	415	93
32002	631	194	370	67
32003	604	87	374	143
32004	548	151	320	77
32005	596	120	378	98
32006	627	169	366	92
32007	598	184	349	65
32008	695	232	366	97
32009	602	152	375	75
32010	603	194	328	81
32011	524	46	351	127
32012	413	46	255	112
32013	607	205	340	62
32014	571	91	359	121
32015	552	143	321	88
32016	561	113	370	78
32017	561	78	349	134
32018	529	204	274	51
32019	557	130	344	83
32020	565	54	397	114
32021	600	160	344	96
32022	758	107	483	168
32023	576	198	293	85
32024	479	185	244	50
32025	552	153	300	99
32026	593	99	398	96
32027	567	222	287	58
32028	552	69	358	125
32029	617	119	398	100
32030	570	219	289	62
32031	605	197	319	89
32032	574	161	319	94
32033	576	176	334	66
32034	610	145	373	92
32035	567	152	335	80
32036	590	175	334	81
32037	570	138	341	91
32038	571	160	342	69
32039	627	269	298	60
32040	584	173	309	102
32041	596	189	342	65
32042	523	146	294	83
32043	489	75	313	101
33001	596	96	387	113
33002	693	99	506	88
33003	678	105	429	144
33004	778	132	499	147
33005	528	75	365	88
33006	536	59	389	88
33007	636	88	451	97
33008	719	136	459	124
33009	657	141	425	91
33010	526	102	342	82
33011	638	106	406	126
33012	612	91	419	102
33013	578	65	406	107
33014	306	41	209	56
33015	648	81	471	96
33016	786	127	530	129
33017	660	102	440	118
33018	745	106	502	137
33019	640	108	408	124
33020	692	96	471	125
33021	630	85	421	124
33022	562	101	375	86
33023	623	96	399	128
33024	729	147	445	137
33025	709	104	470	135
33026	468	53	304	111
33027	631	103	418	110
33028	541	54	364	123
34001	483	12	450	21
34002	347	8	316	23
34003	492	9	453	30
34004	390	9	368	13
34005	411	8	385	18
34006	511	16	461	34
34007	487	7	445	35
34008	382	4	363	15
34009	412	11	372	29
34010	445	8	407	30
34011	416	5	389	22
34012	485	11	437	37
34013	468	9	435	24
34014	387	15	362	10
34015	448	8	418	22
34016	406	12	376	18
34017	577	12	542	23
34018	363	7	340	16
34019	571	13	533	25
34020	494	12	460	22
34021	499	12	457	30
34022	411	9	374	28
34023	377	6	356	15
34024	429	9	400	20
34025	484	10	442	32
34026	490	6	460	24
34027	415	10	388	17
34028	339	8	326	5
34029	378	8	356	14
34030	391	6	358	27
34031	411	12	378	21
34032	447	6	421	20
34033	424	8	391	25
34034	481	6	450	25
34035	523	16	474	33
34036	401	10	366	25
34037	331	8	310	13
34038	271	4	254	13
34039	354	5	331	18
34040	518	8	487	23
34041	342	4	310	28
34042	412	9	380	23
34043	405	9	376	20
34044	443	5	413	25
34045	460	13	423	24
34046	295	6	271	18
34047	480	9	447	24
34048	458	8	408	42
34049	547	12	501	34
34050	408	13	376	19
34051	462	11	427	24
34052	322	3	304	15
34053	349	4	333	12
35001	516	67	368	81
35002	489	69	316	104
35003	483	37	360	86
35004	481	71	329	81
35005	463	45	330	88
35006	477	72	319	86
35007	506	50	342	114
35008	501	56	335	110
35009	478	67	326	85
35010	650	59	434	157
35011	537	59	370	108
35012	358	25	284	49
35013	367	29	305	33
35014	395	39	300	56
35015	579	71	399	109
35016	344	18	271	55
35017	551	56	375	120
35018	394	30	321	43
35019	312	26	256	30
35020	479	61	354	64
35021	445	41	323	81
35022	574	79	380	115
35023	503	80	345	78
35024	463	58	314	91
35025	614	70	418	126
35026	446	73	284	89
35027	478	58	331	89
35028	485	64	339	82
35029	497	64	371	62
35030	508	61	373	74
35031	544	78	362	104
36001	480	82	359	39
36002	453	52	364	37
36003	410	51	311	48
36004	466	47	383	36
36005	431	52	345	34
36006	392	57	296	39
36007	497	174	274	49
36008	375	27	304	44
36009	425	37	348	40
36010	497	94	329	74
36011	353	35	286	32
36012	286	19	246	21
36013	307	25	256	26
36014	469	104	304	61
36015	482	107	314	61
36016	466	99	312	55
36017	449	101	302	46
36018	442	123	278	41
36019	541	77	395	69
36020	441	94	293	54
36021	402	44	319	39
36022	406	31	324	51
36023	417	49	330	38
36024	458	120	284	54
36025	444	42	364	38
36026	405	119	239	47
36027	413	73	293	47
36028	420	119	261	40
36029	483	121	295	67
36030	438	86	298	54
37001	368	20	332	16
37002	374	14	331	29
37003	380	10	345	25
37004	401	15	360	26
37005	453	23	416	14
37006	459	17	413	29
37007	321	8	301	12
37008	370	9	343	18
37009	504	10	475	19
37010	530	29	459	42
37011	385	7	356	22
37012	367	22	308	37
37013	354	9	323	22
37014	491	16	456	19
37015	478	6	451	21
37016	485	15	440	30
37017	423	15	388	20
37018	425	17	391	17
37019	416	10	385	21
37020	394	11	370	13
37021	410	16	356	38
37022	420	15	376	29
37023	448	6	413	29
37024	479	19	433	27
37025	437	12	400	25
37026	536	22	484	30
37027	477	17	433	27
37028	417	14	381	22
37029	450	16	407	27
37030	435	6	413	16
37031	474	10	441	23
37032	429	13	390	26
37033	519	11	479	29
37034	448	8	419	21
37035	477	9	450	18
37036	455	9	432	14
37037	541	21	486	34
37038	477	14	432	31
37039	436	13	400	23
37040	475	13	440	22
37041	436	15	400	21
38001	414	96	263	55
38002	473	257	189	27
38003	486	161	269	56
38004	440	146	234	60
38005	467	162	242	63
38006	478	161	262	55
38007	443	171	228	44
38008	437	143	238	56
38009	501	194	257	50
38010	433	134	245	54
38011	421	121	261	39
38012	456	214	200	42
38013	479	182	259	38
38014	496	135	296	65
38015	429	120	257	52
38016	468	139	266	63
38017	539	237	227	75
38018	479	164	259	56
38019	513	165	291	57
38020	477	192	226	59
38021	399	125	240	34
38022	417	119	251	47
38023	498	139	300	59
38024	497	182	263	52
38025	395	109	227	59
38026	465	151	250	64
38027	488	167	275	46
38028	562	231	282	49
38029	435	124	251	60
38030	440	165	228	47
38031	477	148	264	65
38032	438	117	248	73
38033	461	121	275	65
38034	446	99	284	63
38035	464	120	283	61
38036	422	117	264	41
38037	460	118	277	65
38038	410	132	223	55
38039	499	125	316	58
38040	456	146	247	63
38041	430	91	271	68
39001	468	181	221	66
39002	375	141	205	29
39003	498	121	295	82
39004	457	182	216	59
39005	496	145	284	67
39006	487	99	322	66
39007	417	71	282	64
39008	528	83	370	75
39009	496	116	308	72
39010	240	34	169	37
39011	440	104	285	51
39012	636	104	429	103
39013	433	120	248	65
39014	461	121	272	68
39015	548	240	264	44
39016	455	87	323	45
39017	493	130	279	84
39018	456	113	268	75
39019	466	99	280	87
39020	569	210	285	74
39021	466	178	232	56
39022	455	103	294	58
39023	478	181	227	70
39024	578	249	265	64
39025	428	68	292	68
39026	462	160	242	60
39027	84	35	37	12
39028	554	96	349	109
39029	274	26	204	44
39030	604	111	394	99
39031	450	81	299	70
39032	422	149	226	47
39033	571	132	353	86
39034	521	114	321	86
39035	474	105	281	88
39036	148	31	104	13
39037	463	175	222	66
39038	269	95	138	36
39039	306	102	165	39
39040	430	149	235	46
39041	528	197	268	63
39042	504	233	224	47
39043	507	202	224	81
39044	373	182	153	38
39045	439	172	221	46
40001	497	92	329	76
40002	498	71	361	66
40003	659	94	441	124
40004	304	46	207	51
40005	553	103	374	76
40006	634	93	433	108
40007	520	84	337	99
40008	662	100	442	120
40009	447	59	344	44
40010	576	94	411	71
40011	538	81	354	103
40012	426	87	262	77
40013	796	97	570	129
40014	474	104	308	62
40015	481	95	322	64
40016	670	114	449	107
40017	462	102	284	76
40018	475	48	348	79
40019	650	126	423	101
40020	530	92	372	66
40021	608	104	401	103
40022	525	67	389	69
40023	594	89	417	88
40024	495	112	321	62
40025	643	72	458	113
40026	531	69	376	86
40027	697	88	482	127
40028	598	58	421	119
40029	508	118	305	85
40030	456	144	272	40
40031	599	88	399	112
40032	593	95	393	105
40033	528	77	347	104
40034	477	104	302	71
40035	393	66	280	47
40036	496	71	350	75
40037	564	85	400	79
40038	657	111	413	133
40039	190	16	155	19
41001	477	192	229	56
41002	518	235	232	51
41003	454	162	230	62
41004	481	169	267	45
41005	582	236	294	52
41006	537	256	237	44
41007	549	227	263	59
41008	490	224	210	56
41009	507	203	245	59
41010	523	199	292	32
41011	554	225	270	59
41012	507	192	271	44
41013	585	279	248	58
41014	556	223	265	68
41015	640	244	329	67
41016	493	188	245	60
41017	501	204	238	59
41018	447	182	211	54
41019	554	263	219	72
41020	412	181	187	44
41021	477	166	270	41
41022	520	227	235	58
41023	538	292	209	37
41024	468	222	195	51
41025	479	136	270	73
41026	469	200	224	45
41027	467	207	219	41
41028	576	180	336	60
41029	444	159	241	44
41030	500	200	243	57
41031	523	208	259	56
41032	417	166	197	54
41033	476	210	201	65
41034	424	177	205	42
41035	584	261	253	70
41036	493	206	223	64
41037	543	212	282	49
41038	467	185	232	50
41039	534	246	246	42
41040	559	243	251	65
41041	511	225	237	49
41042	520	221	238	61
41043	524	223	252	49
41044	528	221	268	39
41045	464	176	229	59
41046	505	217	239	49
41047	496	189	251	56
42001	543	235	269	39
42002	679	240	375	64
42003	662	196	378	88
42004	1080	378	582	120
42005	499	184	251	64
42006	596	198	322	76
42007	707	298	335	74
42008	532	166	309	57
42009	686	187	397	102
42010	775	240	442	93
42011	413	201	178	34
42012	496	210	237	49
42013	508	199	241	68
42014	752	320	370	62
42015	540	233	256	51
42016	630	222	331	77
42017	865	359	417	89
42018	768	283	407	78
42019	751	319	363	69
42020	655	279	323	53
42021	634	216	322	96
42022	339	152	156	31
42023	656	310	297	49
42024	593	229	308	56
42025	681	275	340	66
42026	725	275	376	74
42027	434	136	221	77
42028	697	251	370	76
42029	665	260	319	86
42030	503	234	210	59
42031	789	334	372	83
42032	660	311	281	68
42033	697	166	431	100
42034	546	271	226	49
42035	835	244	491	100
42036	994	371	534	89
42037	453	181	232	40
42038	587	226	291	70
42039	691	265	356	70
42040	854	287	476	91
42041	635	187	377	71
42042	978	290	582	106
43001	330	100	189	41
43002	599	223	316	60
43003	583	246	282	55
43004	793	311	406	76
43005	532	223	269	40
43006	460	167	239	54
43007	387	141	210	36
43008	471	161	265	45
43009	630	224	333	73
43010	698	293	341	64
43011	567	261	258	48
43012	419	141	233	45
43013	567	157	346	64
43014	568	224	281	63
43015	650	237	323	90
43016	706	256	378	72
43017	507	205	249	53
43018	657	268	321	68
43019	646	244	325	77
43020	629	210	330	89
43021	622	212	356	54
43022	443	141	239	63
43023	439	141	257	41
43024	476	163	253	60
43025	462	150	268	44
43026	378	113	219	46
43027	579	203	292	84
43028	755	249	427	79
43029	605	205	321	79
43030	753	236	425	92
43031	585	185	348	52
43032	664	204	370	90
43033	618	260	297	61
43034	420	158	224	38
43035	669	297	324	48
43036	363	118	208	37
43037	710	179	443	88
43038	513	241	225	47
43039	665	211	395	59
43040	455	135	256	64
43041	792	262	426	104
43042	559	167	339	53
43043	634	285	296	53
43044	570	207	297	66
43045	370	131	211	28
43046	353	126	184	43
44001	1011	234	652	125
44002	600	180	348	72
44003	387	112	234	41
44004	551	139	353	59
44005	675	143	449	83
44006	789	179	509	101
44007	453	177	227	49
44008	822	207	510	105
44009	574	187	322	65
44010	610	197	345	68
44011	684	207	389	88
44012	688	156	445	87
44013	534	207	276	51
44014	577	147	358	72
44015	591	140	374	77
44016	685	224	382	79
44017	799	166	527	106
44018	652	198	390	64
44019	750	174	484	92
44020	661	149	422	90
44021	738	172	460	106
44022	655	183	416	56
44023	650	138	418	94
44024	476	130	282	64
44025	617	207	337	73
44026	699	159	463	77
44027	666	188	407	71
44028	658	133	428	97
44029	719	219	430	70
44030	709	215	424	70
44031	575	165	340	70
44032	738	212	431	95
44033	643	102	462	79
44034	666	145	446	75
44035	733	198	454	81
44036	663	175	412	76
44037	688	136	448	104
44038	631	195	346	90
44039	623	218	349	56
44040	619	240	301	78
44041	799	169	535	95
45001	406	63	256	87
45002	422	64	274	84
45003	445	101	270	74
45004	590	135	353	102
45005	465	117	250	98
45006	586	148	356	82
45007	673	178	417	78
45008	495	94	330	71
45009	512	115	316	81
45010	523	140	303	80
45011	387	70	263	54
45012	471	104	292	75
45013	420	109	240	71
45014	634	141	414	79
45015	593	129	377	87
45016	407	107	220	80
45017	544	166	287	91
45018	522	174	282	66
45019	266	65	165	36
45020	360	102	195	63
45021	434	140	243	51
45022	459	123	274	62
45023	459	158	253	48
45024	381	129	217	35
45025	309	111	160	38
45026	275	108	129	38
45027	451	164	244	43
45028	400	137	214	49
45029	324	93	189	42
45030	465	92	307	66
45031	384	103	226	55
45032	411	117	247	47
45033	327	85	197	45
45034	499	117	300	82
45035	480	156	263	61
45036	480	144	273	63
45037	459	143	261	55
45038	424	116	260	48
45039	467	147	250	70
45040	465	141	267	57
45041	442	143	232	67
45042	458	156	236	66
45043	492	206	243	43
45044	478	180	246	52
45045	326	131	159	36
45046	382	153	190	39
45047	355	133	186	36
45048	395	174	184	37
46001	438	81	271	86
46002	516	57	372	87
46003	705	164	445	96
46004	533	72	364	97
46005	729	185	425	119
46006	528	48	408	72
46007	623	141	406	76
46008	448	54	337	57
46009	624	93	401	130
46010	955	199	638	118
46011	597	142	387	68
46012	632	80	434	118
46013	582	111	374	97
46014	660	65	541	54
46015	628	135	398	95
46016	648	86	444	118
46017	639	127	415	97
46018	632	135	422	75
46019	394	87	250	57
46020	490	57	373	60
46021	426	74	283	69
46022	448	57	294	97
46023	447	59	332	56
46024	634	129	422	83
46025	567	72	394	101
46026	587	68	422	97
46027	725	138	480	107
46028	577	137	382	58
46029	512	100	334	78
46030	617	74	453	90
46031	627	102	442	83
46032	579	58	449	72
46033	669	155	440	74
46034	685	103	477	105
46035	719	104	526	89
46036	556	133	354	69
46037	389	35	317	37
46038	647	98	484	65
46039	566	124	370	72
46040	481	81	295	105
47001	376	106	210	60
47002	577	167	326	84
47003	563	143	352	68
47004	591	174	339	78
47005	627	102	411	114
47006	661	163	421	77
47007	549	119	341	89
47008	584	149	344	91
47009	519	142	298	79
47010	743	116	513	114
47011	595	164	348	83
47012	630	129	404	97
47013	548	90	352	106
47014	533	117	317	99
47015	716	77	495	144
47016	574	104	392	78
47017	561	142	336	83
47018	610	142	361	107
47019	746	76	532	138
47020	552	103	359	90
47021	551	109	342	100
47022	633	123	407	103
47023	617	80	434	103
47024	610	139	388	83
47025	684	161	431	92
47026	784	126	526	132
47027	528	136	321	71
47028	544	112	345	87
47029	628	155	385	88
47030	742	93	522	127
47031	574	103	375	96
47032	683	113	469	101
47033	600	170	356	74
47034	621	125	392	104
47035	583	138	358	87
47036	668	113	448	107
47037	637	122	409	106
47038	586	121	367	98
47039	582	116	347	119
47040	583	104	358	121
47041	672	124	424	124
47042	593	83	392	118
47043	582	169	333	80
47044	583	146	368	69
47045	545	118	328	99
47046	525	146	294	85
47047	705	179	417	109
47048	57	9	44	4
48001	507	63	344	100
48002	254	67	144	43
48003	685	76	502	107
48004	549	54	403	92
48005	299	56	187	56
48006	718	103	511	104
48007	567	64	374	129
48008	304	74	172	58
48009	412	90	262	60
48010	763	102	514	147
48011	446	67	297	82
48012	652	70	488	94
48013	699	127	464	108
48014	319	76	208	35
48015	397	61	281	55
48016	599	66	423	110
48017	521	68	356	97
48018	398	46	301	51
48019	371	49	256	66
48020	632	83	415	134
48021	730	95	543	92
48022	475	113	306	56
48023	616	125	422	69
48024	698	166	417	115
48025	500	78	309	113
48026	321	55	217	49
48027	1092	176	752	164
48028	714	171	457	86
48029	262	51	187	24
48030	492	63	323	106
48031	833	91	616	126
48032	613	61	450	102
48033	317	82	197	38
48034	502	68	327	107
48035	341	59	231	51
48036	329	55	224	50
48037	595	79	418	98
48038	548	101	342	105
48039	459	98	298	63
48040	499	67	326	106
48041	718	73	511	134
48042	676	51	484	141
48043	594	82	409	103
48044	679	80	466	133
48045	434	56	294	84
48046	372	72	242	58
49001	429	23	354	52
49002	381	49	264	68
49003	639	54	477	108
49004	709	70	493	146
49005	566	52	426	88
49006	562	58	389	115
49007	635	116	419	100
49008	491	59	366	66
49009	605	78	413	114
49010	553	68	404	81
49011	694	65	522	107
49012	811	90	533	188
49013	686	83	483	120
49014	482	75	312	95
49015	483	50	358	75
49016	535	90	351	94
49017	375	70	242	63
49018	744	63	512	169
49019	552	35	441	76
49020	865	94	595	176
49021	374	45	299	30
49022	592	56	450	86
49023	695	66	498	131
49024	530	51	408	71
49025	787	90	538	159
49026	659	115	411	133
49027	731	76	530	125
49028	758	61	536	161
49029	683	61	468	154
49030	668	81	474	113
49031	482	65	354	63
49032	607	59	457	91
49033	515	44	392	79
50001	424	183	186	55
50002	297	115	161	21
50003	370	160	175	35
50004	486	120	324	42
50005	313	150	125	38
50006	494	119	310	65
50007	523	106	345	72
50008	484	55	360	69
50009	372	88	246	38
50010	486	155	277	54
50011	305	190	91	24
50012	206	74	114	18
50013	574	69	437	68
50014	149	63	75	11
50015	488	104	302	82
50016	150	56	78	16
50017	436	104	294	38
50018	90	47	39	4
50019	328	59	225	44
50020	487	97	303	87
50021	408	99	260	49
50022	400	156	211	33
50023	305	85	185	35
50024	362	187	148	27
50025	396	185	180	31
50026	547	105	383	59
50027	144	52	85	7
50028	498	59	385	54
50029	514	53	405	56
50030	333	44	254	35
50031	575	64	444	67
50032	575	56	453	66
50033	358	188	141	29
50034	583	162	339	82
50035	570	96	390	84
50036	404	96	249	59
50037	460	81	305	74
50038	185	65	101	19
50039	347	102	218	27
50040	435	247	161	27
Barrington 4	365	233	112	20
Barrington 8	47	21	23	3
Barrington 10	944	474	377	93
Barrington 11	2	1	1	0
Berwyn Ward 1 Precinct 1	418	108	236	74
Berwyn Ward 1 Precinct 2	510	107	320	83
Berwyn Ward 1 Precinct 3	719	143	489	87
Berwyn Ward 1 Precinct 4	416	103	241	72
Berwyn Ward 1 Precinct 5	419	97	242	80
Berwyn Ward 2 Precinct 1	327	71	205	51
Berwyn Ward 2 Precinct 2	540	116	364	60
Berwyn Ward 2 Precinct 3	667	153	428	86
Berwyn Ward 2 Precinct 4	919	183	595	141
Berwyn Ward 3 Precinct 1	574	134	359	81
Berwyn Ward 3 Precinct 2	398	118	219	61
Berwyn Ward 3 Precinct 3	430	107	260	63
Berwyn Ward 3 Precinct 4	578	123	376	79
Berwyn Ward 3 Precinct 5	676	167	379	130
Berwyn Ward 4 Precinct 1	378	75	262	41
Berwyn Ward 4 Precinct 2	607	117	416	74
Berwyn Ward 4 Precinct 3	749	137	521	91
Berwyn Ward 4 Precinct 4	383	72	248	63
Berwyn Ward 5 Precinct 1	879	115	649	115
Berwyn Ward 5 Precinct 2	518	86	371	61
Berwyn Ward 5 Precinct 3	440	57	342	41
Berwyn Ward 6 Precinct 1	303	56	206	41
Berwyn Ward 6 Precinct 2	398	52	295	51
Berwyn Ward 6 Precinct 3	545	71	418	56
Berwyn Ward 6 Precinct 4	632	82	459	91
Berwyn Ward 7 Precinct 1	498	78	360	60
Berwyn Ward 7 Precinct 2	487	77	349	61
Berwyn Ward 7 Precinct 3	641	136	421	84
Berwyn Ward 7 Precinct 4	658	102	465	91
Berwyn Ward 8 Precinct 1	876	148	610	118
Berwyn Ward 8 Precinct 2	559	103	371	85
Berwyn Ward 8 Precinct 3	336	39	246	51
Bloom 1	644	231	338	75
Bloom 3	31	9	17	5
Bloom 5	416	166	216	34
Bloom 7	574	164	350	60
Bloom 9	1	1	0	0
Bloom 10	307	9	287	11
Bloom 14	801	244	483	74
Bloom 16	592	111	440	41
Bloom 18	508	164	300	44
Bloom 21	171	1	160	10
Bloom 22	519	100	376	43
Bloom 23	654	50	563	41
Bloom 24	1,086	188	805	93
Bloom 26	473	92	342	39
Bloom 27	601	66	483	52
Bloom 28	22	8	13	1
Bloom 29	304	2	292	10
Bloom 32	448	55	372	21
Bloom 33	502	64	404	34
Bloom 36	752	60	660	32
Bloom 37	349	27	296	26
Bloom 38	1,313	122	1,106	85
Bloom 41	716	60	615	41
Bloom 42	320	34	252	34
Bloom 43	545	49	466	30
Bloom 44	710	238	418	54
Bloom 45	849	111	672	66
Bloom 49	587	24	537	26
Bloom 50	530	151	327	52
Bloom 53	349	72	246	31
Bloom 55	523	46	447	30
Bloom 60	501	23	459	19
Bremen 1	559	27	504	28
Bremen 2	620	264	279	77
Bremen 3	523	224	243	56
Bremen 4	549	208	291	50
Bremen 5	421	134	252	35
Bremen 6	435	138	243	54
Bremen 7	393	21	336	36
Bremen 8	475	23	428	24
Bremen 9	476	241	175	60
Bremen 10	698	328	277	93
Bremen 11	637	256	309	72
Bremen 12	477	36	417	24
Bremen 13	615	220	330	65
Bremen 14	476	115	319	42
Bremen 15	437	93	312	32
Bremen 16	565	284	221	60
Bremen 17	504	14	460	30
Bremen 18	844	344	398	102
Bremen 19	203	7	185	11
Bremen 20	418	179	189	50
Bremen 21	690	137	495	58
Bremen 22	471	228	188	55
Bremen 23	247	14	224	9
Bremen 24	471	261	161	49
Bremen 25	771	307	374	90
Bremen 27	622	210	351	61
Bremen 28	436	168	218	50
Bremen 29	807	41	739	27
Bremen 30	607	295	241	71
Bremen 31	589	39	528	22
Bremen 32	522	32	464	26
Bremen 33	538	247	229	62
Bremen 34	776	421	250	105
Bremen 35	394	8	362	24
Bremen 36	402	208	152	42
Bremen 37	384	39	324	21
Bremen 38	513	14	476	23
Bremen 39	419	22	369	28
Bremen 40	852	81	722	49
Bremen 41	365	138	180	47
Bremen 42	750	339	316	95
Bremen 43	471	85	339	47
Bremen 44	444	26	380	38
Bremen 45	347	20	305	22
Bremen 46	567	286	220	61
Bremen 47	482	24	427	31
Bremen 48	493	31	438	24
Bremen 49	461	21	416	24
Bremen 50	626	311	239	76
Bremen 51	725	46	633	46
Bremen 52	505	200	240	65
Bremen 53	378	152	183	43
Bremen 54	447	222	186	39
Bremen 55	471	68	358	45
Bremen 56	642	33	581	28
Bremen 57	610	313	213	84
Bremen 58	722	329	317	76
Bremen 59	507	220	242	45
Bremen 60	465	200	216	49
Bremen 61	551	236	243	72
Bremen 62	625	214	346	65
Bremen 63	760	46	669	45
Bremen 64	646	301	287	58
Bremen 65	287	7	269	11
Bremen 66	434	13	394	27
Bremen 67	773	380	297	96
Bremen 68	372	199	139	34
Bremen 69	540	195	292	53
Bremen 70	399	22	360	17
Bremen 71	420	21	377	22
Bremen 72	370	176	165	29
Bremen 73	600	242	284	74
Bremen 74	670	219	381	70
Bremen 76	449	216	181	52
Bremen 77	895	395	406	94
Bremen 78	513	32	455	26
Bremen 79	581	302	213	66
Bremen 80	527	22	472	33
Calumet 1	630	58	514	58
Calumet 2	604	95	442	67
Calumet 3	606	30	533	43
Calumet 4	598	16	552	30
Calumet 5	478	17	435	26
Calumet 6	832	86	680	66
Calumet 7	672	81	530	61
Calumet 8	441	45	358	38
Calumet 9	461	17	430	14
Calumet 10	648	16	599	33
Calumet 11	832	21	770	41
Calumet 12	444	12	408	24
Cicero 1	757	58	631	68
Cicero 2	339	16	278	45
Cicero 3	476	55	374	47
Cicero 4	575	53	470	52
Cicero 5	678	107	499	72
Cicero 6	568	96	413	59
Cicero 7	431	32	360	39
Cicero 8	320	33	253	34
Cicero 9	646	39	545	62
Cicero 10	704	90	535	79
Cicero 11	585	110	411	64
Cicero 12	455	88	324	43
Cicero 13	503	106	343	54
Cicero 14	500	80	381	39
Cicero 15	569	65	443	61
Cicero 16	451	55	347	49
Cicero 17	691	57	561	73
Cicero 18	401	38	323	40
Cicero 19	765	109	580	76
Cicero 20	443	50	363	30
Cicero 21	584	68	443	73
Cicero 22	465	47	371	47
Cicero 23	730	92	569	69
Cicero 24	666	61	547	58
Cicero 25	521	67	406	48
Cicero 26	419	50	331	38
Cicero 27	607	65	473	69
Cicero 28	616	53	496	67
Cicero 29	563	57	442	64
Cicero 30	487	38	389	60
Cicero 31	453	54	355	44
Cicero 32	463	47	379	37
Elk Grove 1	509	232	212	65
Elk Grove 2	512	167	282	63
Elk Grove 3	708	315	319	74
Elk Grove 4	653	237	343	73
Elk Grove 5	855	428	341	86
Elk Grove 6	445	179	199	67
Elk Grove 7	677	321	271	85
Elk Grove 8	562	297	204	61
Elk Grove 9	600	297	241	62
Elk Grove 10	867	475	305	87
Elk Grove 11	696	409	225	62
Elk Grove 12	408	248	129	31
Elk Grove 13	586	221	282	83
Elk Grove 14	685	342	280	63
Elk Grove 15	501	224	224	53
Elk Grove 16	690	354	241	95
Elk Grove 17	586	220	300	66
Elk Grove 18	813	368	366	79
Elk Grove 19	754	417	257	80
Elk Grove 20	673	309	294	70
Elk Grove 21	526	208	250	68
Elk Grove 22	616	217	344	55
Elk Grove 23	936	483	361	92
Elk Grove 24	563	248	265	50
Elk Grove 25	551	323	182	46
Elk Grove 26	501	240	211	50
Elk Grove 27	749	437	252	60
Elk Grove 28	604	224	303	77
Elk Grove 29	598	322	218	58
Elk Grove 30	563	284	227	52
Elk Grove 31	396	129	228	39
Elk Grove 32	437	154	234	49
Elk Grove 33	398	191	159	48
Elk Grove 34	1,006	498	374	134
Elk Grove 35	570	230	273	67
Elk Grove 36	409	101	274	34
Elk Grove 37	766	318	378	70
Elk Grove 38	447	91	306	50
Elk Grove 39	833	298	445	90
Elk Grove 40	603	214	316	73
Elk Grove 41	462	248	167	47
Elk Grove 42	569	156	341	72
Elk Grove 43	520	248	220	52
Elk Grove 44	520	288	180	52
Elk Grove 45	545	298	195	52
Elk Grove 46	477	316	131	30
Elk Grove 47	738	371	294	73
Elk Grove 48	416	251	129	36
Elk Grove 49	759	283	400	76
Elk Grove 50	371	138	193	40
Elk Grove 51	848	474	305	69
Elk Grove 52	294	87	165	42
Evanston Ward 1 Precinct 1	598	73	458	67
Evanston Ward 1 Precinct 2	701	145	478	78
Evanston Ward 1 Precinct 3	669	158	417	94
Evanston Ward 1 Precinct 4	958	253	601	104
Evanston Ward 2 Precinct 1	1,241	231	844	166
Evanston Ward 2 Precinct 2	523	45	378	100
Evanston Ward 2 Precinct 3	703	28	612	63
Evanston Ward 2 Precinct 4	856	51	700	105
Evanston Ward 2 Precinct 5	592	44	463	85
Evanston Ward 3 Precinct 1	716	161	443	112
Evanston Ward 3 Precinct 2	849	154	551	144
Evanston Ward 3 Precinct 3	763	127	502	134
Evanston Ward 3 Precinct 4	393	72	261	60
Evanston Ward 3 Precinct 5	737	153	469	115
Evanston Ward 3 Precinct 6	677	105	463	109
Evanston Ward 3 Precinct 7	604	88	398	118
Evanston Ward 4 Precinct 1	397	45	267	85
Evanston Ward 4 Precinct 2	641	87	447	107
Evanston Ward 4 Precinct 3	480	99	320	61
Evanston Ward 4 Precinct 4	991	161	668	162
Evanston Ward 4 Precinct 5	390	65	259	66
Evanston Ward 4 Precinct 6	905	169	591	145
Evanston Ward 5 Precinct 1	662	19	585	58
Evanston Ward 5 Precinct 2	911	171	618	122
Evanston Ward 5 Precinct 3	692	34	592	66
Evanston Ward 5 Precinct 4	423	20	367	36
Evanston Ward 6 Precinct 1	1,025	272	625	128
Evanston Ward 6 Precinct 2	516	129	327	60
Evanston Ward 6 Precinct 3	576	152	346	78
Evanston Ward 6 Precinct 4	726	139	469	118
