Precinct	total_votes	votes|Herb Schumann	votes|Martin J. Durkan	votes|Christopher Anthony
Evanston Ward 6 Precinct 5	894	235	543	116
Evanston Ward 6 Precinct 6	540	217	276	47
Evanston Ward 6 Precinct 7	833	200	526	107
Evanston Ward 7 Precinct 1	1,006	221	635	150
Evanston Ward 7 Precinct 2	1,061	227	669	165
Evanston Ward 7 Precinct 3	411	79	282	50
Evanston Ward 7 Precinct 4	495	70	333	92
Evanston Ward 7 Precinct 5	934	267	553	114
Evanston Ward 7 Precinct 6	139	15	111	13
Evanston Ward 8 Precinct 1	819	93	618	108
Evanston Ward 8 Precinct 2	643	65	492	86
Evanston Ward 8 Precinct 3	583	56	452	75
Evanston Ward 8 Precinct 4	698	94	475	129
Evanston Ward 8 Precinct 5	879	89	673	117
Evanston Ward 9 Precinct 1	567	75	385	107
Evanston Ward 9 Precinct 2	612	71	454	87
Evanston Ward 9 Precinct 3	935	145	631	159
Evanston Ward 9 Precinct 4	786	94	542	150
Evanston Ward 9 Precinct 5	483	74	336	73
Evanston Ward 9 Precinct 6	673	97	480	96
Hanover 1	874	333	473	68
Hanover 2	729	303	351	75
Hanover 4	0	0	0	0
Hanover 5	659	238	339	82
Hanover 6	583	202	323	58
Hanover 7	693	247	358	88
Hanover 8	596	259	267	70
Hanover 9	648	318	267	63
Hanover 11	656	192	391	73
Hanover 12	513	117	326	70
Hanover 15	546	145	350	51
Hanover 16	834	379	372	83
Hanover 17	511	179	266	66
Hanover 18	625	189	381	55
Hanover 19	570	294	236	40
Hanover 20	1,010	433	481	96
Hanover 21	242	94	128	20
Hanover 22	609	238	301	70
Hanover 23	660	272	296	92
Hanover 24	668	155	449	64
Hanover 25	557	246	249	62
Hanover 26	901	373	420	108
Hanover 27	1,773	808	818	147
Hanover 28	871	375	417	79
Hanover 31	535	310	174	51
Hanover 33	666	230	375	61
Hanover 34	804	265	449	90
Hanover 36	480	177	242	61
Hanover 37	903	331	472	100
Hanover 38	736	304	361	71
Hanover 40	747	298	359	90
Hanover 42	646	285	288	73
Hanover 43	708	274	352	82
Hanover 44	834	370	337	127
Lemont 1	709	478	167	64
Lemont 2	497	291	157	49
Lemont 3	755	478	202	75
Lemont 4	672	407	188	77
Lemont 5	643	316	239	88
Lemont 6	714	410	223	81
Lemont 7	526	282	186	58
Lemont 8	720	389	244	87
Lemont 9	466	338	82	46
Lemont 10	486	228	188	70
Lemont 11	912	578	245	89
Lemont 12	1,109	707	295	107
Lemont 13	891	578	238	75
Lemont 14	648	446	151	51
Leyden 1	436	139	254	43
Leyden 2	348	124	200	24
Leyden 3	730	291	367	72
Leyden 4	554	157	337	60
Leyden 5	578	190	327	61
Leyden 6	736	224	428	84
Leyden 7	328	94	190	44
Leyden 8	694	239	383	72
Leyden 9	797	385	334	78
Leyden 10	748	273	406	69
Leyden 11	640	261	313	66
Leyden 12	715	552	136	27
Leyden 13	648	219	376	53
Leyden 14	482	188	247	47
Leyden 15	649	222	354	73
Leyden 16	684	235	392	57
Leyden 17	530	205	279	46
Leyden 18	402	140	219	43
Leyden 19	621	222	314	85
Leyden 20	332	147	159	26
Leyden 21	434	62	343	29
Leyden 22	462	262	153	47
Leyden 23	1,003	528	373	102
Leyden 24	712	187	458	67
Leyden 25	421	173	215	33
Leyden 26	916	387	435	94
Leyden 27	156	59	78	19
Leyden 28	313	80	203	30
Leyden 29	411	99	282	30
Leyden 30	711	305	341	65
Leyden 31	660	197	381	82
Leyden 32	679	225	385	69
Leyden 33	661	215	376	70
Leyden 34	478	171	266	41
Leyden 35	302	85	181	36
Leyden 36	597	179	342	76
Leyden 37	447	156	250	41
Leyden 38	246	134	90	22
Leyden 39	423	157	214	52
Leyden 40	588	189	338	61
Leyden 41	335	82	215	38
Leyden 42	626	295	276	55
Leyden 43	447	139	265	43
Leyden 44	555	216	294	45
Leyden 45	525	194	269	62
Leyden 46	520	166	292	62
Leyden 47	597	225	334	38
Leyden 48	710	217	422	71
Leyden 49	887	355	444	88
Leyden 50	753	274	402	77
Lyons 1	73	35	30	8
Lyons 2	499	186	222	91
Lyons 3	548	166	312	70
Lyons 4	888	292	471	125
Lyons 5	655	268	325	62
Lyons 6	405	152	205	48
Lyons 7	550	97	389	64
Lyons 8	343	112	192	39
Lyons 9	702	304	306	92
Lyons 10	514	207	249	58
Lyons 11	440	220	169	51
Lyons 12	427	303	89	35
Lyons 13	263	9	245	9
Lyons 14	724	412	240	72
Lyons 15	674	347	254	73
Lyons 16	1,000	431	432	137
Lyons 17	404	242	136	26
Lyons 18	526	270	199	57
Lyons 19	648	170	402	76
Lyons 20	957	544	308	105
Lyons 21	978	545	324	109
Lyons 22	410	105	252	53
Lyons 23	714	354	266	94
Lyons 24	519	297	171	51
Lyons 25	607	276	252	79
Lyons 26	407	233	125	49
Lyons 27	554	406	112	36
Lyons 28	717	423	215	79
Lyons 29	554	243	254	57
Lyons 30	115	43	64	8
Lyons 31	603	351	187	65
Lyons 32	258	125	105	28
Lyons 33	230	96	97	37
Lyons 34	306	148	136	22
Lyons 35	594	283	242	69
Lyons 36	626	400	169	57
Lyons 37	444	139	248	57
Lyons 38	279	87	160	32
Lyons 39	595	335	194	66
Lyons 40	491	269	175	47
Lyons 41	428	240	130	58
Lyons 42	572	359	165	48
Lyons 43	515	285	191	39
Lyons 44	949	586	282	81
Lyons 45	859	307	409	143
Lyons 46	509	251	199	59
Lyons 47	599	314	218	67
Lyons 48	590	189	351	50
Lyons 49	405	214	119	72
Lyons 50	667	302	293	72
Lyons 51	505	194	254	57
Lyons 52	656	323	261	72
Lyons 53	621	346	216	59
Lyons 54	323	143	132	48
Lyons 55	660	404	195	61
Lyons 56	863	184	578	101
Lyons 57	661	100	490	71
Lyons 58	514	188	259	67
Lyons 59	548	169	304	75
Lyons 60	928	89	771	68
Lyons 61	620	345	220	55
Lyons 62	304	217	64	23
Lyons 63	906	570	242	94
Lyons 64	569	169	335	65
Lyons 65	772	286	399	87
Lyons 66	398	123	238	37
Lyons 67	650	212	346	92
Lyons 68	455	156	244	55
Lyons 69	789	444	275	70
Lyons 70	563	25	506	32
Lyons 71	320	92	195	33
Lyons 72	748	398	263	87
Lyons 73	567	289	219	59
Lyons 74	344	127	184	33
Lyons 75	447	157	236	54
Lyons 76	456	169	231	56
Lyons 77	492	202	239	51
Lyons 78	417	234	153	30
Maine 1	506	182	282	42
Maine 2	536	170	316	50
Maine 3	335	145	151	39
Maine 4	597	286	243	68
Maine 5	869	260	534	75
Maine 6	880	318	443	119
Maine 7	453	170	225	58
Maine 8	702	329	309	64
Maine 9	948	328	503	117
Maine 10	449	190	193	66
Maine 11	420	195	179	46
Maine 12	418	178	190	50
Maine 13	610	266	275	69
Maine 14	756	326	341	89
Maine 15	369	117	210	42
Maine 16	443	186	199	58
Maine 17	611	245	295	71
Maine 18	526	196	254	76
Maine 19	400	181	170	49
Maine 20	339	156	140	43
Maine 21	779	427	264	88
Maine 22	745	356	304	85
Maine 23	637	249	322	66
Maine 24	795	365	335	95
Maine 25	654	331	243	80
Maine 26	508	219	233	56
Maine 27	412	192	170	50
Maine 28	366	84	252	30
Maine 29	907	509	305	93
Maine 30	1,343	753	459	131
Maine 31	615	272	282	61
Maine 32	376	198	145	33
Maine 33	524	106	379	39
Maine 34	739	271	382	86
Maine 35	516	178	263	75
Maine 36	575	312	214	49
Maine 37	634	382	192	60
Maine 38	498	209	229	60
Maine 39	661	263	298	100
Maine 40	619	258	310	51
Maine 41	515	198	246	71
Maine 42	839	446	309	84
Maine 43	504	325	132	47
Maine 44	416	196	180	40
Maine 45	297	85	189	23
Maine 46	663	314	290	59
Maine 47	645	227	348	70
Maine 48	689	287	320	82
Maine 49	611	224	316	71
Maine 50	542	300	186	56
Maine 51	631	235	348	48
Maine 52	535	242	230	63
Maine 53	562	185	305	72
Maine 54	614	312	227	75
Maine 55	524	255	220	49
Maine 56	799	309	412	78
Maine 57	483	136	318	29
Maine 58	726	362	295	69
Maine 59	594	283	263	48
Maine 60	1,070	633	342	95
Maine 61	349	137	175	37
Maine 62	348	129	186	33
Maine 63	448	175	219	54
Maine 64	461	208	215	38
Maine 65	443	253	144	46
Maine 66	334	185	124	25
Maine 67	880	535	267	78
Maine 68	429	165	215	49
Maine 69	648	289	305	54
Maine 70	725	210	452	63
Maine 71	319	116	164	39
Maine 72	490	242	198	50
Maine 73	254	127	107	20
Maine 74	487	206	225	56
Maine 75	562	263	249	50
Maine 76	337	167	140	30
Maine 77	904	422	397	85
Maine 78	557	159	352	46
Maine 79	625	149	408	68
Maine 80	526	252	215	59
Maine 81	467	188	249	30
Maine 82	520	224	228	68
Maine 83	425	242	146	37
Maine 84	381	139	208	34
Maine 85	328	171	128	29
Maine 86	522	133	340	49
Maine 87	382	193	149	40
Maine 88	415	269	110	36
Maine 89	473	169	257	47
Maine 90	366	182	157	27
Maine 91	836	348	390	98
Maine 92	518	203	261	54
New Trier 1	977	454	441	82
New Trier 2	1,038	410	530	98
New Trier 3	680	252	334	94
New Trier 4	857	362	409	86
New Trier 5	552	196	295	61
New Trier 6	503	218	229	56
New Trier 7	671	339	271	61
New Trier 8	572	333	190	49
New Trier 9	738	449	230	59
New Trier 10	670	413	203	54
New Trier 11	883	547	251	85
New Trier 12	790	460	263	67
New Trier 13	902	411	392	99
New Trier 14	808	459	277	72
New Trier 15	916	509	315	92
New Trier 16	960	592	283	85
New Trier 17	647	241	336	70
New Trier 18	524	289	184	51
New Trier 19	534	383	118	33
New Trier 20	948	465	387	96
New Trier 21	748	251	402	95
New Trier 22	692	454	177	61
New Trier 23	721	529	145	47
New Trier 24	811	242	462	107
New Trier 25	608	335	216	57
New Trier 26	523	186	275	62
New Trier 27	653	268	315	70
New Trier 28	589	264	259	66
New Trier 29	621	301	264	56
New Trier 30	860	474	286	100
New Trier 31	711	277	354	80
New Trier 32	607	257	276	74
New Trier 33	797	293	407	97
New Trier 34	555	213	286	56
New Trier 35	415	191	190	34
New Trier 36	888	378	407	103
New Trier 37	699	258	345	96
New Trier 38	689	282	321	86
New Trier 39	485	190	244	51
New Trier 40	425	238	147	40
New Trier 41	575	341	174	60
Niles 1	697	330	303	64
Niles 2	765	274	390	101
Niles 3	1,005	557	364	84
Niles 4	574	236	294	44
Niles 5	385	171	185	29
Niles 6	610	343	214	53
Niles 7	946	294	599	53
Niles 8	297	116	151	30
Niles 9	454	202	211	41
Niles 10	713	247	387	79
Niles 11	356	166	150	40
Niles 12	487	116	335	36
Niles 13	737	316	355	66
Niles 14	766	195	490	81
Niles 15	733	170	458	105
Niles 16	867	255	512	100
Niles 17	731	209	462	60
Niles 18	409	119	256	34
Niles 19	665	304	311	50
Niles 20	600	207	313	80
Niles 21	913	231	585	97
Niles 22	617	161	404	52
Niles 23	678	217	405	56
Niles 24	794	216	493	85
Niles 25	406	114	249	43
Niles 26	759	267	416	76
Niles 27	606	121	422	63
Niles 28	660	258	335	67
Niles 29	407	132	249	26
Niles 30	529	183	302	44
Niles 31	685	180	427	78
Niles 32	302	97	184	21
Niles 33	806	193	527	86
Niles 34	667	200	414	53
Niles 35	719	227	409	83
Niles 36	444	85	322	37
Niles 37	672	178	410	84
Niles 38	1,058	390	560	108
Niles 39	732	229	405	98
Niles 40	343	154	147	42
Niles 41	739	218	449	72
Niles 42	626	157	408	61
Niles 43	844	358	399	87
Niles 44	768	179	509	80
Niles 45	483	141	280	62
Niles 46	726	277	384	65
Niles 47	372	119	224	29
Niles 48	659	169	442	48
Niles 49	812	188	539	85
Niles 50	754	286	393	75
Niles 51	387	142	204	41
Niles 52	535	202	279	54
Niles 53	904	282	533	89
Niles 54	406	147	205	54
Niles 55	397	106	250	41
Niles 56	830	364	374	92
Niles 57	797	288	414	95
Niles 58	724	247	410	67
Niles 59	956	357	480	119
Niles 60	904	287	548	69
Niles 61	896	265	549	82
Niles 62	426	108	276	42
Niles 63	759	181	474	104
Niles 64	893	272	515	106
Northfield 1	801	293	446	62
Northfield 2	636	344	232	60
Northfield 3	459	186	232	41
Northfield 4	659	335	250	74
Northfield 5	501	249	188	64
Northfield 6	710	456	205	49
Northfield 7	894	466	380	48
Northfield 8	751	476	223	52
Northfield 9	489	285	159	45
Northfield 10	585	228	303	54
Northfield 11	370	179	146	45
Northfield 12	1,069	594	380	95
Northfield 13	594	316	233	45
Northfield 14	542	274	230	38
Northfield 15	528	228	241	59
Northfield 16	774	379	344	51
Northfield 17	583	254	290	39
Northfield 18	882	418	387	77
Northfield 19	679	343	279	57
Northfield 20	662	321	290	51
Northfield 21	966	483	373	110
Northfield 22	689	308	340	41
Northfield 23	519	329	153	37
Northfield 24	597	311	235	51
Northfield 25	610	298	259	53
Northfield 26	576	210	291	75
Northfield 27	661	237	366	58
Northfield 28	1,019	437	467	115
Northfield 29	560	279	237	44
Northfield 30	707	390	249	68
Northfield 31	868	493	295	80
Northfield 32	944	445	413	86
Northfield 33	473	189	234	50
Northfield 34	507	303	161	43
Northfield 35	691	395	234	62
Northfield 36	483	238	200	45
Northfield 37	783	432	265	86
Northfield 38	548	251	221	76
Northfield 39	407	187	183	37
Northfield 40	429	217	180	32
Northfield 41	598	264	285	49
Northfield 42	592	322	224	46
Northfield 43	678	269	356	53
Northfield 44	508	247	207	54
Northfield 45	798	388	330	80
Northfield 46	892	421	372	99
Northfield 47	872	383	423	66
Northfield 48	673	352	272	49
Northfield 49	520	225	256	39
Northfield 50	801	422	312	67
Northfield 51	1,502	826	567	109
Northfield 52	606	297	243	66
Northfield 53	665	305	318	42
Northfield 54	524	183	307	34
Northfield 55	563	198	336	29
Northfield 56	883	461	331	91
Northfield 57	460	209	203	48
Northfield 58	385	191	166	28
Northfield 59	664	286	323	55
Northfield 60	739	293	392	54
Northfield 61	493	294	168	31
Northfield 62	728	392	284	52
Norwood Park 1	657	238	345	74
Norwood Park 2	637	246	332	59
Norwood Park 3	675	301	292	82
Norwood Park 4	713	332	315	66
Norwood Park 5	548	241	241	66
Norwood Park 6	828	426	334	68
Norwood Park 7	533	249	237	47
Norwood Park 8	438	207	181	50
Norwood Park 9	424	189	195	40
Norwood Park 10	423	255	146	22
Norwood Park 11	848	416	346	86
Norwood Park 12	498	198	238	62
Norwood Park 13	525	261	216	48
Norwood Park 14	524	234	248	42
Norwood Park 15	482	190	244	48
Norwood Park 16	469	191	231	47
Norwood Park 17	579	239	282	58
Oak Park 1	565	62	414	89
Oak Park 2	915	263	519	133
Oak Park 3	974	181	621	172
Oak Park 4	858	240	490	128
Oak Park 5	843	237	485	121
Oak Park 6	944	139	671	134
Oak Park 7	572	124	371	77
Oak Park 8	739	85	559	95
Oak Park 9	502	83	335	84
Oak Park 10	737	145	495	97
Oak Park 11	705	106	508	91
Oak Park 12	404	86	246	72
Oak Park 13	758	83	530	145
Oak Park 14	794	229	454	111
Oak Park 15	978	120	706	152
Oak Park 16	1,068	226	650	192
Oak Park 17	1,063	237	629	197
Oak Park 18	646	181	345	120
Oak Park 19	786	171	497	118
Oak Park 20	1,025	230	668	127
Oak Park 21	569	70	417	82
Oak Park 22	519	88	363	68
Oak Park 23	727	164	438	125
Oak Park 24	557	151	315	91
Oak Park 25	704	146	474	84
Oak Park 26	653	107	434	112
Oak Park 27	247	48	145	54
Oak Park 28	967	169	661	137
Oak Park 29	676	139	423	114
Oak Park 30	896	106	656	134
Oak Park 31	1,131	216	703	212
Oak Park 32	528	87	350	91
Oak Park 33	723	95	533	95
Oak Park 34	644	117	421	106
Oak Park 35	914	209	534	171
Oak Park 36	873	179	527	167
Oak Park 37	481	92	304	85
Orland 1	836	389	362	85
Orland 2	762	432	261	69
Orland 3	389	147	202	40
Orland 4	448	235	151	62
Orland 5	454	223	197	34
Orland 6	397	191	157	49
Orland 7	391	179	172	40
Orland 8	527	219	252	56
Orland 9	732	356	307	69
Orland 10	612	311	243	58
Orland 11	433	210	180	43
Orland 12	323	159	134	30
Orland 13	796	356	357	83
Orland 14	705	315	323	67
Orland 15	810	489	254	67
Orland 16	648	409	186	53
Orland 17	438	172	220	46
Orland 18	763	394	307	62
Orland 19	450	232	169	49
Orland 20	341	215	92	34
Orland 21	792	496	233	63
Orland 22	587	295	248	44
Orland 23	504	261	200	43
Orland 24	569	301	204	64
Orland 25	1,027	519	436	72
Orland 26	551	246	247	58
Orland 27	432	214	180	38
Orland 28	447	287	130	30
Orland 29	929	547	321	61
Orland 30	408	205	167	36
Orland 31	485	245	195	45
Orland 32	391	201	153	37
Orland 33	472	262	170	40
Orland 34	696	375	266	55
Orland 35	665	343	251	71
Orland 36	782	309	391	82
Orland 37	695	365	289	41
Orland 38	357	158	150	49
Orland 39	501	284	184	33
Orland 40	715	396	245	74
Orland 41	586	287	258	41
Orland 42	689	369	277	43
Orland 43	554	269	234	51
Orland 44	520	261	223	36
Orland 45	588	320	214	54
Orland 46	499	242	213	44
Orland 47	897	506	322	69
Orland 48	620	310	250	60
Orland 49	454	220	193	41
Orland 50	524	217	250	57
Orland 51	751	421	263	67
Orland 52	620	369	197	54
Orland 53	507	272	179	56
Orland 54	859	520	264	75
Orland 55	504	268	190	46
Orland 56	561	395	139	27
Orland 57	627	369	207	51
Orland 58	638	316	271	51
Orland 59	628	327	233	68
Orland 60	435	242	156	37
Orland 61	520	293	175	52
Orland 62	675	356	266	53
Orland 63	695	396	242	57
Orland 64	836	525	243	68
Orland 65	558	344	175	39
Orland 66	584	328	214	42
Orland 67	405	190	175	40
Orland 68	481	263	169	49
Orland 69	384	119	220	45
Orland 70	760	375	312	73
Orland 71	594	392	161	41
Orland 72	490	237	209	44
Orland 73	821	420	328	73
Orland 74	399	203	168	28
Orland 75	743	499	194	50
Palatine 1	467	220	183	64
Palatine 2	814	422	309	83
Palatine 4	504	150	305	49
Palatine 5	870	380	378	112
Palatine 6	709	326	295	88
Palatine 7	672	312	264	96
Palatine 8	686	331	285	70
Palatine 9	594	369	172	53
Palatine 11	582	268	246	68
Palatine 12	403	247	128	28
Palatine 13	552	249	234	69
Palatine 14	559	264	225	70
Palatine 15	708	359	270	79
Palatine 16	559	177	330	52
Palatine 17	611	302	241	68
Palatine 18	440	218	164	58
Palatine 19	669	389	212	68
Palatine 20	567	181	313	73
Palatine 21	810	369	343	98
Palatine 22	625	324	230	71
Palatine 23	199	145	46	8
Palatine 24	764	363	325	76
Palatine 25	512	285	171	56
Palatine 26	803	399	305	99
Palatine 27	498	213	247	38
Palatine 28	455	242	172	41
Palatine 29	816	425	316	75
Palatine 30	488	215	212	61
Palatine 31	449	278	137	34
Palatine 32	628	373	196	59
Palatine 33	431	163	220	48
Palatine 34	764	422	263	79
Palatine 35	537	285	200	52
Palatine 36	577	311	219	47
Palatine 37	720	343	301	76
Palatine 38	591	379	161	51
Palatine 39	904	458	352	94
Palatine 40	947	494	344	109
Palatine 41	860	480	292	88
Palatine 42	766	384	294	88
Palatine 43	542	312	189	41
Palatine 45	498	317	133	48
Palatine 46	737	372	290	75
Palatine 47	667	347	258	62
Palatine 48	545	339	159	47
Palatine 49	9	8	0	1
Palatine 50	935	501	335	99
Palatine 51	378	172	170	36
Palatine 52	639	412	167	60
Palatine 53	503	251	197	55
Palatine 54	800	434	290	76
Palatine 55	480	262	175	43
Palatine 56	713	363	277	73
Palatine 57	865	399	347	119
Palatine 58	623	239	314	70
Palatine 59	877	420	354	103
Palatine 60	645	184	378	83
Palatine 61	435	152	226	57
Palatine 62	510	171	275	64
Palatine 63	641	309	262	70
Palatine 64	647	279	309	59
Palatine 65	542	286	194	62
Palatine 66	821	235	503	83
Palatine 68	579	340	178	61
Palatine 69	599	281	238	80
Palos 1	425	282	101	42
Palos 2	474	308	122	44
Palos 3	488	290	145	53
Palos 4	477	243	181	53
Palos 5	448	220	180	48
Palos 6	389	151	203	35
Palos 7	643	303	259	81
Palos 8	275	143	100	32
Palos 9	458	314	118	26
Palos 10	776	509	193	74
Palos 11	618	398	170	50
Palos 12	578	248	269	61
Palos 13	641	409	178	54
Palos 14	365	173	153	39
Palos 15	612	369	187	56
Palos 16	782	476	242	64
Palos 17	768	292	393	83
Palos 18	664	302	291	71
Palos 19	727	375	279	73
Palos 20	684	325	286	73
Palos 21	413	183	188	42
Palos 22	100	47	38	15
Palos 23	426	180	207	39
Palos 24	411	272	109	30
Palos 25	478	61	357	60
Palos 26	377	178	157	42
Palos 27	675	301	303	71
Palos 28	530	80	411	39
Palos 29	637	408	171	58
Palos 30	702	397	249	56
Palos 31	708	357	281	70
Palos 32	317	158	126	33
Palos 33	684	406	223	55
Palos 34	451	220	171	60
Palos 35	831	399	326	106
Palos 36	717	339	295	83
Palos 37	749	477	221	51
Palos 38	579	299	230	50
Palos 39	752	453	234	65
Proviso 1	528	73	393	62
Proviso 2	521	58	417	46
Proviso 3	694	115	517	62
Proviso 4	661	13	611	37
Proviso 5	630	18	584	28
Proviso 6	477	203	222	52
Proviso 7	135	38	79	18
Proviso 8	397	69	293	35
Proviso 9	517	21	457	39
Proviso 10	522	43	419	60
Proviso 11	524	83	376	65
Proviso 12	709	173	452	84
Proviso 13	655	150	435	70
Proviso 14	469	97	339	33
Proviso 15	550	70	442	38
Proviso 16	560	120	393	47
Proviso 17	399	13	364	22
Proviso 18	785	38	692	55
Proviso 19	683	23	626	34
Proviso 20	517	18	470	29
Proviso 21	473	171	232	70
Proviso 22	472	13	433	26
Proviso 23	278	142	110	26
Proviso 24	866	427	339	100
Proviso 25	731	323	320	88
Proviso 26	710	297	332	81
Proviso 27	684	247	331	106
Proviso 28	666	271	317	78
Proviso 29	808	290	368	150
Proviso 30	643	100	497	46
Proviso 31	372	11	340	21
Proviso 32	742	262	362	118
Proviso 33	686	22	624	40
Proviso 34	972	54	854	64
Proviso 35	750	374	306	70
Proviso 36	676	18	623	35
Proviso 37	423	12	381	30
Proviso 38	578	39	504	35
Proviso 39	740	91	584	65
Proviso 40	597	14	530	53
Proviso 41	531	24	485	22
Proviso 42	390	10	361	19
Proviso 43	421	13	375	33
Proviso 44	465	22	412	31
Proviso 45	609	16	560	33
Proviso 46	157	85	60	12
Proviso 47	367	17	332	18
Proviso 48	720	55	617	48
Proviso 49	453	57	361	35
Proviso 50	907	213	613	81
Proviso 51	677	215	386	76
Proviso 52	488	18	430	40
Proviso 53	668	20	621	27
Proviso 54	959	368	443	148
Proviso 55	583	275	249	59
Proviso 56	455	29	393	33
Proviso 57	547	183	311	53
Proviso 58	405	23	360	22
Proviso 59	506	108	347	51
Proviso 60	449	66	345	38
Proviso 61	677	109	476	92
Proviso 62	708	131	473	104
Proviso 63	688	283	326	79
Proviso 64	597	20	537	40
Proviso 65	493	62	363	68
Proviso 66	705	167	423	115
Proviso 67	809	159	515	135
Proviso 68	371	120	189	62
Proviso 69	543	17	491	35
Proviso 70	519	257	226	36
Proviso 71	1,040	252	699	89
Proviso 72	524	100	343	81
Proviso 73	556	121	347	88
Proviso 74	574	115	372	87
Proviso 75	663	228	313	122
Proviso 76	688	137	464	87
Proviso 77	402	145	220	37
Proviso 78	269	61	178	30
Proviso 79	471	24	415	32
Proviso 80	470	67	368	35
Proviso 81	477	95	336	46
Proviso 82	838	29	762	47
Proviso 83	732	18	671	43
Proviso 84	485	246	194	45
Proviso 85	718	261	375	82
Proviso 86	626	12	571	43
Proviso 87	681	185	430	66
Proviso 88	360	42	288	30
Proviso 89	476	168	226	82
Proviso 90	969	317	504	148
Proviso 91	515	93	376	46
Proviso 92	776	271	433	72
Proviso 93	442	113	281	48
Proviso 94	493	16	454	23
Proviso 95	475	113	307	55
Proviso 96	407	185	188	34
Proviso 97	862	404	351	107
Proviso 98	604	185	364	55
Proviso 99	626	22	567	37
Proviso 100	760	291	397	72
Proviso 101	549	176	308	65
Proviso 102	730	244	406	80
Rich 1	2,050	72	1,872	106
Rich 2	596	53	510	33
Rich 3	849	162	612	75
Rich 4	559	38	490	31
Rich 5	778	106	608	64
Rich 6	831	77	685	69
Rich 7	574	155	379	40
Rich 9	836	49	732	55
Rich 12	757	102	591	64
Rich 15	945	42	855	48
Rich 18	691	41	607	43
Rich 19	429	180	211	38
Rich 20	1,021	549	376	96
Rich 21	859	77	736	46
Rich 22	30	8	20	2
Rich 23	900	61	801	38
Rich 25	973	101	808	64
Rich 26	767	93	608	66
Rich 28	547	20	496	31
Rich 29	633	202	349	82
Rich 30	872	43	779	50
Rich 31	389	142	208	39
Rich 33	517	205	261	51
Rich 34	560	49	468	43
Rich 35	473	64	365	44
Rich 36	1,137	40	1,036	61
Rich 37	496	14	461	21
Rich 38	617	15	571	31
Rich 39	675	112	511	52
Rich 40	612	38	540	34
Rich 41	453	44	370	39
Rich 42	607	18	552	37
Rich 43	775	36	702	37
Rich 44	509	18	464	27
Rich 45	786	110	613	63
Rich 46	977	36	899	42
Rich 47	1,032	64	913	55
Rich 48	709	19	643	47
Rich 49	641	101	489	51
Rich 51	659	37	585	37
River Forest 1	913	414	381	118
River Forest 2	617	321	221	75
River Forest 3	691	251	347	93
River Forest 4	750	286	344	120
River Forest 5	489	203	222	64
River Forest 6	475	193	207	75
River Forest 7	668	264	314	90
River Forest 8	875	279	456	140
Riverside 1	701	331	256	114
Riverside 2	75	26	30	19
Riverside 3	408	169	184	55
Riverside 4	851	390	331	130
Riverside 5	451	145	234	72
Riverside 6	549	221	246	82
Riverside 7	457	191	209	57
Riverside 8	749	330	320	99
Riverside 9	542	242	215	85
Riverside 10	754	351	283	120
Riverside 11	819	326	330	163
Riverside 12	465	150	244	71
Riverside 13	724	257	376	91
Schaumburg 1	1,082	360	615	107
Schaumburg 2	1,009	311	593	105
Schaumburg 3	638	285	290	63
Schaumburg 4	411	107	254	50
Schaumburg 5	393	227	143	23
Schaumburg 6	580	232	290	58
Schaumburg 7	495	126	325	44
Schaumburg 8	526	199	265	62
Schaumburg 9	487	144	284	59
Schaumburg 10	434	157	224	53
Schaumburg 11	561	282	229	50
Schaumburg 12	656	246	357	53
Schaumburg 13	461	215	202	44
Schaumburg 14	683	363	248	72
Schaumburg 15	597	272	267	58
Schaumburg 16	800	289	412	99
Schaumburg 17	688	355	276	57
Schaumburg 18	538	169	312	57
Schaumburg 19	500	178	272	50
Schaumburg 20	485	252	201	32
Schaumburg 21	838	384	352	102
Schaumburg 22	746	204	445	97
Schaumburg 23	694	267	356	71
Schaumburg 24	735	332	308	95
Schaumburg 25	693	280	340	73
Schaumburg 26	724	273	348	103
Schaumburg 27	501	196	269	36
Schaumburg 28	746	299	383	64
Schaumburg 29	697	325	312	60
Schaumburg 30	564	276	248	40
Schaumburg 31	830	358	387	85
Schaumburg 32	780	312	383	85
Schaumburg 33	514	235	228	51
Schaumburg 34	783	188	537	58
Schaumburg 35	468	186	241	41
Schaumburg 36	457	188	211	58
Schaumburg 37	431	191	201	39
Schaumburg 38	565	206	288	71
Schaumburg 39	877	405	382	90
Schaumburg 40	587	293	248	46
Schaumburg 41	595	266	265	64
Schaumburg 42	730	256	383	91
Schaumburg 43	562	121	372	69
Schaumburg 44	778	176	518	84
Schaumburg 45	676	245	342	89
Schaumburg 46	473	192	234	47
Schaumburg 47	588	289	233	66
Schaumburg 48	531	235	256	40
Schaumburg 49	455	150	253	52
Schaumburg 50	454	236	172	46
Schaumburg 51	515	137	326	52
Schaumburg 52	839	427	312	100
Schaumburg 53	612	288	259	65
Schaumburg 54	769	383	323	63
Schaumburg 55	566	293	215	58
Schaumburg 56	676	331	280	65
Schaumburg 57	819	421	325	73
Schaumburg 58	409	173	190	46
Schaumburg 59	788	439	285	64
Schaumburg 60	488	145	282	61
Schaumburg 61	899	384	425	90
Schaumburg 62	715	202	419	94
Schaumburg 63	527	257	226	44
Schaumburg 64	559	258	238	63
Schaumburg 65	491	238	201	52
Schaumburg 66	557	274	221	62
Schaumburg 67	619	265	285	69
Schaumburg 68	518	246	208	64
