Precinct	total_votes	votes|Yes	votes|No
29001	380	254	126
29002	453	352	101
29003	310	258	52
29004	352	281	71
29005	263	204	59
29006	276	217	59
29007	311	234	77
29008	291	240	51
29009	349	247	102
29010	409	299	110
29011	173	138	35
29012	390	304	86
29013	311	240	71
29014	299	245	54
29015	366	316	50
29016	351	310	41
29017	334	271	63
29018	319	265	54
29019	336	276	60
29020	364	297	67
29021	422	339	83
29022	255	189	66
29023	314	196	118
29024	288	233	55
29025	328	267	61
29026	311	257	54
29027	250	188	62
29028	384	315	69
29029	271	171	100
29030	337	259	78
29031	267	176	91
29032	257	149	108
29033	212	173	39
29034	178	147	31
29035	250	195	55
29036	279	231	48
29037	290	214	76
29038	276	185	91
29039	266	177	89
29040	341	285	56
29041	245	194	51
29042	349	279	70
29043	355	278	77
29044	409	326	83
