Precinct	total_votes	votes|Yes	votes|No
01001	710	638	72
01002	567	527	40
01003	795	712	83
01004	794	710	84
01005	715	623	92
01006	602	520	82
01007	463	407	56
01008	583	528	55
01009	456	421	35
01010	865	748	117
01011	792	697	95
01012	812	729	83
01013	329	301	28
01014	672	602	70
01015	610	555	55
01016	724	648	76
01017	575	523	52
01018	666	627	39
01019	782	708	74
01020	520	493	27
01021	989	881	108
01022	460	412	48
01023	861	795	66
01024	609	556	53
01025	658	606	52
01026	446	428	18
01027	764	661	103
01028	220	201	19
01029	874	778	96
01030	755	689	66
01031	618	561	57
01032	653	553	100
01033	756	662	94
01034	525	487	38
01035	837	721	116
01036	783	687	96
01037	714	618	96
01038	653	586	67
01039	551	492	59
01040	596	538	58
01041	390	352	38
01042	215	185	30
01043	427	375	52
01044	623	562	61
02001	766	687	79
02002	459	366	93
02003	785	701	84
02004	683	613	70
02005	820	716	104
02006	721	648	73
02007	634	553	81
02008	871	761	110
02009	647	521	126
02010	477	350	127
02011	660	507	153
02012	535	452	83
02013	538	411	127
02014	699	622	77
02015	617	543	74
02016	655	577	78
02017	751	654	97
02018	612	484	128
02019	421	318	103
02020	881	718	163
02021	721	659	62
02022	696	533	163
02023	428	331	97
02024	611	496	115
02025	776	657	119
02026	589	480	109
02027	572	418	154
02028	755	624	131
02029	748	594	154
02030	557	427	130
02031	706	552	154
02032	580	451	129
02033	909	711	198
02034	476	354	122
02035	860	726	134
02036	744	580	164
02037	541	449	92
02038	588	440	148
02039	462	362	100
02040	929	762	167
02041	788	625	163
02042	740	631	109
02043	889	698	191
02044	399	311	88
02045	771	658	113
02046	388	305	83
03001	762	743	19
03002	597	574	23
03003	493	454	39
03004	630	607	23
03005	331	315	16
03006	880	739	141
03007	344	324	20
03008	443	430	13
03009	662	642	20
03010	272	261	11
03011	624	609	15
03012	533	509	24
03013	734	636	98
03014	723	660	63
03015	517	499	18
03016	460	445	15
03017	898	833	65
03018	767	732	35
03019	777	642	135
03020	607	585	22
03021	652	522	130
03022	893	750	143
