Precinct	total_votes	votes|Yes	votes|No
03001	761	597	164
03002	583	462	121
03003	471	355	116
03004	623	489	134
03005	325	258	67
03006	818	544	274
03007	341	270	71
03008	438	321	117
03009	653	486	167
03011	618	472	146
03012	534	419	115
03013	687	491	196
03014	676	501	175
03015	507	405	102
03016	455	350	105
03017	850	630	220
03018	754	588	166
03019	733	507	226
03020	603	480	123
03021	642	446	196
03022	825	563	262
03023	484	360	124
03024	492	367	125
03025	1013	680	333
03026	634	437	197
03027	777	512	265
03028	311	256	55
03029	604	481	123
03030	482	381	101
03031	655	532	123
03032	902	664	238
03033	722	525	197
03034	866	648	218
03035	295	221	74
03036	260	200	60
03037	495	379	116
03038	394	331	63
03039	1120	812	308
03040	612	466	146
03041	410	313	97
04003	488	396	92
04004	763	589	174
04006	640	492	148
04007	741	587	154
04008	658	512	146
04011	592	465	127
04012	754	615	139
04014	598	466	132
04018	574	446	128
04019	445	337	108
04025	729	549	180
04028	521	416	105
04029	549	434	115
04030	811	653	158
04032	658	498	160
04035	680	523	157
04036	715	569	146
04038	642	529	113
20007	505	390	115
20011	561	433	128
20012	406	309	97
20014	240	189	51
20023	247	204	43
20031	516	403	113
20037	130	101	29
25027	701	490	211
