Precinct	total_votes	votes|Joseph R. Biden & Kamala D. Harris	votes|Donald J. Trump & Michael R. Pence	votes|Howie Hawkins & Angela Walker	votes|Gloria La Riva & Leonard Peltier	votes|Brian Carroll & Amar Patel	votes|Jo Jorgensen & Jeremy ''Spike'' Cohen
Rich 49	752	621	121	2	1	1	6
Rich 50	447	226	218	1	0	1	1
Rich 51	660	615	40	3	0	0	2
River Forest 1	1188	819	354	3	0	5	7
River Forest 2	737	512	209	4	1	3	8
River Forest 3	801	635	158	3	0	1	4
River Forest 4	931	731	179	5	1	0	15
River Forest 5	637	507	121	1	0	0	8
River Forest 6	583	434	141	0	2	2	4
River Forest 7	844	651	170	5	0	3	15
River Forest 8	1088	868	192	10	1	3	14
Riverside 1	906	574	311	6	0	6	9
Riverside 2	81	44	36	0	0	0	1
Riverside 3	528	375	141	4	2	2	4
Riverside 4	1038	710	298	5	4	2	19
Riverside 5	538	380	144	7	1	1	5
Riverside 6	698	429	257	6	1	1	4
Riverside 7	600	372	220	4	1	0	3
Riverside 8	942	654	267	7	2	1	11
Riverside 9	666	454	191	6	1	4	10
Riverside 10	920	617	287	5	1	0	10
Riverside 11	1003	658	314	9	2	2	18
Riverside 12	569	359	200	6	0	1	3
Riverside 13	954	581	363	2	2	0	6
Schaumburg 1	1354	906	431	8	1	1	7
Schaumburg 2	1238	843	369	5	1	1	19
Schaumburg 3	787	452	323	1	0	1	10
Schaumburg 4	482	354	120	2	0	0	6
Schaumburg 5	422	274	137	7	0	0	4
Schaumburg 6	702	423	262	2	0	3	12
Schaumburg 7	589	372	203	8	1	0	5
Schaumburg 8	629	378	244	4	0	0	3
Schaumburg 9	696	463	222	5	1	0	5
Schaumburg 10	511	302	193	2	0	3	11
Schaumburg 11	741	391	341	2	0	1	6
Schaumburg 12	818	506	301	5	0	3	3
Schaumburg 13	587	338	244	1	0	1	3
Schaumburg 14	834	484	336	5	1	0	8
Schaumburg 15	785	435	336	2	1	3	8
Schaumburg 16	967	570	378	5	1	2	11
Schaumburg 17	739	467	258	2	1	1	10
Schaumburg 18	707	451	242	3	2	3	6
Schaumburg 19	576	379	185	2	1	1	8
Schaumburg 20	576	342	226	2	0	0	6
Schaumburg 21	995	550	425	6	1	3	10
Schaumburg 22	880	621	239	6	0	0	14
Schaumburg 23	843	525	303	3	1	3	8
Schaumburg 24	903	495	378	11	3	3	13
Schaumburg 25	747	473	261	4	1	0	8
Schaumburg 26	862	507	338	3	1	2	11
Schaumburg 27	737	493	225	5	3	1	10
Schaumburg 28	876	557	303	6	0	1	9
Schaumburg 29	881	516	344	5	1	0	15
Schaumburg 30	669	406	255	2	0	1	5
Schaumburg 31	1021	653	353	1	1	1	12
Schaumburg 32	942	547	385	2	2	0	6
Schaumburg 33	619	344	267	1	1	0	6
Schaumburg 34	860	598	241	9	3	3	6
Schaumburg 35	545	359	181	1	0	1	3
Schaumburg 36	552	321	217	2	1	4	7
Schaumburg 37	516	312	192	1	3	0	8
Schaumburg 38	718	446	263	4	0	1	4
Schaumburg 39	1062	634	415	5	0	1	7
Schaumburg 40	691	394	288	2	0	0	7
Schaumburg 41	687	373	310	3	0	1	0
Schaumburg 42	972	634	317	4	2	0	15
Schaumburg 43	665	481	173	7	0	0	4
Schaumburg 44	968	710	232	6	3	6	11
Schaumburg 45	886	557	308	2	1	3	15
Schaumburg 46	556	337	211	3	0	0	5
Schaumburg 47	737	411	313	6	0	0	7
Schaumburg 48	683	398	277	3	0	0	5
Schaumburg 49	598	350	238	4	0	1	5
Schaumburg 50	551	295	250	2	0	0	4
Schaumburg 51	593	407	173	7	1	2	3
Schaumburg 52	1075	602	454	2	0	6	11
Schaumburg 53	728	455	265	1	0	0	7
Schaumburg 54	972	574	387	3	0	2	6
Schaumburg 55	660	364	290	1	1	0	4
Schaumburg 56	857	499	348	0	1	1	8
Schaumburg 57	1003	517	467	7	0	3	9
Schaumburg 58	542	314	219	2	0	0	7
Schaumburg 59	1008	500	488	7	0	2	11
Schaumburg 60	604	405	189	5	0	2	3
Schaumburg 61	1123	663	441	6	3	0	10
Schaumburg 62	955	604	331	5	0	2	13
Schaumburg 63	703	375	320	3	0	2	3
Schaumburg 64	709	412	285	5	1	1	5
Schaumburg 65	620	407	205	3	1	1	3
Schaumburg 66	728	423	289	4	0	2	10
Schaumburg 67	774	431	327	4	1	1	10
Schaumburg 68	728	423	298	0	0	0	7
Schaumburg 69	636	358	261	7	0	2	8
Schaumburg 70	662	309	339	4	0	3	7
Schaumburg 71	737	482	244	6	1	0	4
Schaumburg 72	739	453	273	4	2	0	7
Schaumburg 73	951	531	405	4	3	2	6
Schaumburg 74	600	327	264	3	1	0	5
Schaumburg 75	620	333	273	9	0	0	5
Schaumburg 76	782	425	344	1	3	2	7
Schaumburg 77	1023	638	365	7	3	2	8
Schaumburg 78	713	445	257	1	0	1	9
Stickney 1	376	195	173	3	0	1	4
Stickney 2	547	364	171	4	2	1	5
Stickney 3	1043	589	444	3	2	2	3
Stickney 4	838	416	414	4	0	0	4
Stickney 5	954	506	440	3	1	0	4
Stickney 6	1038	535	492	2	1	1	7
Stickney 7	454	285	165	0	1	0	3
Stickney 8	747	397	338	5	2	0	5
Stickney 9	682	370	305	1	0	1	5
Stickney 10	844	499	328	5	3	0	9
Stickney 11	789	417	362	6	1	0	3
Stickney 12	802	438	353	6	1	0	4
Stickney 13	643	362	276	1	0	1	3
Stickney 14	949	464	470	7	2	0	6
Stickney 15	841	509	316	5	3	0	8
Stickney 16	851	557	279	9	1	0	5
Stickney 17	513	329	169	5	1	2	7
Stickney 18	453	241	205	3	0	0	4
Stickney 19	660	411	239	4	1	1	4
Stickney 20	596	361	226	3	2	0	4
Thornton 1	350	334	16	0	0	0	0
Thornton 2	318	282	32	3	0	0	1
Thornton 3	660	591	62	3	1	2	1
Thornton 4	703	674	23	4	2	0	0
Thornton 5	501	431	64	1	1	0	4
Thornton 6	763	727	33	0	0	0	3
Thornton 7	516	500	11	4	0	1	0
Thornton 8	671	638	29	3	0	1	0
Thornton 9	309	292	15	1	0	0	1
Thornton 10	632	560	63	7	2	0	0
Thornton 11	347	312	27	3	4	0	1
Thornton 12	550	487	56	3	0	2	2
Thornton 13	611	476	123	1	2	1	8
Thornton 14	664	530	123	3	1	3	4
Thornton 15	576	539	30	3	2	2	0
Thornton 16	671	453	205	2	2	2	7
Thornton 17	800	649	145	2	0	0	4
Thornton 18	1026	679	332	4	1	1	9
Thornton 19	825	651	164	5	1	0	4
Thornton 20	518	288	227	3	0	0	0
Thornton 21	880	761	113	4	0	1	1
Thornton 22	539	517	18	3	1	0	0
Thornton 23	561	490	60	2	2	2	5
Thornton 24	783	590	175	7	1	2	8
Thornton 25	656	478	162	4	1	0	11
Thornton 26	582	434	141	3	0	1	3
Thornton 27	786	717	66	2	1	0	0
Thornton 28	448	393	51	3	1	0	0
Thornton 29	312	305	7	0	0	0	0
Thornton 30	372	341	29	1	0	1	0
Thornton 31	228	194	31	1	0	1	1
Thornton 32	461	432	23	2	2	1	1
Thornton 33	565	533	25	6	1	0	0
Thornton 34	854	796	52	4	1	0	1
Thornton 35	898	814	75	4	2	1	2
Thornton 36	276	264	9	2	1	0	0
Thornton 37	746	572	160	4	0	1	9
Thornton 38	886	804	75	4	1	1	1
Thornton 39	423	404	12	4	0	0	3
Thornton 40	422	403	16	1	0	0	2
Thornton 41	396	349	40	4	0	3	0
Thornton 42	385	363	19	1	2	0	0
Thornton 43	582	381	191	3	0	0	7
Thornton 44	426	402	21	0	1	0	2
Thornton 45	517	497	18	0	0	1	1
Thornton 46	643	613	18	8	1	1	2
Thornton 47	526	392	130	2	0	0	2
Thornton 48	569	541	21	1	2	0	4
Thornton 49	318	302	12	2	1	0	1
Thornton 50	526	441	75	5	0	2	3
Thornton 51	566	361	190	2	2	3	8
Thornton 52	608	586	18	1	1	2	0
Thornton 53	420	397	18	3	0	1	1
Thornton 54	904	824	76	1	1	0	2
Thornton 55	463	425	36	0	1	0	1
Thornton 56	603	505	90	3	2	0	3
Thornton 57	473	298	162	3	0	1	9
Thornton 58	707	603	99	1	1	1	2
Thornton 59	418	373	36	5	1	0	3
Thornton 60	376	351	23	1	0	0	1
Thornton 61	412	357	50	3	0	2	0
Thornton 62	242	166	66	3	1	1	5
Thornton 63	377	309	65	1	0	0	2
Thornton 64	475	455	16	1	2	0	1
Thornton 65	886	616	254	7	1	2	6
Thornton 66	891	801	86	3	0	0	1
Thornton 67	837	624	195	4	3	0	11
Thornton 68	714	518	187	5	1	0	3
Thornton 69	417	395	19	2	1	0	0
Thornton 70	324	298	21	3	1	1	0
Thornton 71	317	304	12	0	1	0	0
Thornton 72	588	562	23	1	0	0	2
Thornton 73	890	802	84	2	0	1	1
Thornton 74	657	623	31	3	0	0	0
Thornton 75	546	520	23	2	0	0	1
Thornton 76	712	647	59	5	1	0	0
Thornton 77	934	896	36	2	0	0	0
Thornton 78	624	597	20	3	2	0	2
Thornton 79	618	538	78	2	0	0	0
Thornton 80	566	516	48	0	1	1	0
Thornton 81	543	497	43	1	1	0	1
Thornton 82	606	330	267	4	1	0	4
Thornton 83	802	757	35	2	2	2	4
Thornton 84	777	743	26	5	0	1	2
Thornton 85	544	508	31	3	0	2	0
Thornton 86	525	489	27	3	1	1	4
Thornton 87	819	786	29	3	1	0	0
Thornton 88	589	557	29	1	2	0	0
Thornton 89	809	752	50	5	1	0	1
Thornton 90	621	558	56	5	0	1	1
Thornton 91	584	521	60	3	0	0	0
Thornton 92	735	653	74	4	1	1	2
Thornton 93	405	377	21	7	0	0	0
Thornton 94	689	641	44	2	1	1	0
Thornton 95	374	361	8	3	1	1	0
Thornton 96	474	442	28	0	1	1	2
Thornton 97	307	236	68	2	1	0	0
Thornton 98	241	223	18	0	0	0	0
Thornton 99	527	472	53	0	1	0	1
Thornton 100	368	338	26	1	1	1	1
Thornton 101	500	468	29	2	0	0	1
Thornton 102	354	324	25	1	1	1	2
Thornton 103	341	323	13	2	2	1	0
Thornton 104	228	216	12	0	0	0	0
Thornton 105	516	491	22	1	0	1	1
Thornton 106	380	359	20	0	0	0	1
Thornton 107	779	727	47	0	2	2	1
Thornton 108	355	322	25	3	2	1	2
Thornton 109	391	360	29	0	1	0	1
Thornton 110	367	352	13	0	0	1	1
Thornton 111	391	361	27	2	0	0	1
Thornton 112	348	294	47	1	0	0	6
Thornton 113	291	276	10	2	2	1	0
Thornton 114	604	448	155	0	0	0	1
Thornton 115	578	552	22	2	0	1	1
Thornton 116	675	584	84	1	3	0	3
Thornton 117	737	537	189	3	0	1	7
Thornton 118	588	476	93	6	1	3	9
Thornton 119	575	531	40	3	1	0	0
Thornton 120	962	879	75	6	1	1	0
Thornton 121	440	425	15	0	0	0	0
Thornton 122	860	738	108	6	1	2	5
Thornton 123	419	380	35	1	0	1	2
Wheeling 1	845	440	389	2	0	3	11
Wheeling 2	575	332	224	5	0	2	12
Wheeling 3	807	529	259	5	1	1	12
Wheeling 4	590	378	203	5	0	0	4
Wheeling 5	754	523	222	3	0	1	5
Wheeling 6	534	318	204	1	0	0	11
Wheeling 7	1009	683	298	4	1	3	20
Wheeling 8	555	343	199	2	0	3	8
Wheeling 9	758	469	280	1	2	1	5
Wheeling 10	1001	616	350	5	2	4	24
Wheeling 11	1136	612	511	3	1	3	6
Wheeling 12	1180	580	588	2	0	3	7
Wheeling 13	757	380	364	3	1	1	8
Wheeling 14	609	394	194	2	0	2	17
Wheeling 15	655	428	217	4	1	0	5
Wheeling 16	393	231	153	3	1	2	3
Wheeling 17	765	429	328	5	0	0	3
Wheeling 18	743	437	293	3	0	2	8
Wheeling 19	988	657	308	4	3	2	14
Wheeling 20	863	560	283	2	4	1	13
Wheeling 21	569	322	242	0	0	0	5
Wheeling 22	893	591	282	3	3	0	14
Wheeling 23	724	399	310	5	0	2	8
Wheeling 24	585	343	238	1	0	1	2
Wheeling 25	951	624	305	4	1	1	16
Wheeling 26	1124	691	412	6	0	0	15
Wheeling 27	1193	725	452	4	1	0	11
Wheeling 28	1057	565	483	2	0	0	7
Wheeling 29	502	276	219	3	1	0	3
Wheeling 30	1128	589	522	6	0	2	9
Wheeling 31	569	330	221	2	2	2	12
Wheeling 32	535	287	237	2	0	4	5
Wheeling 33	544	323	206	8	0	0	7
Wheeling 34	1058	646	395	2	0	1	14
Wheeling 35	715	439	268	4	0	0	4
Wheeling 36	1101	703	379	3	1	6	9
Wheeling 37	964	676	275	5	0	0	8
Wheeling 38	991	579	393	4	0	4	11
Wheeling 39	895	578	299	6	1	0	11
Wheeling 40	875	485	366	7	1	0	16
Wheeling 41	1305	793	486	4	2	2	18
Wheeling 42	1140	580	549	1	0	5	5
Wheeling 43	982	598	370	6	1	0	7
Wheeling 44	973	526	421	5	0	2	19
Wheeling 45	626	406	202	6	1	0	11
Wheeling 46	1293	697	575	11	0	1	9
Wheeling 47	754	392	346	8	2	1	5
Wheeling 48	686	403	271	6	0	0	6
Wheeling 49	1138	770	344	8	2	1	13
Wheeling 50	634	442	180	1	5	0	6
Wheeling 51	992	517	460	1	1	2	11
Wheeling 52	675	414	247	6	1	0	7
Wheeling 53	898	516	363	4	0	2	13
Wheeling 54	993	461	517	8	1	1	5
Wheeling 55	824	532	281	6	0	0	5
Wheeling 56	737	436	295	0	2	0	4
Wheeling 57	893	534	327	5	1	5	21
Wheeling 58	731	373	346	5	0	1	6
Wheeling 59	951	553	379	7	1	2	9
Wheeling 60	565	401	153	3	0	0	8
Wheeling 61	995	455	524	2	2	0	12
Wheeling 62	931	576	337	3	3	1	11
Wheeling 63	747	416	319	5	0	1	6
Wheeling 64	1172	745	406	6	0	0	15
Wheeling 65	1068	602	449	7	0	1	9
Wheeling 66	992	586	385	6	0	4	11
Wheeling 67	432	307	122	0	0	0	3
Wheeling 68	477	269	204	0	0	0	4
Wheeling 69	770	518	237	6	0	0	9
Wheeling 70	1035	634	386	5	1	1	8
Wheeling 71	1227	738	464	6	2	0	17
Wheeling 72	753	475	260	6	2	2	8
Wheeling 73	827	536	278	5	0	0	8
Wheeling 74	570	362	195	5	2	0	6
Wheeling 75	873	501	359	4	0	0	9
Wheeling 76	1127	653	458	7	1	1	7
Wheeling 77	404	269	132	0	0	1	2
Wheeling 78	1177	732	421	8	0	0	16
Wheeling 79	721	409	302	4	1	0	5
Wheeling 80	769	446	312	2	2	1	6
Wheeling 81	609	408	192	2	0	1	6
Wheeling 82	1088	682	385	8	2	0	11
Wheeling 83	1146	685	449	3	0	0	9
Wheeling 84	1159	743	396	6	2	2	10
Wheeling 85	688	375	311	1	0	0	1
Wheeling 86	906	504	390	3	0	0	9
Wheeling 87	774	479	281	1	0	2	11
Wheeling 88	967	601	356	1	0	1	8
Wheeling 89	518	305	209	0	1	0	3
Wheeling 90	761	452	298	2	0	2	7
Wheeling 91	910	609	288	6	0	0	7
Wheeling 92	1205	718	465	4	0	0	18
Worth 1	443	240	198	1	0	0	4
Worth 2	867	471	388	3	0	0	5
Worth 3	739	418	311	5	0	0	5
Worth 4	1026	716	290	9	1	2	8
Worth 5	819	393	415	5	0	2	4
Worth 6	841	391	432	8	1	3	6
Worth 7	749	333	403	2	1	2	8
Worth 8	822	583	220	5	1	2	11
Worth 9	815	446	351	7	2	0	9
Worth 10	864	588	264	0	2	1	9
Worth 11	758	451	297	1	0	2	7
Worth 12	483	290	185	0	1	3	4
Worth 13	811	504	292	2	0	2	11
Worth 14	640	487	144	1	2	1	5
Worth 15	971	595	364	5	1	2	4
Worth 16	981	438	523	5	3	0	12
Worth 17	794	583	191	9	5	1	5
Worth 18	551	218	319	3	0	1	10
Worth 19	709	480	216	0	1	2	10
Worth 20	532	378	147	2	0	3	2
Worth 21	1030	565	445	8	1	3	8
Worth 22	608	334	269	3	0	0	2
Worth 23	864	422	438	1	2	0	1
Worth 24	439	359	71	2	3	0	4
Worth 25	872	499	359	5	0	3	6
Worth 26	651	399	242	3	2	3	2
Worth 27	606	318	278	2	0	2	6
Worth 28	537	372	160	3	0	0	2
Worth 29	411	340	68	1	0	0	2
Worth 30	824	461	351	7	1	0	4
Worth 31	893	589	289	4	0	0	11
Worth 32	511	291	208	4	0	1	7
Worth 33	748	391	347	5	0	0	5
Worth 34	703	465	222	7	0	0	9
Worth 35	866	453	400	4	2	1	6
Worth 36	814	523	281	4	0	1	5
Worth 37	508	415	84	4	1	0	4
Worth 38	740	555	171	7	0	0	7
Worth 39	695	389	293	3	0	1	9
Worth 40	779	517	252	7	0	1	2
Worth 41	408	218	181	1	2	2	4
Worth 42	655	364	277	4	0	2	8
Worth 43	381	360	18	1	0	1	1
Worth 44	530	279	248	1	0	1	1
Worth 45	621	345	263	1	1	0	11
Worth 46	918	473	418	9	2	6	10
Worth 47	441	243	193	2	0	0	3
Worth 48	545	303	235	2	3	0	2
Worth 49	470	247	217	3	1	1	1
Worth 50	731	377	348	2	0	1	3
Worth 51	529	213	307	3	0	1	5
Worth 52	470	251	206	4	1	1	7
Worth 53	779	406	363	6	0	0	4
Worth 54	768	475	278	2	0	1	12
Worth 55	430	273	149	2	1	1	4
Worth 56	733	357	371	3	0	0	2
Worth 57	839	511	310	5	1	0	12
Worth 58	798	465	317	3	2	2	9
Worth 59	881	733	139	2	0	1	6
Worth 60	447	225	219	0	0	3	0
Worth 61	630	303	319	2	1	0	5
Worth 62	436	211	220	1	0	1	3
Worth 63	704	461	235	4	1	1	2
Worth 64	1032	451	559	13	0	5	4
Worth 65	1077	461	599	7	0	1	9
Worth 66	626	290	331	3	0	0	2
Worth 67	515	237	271	3	1	0	3
Worth 68	557	443	107	2	2	1	2
Worth 69	843	602	225	7	0	2	7
Worth 70	888	491	382	7	2	1	5
Worth 71	604	298	290	6	1	1	8
Worth 72	806	517	270	5	2	0	12
Worth 73	478	294	174	4	1	1	4
Worth 74	317	171	142	1	1	0	2
Worth 75	949	531	395	14	1	0	8
Worth 76	377	239	132	1	1	0	4
Worth 77	766	423	334	3	1	0	5
Worth 78	934	511	403	7	2	3	8
Worth 79	491	193	293	4	0	0	1
Worth 80	798	626	162	5	0	0	5
Worth 81	552	229	315	2	1	1	4
Worth 82	707	346	352	3	0	1	5
Worth 83	343	228	109	0	3	1	2
Worth 84	789	406	369	6	0	2	6
Worth 85	744	415	318	2	0	2	7
Worth 86	752	391	351	5	0	2	3
Worth 87	634	349	274	4	1	0	6
Worth 88	450	269	176	2	2	0	1
Worth 89	949	408	534	4	0	0	3
Worth 90	862	501	346	7	0	2	6
Worth 91	387	223	157	3	0	0	4
Worth 92	777	449	321	2	0	0	5
Worth 93	407	231	170	3	2	1	0
Worth 94	864	466	381	4	2	1	10
Worth 95	799	376	402	4	2	4	11
Worth 96	882	628	239	9	2	1	3
Worth 97	597	467	119	2	1	1	7
Worth 98	825	450	366	2	1	2	4
Worth 99	478	253	214	4	2	1	4
Worth 100	802	422	374	2	0	0	4
