Precinct	total_votes	votes|Joseph R. Biden & Kamala D. Harris	votes|Donald J. Trump & Michael R. Pence	votes|Howie Hawkins & Angela Walker	votes|Gloria La Riva & Leonard Peltier	votes|Brian Carroll & Amar Patel	votes|Jo Jorgensen & Jeremy ''Spike'' Cohen
Lyons 60	1013	857	138	13	2	0	3
Lyons 61	754	428	316	5	0	0	5
Lyons 62	352	139	209	2	0	2	0
Lyons 63	1094	507	571	3	4	1	8
Lyons 64	690	405	273	6	1	0	5
Lyons 65	966	458	492	2	1	1	12
Lyons 66	457	286	162	3	2	3	1
Lyons 67	779	511	253	7	1	2	5
Lyons 68	595	374	212	3	3	0	3
Lyons 69	1016	576	421	4	0	2	13
Lyons 70	468	435	30	2	0	0	1
Lyons 71	366	236	127	0	0	0	3
Lyons 72	982	629	327	4	1	1	20
Lyons 73	716	436	267	5	1	2	5
Lyons 74	412	209	192	5	1	1	4
Lyons 75	547	271	267	5	0	1	3
Lyons 76	588	294	287	2	1	1	3
Lyons 77	629	279	341	3	3	2	1
Lyons 78	522	234	284	3	0	0	1
Maine 1	662	379	277	3	2	0	1
Maine 2	673	401	265	3	1	1	2
Maine 3	316	191	120	2	1	0	2
Maine 4	757	470	272	1	0	2	12
Maine 5	1105	639	457	4	3	2	0
Maine 6	1030	623	385	9	0	1	12
Maine 7	557	318	229	1	2	2	5
Maine 8	863	481	370	5	0	0	7
Maine 9	1258	806	428	6	3	4	11
Maine 10	524	351	165	2	1	0	5
Maine 11	540	321	215	1	0	1	2
Maine 12	505	307	189	6	0	0	3
Maine 13	802	469	316	5	3	1	8
Maine 14	902	553	324	6	1	1	17
Maine 15	458	259	195	3	0	0	1
Maine 16	541	324	203	4	1	1	8
Maine 17	773	447	316	6	0	0	4
Maine 18	633	378	242	5	1	2	5
Maine 19	526	308	212	3	0	1	2
Maine 20	473	304	163	1	1	1	3
Maine 21	944	584	347	7	0	1	5
Maine 22	914	575	323	2	0	0	14
Maine 23	721	427	286	2	1	0	5
Maine 24	1026	615	400	3	0	1	7
Maine 25	816	533	265	4	0	1	13
Maine 26	758	500	252	3	0	1	2
Maine 27	495	305	182	2	0	0	6
Maine 28	433	289	142	0	0	0	2
Maine 29	1158	617	500	10	3	2	26
Maine 30	1699	1048	617	8	0	2	24
Maine 31	815	456	349	2	1	1	6
Maine 32	510	227	277	1	0	0	5
Maine 33	674	443	229	0	0	0	2
Maine 34	934	591	330	4	1	0	8
Maine 35	847	582	255	4	0	1	5
Maine 36	712	378	324	3	1	1	5
Maine 37	799	403	381	2	0	2	11
Maine 38	595	322	266	3	0	0	4
Maine 39	804	399	393	4	1	1	6
Maine 40	828	457	362	3	0	0	6
Maine 41	596	327	259	3	0	0	7
Maine 42	1032	645	369	5	0	1	12
Maine 43	644	318	313	4	0	1	8
Maine 44	541	333	194	3	0	3	8
Maine 45	368	224	141	3	0	0	0
Maine 46	920	453	456	6	1	1	3
Maine 47	808	492	301	3	4	2	6
Maine 48	847	511	316	5	1	1	13
Maine 49	723	428	280	6	1	0	8
Maine 50	712	397	299	2	0	3	11
Maine 51	930	504	419	3	0	1	3
Maine 52	650	445	199	1	1	1	3
Maine 53	701	437	252	7	1	0	4
Maine 54	731	468	254	0	0	1	8
Maine 55	709	349	351	4	0	0	5
Maine 56	1011	591	406	7	1	0	6
Maine 57	637	292	341	1	0	1	2
Maine 58	951	438	500	6	0	3	4
Maine 59	780	381	386	1	2	0	10
Maine 60	1359	723	614	4	0	1	17
Maine 61	470	266	194	1	1	2	6
Maine 62	451	235	214	1	0	1	0
Maine 63	590	351	236	0	0	0	3
Maine 64	622	288	330	4	0	0	0
Maine 65	539	283	243	4	2	1	6
Maine 66	374	208	160	1	1	0	4
Maine 67	1071	546	516	1	0	0	8
Maine 68	528	323	191	6	0	3	5
Maine 69	843	415	420	3	0	1	4
Maine 70	921	541	370	2	0	3	5
Maine 71	428	246	181	0	0	0	1
Maine 72	652	324	319	3	1	0	5
Maine 73	328	147	179	1	0	0	1
Maine 74	674	423	242	3	1	1	4
Maine 75	664	334	322	2	0	0	6
Maine 76	464	267	190	2	0	2	3
Maine 77	1180	685	479	8	0	2	6
Maine 78	761	467	291	1	0	1	1
Maine 79	707	495	207	1	1	0	3
Maine 80	652	339	300	5	0	1	7
Maine 81	608	302	302	1	0	0	3
Maine 82	710	407	289	5	0	2	7
Maine 83	550	278	265	1	0	2	4
Maine 84	500	251	246	1	0	1	1
Maine 85	430	242	181	4	0	2	1
Maine 86	589	382	201	2	0	0	4
Maine 87	463	284	173	5	0	0	1
Maine 88	466	214	242	1	1	2	6
Maine 89	570	308	255	3	1	1	2
Maine 90	523	234	286	0	1	0	2
Maine 91	1115	623	473	6	0	3	10
Maine 92	695	340	340	4	1	0	10
New Trier 1	1281	1039	223	3	1	1	14
New Trier 2	1311	1065	217	4	0	1	24
New Trier 3	811	638	163	4	0	0	6
New Trier 4	1051	834	201	2	0	0	14
New Trier 5	685	530	141	2	0	0	12
New Trier 6	587	466	114	0	1	0	6
New Trier 7	859	632	213	4	0	0	10
New Trier 8	733	484	236	2	2	0	9
New Trier 9	935	651	266	4	0	0	14
New Trier 10	818	564	241	1	0	0	12
New Trier 11	1134	776	333	8	0	0	17
New Trier 12	1002	683	291	4	0	1	23
New Trier 13	1241	843	376	8	1	2	11
New Trier 14	999	668	304	4	1	0	22
New Trier 15	1175	811	339	7	0	1	17
New Trier 16	1165	803	338	8	0	0	16
New Trier 17	808	632	166	2	2	1	5
New Trier 18	632	460	163	3	0	0	6
New Trier 19	633	340	279	2	0	1	11
New Trier 20	1242	797	429	3	0	2	11
New Trier 21	918	685	219	4	0	1	9
New Trier 22	818	535	263	3	0	0	17
New Trier 23	874	527	316	4	0	1	26
New Trier 24	1082	801	266	4	1	1	9
New Trier 25	743	552	174	4	0	0	13
New Trier 26	622	467	144	2	1	1	7
New Trier 27	853	693	147	3	0	0	10
New Trier 28	729	510	207	2	1	0	9
New Trier 29	789	571	200	5	0	2	11
New Trier 30	999	756	225	3	1	0	14
New Trier 31	850	656	178	4	0	0	12
New Trier 32	783	615	143	5	1	0	19
New Trier 33	957	779	156	2	1	0	19
New Trier 34	744	516	215	6	0	2	5
New Trier 35	477	332	138	1	0	1	5
New Trier 36	1136	898	210	3	0	1	24
New Trier 37	844	666	158	4	1	1	14
New Trier 38	882	716	147	7	0	1	11
New Trier 39	599	400	189	2	1	1	6
New Trier 40	500	339	150	1	0	0	10
New Trier 41	724	447	263	1	0	0	13
Niles 1	894	449	438	2	1	0	4
Niles 2	1023	601	409	6	4	0	3
Niles 3	1302	822	455	6	0	1	18
Niles 4	792	423	361	4	0	0	4
Niles 5	571	258	307	3	1	1	1
Niles 6	783	415	359	4	0	0	5
Niles 7	1298	906	379	6	0	0	7
Niles 8	381	284	94	1	0	0	2
Niles 9	560	299	256	2	0	1	2
Niles 10	953	597	343	4	1	1	7
Niles 11	436	293	138	0	1	0	4
Niles 12	654	454	195	3	1	0	1
Niles 13	1001	532	453	5	0	3	8
Niles 14	1028	732	284	2	0	0	10
Niles 15	984	650	315	7	2	1	9
Niles 16	1196	822	368	3	0	0	3
Niles 17	1013	736	269	1	0	1	6
Niles 18	514	388	116	2	2	0	6
Niles 19	856	533	307	3	0	1	12
Niles 20	770	501	259	1	2	2	5
Niles 21	1131	912	197	5	3	1	13
Niles 22	834	539	288	4	0	0	3
Niles 23	867	622	233	2	1	0	9
Niles 24	1061	684	362	8	1	2	4
Niles 25	512	347	156	3	0	0	6
Niles 26	1053	603	433	8	0	1	8
Niles 27	833	599	220	6	4	0	4
Niles 28	839	674	154	0	1	0	10
Niles 29	649	443	202	0	1	0	3
Niles 30	787	465	316	1	1	0	4
Niles 31	856	611	228	11	1	2	3
Niles 32	399	287	107	2	2	0	1
Niles 33	1051	780	260	4	0	3	4
Niles 34	873	551	307	8	2	0	5
Niles 35	933	630	288	3	3	2	7
Niles 36	559	435	118	2	1	2	1
Niles 37	846	596	246	1	1	0	2
Niles 38	1484	917	541	9	0	5	12
Niles 39	984	675	300	6	0	2	1
Niles 40	480	260	217	1	0	1	1
Niles 41	981	690	275	7	0	2	7
Niles 42	873	596	269	3	0	0	5
Niles 43	1156	610	528	7	1	3	7
Niles 44	977	707	266	1	1	0	2
Niles 45	619	462	149	5	0	2	1
Niles 46	1032	649	377	3	0	0	3
Niles 47	487	356	124	2	0	0	5
Niles 48	856	557	284	9	2	0	4
Niles 49	947	834	108	2	0	0	3
Niles 50	1015	622	379	4	2	2	6
Niles 51	556	329	222	5	0	0	0
Niles 52	712	443	265	1	1	0	2
Niles 53	1241	857	368	8	1	1	6
Niles 54	542	360	174	3	1	1	3
Niles 55	535	427	102	1	1	2	2
Niles 56	1119	671	433	4	1	2	8
Niles 57	1036	642	374	11	0	1	8
Niles 58	1008	674	318	8	0	1	7
Niles 59	1283	856	404	11	1	2	9
Niles 60	1177	785	379	5	0	3	5
Niles 61	1206	801	393	5	1	1	5
Niles 62	557	385	163	4	1	0	4
Niles 63	1009	744	238	4	1	7	15
Niles 64	1080	768	304	3	0	2	3
Northfield 1	1156	645	504	3	1	1	2
Northfield 2	800	585	204	2	0	0	9
Northfield 3	663	438	209	2	1	1	12
Northfield 4	830	492	324	5	0	1	8
Northfield 5	621	333	279	2	0	0	7
Northfield 6	899	518	360	4	2	0	15
Northfield 7	1128	775	333	1	0	0	19
Northfield 8	899	551	334	5	0	1	8
Northfield 9	612	404	194	5	2	0	7
Northfield 10	796	500	279	5	2	1	9
Northfield 11	513	336	171	2	1	0	3
Northfield 12	1374	879	471	4	0	3	17
Northfield 13	728	420	296	1	0	1	10
Northfield 14	738	516	214	1	0	1	6
Northfield 15	628	453	169	1	0	1	4
Northfield 16	956	655	285	1	0	0	15
Northfield 17	737	494	237	2	0	0	4
Northfield 18	1108	807	286	4	1	1	9
Northfield 19	914	618	285	4	1	0	6
Northfield 20	871	592	274	0	1	0	4
Northfield 21	1248	830	390	3	2	0	23
Northfield 22	901	637	257	1	0	1	5
Northfield 23	634	356	267	2	1	1	7
Northfield 24	797	530	248	8	0	0	11
Northfield 25	745	482	255	1	0	0	7
Northfield 26	699	497	189	1	0	1	11
Northfield 27	912	574	325	5	5	1	2
Northfield 28	1466	983	465	7	1	1	9
Northfield 29	704	477	213	2	1	1	10
Northfield 30	878	634	226	3	0	0	15
Northfield 31	1096	621	452	4	0	3	16
Northfield 32	1123	749	355	6	4	2	7
Northfield 33	619	318	291	3	0	0	7
Northfield 34	620	395	219	3	2	0	1
Northfield 35	917	525	369	6	0	1	16
Northfield 36	617	372	235	5	1	0	4
Northfield 37	951	599	336	7	1	0	8
Northfield 38	705	452	248	2	0	0	3
Northfield 39	503	294	200	1	1	1	6
Northfield 40	619	351	260	4	0	0	4
Northfield 41	745	513	225	0	0	0	7
Northfield 42	751	456	292	0	0	2	1
Northfield 43	899	634	260	1	0	0	4
Northfield 44	635	444	181	4	1	0	5
Northfield 45	1073	714	344	4	0	0	11
Northfield 46	1150	772	358	2	0	2	16
Northfield 47	1042	752	276	0	2	1	11
Northfield 48	818	483	316	5	1	2	11
Northfield 49	666	483	173	1	0	1	8
Northfield 50	1042	657	378	0	0	0	7
Northfield 51	2220	1416	773	5	1	1	24
Northfield 52	748	505	235	3	0	0	5
Northfield 53	832	572	250	4	0	1	5
Northfield 54	654	494	153	0	0	3	4
Northfield 55	718	575	134	2	0	0	7
Northfield 56	1069	636	422	2	1	0	8
Northfield 57	616	377	230	3	0	0	6
Northfield 58	477	260	210	1	2	0	4
Northfield 59	776	481	282	1	1	0	11
Northfield 60	999	727	261	5	0	0	6
Northfield 61	628	383	241	0	0	1	3
Northfield 62	910	606	299	2	0	1	2
Norwood Park 1	827	420	395	10	0	0	2
Norwood Park 2	777	383	378	8	1	0	7
Norwood Park 3	860	520	323	2	0	1	14
Norwood Park 4	986	414	560	1	4	0	7
Norwood Park 5	695	291	396	0	2	0	6
Norwood Park 6	1189	502	677	4	1	0	5
Norwood Park 7	706	272	422	8	0	1	3
Norwood Park 8	571	211	351	4	0	0	5
Norwood Park 9	539	214	322	0	0	0	3
Norwood Park 10	566	209	351	1	1	0	4
Norwood Park 11	1047	609	413	9	1	5	10
Norwood Park 12	615	297	309	2	4	0	3
Norwood Park 13	681	257	420	1	0	1	2
Norwood Park 14	625	379	234	3	0	4	5
Norwood Park 15	677	317	353	3	1	2	1
Norwood Park 16	576	247	326	2	0	0	1
Norwood Park 17	802	367	425	3	0	4	3
Oak Park 1	643	603	29	4	1	1	5
Oak Park 2	1106	983	106	4	1	2	10
Oak Park 3	1140	1024	106	2	2	0	6
Oak Park 4	967	830	121	5	0	2	9
Oak Park 5	1021	900	110	4	1	2	4
Oak Park 6	1121	1011	83	5	4	2	16
Oak Park 7	650	585	55	0	1	0	9
Oak Park 8	835	779	44	5	1	0	6
Oak Park 9	542	498	29	4	2	3	6
Oak Park 10	865	797	56	3	3	1	5
Oak Park 11	774	693	72	4	1	2	2
Oak Park 12	484	417	52	4	1	3	7
Oak Park 13	840	776	44	5	2	4	9
Oak Park 14	960	850	96	1	2	2	9
Oak Park 15	1093	1007	64	10	0	3	9
Oak Park 16	1247	1100	123	5	2	3	14
Oak Park 17	1271	1125	117	10	1	1	17
Oak Park 18	800	680	108	1	2	0	9
Oak Park 19	1024	889	119	3	2	2	9
Oak Park 20	1371	1183	163	3	4	2	16
Oak Park 21	658	599	50	7	0	2	0
Oak Park 22	731	646	73	5	3	0	4
Oak Park 23	930	817	95	2	2	4	10
Oak Park 24	654	566	66	3	0	3	16
Oak Park 25	869	760	90	5	2	6	6
Oak Park 26	766	716	41	2	2	0	5
Oak Park 27	274	253	19	0	1	0	1
Oak Park 28	1199	1057	117	14	1	2	8
Oak Park 29	811	702	91	5	0	1	12
Oak Park 30	986	913	64	2	1	1	5
Oak Park 31	1343	1224	101	6	0	4	8
Oak Park 32	582	531	43	3	0	2	3
Oak Park 33	765	685	72	4	1	1	2
Oak Park 34	725	642	71	5	1	0	6
Oak Park 35	1125	994	105	9	2	3	12
Oak Park 36	1051	934	106	2	2	1	6
Oak Park 37	498	439	44	8	1	4	2
Orland 1	1160	646	499	8	0	1	6
Orland 2	923	396	510	8	2	0	7
Orland 3	495	272	212	2	0	0	9
Orland 4	563	281	271	5	0	1	5
Orland 5	571	261	300	2	1	3	4
Orland 6	487	240	241	2	1	1	2
Orland 7	500	247	248	0	1	0	4
Orland 8	683	324	351	0	0	1	7
Orland 9	925	485	425	6	0	1	8
Orland 10	810	413	386	7	0	3	1
Orland 11	543	259	278	0	1	0	5
Orland 12	391	161	224	2	0	1	3
Orland 13	1046	568	465	4	0	2	7
Orland 14	776	369	397	0	1	3	6
Orland 15	1090	470	603	3	1	4	9
Orland 16	795	335	445	6	0	3	6
Orland 17	540	303	222	5	0	2	8
Orland 18	1038	497	529	3	2	2	5
Orland 19	538	273	258	0	0	1	6
Orland 20	456	186	263	3	1	0	3
Orland 21	932	416	498	12	0	0	6
Orland 22	702	351	338	3	2	1	7
Orland 23	601	309	281	2	0	1	8
Orland 24	746	327	410	1	0	2	6
Orland 25	1147	551	584	3	0	1	8
Orland 26	651	330	311	4	1	2	3
Orland 27	533	290	232	5	0	1	5
Orland 28	555	240	304	3	0	1	7
Orland 29	1293	612	675	2	0	0	4
Orland 30	506	233	271	0	0	0	2
Orland 31	614	293	308	4	1	2	6
Orland 32	503	230	265	3	1	0	4
Orland 33	594	288	302	1	0	0	3
Orland 34	842	397	429	3	1	1	11
Orland 35	793	371	405	8	0	5	4
Orland 36	964	503	447	3	0	0	11
Orland 37	803	389	406	3	1	1	3
Orland 38	458	226	226	2	1	1	2
Orland 39	597	297	295	1	0	2	2
Orland 40	888	420	458	4	2	0	4
Orland 41	690	320	359	5	0	1	5
Orland 42	860	417	429	4	0	0	10
Orland 43	667	346	314	1	1	0	5
Orland 44	656	291	356	0	2	3	4
Orland 45	689	322	359	6	0	0	2
Orland 46	561	272	273	4	1	3	8
Orland 47	1116	494	615	2	0	0	5
Orland 48	726	355	358	4	1	0	8
Orland 49	552	249	300	1	0	0	2
Orland 50	642	315	312	2	0	0	13
Orland 51	990	453	518	8	1	0	10
Orland 52	729	328	390	4	0	0	7
Orland 53	609	308	294	2	0	0	5
Orland 54	1124	512	602	3	0	0	7
Orland 55	575	279	288	1	1	0	6
Orland 56	656	258	391	0	1	1	5
Orland 57	768	344	415	4	1	2	2
Orland 58	771	380	383	2	0	1	5
Orland 59	791	375	406	5	0	2	3
Orland 60	538	252	275	5	0	1	5
Orland 61	625	299	316	1	2	1	6
Orland 62	815	423	376	5	3	1	7
Orland 63	835	387	432	6	0	2	8
Orland 64	1089	425	648	5	0	1	10
Orland 65	739	318	416	3	0	0	2
Orland 66	680	357	312	6	0	2	3
Orland 67	482	249	225	3	0	0	5
Orland 68	618	296	316	1	1	1	3
Orland 69	459	293	158	4	1	0	3
Orland 70	1034	497	504	8	0	3	22
Orland 71	712	287	420	2	0	0	3
Orland 72	621	332	276	5	1	1	6
Orland 73	1023	558	454	4	0	0	7
Orland 74	479	234	237	3	1	0	4
Orland 75	951	377	554	11	1	1	7
Palatine 1	593	367	217	2	0	0	7
Palatine 2	1047	634	391	5	0	2	15
Palatine 3	636	277	341	4	1	1	12
Palatine 4	581	404	158	7	0	0	12
Palatine 5	1035	595	412	6	1	0	21
Palatine 6	905	580	305	4	1	1	14
Palatine 7	828	510	300	6	1	1	10
Palatine 8	891	566	303	4	0	0	18
Palatine 9	762	420	332	2	0	0	8
Palatine 10	995	494	476	4	0	4	17
Palatine 11	728	448	261	1	2	0	16
Palatine 12	753	370	371	1	2	2	7
Palatine 13	766	436	306	2	1	3	18
Palatine 14	791	478	299	6	0	0	8
Palatine 15	929	543	363	2	1	2	18
Palatine 16	730	474	244	4	2	0	6
Palatine 17	766	470	280	5	0	2	9
Palatine 18	568	350	205	5	0	0	8
Palatine 19	820	457	352	0	1	4	6
Palatine 20	774	541	208	7	3	1	14
Palatine 21	993	554	419	5	0	2	13
Palatine 22	734	460	255	3	1	4	11
Palatine 23	569	264	298	0	0	3	4
Palatine 24	1084	624	439	5	1	0	15
Palatine 25	648	396	245	0	0	3	4
Palatine 26	978	586	357	4	0	8	23
Palatine 27	633	389	227	7	0	4	6
Palatine 28	553	315	228	1	1	0	8
Palatine 29	1025	618	394	5	0	0	8
Palatine 30	651	394	242	3	0	0	12
Palatine 31	564	342	208	4	0	0	10
Palatine 32	755	447	292	1	1	3	11
Palatine 33	503	329	159	4	0	1	10
Palatine 34	982	534	423	4	1	2	18
Palatine 35	690	424	257	3	0	1	5
Palatine 36	743	480	246	4	3	3	7
Palatine 37	940	568	358	2	1	2	9
Palatine 38	773	418	347	0	0	1	7
Palatine 39	1151	658	477	3	1	3	9
Palatine 40	1251	730	487	9	0	2	23
Palatine 41	1117	709	387	6	0	4	11
Palatine 42	1015	626	372	6	0	1	10
Palatine 43	770	436	320	4	0	1	9
Palatine 44	1026	442	566	4	0	2	12
Palatine 45	616	366	242	1	0	4	3
Palatine 46	926	571	335	7	1	3	9
Palatine 47	882	498	380	1	1	1	1
Palatine 48	620	370	243	1	0	2	4
Palatine 49	603	292	297	5	2	2	5
Palatine 50	1187	672	488	9	1	0	17
Palatine 51	471	256	201	4	2	1	7
Palatine 52	813	437	367	1	1	0	7
Palatine 53	652	387	250	3	1	0	11
Palatine 54	970	605	337	10	2	1	15
Palatine 55	563	314	234	3	1	2	9
Palatine 56	969	602	346	3	0	5	13
Palatine 57	1053	671	352	12	0	2	16
Palatine 58	776	449	311	6	0	1	9
Palatine 59	1116	726	371	6	2	0	11
Palatine 60	821	572	236	3	0	1	9
Palatine 61	530	332	189	4	0	2	3
Palatine 62	782	546	221	3	0	0	12
Palatine 63	849	487	347	6	0	1	8
Palatine 64	852	520	310	7	2	1	12
Palatine 65	672	407	252	3	0	2	8
Palatine 66	1018	681	326	2	1	1	7
Palatine 67	687	297	375	6	1	0	8
Palatine 68	661	377	275	5	0	0	4
Palatine 69	782	496	271	3	0	2	10
Palos 1	477	192	275	1	0	0	9
Palos 2	562	230	324	2	0	0	6
Palos 3	614	284	321	5	0	0	4
Palos 4	571	265	299	1	0	0	6
Palos 5	554	254	292	0	0	1	7
Palos 6	418	219	192	4	2	0	1
Palos 7	834	418	402	8	0	2	4
Palos 8	350	139	202	3	0	0	6
Palos 9	583	236	339	2	1	1	4
Palos 10	893	362	515	5	0	0	11
Palos 11	767	302	457	2	0	1	5
Palos 12	740	376	351	5	1	1	6
Palos 13	780	316	446	3	1	0	14
Palos 14	485	230	248	2	0	2	3
Palos 15	658	294	359	3	0	0	2
Palos 16	987	447	525	6	0	3	6
Palos 17	977	443	516	8	2	1	7
Palos 18	819	398	410	6	0	0	5
Palos 19	926	436	476	5	2	1	6
Palos 20	897	416	464	8	0	0	9
Palos 21	589	289	288	5	0	2	5
Palos 22	114	59	52	2	1	0	0
Palos 23	561	292	259	3	1	1	5
Palos 24	493	196	293	3	0	0	1
Palos 25	547	440	98	4	1	1	3
Palos 26	510	201	300	4	0	0	5
Palos 27	800	437	355	2	0	1	5
Palos 28	607	460	134	4	1	0	8
Palos 29	777	358	411	2	1	0	5
Palos 30	835	438	383	5	2	0	7
Palos 31	855	387	457	3	1	1	6
Palos 32	386	169	207	6	1	0	3
Palos 33	800	356	439	0	1	1	3
Palos 34	498	234	254	3	0	0	7
Palos 35	1009	443	550	6	1	3	6
Palos 36	896	418	465	8	0	1	4
Palos 37	881	390	480	4	1	0	6
Palos 38	786	323	455	2	0	0	6
Palos 39	929	430	486	8	0	0	5
Proviso 1	568	481	75	6	0	1	5
Proviso 2	577	483	90	4	0	0	0
Proviso 3	767	632	125	2	1	0	7
Proviso 4	673	641	29	2	0	1	0
Proviso 5	628	594	27	4	1	0	2
Proviso 6	566	331	227	4	0	0	4
Proviso 7	102	74	27	1	0	0	0
Proviso 8	483	389	85	2	1	1	5
Proviso 9	590	564	21	2	1	0	2
Proviso 10	588	491	84	4	4	1	4
Proviso 11	606	448	149	3	1	0	5
Proviso 12	772	506	257	3	2	2	2
Proviso 13	778	534	230	5	1	3	5
Proviso 14	493	341	144	2	3	0	3
Proviso 15	619	497	113	2	2	1	4
Proviso 16	691	548	132	4	2	3	2
Proviso 17	437	400	32	3	1	0	1
Proviso 18	864	802	48	6	4	1	3
Proviso 19	650	609	31	6	0	0	4
Proviso 20	521	500	16	2	3	0	0
Proviso 21	572	381	181	2	0	2	6
Proviso 22	506	479	24	1	0	0	2
Proviso 23	284	180	101	0	1	1	1
Proviso 24	1014	697	288	3	3	1	22
Proviso 25	890	595	277	6	0	3	9
Proviso 26	914	691	202	6	0	1	14
Proviso 27	839	564	254	6	1	3	11
Proviso 28	899	558	322	5	2	1	11
Proviso 29	965	680	256	14	1	1	13
Proviso 30	731	604	122	2	1	0	2
Proviso 31	399	374	18	2	0	1	4
Proviso 32	889	589	272	17	2	0	9
Proviso 33	727	692	29	4	1	1	0
Proviso 34	1026	955	65	3	0	2	1
Proviso 35	938	516	418	1	0	1	2
Proviso 36	648	606	32	7	1	0	2
Proviso 37	427	411	13	2	1	0	0
Proviso 38	623	572	44	1	1	3	2
Proviso 39	824	684	131	4	1	0	4
Proviso 40	595	569	21	3	0	0	2
Proviso 41	508	476	27	2	2	0	1
Proviso 42	405	385	18	1	0	0	1
Proviso 43	410	375	26	3	0	2	4
Proviso 44	465	433	29	2	1	0	0
Proviso 45	575	555	13	4	0	3	0
Proviso 46	225	145	80	0	0	0	0
Proviso 47	385	361	20	4	0	0	0
Proviso 48	794	715	70	3	2	1	3
Proviso 49	492	417	69	1	3	1	1
Proviso 50	1135	868	248	7	0	2	10
Proviso 51	828	570	240	8	1	3	6
Proviso 52	476	436	37	1	1	1	0
Proviso 53	658	628	25	2	1	1	1
Proviso 54	1220	796	397	9	2	5	11
Proviso 55	710	517	176	3	0	3	11
Proviso 56	479	455	21	2	0	1	0
Proviso 57	688	466	213	4	1	1	3
Proviso 58	431	400	26	0	2	1	2
Proviso 59	607	485	121	1	0	0	0
Proviso 60	476	393	77	4	1	1	0
Proviso 61	748	650	81	4	1	1	11
Proviso 62	851	719	122	4	0	1	5
Proviso 63	901	558	320	12	1	0	10
Proviso 64	647	607	34	2	2	1	1
Proviso 65	573	503	55	5	2	2	6
Proviso 66	943	776	146	7	1	2	11
Proviso 67	1018	843	149	9	0	3	14
Proviso 68	478	379	93	3	0	0	3
Proviso 69	496	464	22	4	3	1	2
Proviso 70	615	388	219	4	0	1	3
Proviso 71	1240	977	243	8	3	0	9
Proviso 72	610	503	94	6	1	0	6
Proviso 73	692	557	123	8	2	0	2
Proviso 74	753	624	116	6	1	0	6
Proviso 75	825	580	227	8	2	3	5
Proviso 76	880	715	149	2	1	4	9
Proviso 77	510	320	182	3	0	0	5
Proviso 78	290	196	89	1	2	1	1
Proviso 79	510	472	34	2	1	0	1
Proviso 80	514	388	116	3	3	1	3
Proviso 81	589	446	135	3	2	0	3
Proviso 82	925	870	48	4	0	1	2
Proviso 83	808	760	41	2	2	0	3
Proviso 84	603	314	282	0	0	0	7
Proviso 85	900	585	305	2	0	2	6
Proviso 86	585	560	18	4	2	1	0
Proviso 87	756	459	289	3	2	1	2
Proviso 88	369	309	55	2	1	0	2
Proviso 89	552	369	175	3	2	0	3
Proviso 90	1175	831	322	9	1	1	11
Proviso 91	590	448	134	1	4	2	1
Proviso 92	1027	698	311	11	0	1	6
Proviso 93	543	395	140	2	0	1	5
Proviso 94	547	519	19	6	1	0	2
Proviso 95	532	381	143	5	0	0	3
Proviso 96	477	334	139	3	0	0	1
Proviso 97	1059	664	379	4	1	3	8
Proviso 98	726	405	314	2	2	2	1
Proviso 99	649	599	43	7	0	0	0
Proviso 100	957	484	465	2	1	1	4
Proviso 101	695	457	231	2	1	0	4
Proviso 102	948	622	317	3	0	0	6
Rich 1	2349	2245	84	14	1	1	4
Rich 2	682	641	37	3	0	0	1
Rich 3	956	831	120	1	1	1	2
Rich 4	604	571	30	2	0	1	0
Rich 5	863	773	83	2	1	0	4
Rich 6	922	848	64	5	1	3	1
Rich 7	682	513	163	4	0	0	2
Rich 8	1171	1052	109	3	4	0	3
Rich 9	780	723	37	4	6	4	6
Rich 10	568	508	54	3	0	0	3
Rich 11	689	579	106	1	0	0	3
Rich 12	853	743	99	5	1	0	5
Rich 13	422	372	48	0	1	0	1
Rich 14	655	538	111	4	1	0	1
Rich 15	1111	1060	37	13	0	0	1
Rich 16	561	449	103	4	2	0	3
Rich 17	645	523	114	3	0	1	4
Rich 18	799	741	56	1	0	0	1
Rich 19	493	277	212	2	0	0	2
Rich 20	1192	689	490	4	1	0	8
Rich 21	872	768	97	2	0	2	3
Rich 22	723	613	96	5	0	0	9
Rich 23	1035	975	49	4	0	1	6
Rich 24	781	689	85	4	1	0	2
Rich 25	1063	953	99	5	2	0	4
Rich 26	857	742	104	3	1	2	5
Rich 27	834	753	73	3	2	0	3
Rich 28	562	534	23	2	0	2	1
Rich 29	775	589	167	9	3	1	6
Rich 30	947	895	42	5	0	3	2
Rich 31	637	493	126	3	0	1	14
Rich 32	943	857	81	2	0	1	2
Rich 33	617	468	140	6	0	0	3
Rich 34	651	609	35	3	1	0	3
Rich 35	548	485	60	2	0	1	0
Rich 36	1795	1666	116	3	0	2	8
Rich 37	549	530	14	2	0	1	2
Rich 38	706	649	53	0	1	0	3
Rich 39	780	708	64	4	0	1	3
Rich 40	691	645	43	2	1	0	0
Rich 41	483	434	41	5	1	0	2
Rich 42	663	631	28	3	1	0	0
Rich 43	784	743	34	5	0	0	2
Rich 44	555	529	26	0	0	0	0
Rich 45	917	825	83	7	0	1	1
Rich 46	997	958	35	2	1	0	1
Rich 47	1115	1034	74	3	1	1	2
Rich 48	708	679	22	3	2	0	2
