Precinct	total_votes	votes|Kim Foxx	votes|Patrick W. ''Pat'' O'Brien	votes|Brian Dennehy
Evanston Ward 3 Precinct 6	789	572	167	50
Evanston Ward 3 Precinct 7	694	520	140	34
Evanston Ward 4 Precinct 1	436	339	77	20
Evanston Ward 4 Precinct 2	704	525	130	49
Evanston Ward 4 Precinct 3	646	452	163	31
Evanston Ward 4 Precinct 4	1,094	802	243	49
Evanston Ward 4 Precinct 5	439	319	98	22
Evanston Ward 4 Precinct 6	972	680	241	51
Evanston Ward 5 Precinct 1	720	620	65	35
Evanston Ward 5 Precinct 2	975	774	161	40
Evanston Ward 5 Precinct 3	717	621	51	45
Evanston Ward 5 Precinct 4	467	411	32	24
Evanston Ward 6 Precinct 1	1,170	695	425	50
Evanston Ward 6 Precinct 2	606	395	179	32
Evanston Ward 6 Precinct 3	600	385	177	38
Evanston Ward 6 Precinct 4	813	556	215	42
Evanston Ward 6 Precinct 5	1,047	650	353	44
Evanston Ward 6 Precinct 6	592	317	248	27
Evanston Ward 6 Precinct 7	952	640	270	42
Evanston Ward 7 Precinct 1	1,150	774	306	70
Evanston Ward 7 Precinct 2	1,242	818	360	64
Evanston Ward 7 Precinct 3	131	116	12	3
Evanston Ward 7 Precinct 4	539	394	122	23
Evanston Ward 7 Precinct 5	1,032	639	354	39
Evanston Ward 7 Precinct 6	14	13	0	1
Evanston Ward 8 Precinct 1	901	728	136	37
Evanston Ward 8 Precinct 2	702	570	94	38
Evanston Ward 8 Precinct 3	611	493	84	34
Evanston Ward 8 Precinct 4	742	579	120	43
Evanston Ward 8 Precinct 5	984	755	172	57
Evanston Ward 9 Precinct 1	639	507	94	38
Evanston Ward 9 Precinct 2	703	537	119	47
Evanston Ward 9 Precinct 3	1,012	769	179	64
Evanston Ward 9 Precinct 4	865	648	169	48
Evanston Ward 9 Precinct 5	538	381	115	42
Evanston Ward 9 Precinct 6	714	524	147	43
Hanover 1	1,177	559	564	54
Hanover 2	844	324	469	51
Hanover 3	338	175	123	40
Hanover 4	845	402	383	60
Hanover 5	821	327	422	72
Hanover 6	628	291	290	47
Hanover 7	779	316	391	72
Hanover 8	706	270	387	49
Hanover 9	757	228	466	63
Hanover 10	428	206	185	37
Hanover 11	774	394	309	71
Hanover 12	561	310	193	58
Hanover 13	543	263	236	44
Hanover 14	1,007	438	489	80
Hanover 15	644	324	270	50
Hanover 16	1,056	361	612	83
Hanover 17	617	249	306	62
Hanover 18	749	347	318	84
Hanover 19	683	225	438	20
Hanover 20	1,329	526	705	98
Hanover 21	539	206	299	34
Hanover 22	709	295	352	62
Hanover 23	829	318	435	76
Hanover 24	772	436	260	76
Hanover 25	728	259	415	54
Hanover 26	1,143	414	662	67
Hanover 27	2,526	1,025	1,357	144
Hanover 28	1,065	407	571	87
Hanover 29	462	281	150	31
Hanover 30	761	353	347	61
Hanover 31	610	181	407	22
Hanover 32	635	332	252	51
Hanover 33	810	379	356	75
Hanover 34	899	432	396	71
Hanover 35	748	421	267	60
Hanover 36	629	262	309	58
Hanover 37	1,039	440	520	79
Hanover 38	901	318	521	62
Hanover 39	938	420	442	76
Hanover 40	903	341	470	92
Hanover 41	1,047	443	514	90
Hanover 42	840	275	504	61
Hanover 43	860	357	441	62
Hanover 44	914	295	541	78
Lemont 1	927	175	696	56
Lemont 2	624	113	484	27
Lemont 3	1,005	166	793	46
Lemont 4	850	126	686	38
Lemont 5	913	202	638	73
Lemont 6	931	174	715	42
Lemont 7	706	192	467	47
Lemont 8	978	235	663	80
Lemont 9	557	99	436	22
Lemont 10	662	151	455	56
Lemont 11	1,163	212	888	63
Lemont 12	1,334	236	1,023	75
Lemont 13	1,222	190	950	82
Lemont 14	874	101	730	43
Leyden 1	539	220	289	30
Leyden 2	411	137	233	41
Leyden 3	832	275	498	59
Leyden 4	643	300	296	47
Leyden 5	664	249	347	68
Leyden 6	884	350	448	86
Leyden 7	380	152	187	41
Leyden 8	831	299	464	68
Leyden 9	905	243	613	49
Leyden 10	947	334	539	74
Leyden 11	777	201	515	61
Leyden 12	784	66	703	15
Leyden 13	814	342	395	77
Leyden 14	604	230	336	38
Leyden 15	750	330	360	60
Leyden 16	819	333	402	84
Leyden 17	616	176	394	46
Leyden 18	483	162	278	43
Leyden 19	805	276	448	81
Leyden 20	371	118	221	32
Leyden 21	437	304	94	39
Leyden 22	518	114	373	31
Leyden 23	1,183	278	823	82
Leyden 24	746	389	294	63
Leyden 25	557	145	373	39
Leyden 26	1,112	317	712	83
Leyden 27	196	58	116	22
Leyden 28	407	157	207	43
Leyden 29	475	264	174	37
Leyden 30	927	259	597	71
Leyden 31	793	369	347	77
Leyden 32	863	302	495	66
Leyden 33	744	306	377	61
Leyden 34	637	233	357	47
Leyden 35	350	154	150	46
Leyden 36	699	243	391	65
Leyden 37	508	146	318	44
Leyden 38	311	77	204	30
Leyden 39	502	168	283	51
Leyden 40	651	272	302	77
Leyden 41	370	180	167	23
Leyden 42	776	137	592	47
Leyden 43	537	210	296	31
Leyden 44	670	204	409	57
Leyden 45	638	194	404	40
Leyden 46	669	242	363	64
Leyden 47	644	258	323	63
Leyden 48	742	357	321	64
Leyden 49	1,075	299	675	101
Leyden 50	985	337	574	74
Lyons 1	75	25	43	7
Lyons 2	571	226	274	71
Lyons 3	622	204	344	74
Lyons 4	1,045	435	511	99
Lyons 5	738	270	410	58
Lyons 6	505	175	277	53
Lyons 7	677	427	197	53
Lyons 8	403	138	230	35
Lyons 9	821	357	412	52
Lyons 10	624	223	347	54
Lyons 11	535	216	299	20
Lyons 12	513	100	385	28
Lyons 13	325	275	28	22
Lyons 14	922	283	608	31
Lyons 15	793	252	510	31
Lyons 16	1,312	452	765	95
Lyons 17	479	131	324	24
Lyons 18	627	225	372	30
Lyons 19	699	284	343	72
Lyons 20	1,219	298	856	65
Lyons 21	1,132	292	797	43
Lyons 22	471	209	220	42
Lyons 23	907	195	631	81
Lyons 24	606	127	456	23
Lyons 25	740	221	452	67
Lyons 26	485	138	320	27
Lyons 27	732	143	572	17
Lyons 28	1,031	227	741	63
Lyons 29	695	181	462	52
Lyons 30	106	24	74	8
Lyons 31	667	154	475	38
Lyons 32	300	81	198	21
Lyons 33	277	72	170	35
Lyons 34	329	96	207	26
Lyons 35	688	141	497	50
Lyons 36	804	157	617	30
Lyons 37	494	167	274	53
Lyons 38	396	183	182	31
Lyons 39	724	207	499	18
Lyons 40	621	165	417	39
Lyons 41	471	105	341	25
Lyons 42	704	145	515	44
Lyons 43	613	169	414	30
Lyons 44	1,131	218	871	42
Lyons 45	1,000	383	500	117
Lyons 46	645	124	464	57
Lyons 47	721	209	465	47
Lyons 48	652	206	396	50
Lyons 49	459	94	322	43
Lyons 50	823	294	472	57
Lyons 51	603	176	380	47
Lyons 52	815	211	537	67
Lyons 53	738	175	522	41
Lyons 54	387	119	241	27
Lyons 55	818	151	639	28
Lyons 56	952	435	410	107
Lyons 57	741	395	261	85
Lyons 58	651	189	393	69
Lyons 59	602	266	285	51
Lyons 60	970	692	197	81
Lyons 61	721	174	500	47
Lyons 62	347	49	278	20
Lyons 63	1,061	252	748	61
Lyons 64	662	222	361	79
Lyons 65	917	265	586	66
Lyons 66	446	180	232	34
Lyons 67	760	326	368	66
Lyons 68	569	242	273	54
Lyons 69	987	215	722	50
Lyons 70	457	400	29	28
Lyons 71	354	177	139	38
Lyons 72	954	245	662	47
Lyons 73	670	196	418	56
Lyons 74	395	142	209	44
Lyons 75	509	156	309	44
Lyons 76	561	162	342	57
Lyons 77	587	161	372	54
Lyons 78	494	110	348	36
Maine 1	605	268	304	33
Maine 2	636	269	325	42
Maine 3	299	128	141	30
Maine 4	712	255	409	48
Maine 5	1,024	452	502	70
Maine 6	953	337	526	90
Maine 7	497	171	286	40
Maine 8	816	251	518	47
Maine 9	1,181	440	637	104
Maine 10	501	215	244	42
Maine 11	511	166	302	43
Maine 12	481	164	274	43
Maine 13	758	267	423	68
Maine 14	848	310	463	75
Maine 15	418	157	239	22
Maine 16	526	194	284	48
Maine 17	736	287	388	61
Maine 18	591	213	314	64
Maine 19	501	160	299	42
Maine 20	450	136	282	32
Maine 21	899	246	608	45
Maine 22	877	232	584	61
Maine 23	671	280	349	42
Maine 24	997	277	670	50
Maine 25	791	234	505	52
Maine 26	705	285	370	50
Maine 27	488	146	304	38
Maine 28	394	208	159	27
Maine 29	1,122	266	778	78
Maine 30	1,647	426	1,128	93
Maine 31	750	273	437	40
Maine 32	484	117	337	30
Maine 33	597	328	230	39
Maine 34	881	308	501	72
Maine 35	804	346	386	72
Maine 36	694	158	500	36
Maine 37	772	162	560	50
Maine 38	559	186	337	36
Maine 39	760	192	508	60
Maine 40	763	257	462	44
Maine 41	572	182	346	44
Maine 42	996	281	658	57
Maine 43	618	118	471	29
Maine 44	522	160	328	34
Maine 45	339	168	143	28
Maine 46	864	255	547	62
Maine 47	768	274	403	91
Maine 48	781	258	446	77
Maine 49	679	226	393	60
Maine 50	679	192	444	43
Maine 51	865	349	467	49
Maine 52	592	236	312	44
Maine 53	659	277	317	65
Maine 54	709	188	470	51
Maine 55	667	162	456	49
Maine 56	937	356	510	71
Maine 57	561	232	301	28
Maine 58	890	192	644	54
Maine 59	739	167	521	51
Maine 60	1,296	328	889	79
Maine 61	434	144	245	45
Maine 62	412	130	255	27
Maine 63	554	199	315	40
Maine 64	586	165	386	35
Maine 65	507	130	339	38
Maine 66	359	110	227	22
Maine 67	1,021	225	748	48
Maine 68	505	195	271	39
Maine 69	771	249	467	55
Maine 70	853	384	407	62
Maine 71	383	131	226	26
Maine 72	628	151	443	34
Maine 73	296	104	177	15
Maine 74	640	261	337	42
Maine 75	634	150	447	37
Maine 76	433	151	254	28
Maine 77	1,123	369	676	78
Maine 78	684	332	304	48
Maine 79	654	349	256	49
Maine 80	607	148	411	48
Maine 81	559	220	307	32
Maine 82	675	207	418	50
Maine 83	519	130	359	30
Maine 84	466	166	265	35
Maine 85	415	118	277	20
Maine 86	535	257	232	46
Maine 87	445	136	281	28
Maine 88	451	75	356	20
Maine 89	517	205	278	34
Maine 90	479	147	311	21
Maine 91	1,053	303	668	82
Maine 92	611	215	345	51
New Trier 1	1,221	538	631	52
New Trier 2	1,239	568	606	65
New Trier 3	777	379	355	43
New Trier 4	1,005	421	537	47
New Trier 5	648	309	308	31
New Trier 6	559	238	291	30
New Trier 7	820	322	462	36
New Trier 8	694	223	440	31
New Trier 9	899	300	563	36
New Trier 10	789	267	488	34
New Trier 11	1,099	296	754	49
New Trier 12	959	304	607	48
New Trier 13	1,174	445	662	67
New Trier 14	968	319	612	37
New Trier 15	1,141	375	719	47
New Trier 16	1,108	346	721	41
New Trier 17	763	368	343	52
New Trier 18	608	228	355	25
New Trier 19	628	133	476	19
New Trier 20	1,178	372	738	68
New Trier 21	864	424	392	48
New Trier 22	800	214	548	38
New Trier 23	839	201	606	32
New Trier 24	1,021	482	466	73
New Trier 25	731	243	452	36
New Trier 26	595	284	282	29
New Trier 27	810	388	369	53
New Trier 28	686	287	366	33
New Trier 29	754	271	446	37
New Trier 30	961	334	582	45
New Trier 31	811	374	394	43
New Trier 32	757	345	386	26
New Trier 33	901	434	414	53
New Trier 34	676	290	340	46
New Trier 35	442	155	262	25
New Trier 36	1,097	529	516	52
New Trier 37	806	384	379	43
New Trier 38	838	391	398	49
New Trier 39	575	208	339	28
New Trier 40	487	145	323	19
New Trier 41	682	202	455	25
Niles 1	840	189	602	49
Niles 2	946	377	513	56
Niles 3	1,244	383	810	51
Niles 4	740	279	407	54
Niles 5	510	182	306	22
Niles 6	746	208	509	29
Niles 7	1,226	611	530	85
Niles 8	344	168	152	24
Niles 9	523	122	380	21
Niles 10	880	368	447	65
Niles 11	423	158	239	26
Niles 12	598	348	223	27
Niles 13	944	266	609	69
Niles 14	938	515	375	48
Niles 15	894	441	378	75
Niles 16	1,108	552	487	69
Niles 17	942	516	353	73
Niles 18	479	250	199	30
Niles 19	805	348	422	35
Niles 20	714	295	358	61
Niles 21	1,072	678	336	58
Niles 22	766	401	317	48
Niles 23	794	426	336	32
Niles 24	951	528	363	60
Niles 25	472	221	226	25
Niles 26	954	359	518	77
Niles 27	776	479	241	56
Niles 28	800	400	376	24
Niles 29	575	257	273	45
Niles 30	739	291	410	38
Niles 31	788	393	345	50
Niles 32	364	182	160	22
Niles 33	976	546	349	81
Niles 34	808	335	420	53
Niles 35	887	423	387	77
Niles 36	521	353	141	27
Niles 37	798	419	322	57
Niles 38	1,370	552	716	102
Niles 39	916	437	427	52
Niles 40	464	144	283	37
Niles 41	889	437	377	75
Niles 42	793	391	336	66
Niles 43	1,075	355	637	83
Niles 44	902	478	365	59
Niles 45	578	315	226	37
Niles 46	953	384	515	54
Niles 47	454	236	198	20
Niles 48	777	411	311	55
Niles 49	920	566	298	56
Niles 50	945	369	502	74
Niles 51	501	205	273	23
Niles 52	644	269	333	42
Niles 53	1,139	492	565	82
Niles 54	505	203	272	30
Niles 55	508	279	197	32
Niles 56	1,033	368	607	58
Niles 57	961	355	509	97
Niles 58	923	408	440	75
Niles 59	1,192	450	643	99
Niles 60	1,065	517	489	59
Niles 61	1,109	526	510	73
Niles 62	510	269	213	28
Niles 63	940	481	384	75
Niles 64	1,003	490	447	66
Northfield 1	1,046	444	546	56
Northfield 2	775	297	437	41
Northfield 3	612	248	322	42
Northfield 4	776	255	476	45
Northfield 5	578	180	352	46
Northfield 6	879	206	642	31
Northfield 7	1,045	375	626	44
Northfield 8	868	259	571	38
Northfield 9	594	183	389	22
Northfield 10	744	264	439	41
Northfield 11	493	180	294	19
Northfield 12	1,340	413	854	73
Northfield 13	706	202	465	39
Northfield 14	692	262	392	38
Northfield 15	615	247	326	42
Northfield 16	904	321	540	43
Northfield 17	685	254	396	35
Northfield 18	1,052	411	581	60
Northfield 19	881	287	546	48
Northfield 20	817	292	483	42
Northfield 21	1,205	387	751	67
Northfield 22	826	318	478	30
Northfield 23	629	144	463	22
Northfield 24	760	256	469	35
Northfield 25	708	237	439	32
Northfield 26	661	269	354	38
Northfield 27	824	380	393	51
Northfield 28	1,378	545	736	97
Northfield 29	678	254	389	35
Northfield 30	854	279	553	22
Northfield 31	1,046	280	720	46
Northfield 32	1,077	406	593	78
Northfield 33	575	220	324	31
Northfield 34	572	165	392	15
Northfield 35	872	229	605	38
Northfield 36	586	206	350	30
Northfield 37	917	265	593	59
Northfield 38	683	227	421	35
Northfield 39	472	162	261	49
Northfield 40	573	199	339	35
Northfield 41	710	258	419	33
Northfield 42	714	215	469	30
Northfield 43	852	365	448	39
Northfield 44	596	199	365	32
Northfield 45	1,016	355	604	57
Northfield 46	1,094	413	620	61
Northfield 47	973	399	533	41
Northfield 48	797	235	530	32
Northfield 49	635	243	350	42
Northfield 50	970	338	579	53
Northfield 51	2,123	730	1,303	90
Northfield 52	715	233	453	29
Northfield 53	779	268	486	25
Northfield 54	617	259	324	34
Northfield 55	661	309	309	43
Northfield 56	1,032	320	661	51
Northfield 57	595	186	368	41
Northfield 58	452	137	286	29
Northfield 59	728	289	395	44
Northfield 60	945	337	564	44
Northfield 61	602	153	432	17
Northfield 62	884	310	542	32
Norwood Park 1	794	229	508	57
Norwood Park 2	745	180	487	78
Norwood Park 3	830	236	522	72
Norwood Park 4	936	214	669	53
Norwood Park 5	665	134	482	49
Norwood Park 6	1,109	226	823	60
Norwood Park 7	678	133	506	39
Norwood Park 8	535	94	412	29
Norwood Park 9	515	81	400	34
Norwood Park 10	545	76	430	39
Norwood Park 11	1,027	274	693	60
Norwood Park 12	583	151	384	48
Norwood Park 13	634	107	506	21
Norwood Park 14	605	145	399	61
Norwood Park 15	632	164	421	47
Norwood Park 16	552	116	403	33
Norwood Park 17	752	180	520	52
Oak Park 1	627	485	94	48
Oak Park 2	1,051	633	359	59
Oak Park 3	1,089	728	265	96
Oak Park 4	933	526	345	62
Oak Park 5	976	605	324	47
Oak Park 6	1,093	763	239	91
Oak Park 7	626	399	183	44
Oak Park 8	816	654	111	51
Oak Park 9	523	392	102	29
Oak Park 10	838	621	176	41
Oak Park 11	756	552	165	39
Oak Park 12	470	321	118	31
Oak Park 13	825	625	124	76
Oak Park 14	919	549	325	45
Oak Park 15	1,049	821	156	72
Oak Park 16	1,186	759	350	77
Oak Park 17	1,216	813	325	78
Oak Park 18	770	454	265	51
Oak Park 19	976	610	288	78
Oak Park 20	1,298	803	403	92
Oak Park 21	641	473	112	56
Oak Park 22	702	493	163	46
Oak Park 23	896	593	252	51
Oak Park 24	637	394	206	37
Oak Park 25	848	599	183	66
Oak Park 26	736	537	152	47
Oak Park 27	267	173	75	19
Oak Park 28	1,159	795	297	67
Oak Park 29	773	477	239	57
Oak Park 30	940	729	153	58
Oak Park 31	1,294	906	292	96
Oak Park 32	564	426	98	40
Oak Park 33	749	582	121	46
Oak Park 34	707	466	186	55
Oak Park 35	1,082	735	276	71
Oak Park 36	1,009	658	270	81
Oak Park 37	475	330	117	28
Orland 1	1,125	384	669	72
Orland 2	885	160	687	38
Orland 3	471	189	253	29
Orland 4	543	124	373	46
Orland 5	548	107	400	41
Orland 6	467	101	324	42
Orland 7	480	122	327	31
Orland 8	650	170	442	38
Orland 9	882	259	568	55
Orland 10	775	186	543	46
Orland 11	522	132	360	30
Orland 12	387	92	265	30
Orland 13	994	272	647	75
Orland 14	747	168	517	62
Orland 15	1,044	223	772	49
Orland 16	763	176	541	46
Orland 17	519	176	304	39
Orland 18	1,011	225	734	52
Orland 19	515	130	355	30
Orland 20	443	101	310	32
Orland 21	893	151	696	46
Orland 22	680	152	474	54
Orland 23	570	115	417	38
Orland 24	706	153	510	43
Orland 25	1,098	262	768	68
Orland 26	627	165	413	49
Orland 27	513	170	314	29
Orland 28	537	102	411	24
Orland 29	1,237	312	861	64
Orland 30	479	113	350	16
Orland 31	590	151	406	33
Orland 32	482	113	347	22
Orland 33	578	130	424	24
Orland 34	812	187	561	64
Orland 35	769	162	551	56
Orland 36	924	276	563	85
Orland 37	763	147	583	33
Orland 38	434	125	266	43
Orland 39	587	136	409	42
Orland 40	854	222	592	40
Orland 41	668	123	499	46
Orland 42	827	178	602	47
Orland 43	641	144	448	49
Orland 44	636	142	464	30
Orland 45	663	118	499	46
Orland 46	547	137	365	45
Orland 47	1,061	239	769	53
Orland 48	702	176	488	38
Orland 49	526	110	390	26
Orland 50	611	164	394	53
Orland 51	955	177	729	49
Orland 52	707	124	541	42
Orland 53	586	133	419	34
Orland 54	1,081	216	820	45
Orland 55	551	121	406	24
Orland 56	637	88	532	17
Orland 57	740	132	569	39
Orland 58	747	173	534	40
Orland 59	751	170	538	43
Orland 60	515	90	401	24
Orland 61	610	142	432	36
Orland 62	775	174	560	41
Orland 63	804	162	600	42
Orland 64	1,041	158	834	49
Orland 65	702	136	537	29
Orland 66	658	185	445	28
Orland 67	455	112	318	25
Orland 68	587	131	411	45
Orland 69	447	213	204	30
Orland 70	999	254	656	89
Orland 71	681	73	581	27
Orland 72	583	154	386	43
Orland 73	983	267	639	77
Orland 74	467	111	322	34
Orland 75	902	177	684	41
Palatine 1	574	208	323	43
Palatine 2	1,000	349	593	58
Palatine 3	625	144	460	21
Palatine 4	540	290	199	51
Palatine 5	975	278	603	94
Palatine 6	866	306	493	67
Palatine 7	792	259	470	63
Palatine 8	851	331	458	62
Palatine 9	724	208	486	30
Palatine 10	982	238	702	42
Palatine 11	686	264	358	64
Palatine 12	738	181	534	23
Palatine 13	736	251	422	63
Palatine 14	741	255	433	53
Palatine 15	887	325	502	60
Palatine 16	672	346	260	66
Palatine 17	728	270	409	49
Palatine 18	541	202	296	43
Palatine 19	791	212	538	41
Palatine 20	730	400	271	59
Palatine 21	938	303	548	87
Palatine 22	706	212	434	60
Palatine 23	560	99	441	20
Palatine 24	1,018	310	598	110
Palatine 25	617	205	364	48
Palatine 26	923	283	575	65
Palatine 27	580	232	320	28
Palatine 28	522	155	336	31
Palatine 29	976	374	554	48
Palatine 30	616	237	330	49
Palatine 31	546	170	356	20
Palatine 32	721	231	444	46
Palatine 33	473	230	206	37
Palatine 34	950	286	620	44
Palatine 35	655	209	410	36
Palatine 36	705	288	376	41
Palatine 37	887	348	497	42
Palatine 38	740	190	517	33
Palatine 39	1,083	335	675	73
Palatine 40	1,201	402	740	59
Palatine 41	1,059	397	603	59
Palatine 42	976	325	584	67
Palatine 43	741	243	467	31
Palatine 44	1,012	230	746	36
Palatine 45	588	159	396	33
Palatine 46	890	301	542	47
Palatine 47	814	239	497	78
Palatine 48	591	169	395	27
Palatine 49	594	156	420	18
Palatine 50	1,140	356	731	53
Palatine 51	441	123	272	46
Palatine 52	777	229	522	26
Palatine 53	627	202	384	41
Palatine 54	929	286	581	62
Palatine 55	544	169	343	32
Palatine 56	927	353	514	60
Palatine 57	999	397	531	71
Palatine 58	730	299	376	55
Palatine 59	1,070	434	575	61
Palatine 60	787	422	301	64
Palatine 61	504	258	202	44
Palatine 62	717	391	265	61
Palatine 63	819	272	490	57
Palatine 64	815	332	433	50
Palatine 65	654	208	415	31
Palatine 66	954	491	399	64
Palatine 67	685	159	501	25
Palatine 68	638	207	409	22
Palatine 69	748	288	397	63
Palos 1	463	76	362	25
Palos 2	539	100	416	23
Palos 3	586	103	435	48
Palos 4	542	141	360	41
Palos 5	525	137	349	39
Palos 6	399	140	225	34
Palos 7	783	235	486	62
Palos 8	339	78	228	33
Palos 9	576	98	452	26
Palos 10	864	163	659	42
Palos 11	748	120	592	36
Palos 12	695	227	399	69
Palos 13	752	159	542	51
Palos 14	451	118	290	43
Palos 15	645	119	498	28
Palos 16	953	184	722	47
Palos 17	927	262	606	59
Palos 18	773	223	492	58
Palos 19	886	222	597	67
Palos 20	838	241	544	53
Palos 21	550	148	350	52
Palos 22	110	33	64	13
Palos 23	540	198	302	40
Palos 24	483	87	369	27
Palos 25	538	389	115	34
Palos 26	470	113	313	44
Palos 27	761	258	459	44
Palos 28	583	380	161	42
Palos 29	756	149	566	41
Palos 30	780	164	566	50
Palos 31	808	207	548	53
Palos 32	356	100	234	22
Palos 33	770	112	628	30
Palos 34	473	110	330	33
Palos 35	971	218	682	71
Palos 36	847	231	540	76
Palos 37	846	158	633	55
Palos 38	742	175	528	39
Palos 39	896	198	652	46
Proviso 1	559	410	122	27
Proviso 2	557	411	116	30
Proviso 3	744	528	167	49
Proviso 4	656	580	50	26
Proviso 5	604	541	37	26
Proviso 6	544	184	328	32
Proviso 7	92	36	43	13
Proviso 8	455	318	106	31
Proviso 9	581	515	44	22
Proviso 10	546	358	131	57
Proviso 11	580	326	209	45
Proviso 12	729	361	310	58
Proviso 13	738	395	266	77
Proviso 14	466	254	182	30
Proviso 15	596	398	151	47
Proviso 16	671	439	180	52
Proviso 17	424	377	32	15
Proviso 18	846	742	62	42
Proviso 19	638	581	32	25
Proviso 20	509	459	29	21
Proviso 21	548	189	317	42
Proviso 22	494	458	21	15
Proviso 23	270	77	174	19
Proviso 24	969	298	619	52
Proviso 25	855	302	490	63
Proviso 26	872	374	440	58
Proviso 27	807	308	405	94
Proviso 28	858	285	497	76
Proviso 29	936	393	463	80
Proviso 30	711	488	175	48
Proviso 31	384	349	23	12
Proviso 32	856	306	454	96
Proviso 33	704	627	43	34
Proviso 34	992	854	98	40
Proviso 35	896	253	598	45
Proviso 36	632	564	39	29
Proviso 37	420	380	27	13
Proviso 38	609	528	57	24
Proviso 39	801	573	171	57
Proviso 40	584	520	45	19
Proviso 41	501	445	30	26
Proviso 42	394	362	21	11
Proviso 43	395	349	21	25
Proviso 44	458	395	40	23
Proviso 45	561	503	29	29
Proviso 46	218	59	146	13
Proviso 47	365	321	29	15
Proviso 48	775	640	98	37
Proviso 49	468	342	97	29
Proviso 50	1,091	665	354	72
Proviso 51	782	346	353	83
Proviso 52	468	407	35	26
Proviso 53	637	572	38	27
Proviso 54	1,140	418	613	109
Proviso 55	680	237	408	35
Proviso 56	463	414	29	20
Proviso 57	672	326	290	56
Proviso 58	421	367	36	18
Proviso 59	591	378	175	38
Proviso 60	452	300	119	33
Proviso 61	716	505	153	58
Proviso 62	826	532	231	63
Proviso 63	873	281	514	78
Proviso 64	622	526	67	29
Proviso 65	553	400	104	49
Proviso 66	900	579	261	60
Proviso 67	986	620	277	89
Proviso 68	461	231	189	41
Proviso 69	478	419	39	20
Proviso 70	599	207	370	22
Proviso 71	1,204	778	355	71
Proviso 72	581	374	161	46
Proviso 73	668	420	186	62
Proviso 74	725	463	201	61
Proviso 75	794	304	415	75
Proviso 76	841	513	246	82
Proviso 77	483	182	262	39
Proviso 78	273	149	109	15
Proviso 79	502	431	48	23
Proviso 80	474	304	132	38
Proviso 81	560	325	200	35
Proviso 82	900	799	63	38
Proviso 83	780	688	62	30
Proviso 84	573	172	376	25
Proviso 85	864	361	437	66
Proviso 86	578	524	31	23
Proviso 87	716	300	370	46
Proviso 88	342	228	78	36
Proviso 89	534	201	288	45
Proviso 90	1,142	454	571	117
Proviso 91	572	377	159	36
Proviso 92	990	418	485	87
Proviso 93	521	326	167	28
Proviso 94	541	485	31	25
Proviso 95	511	288	200	23
Proviso 96	446	198	222	26
Proviso 97	1,015	308	620	87
Proviso 98	692	258	399	35
Proviso 99	642	552	55	35
Proviso 100	913	271	592	50
Proviso 101	656	291	316	49
Proviso 102	899	354	459	86
Rich 1	2,335	2,120	147	68
Rich 2	674	591	65	18
Rich 3	944	716	187	41
Rich 4	592	521	55	16
Rich 5	857	706	133	18
Rich 6	900	783	94	23
Rich 7	667	400	242	25
Rich 8	1,162	939	162	61
Rich 9	755	649	71	35
Rich 10	558	432	95	31
Rich 11	684	462	185	37
Rich 12	835	636	157	42
Rich 13	416	302	80	34
Rich 14	641	448	157	36
Rich 15	1,100	1,006	62	32
Rich 16	553	388	126	39
Rich 17	627	407	163	57
Rich 18	782	683	67	32
Rich 19	475	166	273	36
Rich 20	1,147	326	758	63
Rich 21	842	672	131	39
Rich 22	709	531	129	49
Rich 23	1,025	897	81	47
Rich 24	770	590	134	46
Rich 25	1,046	882	106	58
Rich 26	844	649	142	53
Rich 27	817	686	96	35
Rich 28	559	523	17	19
Rich 29	753	423	268	62
Rich 30	906	824	53	29
Rich 31	624	350	228	46
Rich 32	930	761	123	46
Rich 33	595	333	239	23
Rich 34	635	524	64	47
Rich 35	541	450	75	16
Rich 36	1,771	1,570	143	58
Rich 37	546	507	24	15
Rich 38	695	609	65	21
Rich 39	761	615	123	23
Rich 40	651	581	49	21
Rich 41	476	407	54	15
Rich 42	652	593	33	26
Rich 43	773	707	39	27
Rich 44	546	504	25	17
Rich 45	899	729	143	27
Rich 46	979	898	50	31
Rich 47	1,091	967	86	38
Rich 48	703	654	29	20
Rich 49	739	503	177	59
Rich 50	432	143	262	27
Rich 51	644	555	61	28
River Forest 1	1,143	425	644	74
River Forest 2	712	237	451	24
River Forest 3	771	374	352	45
River Forest 4	879	402	426	51
River Forest 5	616	271	310	35
River Forest 6	561	223	311	27
River Forest 7	805	376	390	39
River Forest 8	1,029	462	500	67
Riverside 1	877	264	529	84
Riverside 2	73	29	35	9
Riverside 3	501	193	257	51
Riverside 4	1,003	368	554	81
Riverside 5	515	229	235	51
Riverside 6	664	257	336	71
Riverside 7	573	180	337	56
Riverside 8	913	352	495	66
Riverside 9	647	212	402	33
Riverside 10	882	294	527	61
Riverside 11	950	329	528	93
Riverside 12	539	208	283	48
Riverside 13	908	308	511	89
Schaumburg 1	1,254	594	572	88
Schaumburg 2	1,165	599	443	123
Schaumburg 3	743	251	433	59
Schaumburg 4	448	245	171	32
Schaumburg 5	390	87	274	29
Schaumburg 6	670	265	350	55
Schaumburg 7	548	270	241	37
Schaumburg 8	589	240	300	49
Schaumburg 9	664	309	288	67
Schaumburg 10	489	210	240	39
Schaumburg 11	698	218	426	54
