Precinct	total_votes	votes|Deval Patrick	votes|Bernie Sanders	votes|Joseph R. Biden	votes|Michael R. Bloomberg	votes|Elizabeth Warren	votes|Pete Buttigieg	votes|Tom Steyer	votes|Andrew Yang	votes|Michael Bennet	votes|John K. Delaney	votes|Tulsi Gabbard	votes|Cory Booker
Niles 53	414	0	102	287	6	13	1	0	0	1	0	4	0
Niles 54	209	0	71	127	4	3	1	0	2	0	0	1	0
Niles 55	234	0	85	135	3	5	1	0	0	0	0	5	0
Niles 56	378	0	118	239	12	6	0	0	0	0	1	2	0
Niles 57	377	0	147	211	2	9	3	0	1	1	0	3	0
Niles 58	321	0	132	179	3	5	0	1	1	0	0	0	0
Niles 59	454	0	174	265	4	6	0	0	1	0	0	3	1
Niles 60	343	0	103	220	10	6	0	1	0	0	0	3	0
Niles 61	377	0	139	215	8	5	1	1	4	0	0	3	1
Niles 62	173	1	72	96	2	0	0	0	0	1	0	1	0
Niles 63	434	1	154	254	11	9	1	0	0	0	0	4	0
Niles 64	354	0	97	230	12	6	1	0	4	0	0	3	1
Northfield 1	244	0	99	138	2	3	0	0	1	0	0	1	0
Northfield 2	286	0	65	208	5	5	0	0	0	0	1	2	0
Northfield 3	151	0	42	104	3	1	0	0	0	0	0	1	0
Northfield 4	243	0	77	150	5	5	1	0	2	0	0	3	0
Northfield 5	167	0	48	108	4	3	1	1	0	0	0	2	0
Northfield 6	302	0	46	232	13	3	5	0	0	0	0	3	0
Northfield 7	387	0	63	307	9	6	1	0	1	0	0	0	0
Northfield 8	275	0	42	218	5	3	1	0	0	0	0	6	0
Northfield 9	184	0	26	143	4	3	1	0	0	0	0	7	0
Northfield 10	266	0	77	179	4	2	1	0	0	0	0	2	1
Northfield 11	158	0	34	118	4	0	0	0	0	0	0	1	1
Northfield 12	520	0	97	392	12	11	2	1	0	1	0	4	0
Northfield 13	216	0	46	166	2	1	0	0	1	0	0	0	0
Northfield 14	234	0	40	184	4	2	3	1	0	0	0	0	0
Northfield 15	253	0	55	186	6	4	1	0	0	0	0	1	0
Northfield 16	369	0	48	306	12	2	0	0	0	0	0	1	0
Northfield 17	262	0	41	212	5	1	2	0	0	0	0	1	0
Northfield 18	422	0	74	334	6	3	2	0	2	0	0	1	0
Northfield 19	331	0	69	239	4	6	6	0	4	0	0	3	0
Northfield 20	300	0	40	244	8	5	2	0	0	0	0	1	0
Northfield 21	498	0	118	356	15	4	3	0	1	0	0	1	0
Northfield 22	323	0	37	274	7	4	1	0	0	0	0	0	0
Northfield 23	166	0	31	128	6	0	0	0	0	0	0	1	0
Northfield 24	308	0	76	207	7	8	2	0	1	0	0	7	0
Northfield 25	247	0	60	175	5	2	2	0	1	0	0	1	1
Northfield 26	255	0	61	182	3	7	0	0	0	0	0	2	0
Northfield 27	172	0	64	107	0	0	1	0	0	0	0	0	0
Northfield 28	418	0	99	298	7	4	6	1	1	0	0	2	0
Northfield 29	241	0	50	183	2	1	3	0	0	0	0	2	0
Northfield 30	398	0	71	299	14	7	4	0	0	0	0	3	0
Northfield 31	341	0	93	241	2	2	0	0	0	0	0	2	1
Northfield 32	388	0	96	277	8	5	2	0	0	0	0	0	0
Northfield 33	120	0	55	60	2	1	0	0	1	0	0	1	0
Northfield 34	214	0	28	185	1	0	0	0	0	0	0	0	0
Northfield 35	292	0	56	217	6	8	3	0	0	0	0	2	0
Northfield 36	198	0	38	153	2	4	0	0	0	0	0	1	0
Northfield 37	295	0	72	217	1	2	1	1	0	0	0	1	0
Northfield 38	268	0	74	177	3	5	4	0	4	0	0	1	0
Northfield 39	165	0	50	109	2	1	0	0	1	0	0	2	0
Northfield 40	163	0	37	121	4	0	1	0	0	0	0	0	0
Northfield 41	281	0	42	228	3	2	1	0	1	0	0	3	1
Northfield 42	217	0	37	158	13	2	0	0	2	1	0	4	0
Northfield 43	296	0	47	238	6	3	0	0	0	0	0	2	0
Northfield 44	267	0	59	185	9	10	0	0	2	0	0	2	0
Northfield 45	381	0	66	303	4	4	3	0	0	0	0	1	0
Northfield 46	417	0	109	294	3	7	2	0	0	0	0	2	0
Northfield 47	393	0	54	324	9	3	1	0	1	0	0	1	0
Northfield 48	261	0	42	204	6	5	1	0	0	0	0	3	0
Northfield 49	231	0	29	189	8	2	1	0	0	0	0	2	0
Northfield 50	296	0	61	219	8	2	2	1	0	0	0	3	0
Northfield 51	686	0	119	531	21	5	5	0	4	0	0	1	0
Northfield 52	316	0	45	253	5	9	1	0	0	0	0	3	0
Northfield 53	318	0	43	259	11	1	2	0	0	0	0	1	1
Northfield 54	247	0	22	215	6	1	0	0	0	0	0	3	0
Northfield 55	246	0	39	199	7	0	0	0	1	0	0	0	0
Northfield 56	357	1	80	258	8	4	4	0	1	0	0	1	0
Northfield 57	192	0	44	141	3	2	0	1	0	0	0	1	0
Northfield 58	149	0	21	122	5	1	0	0	0	0	0	0	0
Northfield 59	191	0	44	143	0	4	0	0	0	0	0	0	0
Northfield 60	414	0	24	366	19	2	1	1	1	0	0	0	0
Northfield 61	181	0	25	150	3	0	1	0	0	0	0	2	0
Northfield 62	322	0	54	259	5	0	1	0	0	0	0	3	0
Norwood Park 1	207	0	99	102	2	2	0	0	0	0	0	2	0
Norwood Park 2	211	0	79	122	4	2	2	0	0	0	1	1	0
Norwood Park 3	250	0	89	156	1	0	0	1	0	0	1	2	0
Norwood Park 4	218	1	97	104	9	3	0	1	0	0	1	2	0
Norwood Park 5	166	0	66	95	1	1	0	0	3	0	0	0	0
Norwood Park 6	238	1	87	139	7	1	0	0	0	1	0	1	1
Norwood Park 7	138	1	53	77	5	1	0	0	0	0	0	1	0
Norwood Park 8	113	0	35	71	3	1	3	0	0	0	0	0	0
Norwood Park 9	123	0	44	67	6	1	1	0	1	0	0	2	1
Norwood Park 10	104	0	42	61	0	0	0	0	1	0	0	0	0
Norwood Park 11	314	0	90	204	6	3	6	0	1	0	0	4	0
Norwood Park 12	125	0	50	66	7	0	0	0	0	1	0	0	1
Norwood Park 13	141	0	44	88	6	1	0	0	0	0	0	2	0
Norwood Park 14	202	0	68	127	3	4	0	0	0	0	0	0	0
Norwood Park 15	138	0	58	67	6	1	2	0	3	0	0	1	0
Norwood Park 16	91	1	40	44	3	1	0	0	0	0	1	1	0
Norwood Park 17	182	0	71	99	5	0	0	0	2	1	2	2	0
Oak Park 1	376	0	120	242	5	9	0	0	0	0	0	0	0
Oak Park 2	618	0	131	460	8	12	4	0	0	0	1	2	0
Oak Park 3	652	0	234	390	4	17	1	0	2	0	0	4	0
Oak Park 4	516	0	134	359	4	10	4	0	2	0	0	2	1
Oak Park 5	576	1	162	390	3	11	4	1	0	0	0	4	0
Oak Park 6	541	0	200	313	4	18	2	0	0	1	0	2	1
Oak Park 7	368	0	106	249	1	7	0	0	1	0	0	4	0
Oak Park 8	509	0	179	298	5	23	1	0	0	0	0	3	0
Oak Park 9	329	0	130	187	1	8	0	0	0	0	0	3	0
Oak Park 10	504	1	159	327	4	11	0	0	1	0	0	1	0
Oak Park 11	442	0	149	267	2	18	2	0	1	0	0	3	0
Oak Park 12	260	0	104	145	1	7	1	0	1	0	0	1	0
Oak Park 13	466	0	215	236	1	12	1	0	0	0	0	1	0
Oak Park 14	549	0	124	407	2	8	3	0	1	0	0	4	0
Oak Park 15	595	0	229	332	8	21	1	0	1	1	0	2	0
Oak Park 16	703	0	260	414	1	21	2	0	1	0	0	3	1
Oak Park 17	719	0	275	415	5	18	2	0	2	0	0	2	0
Oak Park 18	429	0	144	269	2	11	0	0	2	0	0	1	0
Oak Park 19	511	0	187	296	3	17	1	1	1	0	0	4	1
Oak Park 20	648	0	188	441	1	11	0	0	2	0	0	5	0
Oak Park 21	363	0	154	196	2	9	1	0	0	0	0	0	1
Oak Park 22	365	0	157	198	1	7	0	0	0	0	0	2	0
Oak Park 23	460	0	127	314	4	11	1	1	0	0	1	0	1
Oak Park 24	369	0	91	262	0	8	1	0	2	0	0	5	0
Oak Park 25	485	1	208	254	1	17	0	0	3	0	0	1	0
Oak Park 26	457	0	153	290	3	6	1	0	1	0	0	3	0
Oak Park 27	147	0	54	88	1	4	0	0	0	0	0	0	0
Oak Park 28	577	0	229	323	3	16	1	0	1	0	0	3	1
Oak Park 29	503	0	196	285	2	15	3	0	1	0	0	1	0
Oak Park 30	500	1	188	287	2	17	3	0	1	0	0	1	0
Oak Park 31	729	0	260	433	4	25	1	0	0	0	0	6	0
Oak Park 32	317	0	130	176	0	8	0	0	0	0	1	2	0
Oak Park 33	410	1	179	213	3	11	1	0	1	1	0	0	0
Oak Park 34	387	0	141	222	3	15	2	0	1	0	0	3	0
Oak Park 35	628	0	191	409	4	17	0	0	1	0	0	6	0
Oak Park 36	576	0	173	372	3	23	1	0	0	0	0	3	1
Oak Park 37	279	0	108	161	2	8	0	0	0	0	0	0	0
Orland 1	320	0	115	189	6	3	2	0	2	0	0	2	1
Orland 2	252	0	79	160	4	1	2	1	0	0	0	3	2
Orland 3	114	0	49	62	1	1	1	0	0	0	0	0	0
Orland 4	157	0	45	104	1	2	2	0	1	0	0	2	0
Orland 5	136	1	58	69	2	4	2	0	0	0	0	0	0
Orland 6	121	0	56	60	1	1	1	0	1	0	0	1	0
Orland 7	110	0	43	64	1	0	1	0	0	0	0	1	0
Orland 8	177	0	88	78	4	0	0	0	1	1	0	4	1
Orland 9	221	1	65	142	5	3	3	0	0	0	0	2	0
Orland 10	208	2	68	130	4	2	1	0	0	0	0	1	0
Orland 11	149	0	60	82	3	1	0	0	0	0	0	2	1
Orland 12	96	0	39	52	2	0	0	0	0	0	0	3	0
Orland 13	300	0	100	185	5	2	1	0	1	2	0	4	0
Orland 14	195	0	54	134	0	3	1	0	1	0	1	1	0
Orland 15	252	0	98	135	8	1	1	0	3	0	0	5	1
Orland 16	197	0	85	98	3	2	3	0	0	0	0	6	0
Orland 17	126	0	44	76	2	0	2	0	1	1	0	0	0
Orland 18	286	0	93	177	5	4	2	1	1	0	0	3	0
Orland 19	130	0	53	65	1	6	2	0	0	0	1	2	0
Orland 20	95	0	53	37	1	0	1	0	1	0	0	2	0
Orland 21	245	0	86	149	4	1	0	1	0	0	1	3	0
Orland 22	235	0	81	140	4	1	3	0	1	0	1	3	1
Orland 23	182	0	46	128	1	3	1	0	1	0	1	1	0
Orland 24	177	0	82	89	1	2	0	0	0	0	1	2	0
Orland 25	309	0	108	189	5	3	1	0	0	0	0	3	0
Orland 26	169	0	70	83	4	4	0	0	0	0	0	8	0
Orland 27	141	0	52	83	1	2	1	0	0	0	0	1	1
Orland 28	116	0	40	70	2	1	3	0	0	0	0	0	0
Orland 29	299	0	135	152	3	2	3	0	1	0	0	3	0
Orland 30	110	0	39	64	3	0	2	0	0	0	0	2	0
Orland 31	138	0	57	73	3	2	0	1	0	0	0	2	0
Orland 32	132	0	55	71	3	0	2	0	0	0	0	1	0
Orland 33	157	0	51	95	5	2	1	0	1	0	0	2	0
Orland 34	203	0	77	110	6	4	0	0	2	0	1	2	1
Orland 35	221	0	61	146	2	2	0	0	0	0	0	10	0
Orland 36	289	0	124	157	1	1	1	0	1	0	0	4	0
Orland 37	192	0	47	134	2	5	2	0	0	0	0	2	0
Orland 38	97	0	51	45	0	0	1	0	0	0	0	0	0
Orland 39	170	0	59	101	4	1	0	0	1	0	0	4	0
Orland 40	212	0	89	111	3	1	3	0	2	0	0	2	1
Orland 41	175	0	75	92	3	0	3	1	0	0	0	1	0
Orland 42	226	0	67	150	1	1	3	0	0	0	1	3	0
Orland 43	202	0	59	132	3	3	3	0	0	0	0	2	0
Orland 44	157	0	38	98	4	5	2	1	1	2	0	5	1
Orland 45	195	0	63	118	4	1	2	1	2	0	0	4	0
Orland 46	132	0	45	79	2	0	1	0	3	0	1	1	0
Orland 47	248	0	72	165	5	1	0	1	0	1	0	3	0
Orland 48	187	0	81	102	0	0	1	0	0	1	0	2	0
Orland 49	156	1	70	76	3	0	0	0	0	2	0	4	0
Orland 50	159	0	68	81	2	4	0	0	2	0	0	2	0
Orland 51	278	0	106	145	5	2	6	0	1	0	0	12	1
Orland 52	179	0	51	122	1	0	1	0	0	2	0	2	0
Orland 53	207	1	69	125	1	3	2	0	1	0	0	5	0
Orland 54	302	0	104	179	6	0	2	0	2	0	0	8	1
Orland 55	164	0	56	98	5	2	0	0	0	0	0	3	0
Orland 56	149	0	37	99	3	1	1	0	0	0	0	8	0
Orland 57	201	0	69	125	3	0	1	0	0	0	0	3	0
Orland 58	215	2	65	135	7	2	0	0	0	0	0	4	0
Orland 59	222	1	82	129	1	3	0	1	0	0	0	4	1
Orland 60	154	0	38	108	4	0	0	0	1	0	0	3	0
Orland 61	184	0	65	105	7	2	0	0	0	0	0	4	1
Orland 62	254	0	122	124	5	0	1	0	0	0	0	2	0
Orland 63	246	0	81	153	4	1	0	0	1	0	0	5	1
Orland 64	272	0	96	162	4	5	1	0	0	1	0	2	1
Orland 65	195	0	71	111	1	0	0	1	0	0	0	11	0
Orland 66	196	0	52	138	3	1	1	0	0	1	0	0	0
Orland 67	156	1	58	83	5	1	3	1	1	0	0	3	0
Orland 68	154	0	57	90	3	0	0	0	0	1	0	3	0
Orland 69	128	0	53	69	1	2	0	2	0	0	0	1	0
Orland 70	281	0	116	150	4	3	2	0	1	0	0	5	0
Orland 71	147	0	22	112	3	6	3	0	0	0	0	1	0
Orland 72	180	0	77	97	1	0	2	0	0	0	0	2	1
Orland 73	266	0	76	180	5	3	1	0	0	0	1	0	0
Orland 74	129	0	43	79	3	2	0	0	1	0	1	0	0
Orland 75	214	0	82	126	0	2	1	0	0	0	1	2	0
Palatine 1	144	0	41	98	1	4	0	0	0	0	0	0	0
Palatine 2	312	0	95	209	2	3	1	0	0	0	0	2	0
Palatine 3	130	0	33	91	1	3	0	0	0	0	0	2	0
Palatine 4	130	0	69	56	1	2	1	1	0	0	0	0	0
Palatine 5	275	0	103	162	1	1	3	0	1	0	0	4	0
Palatine 6	260	0	88	162	3	3	2	0	0	0	0	2	0
Palatine 7	260	0	97	151	2	3	2	2	0	0	0	2	1
Palatine 8	280	0	122	141	4	9	2	0	0	0	0	2	0
Palatine 9	190	0	58	127	0	1	1	0	0	0	0	3	0
Palatine 10	285	0	61	215	1	3	1	0	1	0	0	3	0
Palatine 11	163	0	59	102	0	0	1	0	1	0	0	0	0
Palatine 12	181	0	32	141	7	0	0	0	0	0	1	0	0
Palatine 13	218	0	98	115	2	0	1	0	2	0	0	0	0
Palatine 14	219	0	75	141	0	2	1	0	0	0	0	0	0
Palatine 15	245	0	92	146	1	2	0	0	2	0	0	2	0
Palatine 16	141	0	95	40	0	3	0	0	2	0	0	1	0
Palatine 17	270	0	88	170	5	4	1	1	0	0	0	1	0
Palatine 18	199	0	80	113	2	3	0	0	0	0	0	1	0
Palatine 19	223	0	59	155	5	2	0	0	0	0	0	2	0
Palatine 20	198	0	102	91	0	2	1	1	1	0	0	0	0
Palatine 21	259	0	106	145	5	2	0	0	0	0	0	1	0
Palatine 22	208	0	73	130	1	2	0	0	0	0	0	2	0
Palatine 23	126	0	12	107	3	1	0	1	1	0	0	1	0
Palatine 24	260	0	102	148	0	4	2	1	0	0	0	3	0
Palatine 25	186	0	69	113	0	1	0	0	1	0	0	2	0
Palatine 26	308	0	125	176	0	6	1	0	0	0	0	0	0
Palatine 27	168	0	65	98	1	2	0	0	0	0	0	2	0
Palatine 28	154	0	58	90	3	1	0	0	0	0	0	1	1
Palatine 29	285	0	113	162	2	4	0	1	0	0	0	3	0
Palatine 30	183	0	72	107	1	1	1	0	0	0	0	1	0
Palatine 31	182	0	58	119	2	1	2	0	0	0	0	0	0
Palatine 32	193	0	54	132	1	3	1	0	1	0	0	1	0
Palatine 33	123	0	63	56	0	1	0	0	2	0	0	1	0
Palatine 34	261	0	85	171	0	2	1	0	0	0	1	1	0
Palatine 35	190	0	56	132	0	1	1	0	0	0	0	0	0
Palatine 36	193	0	67	118	2	3	0	0	0	0	0	3	0
Palatine 37	242	0	85	150	3	1	3	0	0	0	0	0	0
Palatine 38	173	0	51	119	1	1	0	0	0	0	0	1	0
Palatine 39	322	0	98	205	8	6	1	0	1	0	0	3	0
Palatine 40	306	0	107	194	2	1	2	0	0	0	0	0	0
Palatine 41	278	0	102	170	3	1	0	0	0	0	0	2	0
Palatine 42	297	0	89	192	7	3	2	0	1	0	0	3	0
Palatine 43	174	0	42	125	5	2	0	0	0	0	0	0	0
Palatine 44	197	0	50	133	6	2	1	1	0	0	0	4	0
Palatine 45	182	0	30	145	1	2	1	0	2	0	0	0	1
Palatine 46	289	0	95	185	0	6	0	1	2	0	0	0	0
Palatine 47	232	0	72	154	5	1	0	0	0	0	0	0	0
Palatine 48	215	1	55	150	2	3	1	1	1	0	0	1	0
Palatine 49	155	0	40	112	2	1	0	0	0	0	0	0	0
Palatine 50	330	0	99	220	7	0	1	1	0	0	0	2	0
Palatine 51	115	0	51	59	2	1	1	0	0	0	0	1	0
Palatine 52	187	0	49	129	1	1	2	0	0	0	0	5	0
Palatine 53	164	0	49	106	2	1	2	1	1	0	0	2	0
Palatine 54	345	1	100	237	3	3	0	0	0	0	0	1	0
Palatine 55	146	0	41	101	1	1	1	0	0	0	0	1	0
Palatine 56	239	0	90	144	1	2	1	0	1	0	0	0	0
Palatine 57	331	0	111	211	0	7	0	0	2	0	0	0	0
Palatine 58	187	0	79	100	2	4	1	0	0	0	0	1	0
Palatine 59	317	0	116	188	2	5	1	0	2	0	0	3	0
Palatine 60	224	0	85	129	1	4	0	0	1	0	0	4	0
Palatine 61	150	0	72	70	4	3	1	0	0	0	0	0	0
Palatine 62	180	0	80	89	3	1	2	0	0	0	0	3	2
Palatine 63	203	0	79	115	4	3	1	0	0	0	0	1	0
Palatine 64	203	0	74	122	2	2	0	0	0	0	0	3	0
Palatine 65	173	0	51	118	2	2	0	0	0	0	0	0	0
Palatine 66	287	0	153	123	5	2	1	1	0	2	0	0	0
Palatine 67	117	0	30	81	3	1	1	0	0	0	0	1	0
Palatine 68	143	0	39	96	1	1	0	0	4	0	0	1	1
Palatine 69	203	0	77	115	3	3	3	0	2	0	0	0	0
Palos 1	124	0	54	67	0	0	0	0	0	0	0	3	0
Palos 2	170	0	43	108	10	4	0	0	0	1	0	4	0
Palos 3	189	0	52	123	3	3	2	0	0	0	0	6	0
Palos 4	150	0	55	86	3	0	0	1	2	0	1	2	0
Palos 5	168	1	66	90	4	1	3	0	0	0	0	3	0
Palos 6	105	0	54	49	0	2	0	0	0	0	0	0	0
Palos 7	230	0	119	104	3	1	0	1	0	1	0	1	0
Palos 8	80	2	24	42	4	2	0	0	2	1	0	2	1
Palos 9	161	0	57	85	4	1	2	0	0	0	1	11	0
Palos 10	245	0	94	131	7	4	2	0	0	0	0	7	0
Palos 11	203	0	61	127	8	0	1	0	1	0	1	4	0
Palos 12	193	1	105	77	3	2	3	0	1	0	1	0	0
Palos 13	188	0	76	103	2	2	0	0	0	1	0	4	0
Palos 14	153	0	65	76	1	0	0	0	0	0	1	9	1
Palos 15	212	0	74	118	5	4	2	1	0	0	1	7	0
Palos 16	286	1	116	147	8	5	1	0	1	1	0	6	0
Palos 17	260	1	115	128	7	1	1	0	2	0	0	5	0
Palos 18	237	0	102	121	3	1	2	0	1	0	2	4	1
Palos 19	279	0	127	141	6	2	2	0	0	0	0	1	0
Palos 20	245	0	106	122	6	4	1	0	1	0	0	5	0
Palos 21	139	2	47	83	3	2	0	0	0	2	0	0	0
Palos 22	36	0	13	19	2	1	0	0	0	0	1	0	0
Palos 23	143	0	72	66	1	1	0	0	0	0	0	3	0
Palos 24	149	0	56	81	3	2	1	0	0	0	1	4	1
Palos 25	307	1	280	25	1	0	0	0	0	0	0	0	0
Palos 26	110	0	58	41	4	2	0	0	0	1	0	4	0
Palos 27	232	1	103	110	10	2	0	0	0	0	0	6	0
Palos 28	178	0	67	104	2	3	0	0	0	1	0	1	0
Palos 29	217	0	75	133	4	1	1	0	0	0	1	2	0
Palos 30	312	0	75	215	4	5	2	0	1	0	1	9	0
Palos 31	235	0	97	130	2	0	0	0	1	0	0	5	0
Palos 32	102	0	50	48	0	1	1	0	0	1	0	1	0
Palos 33	266	0	58	187	7	2	3	2	0	0	0	6	1
Palos 34	153	0	64	78	4	1	2	0	0	0	0	3	1
Palos 35	272	1	113	140	5	2	4	0	1	1	0	5	0
Palos 36	208	0	95	104	2	5	0	0	0	0	0	2	0
Palos 37	232	0	70	142	5	1	2	0	3	0	0	9	0
Palos 38	179	0	77	90	6	2	0	1	0	2	0	1	0
Palos 39	275	0	116	144	7	4	0	0	1	0	0	3	0
Proviso 1	237	1	87	140	2	2	1	0	0	0	0	3	1
Proviso 2	209	0	109	93	3	2	1	0	0	1	0	0	0
Proviso 3	316	0	91	218	3	2	0	0	0	0	0	0	2
Proviso 4	304	2	72	223	5	1	0	0	0	0	0	0	1
Proviso 5	276	0	43	227	4	0	0	1	0	0	1	0	0
Proviso 6	163	0	40	115	4	2	0	0	0	0	0	1	1
Proviso 7	3	0	2	1	0	0	0	0	0	0	0	0	0
Proviso 8	191	0	58	124	2	2	1	0	1	0	0	3	0
Proviso 9	269	0	63	199	4	2	0	0	0	0	0	0	1
Proviso 10	176	0	116	40	13	3	1	0	0	0	0	1	2
Proviso 11	155	0	88	53	6	1	1	2	0	0	0	4	0
Proviso 12	243	1	149	82	5	3	0	1	0	1	0	1	0
Proviso 13	195	1	115	71	2	2	1	1	0	1	1	0	0
Proviso 14	145	0	104	31	3	0	1	0	2	0	0	3	1
Proviso 15	194	0	119	62	6	1	0	0	2	0	1	2	1
Proviso 16	250	0	99	144	2	2	2	0	1	0	0	0	0
Proviso 17	205	0	63	134	3	0	0	0	0	1	0	4	0
Proviso 18	408	0	108	288	6	3	0	0	2	0	0	0	1
Proviso 19	284	2	70	199	9	1	0	0	1	0	0	0	2
Proviso 20	247	0	40	199	7	0	0	0	1	0	0	0	0
Proviso 21	189	0	69	117	1	1	0	0	0	0	0	0	1
Proviso 22	248	2	47	191	4	2	0	0	0	0	0	0	2
Proviso 23	52	0	7	44	0	1	0	0	0	0	0	0	0
Proviso 24	425	0	106	301	0	7	1	0	1	0	0	9	0
Proviso 25	316	0	93	206	5	5	2	0	2	0	0	1	2
Proviso 26	399	0	142	244	3	5	0	0	1	0	0	3	1
Proviso 27	320	0	123	188	3	1	1	0	2	0	0	1	1
Proviso 28	300	0	85	197	4	5	1	0	1	0	0	5	2
Proviso 29	389	0	152	219	5	10	2	0	0	0	0	0	1
Proviso 30	306	0	85	212	2	2	0	1	0	0	0	4	0
Proviso 31	168	0	48	120	0	0	0	0	0	0	0	0	0
Proviso 32	353	0	156	181	4	8	1	0	1	0	0	2	0
Proviso 33	339	1	75	260	1	2	0	0	0	0	0	0	0
Proviso 34	529	1	120	392	8	2	0	0	2	0	1	2	1
Proviso 35	287	0	63	210	6	3	0	0	1	0	0	3	1
Proviso 36	309	2	69	226	9	1	0	0	0	0	0	0	2
Proviso 37	215	0	60	152	0	0	0	1	0	0	1	0	1
Proviso 38	277	0	65	207	4	1	0	0	0	0	0	0	0
Proviso 39	329	0	113	202	4	5	1	0	0	1	1	0	2
Proviso 40	290	0	60	221	5	1	0	0	1	0	0	0	2
Proviso 41	232	0	52	169	3	4	1	0	1	1	0	0	1
Proviso 42	204	0	43	151	6	1	1	0	0	0	0	1	1
Proviso 43	198	1	41	153	0	3	0	0	0	0	0	0	0
Proviso 44	193	0	45	139	2	3	0	1	1	1	0	0	1
Proviso 45	253	1	60	182	4	2	1	0	0	1	1	1	0
Proviso 46	65	0	34	28	1	0	0	0	0	0	0	2	0
Proviso 47	159	0	38	117	3	0	0	0	0	1	0	0	0
Proviso 48	365	0	89	265	4	1	1	0	1	1	0	2	1
Proviso 49	202	0	67	129	2	2	0	0	0	1	0	0	1
Proviso 50	418	0	130	265	14	0	0	0	3	1	0	3	2
Proviso 51	297	0	119	173	0	4	1	0	0	0	0	0	0
Proviso 52	188	1	49	130	5	2	0	0	0	0	0	0	1
Proviso 53	266	0	66	190	5	3	0	1	0	0	0	0	1
Proviso 54	394	0	156	213	8	5	1	1	0	0	0	9	1
Proviso 55	304	0	82	210	1	5	0	0	1	0	1	4	0
Proviso 56	209	0	53	151	4	1	0	0	0	0	0	0	0
Proviso 57	228	2	77	147	0	2	0	0	0	0	0	0	0
Proviso 58	203	0	56	141	2	1	0	0	0	0	0	0	3
Proviso 59	256	0	67	185	3	1	0	0	0	0	0	0	0
Proviso 60	204	0	67	134	1	0	0	0	1	0	0	0	1
Proviso 61	360	0	136	214	3	5	1	1	0	0	0	0	0
Proviso 62	394	0	117	262	4	4	3	1	0	0	0	2	1
Proviso 63	303	0	121	165	5	5	3	0	1	0	0	3	0
Proviso 64	298	0	64	226	4	3	1	0	0	0	0	0	0
Proviso 65	250	0	101	136	5	4	0	0	1	0	0	1	2
Proviso 66	439	1	162	251	4	13	4	0	0	0	0	4	0
Proviso 67	483	0	202	256	1	12	1	0	1	1	0	8	1
Proviso 68	229	1	89	125	3	4	1	0	1	0	0	4	1
Proviso 69	225	0	54	166	2	1	0	0	0	0	0	0	2
Proviso 70	201	0	23	174	2	0	0	0	0	0	0	1	1
Proviso 71	467	0	176	275	6	5	0	0	2	0	0	3	0
Proviso 72	303	0	109	172	3	15	0	0	1	0	1	2	0
Proviso 73	338	0	150	172	3	10	1	0	0	0	1	1	0
Proviso 74	341	0	126	191	8	9	2	0	1	0	1	3	0
Proviso 75	323	1	128	177	1	7	4	0	0	0	0	4	1
Proviso 76	385	0	167	198	3	8	3	0	1	0	0	5	0
Proviso 77	121	0	54	59	3	1	0	0	0	0	1	2	1
Proviso 78	66	1	45	14	0	1	0	0	0	0	3	2	0
Proviso 79	258	0	46	206	1	2	0	0	0	1	2	0	0
Proviso 80	162	2	108	44	3	1	0	2	0	1	0	0	1
Proviso 81	230	0	78	141	4	4	1	0	0	1	0	0	1
Proviso 82	471	0	93	369	4	4	0	0	1	0	0	0	0
Proviso 83	381	0	75	285	11	3	1	0	1	0	1	0	4
Proviso 84	172	0	49	110	4	2	3	0	1	1	0	2	0
Proviso 85	270	0	80	177	5	2	1	0	0	0	0	5	0
Proviso 86	301	0	64	230	0	6	0	0	0	0	0	0	1
Proviso 87	239	1	112	89	17	8	4	0	1	1	2	4	0
Proviso 88	128	0	92	35	1	0	0	0	0	0	0	0	0
Proviso 89	225	0	101	115	1	1	2	1	0	0	0	4	0
Proviso 90	457	0	202	237	3	10	2	0	1	0	0	1	1
Proviso 91	221	0	86	130	1	3	0	0	0	0	0	0	1
Proviso 92	358	0	107	240	3	5	0	0	0	1	0	1	1
Proviso 93	193	0	52	134	2	2	0	0	1	0	0	2	0
Proviso 94	277	0	52	223	1	0	0	0	0	0	0	1	0
Proviso 95	162	0	52	100	4	2	1	0	0	0	0	3	0
Proviso 96	130	0	41	85	0	2	0	0	1	0	0	1	0
Proviso 97	367	1	133	213	7	6	3	0	2	0	0	2	0
Proviso 98	236	2	80	122	12	2	8	0	1	1	1	4	3
Proviso 99	295	0	76	210	7	0	0	0	1	1	0	0	0
Proviso 100	281	1	112	131	16	7	7	0	0	1	0	5	1
Proviso 101	227	0	78	139	1	3	4	0	0	0	0	2	0
Proviso 102	395	0	170	212	7	2	1	0	1	0	1	0	1
Rich 1	1248	0	220	1007	12	3	1	0	0	0	1	1	3
Rich 2	385	1	72	309	2	0	0	0	1	0	0	0	0
Rich 3	562	0	116	428	8	6	0	1	0	1	0	1	1
Rich 4	234	0	41	188	3	1	0	0	0	0	0	0	1
Rich 5	507	1	91	402	4	6	0	0	0	0	0	3	0
Rich 6	523	0	127	385	7	2	0	0	0	0	1	1	0
Rich 7	329	0	61	261	1	0	3	0	2	1	0	0	0
Rich 8	355	0	79	267	6	1	0	0	1	0	0	0	1
