Precinct	total_votes	votes|Deval Patrick	votes|Bernie Sanders	votes|Joseph R. Biden	votes|Michael R. Bloomberg	votes|Elizabeth Warren	votes|Pete Buttigieg	votes|Tom Steyer	votes|Andrew Yang	votes|Michael Bennet	votes|John K. Delaney	votes|Tulsi Gabbard	votes|Cory Booker
Rich 9	472	0	111	350	4	3	2	1	0	0	0	0	1
Rich 10	267	0	59	200	4	3	0	0	0	1	0	0	0
Rich 11	277	0	90	176	4	3	1	0	2	0	0	1	0
Rich 12	383	0	90	286	2	4	0	0	0	0	0	0	1
Rich 13	134	0	35	94	2	2	0	0	0	0	1	0	0
Rich 14	233	1	64	160	5	2	0	0	0	0	0	0	1
Rich 15	660	0	119	528	3	3	0	0	2	0	0	0	5
Rich 16	193	0	55	133	3	2	0	0	0	0	0	0	0
Rich 17	239	0	82	147	5	4	1	0	0	0	0	0	0
Rich 18	369	0	81	281	2	0	1	0	0	0	0	0	4
Rich 19	156	1	22	122	5	2	0	0	0	0	1	3	0
Rich 20	387	0	71	297	4	6	1	1	0	0	0	5	2
Rich 21	383	0	81	292	6	1	1	0	1	0	0	0	1
Rich 22	287	0	82	196	3	1	1	0	0	3	0	1	0
Rich 23	498	0	122	365	4	3	0	0	1	0	1	0	2
Rich 24	366	1	94	263	1	4	1	0	1	1	0	0	0
Rich 25	498	0	131	352	9	1	0	0	1	0	0	1	3
Rich 26	407	0	92	306	4	4	0	0	0	0	0	0	1
Rich 27	391	0	85	301	3	2	0	0	0	0	0	0	0
Rich 28	324	0	61	257	2	1	0	1	0	0	0	0	2
Rich 29	361	0	104	239	2	6	0	0	3	0	0	3	4
Rich 30	507	0	94	398	7	4	1	0	0	0	1	0	2
Rich 31	275	0	77	189	1	5	1	0	2	0	0	0	0
Rich 32	432	0	98	325	4	3	0	0	2	0	0	0	0
Rich 33	272	0	61	201	2	1	2	0	0	1	0	3	1
Rich 34	358	0	87	265	2	1	0	1	0	0	0	0	2
Rich 35	329	1	64	255	4	1	1	0	2	0	0	0	1
Rich 36	916	1	188	704	13	5	0	0	0	0	0	2	3
Rich 37	308	1	64	235	2	5	0	0	1	0	0	0	0
Rich 38	299	0	71	226	1	0	0	0	0	0	0	0	1
Rich 39	382	0	48	312	13	5	0	0	1	0	1	1	1
Rich 40	348	0	85	253	3	3	1	0	1	1	0	0	1
Rich 41	270	0	69	195	1	3	1	0	0	0	0	0	1
Rich 42	331	0	51	268	6	4	0	0	0	0	0	1	1
Rich 43	257	0	54	199	0	4	0	0	0	0	0	0	0
Rich 44	287	0	51	231	3	1	0	0	0	0	1	0	0
Rich 45	509	1	106	388	5	5	2	0	1	0	0	0	1
Rich 46	515	0	100	405	1	1	0	0	2	1	1	1	3
Rich 47	580	0	99	472	3	4	0	0	1	0	0	0	1
Rich 48	382	0	86	286	6	0	0	0	0	1	1	0	2
Rich 49	286	0	92	189	0	1	1	1	0	0	0	1	1
Rich 50	107	0	50	54	1	0	0	0	1	0	0	1	0
Rich 51	296	0	86	201	3	3	0	0	0	1	0	0	2
River Forest 1	445	0	110	323	3	4	0	0	0	0	1	4	0
River Forest 2	308	0	53	236	4	7	2	0	0	0	1	5	0
River Forest 3	344	1	106	226	5	2	0	0	0	0	0	4	0
River Forest 4	455	1	110	324	5	4	4	0	4	0	0	3	0
River Forest 5	314	0	80	223	0	6	3	0	1	0	0	1	0
River Forest 6	252	0	57	181	3	5	2	0	0	0	0	4	0
River Forest 7	390	0	83	291	4	8	2	0	1	0	0	1	0
River Forest 8	491	0	120	339	6	14	4	0	2	0	0	3	3
Riverside 1	408	0	143	253	7	1	0	0	1	0	0	3	0
Riverside 2	19	0	8	11	0	0	0	0	0	0	0	0	0
Riverside 3	245	0	84	155	2	0	0	1	1	0	0	2	0
Riverside 4	473	0	159	293	5	9	1	0	1	0	0	4	1
Riverside 5	223	0	109	105	4	3	0	0	0	0	0	2	0
Riverside 6	223	1	109	106	2	3	0	0	1	0	0	0	1
Riverside 7	267	0	110	149	2	1	1	0	1	0	0	3	0
Riverside 8	409	0	152	239	1	10	2	0	0	0	0	4	1
Riverside 9	296	0	101	181	7	0	2	1	1	0	0	3	0
Riverside 10	380	0	107	259	4	7	1	0	0	0	0	2	0
Riverside 11	408	1	159	228	7	6	3	0	2	0	1	1	0
Riverside 12	194	0	86	101	1	1	0	1	1	0	0	1	2
Riverside 13	372	1	166	179	9	8	2	0	4	0	0	2	1
Schaumburg 1	370	2	154	198	3	1	6	1	3	0	0	2	0
Schaumburg 2	316	0	163	139	6	7	1	0	0	0	0	0	0
Schaumburg 3	209	0	83	118	2	1	2	0	0	0	0	3	0
Schaumburg 4	147	0	68	75	1	3	0	0	0	0	0	0	0
Schaumburg 5	179	2	13	157	5	1	0	0	0	0	0	1	0
Schaumburg 6	199	0	99	87	7	2	3	0	0	0	0	0	1
Schaumburg 7	133	0	67	60	3	0	1	0	0	0	0	2	0
Schaumburg 8	179	1	63	106	2	3	2	0	2	0	0	0	0
Schaumburg 9	203	0	101	93	1	2	3	0	0	0	0	3	0
Schaumburg 10	132	0	58	66	1	0	1	0	1	0	0	5	0
Schaumburg 11	146	0	53	87	1	2	0	0	0	1	0	2	0
Schaumburg 12	211	0	85	119	2	1	1	0	0	0	0	3	0
Schaumburg 13	160	0	65	86	7	1	0	0	0	0	0	1	0
Schaumburg 14	234	0	76	148	3	1	1	1	1	0	0	3	0
Schaumburg 15	191	0	78	107	1	2	2	0	0	0	0	1	0
Schaumburg 16	197	0	86	103	4	2	1	0	0	0	0	1	0
Schaumburg 17	191	0	63	117	2	2	1	0	0	0	0	6	0
Schaumburg 18	201	0	80	112	4	4	1	0	0	0	0	0	0
Schaumburg 19	178	0	97	71	2	2	3	0	1	0	0	2	0
Schaumburg 20	169	0	49	115	1	2	1	0	0	0	0	1	0
Schaumburg 21	250	0	91	154	3	0	0	0	0	0	0	2	0
Schaumburg 22	234	0	135	89	3	5	0	0	0	0	0	1	1
Schaumburg 23	234	2	82	142	0	5	1	0	1	0	0	1	0
Schaumburg 24	235	0	99	127	4	3	0	0	0	0	0	2	0
Schaumburg 25	175	0	76	95	1	2	0	0	0	0	1	0	0
Schaumburg 26	196	0	68	121	3	2	1	0	0	0	0	1	0
Schaumburg 27	109	0	41	61	2	3	0	0	0	0	0	2	0
Schaumburg 28	319	0	120	185	2	4	3	0	1	0	1	3	0
Schaumburg 29	233	0	72	154	3	0	2	0	0	0	0	2	0
Schaumburg 30	207	0	55	145	3	1	0	0	3	0	0	0	0
Schaumburg 31	326	0	148	172	1	4	0	0	0	0	0	0	1
Schaumburg 32	268	0	118	145	1	4	0	0	0	0	0	0	0
Schaumburg 33	169	0	53	111	0	1	1	0	1	0	0	2	0
Schaumburg 34	274	0	132	129	4	3	1	0	2	0	0	2	1
Schaumburg 35	171	0	63	107	0	0	0	0	0	0	0	1	0
Schaumburg 36	153	0	63	86	1	1	0	0	0	0	0	2	0
Schaumburg 37	160	0	37	117	1	0	2	0	1	0	0	2	0
Schaumburg 38	215	0	90	116	4	4	0	0	0	0	0	1	0
Schaumburg 39	292	0	98	187	2	3	2	0	0	0	0	0	0
Schaumburg 40	167	0	47	112	6	0	1	0	0	0	0	1	0
Schaumburg 41	160	0	59	97	1	2	1	0	0	0	0	0	0
Schaumburg 42	241	0	118	106	6	4	2	1	1	1	0	2	0
Schaumburg 43	204	0	110	87	3	2	1	0	0	0	0	1	0
Schaumburg 44	301	0	146	136	6	2	0	0	2	1	0	7	1
Schaumburg 45	244	0	94	138	3	4	0	0	2	0	0	2	1
Schaumburg 46	177	0	66	105	0	0	1	0	0	1	0	3	1
Schaumburg 47	225	0	62	151	4	3	2	0	0	0	0	3	0
Schaumburg 48	163	0	49	105	3	4	0	0	0	0	0	1	1
Schaumburg 49	159	2	74	77	3	1	0	0	1	0	0	1	0
Schaumburg 50	142	0	32	105	0	1	4	0	0	0	0	0	0
Schaumburg 51	171	1	74	87	0	6	1	0	0	0	1	1	0
Schaumburg 52	279	0	82	179	7	6	0	0	0	1	0	4	0
Schaumburg 53	214	0	73	132	2	1	4	0	1	0	0	1	0
Schaumburg 54	219	0	69	139	3	2	2	0	2	1	0	1	0
Schaumburg 55	167	0	60	102	1	3	0	0	0	0	0	0	1
Schaumburg 56	204	0	62	133	4	1	2	0	1	0	0	1	0
Schaumburg 57	254	0	83	163	3	1	1	0	0	1	0	2	0
Schaumburg 58	127	0	41	78	3	3	0	0	0	0	0	2	0
Schaumburg 59	247	0	72	159	3	9	3	0	0	0	0	1	0
Schaumburg 60	169	0	68	93	3	1	0	0	1	0	0	3	0
Schaumburg 61	281	0	100	168	7	5	0	1	0	0	0	0	0
Schaumburg 62	237	0	98	134	1	2	1	0	0	0	0	0	1
Schaumburg 63	178	0	48	122	2	0	0	1	2	0	0	3	0
Schaumburg 64	177	0	63	110	1	1	1	0	0	0	0	1	0
Schaumburg 65	179	0	39	138	1	0	0	0	0	0	0	1	0
Schaumburg 66	164	0	65	94	3	2	0	0	0	0	0	0	0
Schaumburg 67	188	0	80	104	0	1	0	1	0	0	0	1	1
Schaumburg 68	166	0	45	113	2	4	0	1	0	0	0	1	0
Schaumburg 69	170	0	48	111	2	0	2	0	2	0	0	5	0
Schaumburg 70	126	0	42	78	3	0	2	0	0	0	0	1	0
Schaumburg 71	227	0	79	138	3	3	0	1	0	0	0	3	0
Schaumburg 72	177	0	74	94	5	1	0	0	0	0	0	3	0
Schaumburg 73	211	0	81	124	2	3	1	0	0	0	0	0	0
Schaumburg 74	149	0	61	83	2	2	1	0	0	0	0	0	0
Schaumburg 75	168	0	41	119	2	1	0	0	0	0	0	5	0
Schaumburg 76	202	0	67	132	1	1	1	0	0	0	0	0	0
Schaumburg 77	263	0	78	178	3	1	0	0	0	0	0	3	0
Schaumburg 78	164	0	66	91	0	2	4	0	0	0	0	1	0
Stickney 1	110	0	55	45	3	1	2	0	1	0	0	2	1
Stickney 2	219	0	117	89	8	0	0	0	0	0	0	5	0
Stickney 3	331	1	152	154	9	5	1	0	2	0	1	6	0
Stickney 4	247	2	138	93	7	0	2	0	0	0	0	5	0
Stickney 5	335	0	186	128	9	3	2	0	2	1	0	4	0
Stickney 6	352	0	178	152	6	4	3	0	1	1	0	5	2
Stickney 7	166	1	87	62	5	5	1	1	0	0	1	3	0
Stickney 8	225	0	113	92	8	3	3	0	1	1	0	3	1
Stickney 9	248	0	118	112	8	2	3	0	0	1	0	4	0
Stickney 10	287	2	141	126	4	3	1	0	3	0	0	7	0
Stickney 11	273	0	116	128	14	4	1	1	2	0	1	4	2
Stickney 12	245	1	119	108	7	2	1	1	0	1	3	2	0
Stickney 13	239	1	102	125	7	2	0	0	1	0	1	0	0
Stickney 14	290	2	150	124	4	2	4	0	0	0	0	4	0
Stickney 15	312	0	159	138	1	3	1	1	1	0	0	8	0
Stickney 16	291	0	159	117	4	4	1	0	1	0	2	2	1
Stickney 17	155	0	88	63	2	0	0	0	0	0	0	2	0
Stickney 18	139	0	77	51	1	5	0	0	0	1	0	3	1
Stickney 19	191	0	99	77	5	1	1	2	2	0	0	4	0
Stickney 20	208	0	103	91	4	2	2	1	1	0	0	4	0
Thornton 1	171	1	48	116	4	1	0	0	0	1	0	0	0
Thornton 2	114	2	36	75	0	0	0	1	0	0	0	0	0
Thornton 3	241	1	66	168	4	0	0	0	0	0	1	0	1
Thornton 4	318	1	61	248	4	0	0	0	0	1	2	1	0
Thornton 5	174	0	58	111	2	3	0	0	0	0	0	0	0
Thornton 6	393	0	65	310	9	2	1	2	2	1	0	0	1
Thornton 7	315	2	52	253	3	2	0	0	1	0	1	0	1
Thornton 8	264	0	49	202	7	2	0	1	0	0	0	0	3
Thornton 9	198	0	26	162	9	0	0	0	0	0	0	0	1
Thornton 10	240	0	70	164	3	0	0	0	0	1	0	1	1
Thornton 11	133	0	41	87	2	1	0	0	0	0	0	0	2
Thornton 12	195	1	46	132	4	4	2	1	0	2	0	1	2
Thornton 13	237	0	68	158	4	3	2	0	0	1	0	0	1
Thornton 14	260	1	76	178	1	1	1	0	0	0	0	1	1
Thornton 15	225	2	47	170	4	0	0	2	0	0	0	0	0
Thornton 16	204	0	61	136	3	2	1	0	0	0	0	1	0
Thornton 17	280	0	80	190	5	1	1	1	1	0	0	0	1
Thornton 18	268	0	82	180	2	1	1	0	1	0	0	1	0
Thornton 19	282	0	62	208	6	4	1	0	0	1	0	0	0
Thornton 20	146	0	42	97	3	2	1	0	1	0	0	0	0
Thornton 21	420	0	79	335	4	0	0	0	0	0	1	1	0
Thornton 22	230	1	42	182	2	1	0	2	0	0	0	0	0
Thornton 23	268	0	78	183	6	0	0	0	0	1	0	0	0
Thornton 24	336	0	148	174	2	7	2	0	0	0	0	3	0
Thornton 25	260	0	100	143	5	3	4	0	2	0	0	3	0
Thornton 26	217	0	56	157	3	0	0	0	0	0	0	1	0
Thornton 27	419	1	77	331	3	3	1	1	0	0	0	0	2
Thornton 28	190	0	51	132	1	4	0	0	0	0	0	1	1
Thornton 29	142	0	28	111	1	2	0	0	0	0	0	0	0
Thornton 30	145	0	21	121	1	0	0	0	0	1	0	1	0
Thornton 31	72	0	18	51	2	0	0	0	0	0	0	0	1
Thornton 32	198	0	45	143	6	0	1	0	0	0	1	1	1
Thornton 33	256	0	48	203	2	1	0	1	0	0	0	0	1
Thornton 34	185	0	31	149	2	1	0	1	1	0	0	0	0
Thornton 35	444	1	112	317	9	3	1	0	0	0	0	0	1
Thornton 36	120	0	27	87	2	1	0	0	2	0	0	0	1
Thornton 37	266	0	63	197	2	2	1	0	1	0	0	0	0
Thornton 38	341	0	81	253	2	4	0	0	1	0	0	0	0
Thornton 39	188	1	42	137	3	2	0	1	0	1	0	1	0
Thornton 40	188	0	35	145	5	1	1	0	0	1	0	0	0
Thornton 41	165	0	30	133	0	2	0	0	0	0	0	0	0
Thornton 42	184	1	45	135	1	1	1	0	0	0	0	0	0
Thornton 43	187	0	52	128	4	0	1	1	0	0	0	0	1
Thornton 44	159	1	38	116	0	0	1	1	1	0	0	0	1
Thornton 45	278	0	57	219	0	0	0	0	1	0	0	0	1
Thornton 46	297	0	76	206	12	1	0	0	0	0	1	0	1
Thornton 47	171	0	51	114	1	1	1	0	0	0	0	2	1
Thornton 48	249	0	65	171	8	0	0	2	1	1	0	0	1
Thornton 49	106	0	18	85	1	0	0	0	1	0	0	0	1
Thornton 50	208	0	51	150	3	1	0	0	3	0	0	0	0
Thornton 51	173	0	68	97	4	0	1	1	1	0	0	1	0
Thornton 52	333	2	83	239	2	1	1	1	0	1	0	0	3
Thornton 53	179	0	41	133	3	1	0	1	0	0	0	0	0
Thornton 54	423	0	72	340	7	1	0	0	1	0	0	0	2
Thornton 55	198	1	36	157	2	1	0	0	0	1	0	0	0
Thornton 56	171	1	51	109	5	1	0	2	1	0	0	0	1
Thornton 57	145	0	52	88	1	1	1	0	2	0	0	0	0
Thornton 58	281	0	70	206	3	2	0	0	0	0	0	0	0
Thornton 59	175	0	44	125	2	0	0	1	0	1	0	0	2
Thornton 60	158	0	35	119	2	1	0	0	0	0	0	0	1
Thornton 61	141	0	39	98	2	2	0	0	0	0	0	0	0
Thornton 62	82	0	45	36	1	0	0	0	0	0	0	0	0
Thornton 63	147	0	52	88	4	2	0	0	0	0	1	0	0
Thornton 64	306	0	32	266	5	0	0	2	0	0	0	0	1
Thornton 65	288	0	100	178	5	2	2	0	0	0	0	0	1
Thornton 66	455	0	68	375	3	3	2	0	1	0	1	1	1
Thornton 67	334	0	139	183	3	3	1	0	0	0	0	4	1
Thornton 68	232	1	63	159	5	2	0	0	0	0	0	1	1
Thornton 69	171	0	35	131	1	1	1	0	0	1	0	0	1
Thornton 70	135	0	28	103	1	2	0	0	0	0	0	0	1
Thornton 71	128	1	27	95	1	1	0	0	2	0	0	1	0
Thornton 72	262	1	45	207	2	3	0	1	0	0	0	0	3
Thornton 73	394	0	98	289	4	2	0	0	1	0	0	0	0
Thornton 74	277	0	53	216	3	2	0	0	1	0	0	0	2
Thornton 75	262	0	58	199	4	0	0	0	0	0	0	0	1
Thornton 76	337	0	69	258	4	4	0	0	0	0	0	1	1
Thornton 77	398	0	67	318	4	3	0	4	0	0	0	2	0
Thornton 78	305	0	48	247	5	2	0	0	0	1	0	1	1
Thornton 79	318	0	85	217	8	2	5	0	0	0	1	0	0
Thornton 80	296	1	53	238	0	2	0	0	0	0	0	1	1
Thornton 81	256	1	56	192	3	2	1	0	1	0	0	0	0
Thornton 82	164	0	50	106	4	3	0	1	0	0	0	0	0
Thornton 83	345	0	66	263	12	1	1	0	0	0	0	0	2
Thornton 84	381	1	74	292	7	3	0	0	1	1	0	0	2
Thornton 85	267	1	55	209	2	0	0	0	0	0	0	0	0
Thornton 86	241	0	47	191	1	1	0	1	0	0	0	0	0
Thornton 87	402	0	84	307	5	2	1	2	0	0	0	1	0
Thornton 88	308	1	57	245	1	3	0	0	0	0	0	0	1
Thornton 89	401	0	98	293	3	3	0	2	0	0	0	0	2
Thornton 90	316	0	55	257	1	0	1	1	0	1	0	0	0
Thornton 91	297	0	51	244	2	0	0	0	0	0	0	0	0
Thornton 92	321	0	73	232	5	3	1	2	0	1	0	0	4
Thornton 93	184	0	46	134	2	1	0	0	0	0	0	0	1
Thornton 94	322	0	61	252	3	2	0	0	0	0	1	0	3
Thornton 95	191	0	43	145	2	1	0	0	0	0	0	0	0
Thornton 96	209	0	49	153	1	1	0	0	2	0	0	0	3
Thornton 97	104	0	30	69	1	1	1	0	0	0	0	0	2
Thornton 98	78	0	25	49	1	2	0	0	0	0	0	0	1
Thornton 99	195	0	47	142	1	0	2	1	0	0	0	1	1
Thornton 100	145	0	46	91	4	0	0	1	0	2	1	0	0
Thornton 101	201	0	35	158	5	0	0	1	0	0	0	0	2
Thornton 102	124	0	27	92	1	2	0	0	0	1	1	0	0
Thornton 103	145	0	26	119	0	0	0	0	0	0	0	0	0
Thornton 104	84	0	24	55	3	1	0	0	0	0	1	0	0
Thornton 105	238	1	47	186	3	0	0	0	1	0	0	0	0
Thornton 106	180	0	35	142	1	0	0	0	0	0	0	0	2
Thornton 107	446	0	72	370	1	2	0	0	0	0	1	0	0
Thornton 108	139	0	37	98	1	0	0	0	0	0	0	1	2
Thornton 109	155	1	40	109	2	0	0	0	1	0	0	0	2
Thornton 110	95	1	15	74	4	1	0	0	0	0	0	0	0
Thornton 111	188	3	43	139	1	1	0	1	0	0	0	0	0
Thornton 112	114	1	65	47	0	0	1	0	0	0	0	0	0
Thornton 113	132	0	29	99	3	1	0	0	0	0	0	0	0
Thornton 114	262	1	60	191	5	0	2	0	1	0	0	0	2
Thornton 115	292	0	42	244	1	3	1	0	0	0	0	0	1
Thornton 116	257	1	70	177	6	0	1	0	0	1	0	0	1
Thornton 117	309	0	74	228	2	1	3	1	0	0	0	0	0
Thornton 118	337	0	72	254	3	5	0	0	0	0	0	3	0
Thornton 119	234	2	45	182	3	0	0	0	0	0	0	0	2
Thornton 120	487	2	88	384	9	2	0	0	0	1	0	0	1
Thornton 121	220	0	47	172	1	0	0	0	0	0	0	0	0
Thornton 122	358	0	83	270	2	2	0	0	0	1	0	0	0
Thornton 123	189	0	19	163	5	1	0	0	0	0	0	0	1
Wheeling 1	223	0	52	151	9	5	1	0	3	0	0	2	0
Wheeling 2	163	1	54	103	1	2	1	0	0	0	0	1	0
Wheeling 3	184	0	58	120	3	0	0	1	0	0	0	2	0
Wheeling 4	173	1	49	121	0	2	0	0	0	0	0	0	0
Wheeling 5	241	0	67	165	2	6	1	0	0	0	0	0	0
Wheeling 6	150	0	47	97	3	1	0	0	1	0	0	1	0
Wheeling 7	362	0	94	250	5	7	2	0	2	0	0	2	0
Wheeling 8	164	0	38	121	0	4	0	0	0	0	0	1	0
Wheeling 9	142	0	69	71	2	0	0	0	0	0	0	0	0
Wheeling 10	329	0	80	239	0	7	1	1	0	0	0	1	0
Wheeling 11	248	1	78	158	3	1	0	0	0	0	0	6	1
Wheeling 12	227	0	56	158	6	2	1	0	0	0	0	4	0
Wheeling 13	151	0	33	114	0	0	1	0	1	1	0	1	0
Wheeling 14	209	0	52	150	3	2	1	0	0	0	0	1	0
Wheeling 15	221	0	44	168	3	4	0	0	2	0	0	0	0
Wheeling 16	84	0	54	30	0	0	0	0	0	0	0	0	0
Wheeling 17	174	0	63	107	2	2	0	0	0	0	0	0	0
Wheeling 18	222	0	58	154	1	4	2	0	0	0	0	3	0
Wheeling 19	319	0	85	225	2	4	1	0	0	0	0	2	0
Wheeling 20	293	0	83	204	1	2	0	0	0	0	0	3	0
Wheeling 21	169	0	32	130	0	2	2	0	0	0	0	3	0
Wheeling 22	256	0	79	167	2	4	0	0	1	0	0	3	0
Wheeling 23	179	0	39	135	2	0	1	0	0	0	0	2	0
Wheeling 24	103	1	4	92	3	0	1	0	0	0	0	2	0
Wheeling 25	296	0	120	164	2	5	1	0	1	0	0	3	0
Wheeling 26	323	0	97	219	0	1	1	0	2	1	0	2	0
Wheeling 27	349	0	80	260	1	3	3	0	1	0	0	1	0
Wheeling 28	249	0	55	179	4	4	1	0	1	0	0	5	0
Wheeling 29	136	0	43	88	4	1	0	0	0	0	0	0	0
Wheeling 30	260	1	71	182	0	4	0	0	0	0	0	2	0
Wheeling 31	175	0	71	94	3	2	2	0	0	0	0	3	0
Wheeling 32	133	0	45	87	0	1	0	0	0	0	0	0	0
Wheeling 33	120	0	83	37	0	0	0	0	0	0	0	0	0
Wheeling 34	287	0	76	200	2	5	0	0	0	0	0	4	0
Wheeling 35	168	0	37	125	1	1	2	0	0	1	0	0	1
Wheeling 36	336	0	71	253	1	5	1	0	1	0	0	4	0
Wheeling 37	248	0	130	106	5	6	0	0	1	0	0	0	0
Wheeling 38	244	0	114	119	3	8	0	0	0	0	0	0	0
Wheeling 39	258	0	83	171	0	1	0	0	0	0	0	3	0
Wheeling 40	237	0	77	151	3	3	1	0	0	0	0	2	0
Wheeling 41	372	0	115	242	3	3	4	1	0	0	0	4	0
Wheeling 42	238	1	74	153	2	2	0	0	1	0	1	4	0
Wheeling 43	194	0	74	114	2	1	1	2	0	0	0	0	0
Wheeling 44	215	0	59	148	2	2	1	0	1	0	1	1	0
Wheeling 45	211	0	64	139	0	2	1	0	0	0	0	5	0
Wheeling 46	286	0	87	183	8	1	2	0	2	0	1	2	0
Wheeling 47	144	0	52	90	1	0	0	0	0	0	0	1	0
Wheeling 48	172	0	45	123	1	3	0	0	0	0	0	0	0
Wheeling 49	308	0	141	154	4	3	0	0	1	0	0	5	0
Wheeling 50	171	0	75	84	1	1	0	0	7	0	0	3	0
Wheeling 51	224	0	60	162	1	1	0	0	0	0	0	0	0
Wheeling 52	194	0	38	152	2	0	1	0	0	0	0	1	0
Wheeling 53	210	0	53	155	2	0	0	0	0	0	0	0	0
Wheeling 54	219	0	56	154	1	1	2	0	0	0	1	4	0
Wheeling 55	262	0	57	198	0	3	1	0	0	0	0	3	0
Wheeling 56	186	1	58	120	2	3	2	0	0	0	0	0	0
Wheeling 57	259	0	82	169	0	2	2	0	1	0	0	3	0
Wheeling 58	137	0	33	101	0	1	1	0	0	0	0	1	0
Wheeling 59	229	0	66	153	1	3	2	0	3	0	0	1	0
Wheeling 60	200	0	45	152	1	0	0	1	0	0	0	1	0
Wheeling 61	200	0	54	140	1	2	2	0	0	0	1	0	0
Wheeling 62	228	0	62	154	3	5	1	0	1	0	0	1	1
Wheeling 63	152	1	60	85	1	5	0	0	0	0	0	0	0
Wheeling 64	263	0	74	176	5	6	1	0	0	0	0	1	0
Wheeling 65	282	0	86	189	1	2	1	0	1	0	0	2	0
Wheeling 66	256	0	55	191	2	4	1	0	1	0	0	2	0
Wheeling 67	195	0	7	184	3	1	0	0	0	0	0	0	0
Wheeling 68	127	0	36	89	1	1	0	0	0	0	0	0	0
Wheeling 69	206	0	79	118	1	7	1	0	0	0	0	0	0
Wheeling 70	326	0	84	226	6	3	1	0	4	0	0	1	1
Wheeling 71	337	0	102	224	7	1	0	1	0	0	0	2	0
Wheeling 72	209	0	70	131	2	2	2	0	0	0	0	2	0
Wheeling 73	247	0	75	163	2	4	0	0	1	0	0	2	0
Wheeling 74	136	0	54	76	5	0	0	0	1	0	0	0	0
Wheeling 75	189	0	44	139	1	2	0	0	0	2	0	0	1
Wheeling 76	252	0	88	157	4	1	1	0	0	0	0	1	0
Wheeling 77	101	0	51	46	3	1	0	0	0	0	0	0	0
Wheeling 78	371	0	96	264	3	3	2	0	2	1	0	0	0
Wheeling 79	181	0	49	127	2	3	0	0	0	0	0	0	0
Wheeling 80	154	2	83	63	3	3	0	0	0	0	0	0	0
Wheeling 81	194	0	28	161	2	1	1	0	0	0	0	1	0
Wheeling 82	278	0	74	194	2	3	1	0	1	0	0	2	1
Wheeling 83	337	0	54	272	8	0	1	0	0	0	0	2	0
Wheeling 84	241	0	104	129	3	4	1	0	0	0	0	0	0
Wheeling 85	178	0	56	115	4	1	2	0	0	0	0	0	0
Wheeling 86	239	0	42	184	5	2	1	0	0	1	0	4	0
Wheeling 87	205	0	63	134	0	3	2	0	0	0	0	2	1
Wheeling 88	262	0	83	160	8	4	1	0	3	0	0	2	1
Wheeling 89	129	0	31	91	4	0	0	0	0	0	0	3	0
Wheeling 90	226	0	48	167	5	1	1	3	0	1	0	0	0
Wheeling 91	304	0	58	240	1	1	3	0	0	0	0	1	0
Wheeling 92	337	0	93	235	3	2	1	0	0	0	0	3	0
Worth 1	138	0	69	63	1	1	0	0	0	0	0	4	0
Worth 2	250	0	109	122	7	2	2	1	0	2	1	4	0
Worth 3	273	0	106	149	4	3	1	0	1	2	0	7	0
Worth 4	330	1	167	152	4	2	0	0	3	1	0	0	0
Worth 5	301	0	103	173	4	6	3	0	2	0	1	9	0
Worth 6	196	0	93	92	4	3	0	0	0	0	0	4	0
Worth 7	193	0	49	134	3	1	0	1	0	0	0	5	0
Worth 8	283	0	102	172	4	3	1	0	0	0	0	0	1
Worth 9	268	0	98	149	4	6	2	4	1	0	0	3	1
Worth 10	351	0	130	209	4	3	1	1	0	0	0	3	0
Worth 11	284	1	96	171	5	2	2	1	1	0	1	4	0
Worth 12	153	0	64	81	2	1	4	0	0	0	0	0	1
Worth 13	303	0	111	180	5	0	5	0	0	0	0	2	0
Worth 14	279	0	130	142	3	1	0	0	0	1	0	2	0
Worth 15	327	1	103	208	8	3	0	0	1	0	1	2	0
Worth 16	258	1	112	126	7	4	1	0	1	0	0	3	3
Worth 17	296	2	136	153	2	1	0	0	1	0	0	1	0
Worth 18	163	1	54	98	2	4	0	0	0	0	1	3	0
Worth 19	274	0	109	146	3	5	2	0	1	1	2	4	1
Worth 20	49	0	21	25	3	0	0	0	0	0	0	0	0
Worth 21	315	0	150	148	8	3	0	0	2	1	1	2	0
Worth 22	176	0	68	92	6	4	2	0	0	1	0	1	2
Worth 23	212	1	70	123	7	5	1	0	0	0	0	5	0
Worth 24	132	0	70	53	1	0	0	3	1	1	0	1	2
Worth 25	329	0	142	169	6	4	2	0	1	0	0	4	1
Worth 26	199	0	89	102	4	1	1	0	0	0	0	2	0
Worth 27	204	0	89	101	2	1	0	1	1	2	0	6	1
Worth 28	187	0	67	109	0	4	1	0	2	0	1	2	1
Worth 29	234	0	72	159	3	0	0	0	0	0	0	0	0
Worth 30	259	0	122	127	2	1	2	0	1	0	2	2	0
Worth 31	378	0	138	221	7	4	0	0	2	1	0	4	1
Worth 32	207	2	52	134	6	2	1	0	1	0	0	8	1
Worth 33	203	1	103	91	4	1	1	0	2	0	0	0	0
Worth 34	219	0	80	126	5	4	1	1	0	0	0	2	0
Worth 35	280	0	107	154	7	3	1	1	0	0	1	6	0
Worth 36	292	0	92	180	4	7	2	0	0	1	0	5	1
Worth 37	201	0	74	120	2	2	0	0	0	1	1	1	0
