Precinct	total_votes	votes|Kim Foxx	votes|Bill Conway	votes|Donna More	votes|Bob Fioretti
Berwyn Ward 6 Precinct 1	115	33	60	18	4
Berwyn Ward 6 Precinct 2	168	65	68	24	11
Berwyn Ward 6 Precinct 3	244	120	86	29	9
Berwyn Ward 6 Precinct 4	264	114	103	31	16
Berwyn Ward 7 Precinct 1	209	88	83	27	11
Berwyn Ward 7 Precinct 2	199	90	75	21	13
Berwyn Ward 7 Precinct 3	281	103	123	42	13
Berwyn Ward 7 Precinct 4	285	108	110	44	23
Berwyn Ward 8 Precinct 1	387	167	129	72	19
Berwyn Ward 8 Precinct 2	233	84	94	39	16
Berwyn Ward 8 Precinct 3	164	73	65	17	9
Bloom 1	345	204	95	36	10
Bloom 2	282	139	96	32	15
Bloom 3	182	114	43	15	10
Bloom 4	183	132	26	15	10
Bloom 5	152	83	52	10	7
Bloom 6	89	78	3	7	1
Bloom 7	232	142	52	23	15
Bloom 8	171	56	82	19	14
Bloom 9	178	75	74	19	10
Bloom 10	90	82	6	2	0
Bloom 11	131	53	52	19	7
Bloom 12	255	203	35	15	2
Bloom 13	467	323	84	44	16
Bloom 14	344	224	82	26	12
Bloom 15	162	62	77	10	13
Bloom 16	270	198	50	15	7
Bloom 17	210	167	24	15	4
Bloom 18	223	122	72	24	5
Bloom 19	305	202	62	30	11
Bloom 20	257	106	87	44	20
Bloom 21	50	45	4	1	0
Bloom 22	171	115	29	19	8
Bloom 23	203	163	20	12	8
Bloom 24	402	275	81	38	8
Bloom 25	137	86	29	16	6
Bloom 26	123	80	25	12	6
Bloom 27	191	127	50	10	4
Bloom 28	215	148	45	17	5
Bloom 29	104	89	13	1	1
Bloom 30	427	277	88	48	14
Bloom 31	216	100	90	16	10
Bloom 32	184	133	37	12	2
Bloom 33	293	223	42	24	4
Bloom 34	181	118	37	23	3
Bloom 35	102	52	30	15	5
Bloom 36	423	358	38	21	6
Bloom 37	210	180	15	13	2
Bloom 38	748	637	62	35	14
Bloom 39	161	114	30	13	4
Bloom 40	220	155	35	25	5
Bloom 41	422	345	50	21	6
Bloom 42	290	222	41	21	6
Bloom 43	319	268	34	14	3
Bloom 44	277	154	89	22	12
Bloom 45	455	355	58	33	9
Bloom 46	102	55	30	13	4
Bloom 47	352	169	115	52	16
Bloom 48	234	158	49	25	2
Bloom 49	363	319	24	14	6
Bloom 50	278	201	38	31	8
Bloom 51	115	81	17	11	6
Bloom 52	193	165	16	9	3
Bloom 53	103	62	25	6	10
Bloom 54	202	122	62	13	5
Bloom 55	195	152	27	10	6
Bloom 56	180	94	65	13	8
Bloom 57	220	121	71	16	12
Bloom 58	214	155	33	21	5
Bloom 59	185	117	45	16	7
Bloom 60	260	226	20	11	3
Bloom 61	167	83	49	18	17
Bremen 1	300	252	25	18	5
Bremen 2	213	39	128	36	10
Bremen 3	151	44	73	26	8
Bremen 4	188	71	80	29	8
Bremen 5	123	44	61	12	6
Bremen 6	140	66	46	17	11
Bremen 7	155	135	13	6	1
Bremen 8	187	159	17	9	2
Bremen 9	156	50	67	25	14
Bremen 10	194	36	110	37	11
Bremen 11	216	44	119	31	22
Bremen 12	175	155	15	0	5
Bremen 13	191	79	88	10	14
Bremen 14	137	75	47	11	4
Bremen 15	161	79	51	22	9
Bremen 16	204	38	119	26	21
Bremen 17	225	191	20	11	3
Bremen 18	208	81	85	28	14
Bremen 19	95	77	14	0	4
Bremen 20	133	21	74	23	15
Bremen 21	247	174	52	14	7
Bremen 22	133	41	56	26	10
Bremen 23	74	64	6	1	3
Bremen 24	149	31	95	13	10
Bremen 25	222	55	127	24	16
Bremen 26	295	211	42	37	5
Bremen 27	187	69	75	30	13
Bremen 28	91	35	40	12	4
Bremen 29	427	356	39	25	7
Bremen 30	148	50	72	17	9
Bremen 31	238	194	15	23	6
Bremen 32	257	221	18	14	4
Bremen 33	144	31	84	23	6
Bremen 34	189	40	109	29	11
Bremen 35	170	145	15	10	0
Bremen 36	110	25	69	5	11
Bremen 37	173	133	17	13	10
Bremen 38	194	171	14	8	1
Bremen 39	146	121	17	5	3
Bremen 40	472	379	66	21	6
Bremen 41	105	18	73	8	6
Bremen 42	253	61	140	32	20
Bremen 43	153	79	51	14	9
Bremen 44	225	202	16	6	1
Bremen 45	92	65	17	9	1
Bremen 46	147	35	86	20	6
Bremen 47	233	207	13	8	5
Bremen 48	233	187	27	14	5
Bremen 49	298	255	30	11	2
Bremen 50	202	37	112	43	10
Bremen 51	350	291	34	21	4
Bremen 52	124	38	53	23	10
Bremen 53	112	31	59	16	6
Bremen 54	128	26	73	18	11
Bremen 55	172	87	60	17	8
Bremen 56	302	243	40	10	9
Bremen 57	165	40	87	25	13
Bremen 58	210	38	117	30	25
Bremen 59	174	56	88	21	9
Bremen 60	159	47	84	18	10
Bremen 61	129	35	71	11	12
Bremen 62	183	71	64	35	13
Bremen 63	305	254	25	16	10
Bremen 64	226	70	99	38	19
Bremen 65	119	103	3	11	2
Bremen 66	274	254	11	6	3
Bremen 67	186	42	111	23	10
Bremen 68	106	18	60	18	10
Bremen 69	217	98	85	26	8
Bremen 70	181	154	10	9	8
Bremen 71	213	184	16	10	3
Bremen 72	118	30	60	18	10
Bremen 73	194	74	86	24	10
Bremen 74	197	78	76	29	14
Bremen 75	334	253	53	20	8
Bremen 76	128	30	58	29	11
Bremen 77	264	90	126	34	14
Bremen 78	242	211	19	10	2
Bremen 79	148	25	78	29	16
Bremen 80	281	245	22	12	2
Calumet 1	230	133	54	23	20
Calumet 2	205	92	78	26	9
Calumet 3	274	231	25	10	8
Calumet 4	217	183	19	9	6
Calumet 5	242	200	24	10	8
Calumet 6	387	281	70	25	11
Calumet 7	277	166	68	31	12
Calumet 8	163	108	36	13	6
Calumet 9	243	214	16	10	3
Calumet 10	367	317	28	9	13
Calumet 11	445	390	32	18	5
Calumet 12	215	179	18	12	6
Cicero 1	334	118	163	23	30
Cicero 2	120	52	53	12	3
Cicero 3	222	56	127	26	13
Cicero 4	231	74	115	35	7
Cicero 5	366	88	234	28	16
Cicero 6	276	95	141	24	16
Cicero 7	142	55	68	14	5
Cicero 8	157	56	72	20	9
Cicero 9	239	78	121	28	12
Cicero 10	253	72	136	29	16
Cicero 11	263	80	146	28	9
Cicero 12	249	59	157	19	14
Cicero 13	265	57	163	32	13
Cicero 14	247	56	164	15	12
Cicero 15	237	80	121	27	9
Cicero 16	207	52	117	25	13
Cicero 17	277	109	134	27	7
Cicero 18	155	49	78	19	9
Cicero 19	337	82	197	39	19
Cicero 20	211	70	117	16	8
Cicero 21	220	70	110	29	11
Cicero 22	203	66	108	23	6
Cicero 23	302	84	165	35	18
Cicero 24	258	108	119	20	11
Cicero 25	249	74	139	23	13
Cicero 26	200	64	115	14	7
Cicero 27	247	91	117	26	13
Cicero 28	253	77	141	25	10
Cicero 29	245	85	117	31	12
Cicero 30	227	89	102	26	10
Cicero 31	175	46	99	25	5
Cicero 32	182	49	91	31	11
Elk Grove 1	231	57	93	67	14
Elk Grove 2	141	51	57	27	6
Elk Grove 3	211	29	120	48	14
Elk Grove 4	179	49	84	35	11
Elk Grove 5	305	82	115	88	20
Elk Grove 6	129	35	51	37	6
Elk Grove 7	285	67	125	75	18
Elk Grove 8	142	23	64	50	5
Elk Grove 9	176	39	92	33	12
Elk Grove 10	300	80	135	69	16
Elk Grove 11	245	57	114	62	12
Elk Grove 12	123	25	61	31	6
Elk Grove 13	183	58	85	28	12
Elk Grove 14	216	45	107	54	10
Elk Grove 15	135	29	69	22	15
Elk Grove 16	217	46	91	64	16
Elk Grove 17	164	51	70	33	10
Elk Grove 18	283	81	133	47	22
Elk Grove 19	252	47	112	72	21
Elk Grove 20	178	40	87	39	12
Elk Grove 21	145	40	55	41	9
Elk Grove 22	159	42	67	42	8
Elk Grove 23	287	73	125	71	18
Elk Grove 24	150	30	72	32	16
Elk Grove 25	181	41	79	54	7
Elk Grove 26	150	41	61	40	8
Elk Grove 27	196	35	109	43	9
Elk Grove 28	154	35	78	31	10
Elk Grove 29	201	54	86	43	18
Elk Grove 30	151	24	74	36	17
Elk Grove 31	85	21	39	23	2
Elk Grove 32	109	49	35	19	6
Elk Grove 33	134	42	61	22	9
Elk Grove 34	380	85	169	100	26
Elk Grove 35	157	44	63	34	16
Elk Grove 36	96	31	38	21	6
Elk Grove 37	213	42	109	45	17
Elk Grove 38	114	46	46	18	4
Elk Grove 39	251	76	105	58	12
Elk Grove 40	180	59	70	36	15
Elk Grove 41	67	19	25	21	2
Elk Grove 42	158	74	45	34	5
Elk Grove 43	187	45	87	45	10
Elk Grove 44	138	44	57	27	10
Elk Grove 45	135	34	58	32	11
Elk Grove 46	136	27	60	41	8
Elk Grove 47	271	62	128	60	21
Elk Grove 48	136	30	47	45	14
Elk Grove 49	158	45	73	28	12
Elk Grove 50	110	38	45	21	6
Elk Grove 51	258	59	116	65	18
Elk Grove 52	107	26	48	22	11
Evanston Ward 1 Precinct 1	163	118	15	27	3
Evanston Ward 1 Precinct 2	428	231	92	94	11
Evanston Ward 1 Precinct 3	418	232	101	77	8
Evanston Ward 1 Precinct 4	559	287	107	148	17
Evanston Ward 2 Precinct 1	650	404	121	104	21
Evanston Ward 2 Precinct 2	303	239	30	26	8
Evanston Ward 2 Precinct 3	298	232	34	26	6
Evanston Ward 2 Precinct 4	431	316	62	43	10
Evanston Ward 2 Precinct 5	341	243	48	46	4
Evanston Ward 3 Precinct 1	417	229	89	89	10
Evanston Ward 3 Precinct 2	517	308	94	93	22
Evanston Ward 3 Precinct 3	416	236	92	73	15
Evanston Ward 3 Precinct 4	210	139	35	32	4
Evanston Ward 3 Precinct 5	374	194	97	64	19
Evanston Ward 3 Precinct 6	386	231	73	61	21
Evanston Ward 3 Precinct 7	380	235	75	55	15
Evanston Ward 4 Precinct 1	231	151	38	32	10
Evanston Ward 4 Precinct 2	397	254	63	70	10
Evanston Ward 4 Precinct 3	250	128	55	62	5
Evanston Ward 4 Precinct 4	698	426	125	119	28
Evanston Ward 4 Precinct 5	232	158	32	35	7
Evanston Ward 4 Precinct 6	520	308	97	92	23
Evanston Ward 5 Precinct 1	313	239	44	22	8
Evanston Ward 5 Precinct 2	498	322	80	92	4
Evanston Ward 5 Precinct 3	351	274	36	35	6
Evanston Ward 5 Precinct 4	196	157	21	15	3
Evanston Ward 6 Precinct 1	645	323	164	135	23
Evanston Ward 6 Precinct 2	365	200	72	77	16
Evanston Ward 6 Precinct 3	345	177	77	79	12
Evanston Ward 6 Precinct 4	447	234	98	95	20
Evanston Ward 6 Precinct 5	553	288	129	121	15
Evanston Ward 6 Precinct 6	288	143	72	65	8
Evanston Ward 6 Precinct 7	552	296	138	101	17
Evanston Ward 7 Precinct 1	685	407	139	114	25
Evanston Ward 7 Precinct 2	663	342	165	139	17
Evanston Ward 7 Precinct 3	99	64	11	19	5
Evanston Ward 7 Precinct 4	354	226	61	59	8
Evanston Ward 7 Precinct 5	550	278	127	124	21
Evanston Ward 7 Precinct 6	19	14	0	5	0
Evanston Ward 8 Precinct 1	494	356	74	49	15
Evanston Ward 8 Precinct 2	323	226	47	43	7
Evanston Ward 8 Precinct 3	227	166	31	23	7
Evanston Ward 8 Precinct 4	410	268	67	59	16
Evanston Ward 8 Precinct 5	455	315	75	49	16
Evanston Ward 9 Precinct 1	308	224	35	40	9
Evanston Ward 9 Precinct 2	382	272	42	46	22
Evanston Ward 9 Precinct 3	526	354	79	84	9
Evanston Ward 9 Precinct 4	473	331	72	59	11
Evanston Ward 9 Precinct 5	302	190	49	48	15
Evanston Ward 9 Precinct 6	351	232	60	51	8
Hanover 1	264	102	92	57	13
Hanover 2	194	53	84	41	16
Hanover 3	96	43	30	17	6
Hanover 4	182	61	67	43	11
Hanover 5	200	66	79	40	15
Hanover 6	138	35	69	28	6
Hanover 7	198	56	79	46	17
Hanover 8	174	62	69	34	9
Hanover 9	190	48	87	44	11
Hanover 10	101	34	42	22	3
Hanover 11	197	65	90	30	12
Hanover 12	136	55	50	22	9
Hanover 13	127	39	52	29	7
Hanover 14	251	97	95	41	18
Hanover 15	146	52	58	28	8
Hanover 16	224	80	80	44	20
Hanover 17	115	36	53	19	7
Hanover 18	167	63	61	33	10
Hanover 19	151	48	70	26	7
Hanover 20	221	67	106	38	10
Hanover 21	98	28	42	28	0
Hanover 22	177	49	85	33	10
Hanover 23	187	55	88	33	11
Hanover 24	145	55	53	30	7
Hanover 25	161	42	77	32	10
Hanover 26	173	41	89	27	16
Hanover 27	554	174	247	109	24
Hanover 28	263	67	127	43	26
Hanover 29	111	43	45	17	6
Hanover 30	197	78	71	39	9
Hanover 31	127	36	62	20	9
Hanover 32	134	43	52	29	10
Hanover 33	189	58	93	31	7
Hanover 34	235	80	105	41	9
Hanover 35	175	64	61	43	7
Hanover 36	58	19	22	11	6
Hanover 37	308	112	116	65	15
Hanover 38	190	59	86	33	12
Hanover 39	230	72	92	51	15
Hanover 40	229	80	88	46	15
Hanover 41	274	104	97	57	16
Hanover 42	147	42	72	25	8
Hanover 43	207	55	99	40	13
Hanover 44	215	62	98	46	9
Lemont 1	182	41	98	33	10
Lemont 2	158	23	89	29	17
Lemont 3	241	36	145	43	17
Lemont 4	221	19	147	31	24
Lemont 5	225	46	116	45	18
Lemont 6	277	46	166	39	26
Lemont 7	251	48	141	39	23
Lemont 8	313	47	161	68	37
Lemont 9	125	21	78	16	10
Lemont 10	191	37	101	36	17
Lemont 11	316	62	190	51	13
Lemont 12	232	46	138	27	21
Lemont 13	255	36	158	35	26
Lemont 14	216	20	150	30	16
Leyden 1	151	48	65	24	14
Leyden 2	107	30	49	20	8
Leyden 3	215	62	94	38	21
Leyden 4	156	40	84	21	11
Leyden 5	192	45	109	26	12
Leyden 6	232	51	122	40	19
Leyden 7	92	35	39	13	5
Leyden 8	217	51	106	44	16
Leyden 9	282	69	159	37	17
Leyden 10	269	52	150	37	30
Leyden 11	179	37	87	36	19
Leyden 12	61	13	24	17	7
Leyden 13	217	71	93	33	20
Leyden 14	145	45	58	27	15
Leyden 15	198	52	97	37	12
Leyden 16	203	63	99	26	15
Leyden 17	152	43	69	25	15
Leyden 18	127	34	63	22	8
Leyden 19	209	56	93	45	15
Leyden 20	98	30	48	9	11
Leyden 21	125	45	62	14	4
Leyden 22	139	29	69	27	14
Leyden 23	327	68	154	79	26
Leyden 24	208	77	83	39	9
Leyden 25	124	39	55	16	14
Leyden 26	312	79	146	49	38
Leyden 27	56	13	24	12	7
Leyden 28	102	28	43	17	14
Leyden 29	103	40	41	15	7
Leyden 30	200	39	110	39	12
Leyden 31	207	71	93	28	15
Leyden 32	224	62	118	34	10
Leyden 33	166	52	85	20	9
Leyden 34	140	43	63	21	13
Leyden 35	104	25	49	19	11
Leyden 36	179	45	87	33	14
Leyden 37	109	27	61	13	8
Leyden 38	43	9	21	12	1
Leyden 39	166	36	95	20	15
Leyden 40	160	46	64	37	13
Leyden 41	103	28	48	19	8
Leyden 42	149	29	69	35	16
Leyden 43	140	44	65	26	5
Leyden 44	143	37	62	29	15
Leyden 45	156	36	81	28	11
Leyden 46	168	55	80	23	10
Leyden 47	125	28	68	17	12
Leyden 48	175	53	77	32	13
Leyden 49	269	58	152	36	23
Leyden 50	321	77	154	71	19
Lyons 1	40	10	16	11	3
Lyons 2	218	77	94	33	14
Lyons 3	196	42	89	34	31
Lyons 4	472	181	179	86	26
Lyons 5	285	77	145	43	20
Lyons 6	172	42	94	22	14
Lyons 7	323	176	90	45	12
Lyons 8	130	35	74	14	7
Lyons 9	399	143	144	92	20
Lyons 10	275	69	133	54	19
Lyons 11	275	82	113	63	17
Lyons 12	124	28	64	26	6
Lyons 13	133	96	19	11	7
Lyons 14	394	102	190	86	16
Lyons 15	348	71	171	82	24
Lyons 16	578	165	258	124	31
Lyons 17	127	35	49	33	10
Lyons 18	277	87	121	59	10
Lyons 19	217	53	95	25	44
Lyons 20	503	105	253	117	28
Lyons 21	503	119	248	116	20
Lyons 22	155	48	64	22	21
Lyons 23	241	45	138	42	16
Lyons 24	260	59	124	67	10
Lyons 25	244	51	144	32	17
Lyons 26	85	32	36	10	7
Lyons 27	118	23	71	19	5
Lyons 28	324	56	175	63	30
Lyons 29	151	27	99	18	7
Lyons 30	35	7	23	3	2
Lyons 31	274	57	148	58	11
Lyons 32	84	16	48	11	9
Lyons 33	88	20	52	9	7
Lyons 34	86	23	42	11	10
Lyons 35	153	28	89	21	15
Lyons 36	198	32	96	45	25
Lyons 37	167	33	74	26	34
Lyons 38	105	37	43	10	15
Lyons 39	302	77	134	81	10
Lyons 40	229	48	120	48	13
Lyons 41	144	25	82	26	11
Lyons 42	240	36	132	55	17
Lyons 43	294	65	162	51	16
Lyons 44	435	64	240	106	25
Lyons 45	384	123	166	62	33
Lyons 46	163	25	107	20	11
Lyons 47	336	76	171	67	22
Lyons 48	243	42	153	34	14
Lyons 49	152	31	76	28	17
Lyons 50	318	92	157	56	13
Lyons 51	155	43	87	16	9
Lyons 52	293	68	152	54	19
Lyons 53	228	44	126	40	18
Lyons 54	143	34	72	26	11
Lyons 55	308	72	138	78	20
Lyons 56	303	81	155	47	20
Lyons 57	283	79	145	41	18
Lyons 58	130	39	61	24	6
Lyons 59	178	50	80	32	16
Lyons 60	388	215	117	43	13
Lyons 61	304	55	162	62	25
Lyons 62	122	15	68	33	6
Lyons 63	270	62	126	68	14
Lyons 64	213	43	118	24	28
Lyons 65	273	68	162	25	18
Lyons 66	151	38	67	27	19
Lyons 67	247	81	110	45	11
Lyons 68	169	40	93	24	12
Lyons 69	403	72	215	91	25
Lyons 70	182	133	28	16	5
Lyons 71	59	26	22	9	2
Lyons 72	435	93	230	99	13
Lyons 73	262	66	127	50	19
Lyons 74	112	38	47	13	14
Lyons 75	141	34	75	25	7
Lyons 76	149	29	86	21	13
Lyons 77	144	33	77	18	16
Lyons 78	131	25	69	27	10
Maine 1	119	31	59	20	9
Maine 2	147	50	54	33	10
Maine 3	93	28	43	11	11
Maine 4	188	52	82	41	13
Maine 5	185	68	72	37	8
Maine 6	318	99	134	68	17
Maine 7	110	28	53	21	8
Maine 8	140	35	64	35	6
Maine 9	329	97	150	68	14
Maine 10	166	57	50	44	15
Maine 11	122	39	41	32	10
Maine 12	142	35	55	38	14
Maine 13	180	61	74	35	10
Maine 14	276	84	123	54	15
Maine 15	113	31	52	17	13
Maine 16	159	45	63	35	16
Maine 17	202	43	88	54	17
Maine 18	176	52	88	29	7
Maine 19	110	20	59	24	7
Maine 20	128	42	48	32	6
Maine 21	281	64	125	74	18
Maine 22	276	74	129	55	18
Maine 23	152	50	53	35	14
Maine 24	310	75	136	80	19
Maine 25	278	73	126	62	17
Maine 26	220	44	104	52	20
Maine 27	170	45	70	41	14
Maine 28	76	22	30	15	9
Maine 29	268	53	121	74	20
Maine 30	523	113	240	142	28
Maine 31	189	58	75	46	10
Maine 32	111	20	66	17	8
Maine 33	119	46	43	24	6
Maine 34	247	68	108	53	18
Maine 35	247	86	101	44	16
Maine 36	204	40	93	53	18
Maine 37	196	48	90	45	13
Maine 38	124	34	55	25	10
Maine 39	185	37	98	38	12
Maine 40	148	36	70	29	13
Maine 41	144	33	69	32	10
Maine 42	348	97	154	78	19
Maine 43	170	25	77	56	12
Maine 44	179	41	80	50	8
Maine 45	68	23	28	12	5
Maine 46	195	42	90	45	18
Maine 47	195	45	106	29	15
Maine 48	268	63	135	52	18
Maine 49	177	45	88	27	17
Maine 50	174	42	80	39	13
Maine 51	159	53	64	25	17
Maine 52	234	62	96	60	16
Maine 53	157	56	65	30	6
Maine 54	242	55	100	74	13
Maine 55	167	28	83	43	13
Maine 56	178	47	87	31	13
Maine 57	74	20	32	17	5
Maine 58	183	33	104	32	14
Maine 59	180	40	83	36	21
Maine 60	289	68	137	64	20
Maine 61	99	21	45	24	9
Maine 62	92	22	41	24	5
Maine 63	152	30	70	43	9
Maine 64	91	23	45	19	4
Maine 65	131	36	50	34	11
Maine 66	44	7	23	8	6
Maine 67	252	61	120	55	16
Maine 68	145	31	69	32	13
Maine 69	128	32	61	22	13
Maine 70	169	63	71	22	13
Maine 71	106	34	39	28	5
Maine 72	132	33	58	30	11
Maine 73	49	17	26	6	0
Maine 74	192	57	60	60	15
Maine 75	166	21	96	34	15
Maine 76	120	32	54	23	11
Maine 77	287	79	128	48	32
Maine 78	121	45	53	15	8
Maine 79	118	38	52	16	12
Maine 80	162	30	75	41	16
Maine 81	65	19	28	11	7
Maine 82	184	44	79	39	22
Maine 83	94	13	47	28	6
Maine 84	91	26	34	20	11
Maine 85	112	21	56	25	10
Maine 86	155	63	59	23	10
Maine 87	149	40	67	33	9
Maine 88	119	25	42	42	10
Maine 89	83	32	34	10	7
Maine 90	90	24	41	15	10
Maine 91	282	75	116	72	19
Maine 92	85	26	30	21	8
New Trier 1	456	175	163	102	16
New Trier 2	488	151	183	133	21
New Trier 3	354	113	131	91	19
New Trier 4	402	140	164	86	12
New Trier 5	270	87	102	69	12
New Trier 6	215	67	86	56	6
New Trier 7	314	101	129	69	15
New Trier 8	215	58	95	48	14
New Trier 9	322	92	152	69	9
New Trier 10	283	96	113	66	8
New Trier 11	320	82	147	71	20
New Trier 12	272	84	108	68	12
New Trier 13	394	130	150	93	21
New Trier 14	293	78	134	72	9
New Trier 15	385	102	155	104	24
New Trier 16	347	92	150	91	14
New Trier 17	332	113	118	83	18
New Trier 18	235	86	79	61	9
New Trier 19	155	34	79	37	5
New Trier 20	400	106	165	105	24
New Trier 21	325	116	107	83	19
New Trier 22	207	50	94	54	9
New Trier 23	232	68	99	59	6
New Trier 24	370	123	128	94	25
New Trier 25	254	82	105	56	11
New Trier 26	279	113	85	71	10
New Trier 27	351	121	104	111	15
New Trier 28	255	87	94	62	12
New Trier 29	266	84	101	66	15
New Trier 30	361	106	134	111	10
New Trier 31	353	125	106	106	16
New Trier 32	310	111	112	78	9
New Trier 33	395	136	129	114	16
New Trier 34	240	81	89	62	8
New Trier 35	199	51	79	58	11
New Trier 36	484	194	137	122	31
New Trier 37	382	142	136	88	16
New Trier 38	382	140	122	98	22
New Trier 39	215	56	88	56	15
New Trier 40	160	45	72	36	7
New Trier 41	187	38	83	54	12
Niles 1	290	58	165	46	21
Niles 2	201	56	100	27	18
Niles 3	398	122	155	98	23
Niles 4	191	58	66	37	30
Niles 5	169	39	73	33	24
Niles 6	233	57	106	56	14
Niles 7	314	107	119	72	16
Niles 8	146	64	42	31	9
Niles 9	167	24	100	33	10
Niles 10	314	90	135	65	24
Niles 11	161	44	67	42	8
Niles 12	179	80	62	24	13
Niles 13	218	64	99	38	17
Niles 14	372	171	97	85	19
Niles 15	290	118	104	54	14
Niles 16	363	144	123	85	11
Niles 17	373	165	125	65	18
Niles 18	190	80	54	42	14
Niles 19	306	121	106	61	18
Niles 20	260	82	122	45	11
Niles 21	514	287	114	91	22
Niles 22	216	99	60	44	13
Niles 23	254	122	74	48	10
Niles 24	281	141	78	44	18
Niles 25	186	76	61	35	14
Niles 26	237	84	102	41	10
Niles 27	221	116	59	36	10
Niles 28	377	155	118	84	20
Niles 29	243	69	79	77	18
Niles 30	207	73	67	48	19
Niles 31	298	120	100	57	21
Niles 32	114	34	48	28	4
Niles 33	356	154	106	66	30
Niles 34	262	93	104	46	19
Niles 35	301	121	97	59	24
Niles 36	175	113	27	28	7
Niles 37	261	104	92	49	16
Niles 38	403	129	176	74	24
Niles 39	366	136	138	78	14
Niles 40	131	51	44	33	3
Niles 41	318	124	122	55	17
Niles 42	266	96	97	46	27
Niles 43	271	67	127	58	19
Niles 44	336	149	117	50	20
Niles 45	238	102	70	50	16
Niles 46	254	81	111	39	23
Niles 47	194	87	57	38	12
Niles 48	209	89	66	44	10
Niles 49	484	259	119	85	21
Niles 50	295	92	122	57	24
Niles 51	146	45	55	35	11
Niles 52	221	74	88	42	17
Niles 53	377	125	141	82	29
Niles 54	185	48	84	42	11
Niles 55	222	106	77	29	10
Niles 56	350	95	155	85	15
Niles 57	333	98	142	66	27
Niles 58	299	89	125	62	23
Niles 59	410	112	181	92	25
Niles 60	307	112	113	56	26
Niles 61	351	125	141	70	15
Niles 62	159	67	49	33	10
Niles 63	409	171	137	75	26
Niles 64	319	112	121	63	23
Northfield 1	216	89	77	35	15
Northfield 2	264	89	94	66	15
Northfield 3	132	38	60	23	11
Northfield 4	222	56	93	56	17
Northfield 5	160	49	69	33	9
Northfield 6	268	57	133	67	11
Northfield 7	341	100	142	82	17
Northfield 8	266	69	116	63	18
Northfield 9	164	53	73	31	7
Northfield 10	255	71	109	57	18
Northfield 11	138	35	63	31	9
Northfield 12	469	134	203	109	23
Northfield 13	198	55	78	50	15
Northfield 14	217	71	83	56	7
Northfield 15	234	84	80	54	16
Northfield 16	336	69	162	91	14
Northfield 17	235	75	95	53	12
Northfield 18	386	122	150	88	26
Northfield 19	301	71	140	77	13
Northfield 20	279	83	111	68	17
Northfield 21	453	124	185	115	29
Northfield 22	291	69	133	71	18
Northfield 23	158	38	80	34	6
Northfield 24	290	73	125	73	19
Northfield 25	226	58	105	50	13
Northfield 26	229	76	90	44	19
Northfield 27	155	68	56	23	8
Northfield 28	380	134	132	91	23
Northfield 29	214	88	80	34	12
Northfield 30	379	109	173	78	19
Northfield 31	317	86	137	77	17
Northfield 32	346	110	130	78	28
Northfield 33	113	53	37	19	4
Northfield 34	187	38	79	60	10
Northfield 35	267	70	134	49	14
Northfield 36	183	58	77	36	12
Northfield 37	266	74	107	69	16
Northfield 38	244	73	89	70	12
Northfield 39	146	42	62	33	9
Northfield 40	141	45	47	43	6
Northfield 41	266	71	97	81	17
Northfield 42	212	43	94	61	14
Northfield 43	269	80	113	66	10
Northfield 44	241	77	98	48	18
Northfield 45	343	89	160	75	19
Northfield 46	380	130	155	79	16
Northfield 47	347	98	140	82	27
Northfield 48	241	51	115	55	20
Northfield 49	208	58	82	54	14
Northfield 50	250	85	99	53	13
Northfield 51	632	174	294	141	23
Northfield 52	292	94	129	53	16
Northfield 53	297	77	132	75	13
Northfield 54	227	74	87	46	20
Northfield 55	221	63	106	39	13
Northfield 56	338	108	137	75	18
Northfield 57	186	44	87	46	9
Northfield 58	132	42	42	38	10
Northfield 59	186	59	77	37	13
Northfield 60	394	88	186	97	23
Northfield 61	177	30	94	41	12
Northfield 62	282	87	115	64	16
Norwood Park 1	199	47	86	45	21
Norwood Park 2	208	31	130	31	16
Norwood Park 3	227	56	103	48	20
Norwood Park 4	211	48	99	39	25
Norwood Park 5	163	32	92	25	14
Norwood Park 6	219	32	133	31	23
Norwood Park 7	132	32	66	21	13
Norwood Park 8	117	21	74	13	9
Norwood Park 9	122	17	77	19	9
Norwood Park 10	106	25	51	17	13
Norwood Park 11	301	59	170	48	24
Norwood Park 12	113	23	56	17	17
Norwood Park 13	141	21	78	24	18
Norwood Park 14	189	43	100	28	18
Norwood Park 15	130	24	79	15	12
Norwood Park 16	91	19	45	14	13
Norwood Park 17	178	51	88	26	13
Oak Park 1	355	229	57	56	13
Oak Park 2	574	291	154	111	18
Oak Park 3	617	357	125	118	17
Oak Park 4	479	236	117	109	17
Oak Park 5	531	270	147	95	19
Oak Park 6	505	298	113	64	30
Oak Park 7	348	173	100	67	8
Oak Park 8	492	366	57	55	14
Oak Park 9	310	190	59	48	13
Oak Park 10	481	312	92	63	14
Oak Park 11	424	277	68	70	9
Oak Park 12	229	137	55	35	2
Oak Park 13	441	276	75	72	18
Oak Park 14	510	246	138	114	12
Oak Park 15	565	398	74	81	12
Oak Park 16	655	344	148	136	27
Oak Park 17	679	383	149	115	32
Oak Park 18	389	213	102	62	12
Oak Park 19	467	265	91	90	21
Oak Park 20	605	315	146	122	22
Oak Park 21	338	226	59	38	15
Oak Park 22	336	211	60	57	8
Oak Park 23	431	226	102	92	11
