Precinct	total_votes	votes|Yes	votes|No
11006	686	562	124
11007	790	700	90
11033	591	457	134
22021	425	380	45
24001	297	279	18
24002	348	325	23
24003	397	360	37
24004	262	244	18
24005	204	185	19
24006	344	323	21
24008	161	148	13
24009	339	318	21
24010	168	153	15
24011	382	343	39
24012	235	210	25
24013	221	208	13
24014	302	279	23
24015	212	199	13
24017	273	255	18
24018	355	326	29
24019	423	384	39
24020	292	261	31
24021	199	183	16
24022	475	436	39
24023	332	304	28
24024	427	388	39
24025	250	233	17
24026	443	400	43
24027	371	339	32
24028	254	228	26
24029	237	213	24
24030	192	179	13
24031	398	358	40
24032	210	184	26
24033	231	215	16
24034	306	283	23
24035	350	318	32
24036	429	387	42
24037	230	209	21
24038	289	265	24
24039	338	307	31
24040	371	342	29
25003	696	559	137
25004	447	401	46
25010	774	568	206
25016	734	541	193
25020	352	337	15
25025	494	405	89
25029	374	342	32
25031	912	671	241
27002	473	387	86
27004	251	219	32
27010	384	359	25
27014	234	213	21
27016	579	446	133
27017	444	392	52
27018	289	262	27
27025	392	344	48
27026	293	259	34
27027	562	506	56
27030	209	189	20
27032	355	315	40
27033	469	363	106
27036	304	278	26
27039	289	267	22
27041	331	307	24
27043	337	306	31
27045	919	751	168
27049	300	269	31
27050	376	349	27
28002	318	298	20
28003	293	269	24
28004	363	299	64
28005	153	141	12
28006	189	160	29
28007	387	354	33
28008	447	352	95
28009	350	319	31
28010	484	408	76
28011	773	683	90
28013	293	271	22
28015	109	102	7
28016	224	211	13
28017	310	286	24
28018	269	254	15
28019	337	287	50
28020	364	335	29
28022	312	289	23
28024	298	271	27
28025	426	400	26
28026	391	366	25
28027	427	343	84
28028	457	362	95
28029	188	170	18
28030	61	58	3
28032	378	348	30
28033	390	349	41
28034	688	645	43
28035	429	387	42
28036	177	155	22
28037	475	434	41
28044	261	248	13
28045	457	364	93
28046	690	564	126
42003	683	555	128
42012	501	371	130
42016	640	479	161
42018	758	613	145
42021	649	498	151
42036	1024	760	264
42041	649	491	158
