Precinct	total_votes	votes|Yes	votes|No
01001	531	477	54
01002	543	479	64
01003	699	630	69
01004	674	600	74
01005	654	600	54
01006	583	531	52
01007	420	370	50
01008	518	476	42
01009	444	403	41
01010	743	681	62
01011	670	612	58
01012	691	616	75
01013	253	224	29
01014	602	531	71
01015	523	480	43
01016	563	511	52
01017	488	436	52
01018	622	563	59
01019	655	599	56
01020	468	432	36
01021	731	656	75
01022	373	343	30
01023	800	718	82
01024	511	459	52
01025	547	488	59
01026	402	357	45
01027	629	558	71
01028	157	139	18
01029	573	504	69
01030	663	573	90
01031	564	504	60
01032	583	528	55
01033	670	610	60
01034	519	462	57
01035	733	660	73
01036	639	570	69
01037	622	555	67
01038	604	538	66
01039	506	448	58
01040	567	516	51
01041	321	294	27
01042	183	164	19
01043	385	338	47
01044	475	434	41
02001	667	603	64
02002	490	437	53
02003	734	649	85
02004	556	504	52
02005	753	673	80
02006	629	567	62
02007	584	515	69
02008	729	639	90
02009	579	524	55
02010	546	472	74
02011	634	545	89
02012	556	496	60
02013	574	508	66
02014	564	498	66
02015	583	537	46
02016	585	537	48
02017	691	620	71
02018	614	537	77
02019	433	382	51
02020	736	672	64
02021	615	562	53
02022	669	593	76
02023	423	388	35
02024	583	524	59
02025	721	652	69
02026	540	491	49
02027	587	500	87
02028	711	621	90
02029	688	606	82
02030	541	481	60
02031	780	701	79
02032	580	518	62
02033	899	801	98
02034	511	448	63
02035	841	761	80
02036	516	461	55
02037	546	493	53
02038	590	504	86
02039	420	366	54
02040	677	606	71
02041	669	609	60
02042	705	629	76
02043	870	772	98
02044	412	359	53
02045	582	520	62
02046	389	338	51
03001	660	591	69
03002	595	551	44
03003	456	407	49
03004	602	530	72
03005	405	357	48
03006	746	662	84
03007	388	353	35
03008	541	482	59
03009	572	508	64
03010	232	205	27
03011	567	493	74
03012	517	473	44
03013	705	638	67
03014	529	473	56
03015	584	498	86
03016	565	505	60
03017	740	666	74
03018	808	742	66
03019	708	632	76
03020	578	518	60
03021	642	581	61
03022	841	768	73
03023	518	463	55
03024	490	445	45
03025	977	892	85
03026	698	619	79
03027	767	687	80
03028	335	310	25
03029	653	604	49
03030	546	477	69
03031	691	622	69
03032	677	609	68
03033	747	677	70
03034	761	685	76
03035	272	230	42
03036	358	325	33
03037	530	463	67
03038	431	407	24
03039	815	745	70
03040	668	604	64
03041	443	398	45
04001	732	660	72
04002	748	672	76
04003	529	483	46
04004	749	682	67
04005	556	490	66
04006	655	608	47
04007	449	410	39
04008	653	584	69
04009	625	556	69
04010	652	586	66
04011	617	543	74
04012	626	563	63
04013	700	633	67
04014	583	512	71
04015	696	637	59
04016	879	799	80
04017	799	733	66
04018	507	457	50
04019	546	487	59
04020	536	494	42
04021	811	733	78
04022	585	536	49
04023	747	676	71
04024	532	477	55
04025	690	627	63
04026	544	491	53
04027	674	611	63
04028	546	485	61
04029	589	525	64
04030	809	732	77
04031	556	500	56
04032	622	527	95
04033	623	560	63
04034	496	447	49
04035	668	585	83
04036	643	575	68
04037	975	873	102
04038	603	538	65
05001	531	476	55
05002	464	419	45
05003	592	544	48
05004	682	614	68
05005	515	475	40
05006	468	427	41
05007	529	471	58
05008	569	521	48
05009	653	595	58
05010	505	455	50
05011	580	538	42
05012	441	385	56
05013	477	431	46
05014	453	419	34
05015	541	491	50
05016	496	443	53
05017	482	430	52
05018	525	477	48
05019	536	479	57
05020	621	571	50
05021	588	542	46
05022	610	573	37
05023	971	883	88
05024	628	570	58
05025	496	446	50
05026	592	536	56
05027	757	697	60
05028	572	511	61
05029	610	533	77
05030	453	396	57
05031	463	408	55
05032	585	548	37
05033	552	511	41
05034	699	629	70
05035	560	517	43
05036	343	312	31
05037	560	512	48
05038	549	495	54
05039	451	406	45
05040	422	383	39
05041	280	255	25
06001	492	438	54
06002	462	412	50
06003	473	431	42
06004	373	341	32
06005	390	330	60
06006	437	384	53
06007	481	439	42
06008	480	425	55
06009	488	437	51
06010	348	312	36
06011	424	379	45
06012	432	407	25
06013	349	306	43
06014	475	431	44
06015	460	413	47
06016	459	408	51
06017	360	307	53
06018	368	332	36
06019	465	410	55
06020	349	310	39
06021	340	312	28
06022	376	337	39
06023	288	254	34
06024	279	253	26
06025	285	254	31
06026	408	372	36
06027	324	272	52
06028	296	275	21
06029	468	429	39
06030	445	408	37
06031	458	413	45
06032	441	398	43
06033	475	423	52
06034	498	453	45
06035	402	367	35
06036	474	429	45
06037	460	411	49
06038	477	424	53
06039	435	394	41
06040	421	378	43
06041	466	414	52
06042	499	446	53
06043	413	372	41
06044	514	462	52
06045	523	474	49
06046	340	294	46
06047	356	311	45
06048	486	433	53
07001	403	360	43
07002	472	413	59
07003	443	400	43
07004	425	386	39
07005	384	342	42
07006	584	529	55
07007	464	421	43
07008	365	326	39
07009	745	673	72
07010	495	454	41
07011	538	485	53
07012	448	403	45
07013	279	258	21
07014	499	439	60
07015	440	401	39
07016	387	349	38
07017	404	375	29
07018	445	398	47
07019	430	396	34
07020	338	288	50
07021	401	367	34
07022	359	326	33
07023	436	393	43
07024	371	337	34
07025	461	412	49
07026	334	297	37
07027	366	331	35
07028	362	324	38
07029	323	285	38
07030	371	332	39
07031	304	285	19
07032	582	519	63
07033	511	464	47
07034	484	436	48
07035	449	411	38
07036	528	478	50
07037	471	429	42
07038	406	366	40
07039	405	372	33
07040	398	359	39
07041	424	383	41
07042	406	365	41
07043	422	371	51
07044	400	346	54
07045	492	444	48
07046	152	145	7
08001	389	342	47
08002	420	374	46
08003	467	426	41
08004	485	434	51
08005	471	434	37
08006	454	406	48
08007	504	465	39
08008	414	381	33
08009	305	265	40
08010	522	469	53
08011	425	381	44
08012	285	253	32
08013	520	471	49
08014	458	413	45
08015	465	423	42
08016	181	156	25
08017	374	333	41
08018	475	420	55
08019	489	444	45
08020	488	443	45
08021	612	541	71
08022	429	391	38
08023	429	388	41
08024	286	254	32
08025	463	408	55
08026	479	443	36
08027	483	427	56
08028	483	440	43
08029	533	476	57
08030	490	427	63
08031	372	331	41
08032	381	345	36
08033	393	354	39
08034	424	378	46
08035	465	408	57
08036	495	451	44
08037	367	330	37
08038	316	270	46
08039	492	449	43
08040	364	328	36
08041	503	442	61
08042	491	444	47
08043	259	236	23
08044	312	281	31
08045	507	465	42
08046	358	314	44
08047	380	343	37
