Precinct	total_votes	votes|Kevin Mcdevitt	votes|Barbara Mcgowan	votes|Mariyana T. Spyropoulos	votes|Josina Morita	votes|R. Cary Capparelli	votes|Joseph Daniel Cook
40012	470	39	110	107	112	46	56
40013	1021	78	242	262	267	83	89
40014	548	69	118	130	116	37	78
40015	580	71	122	155	108	51	73
40016	837	71	192	209	224	65	76
40017	604	53	134	168	147	41	61
40018	525	75	106	124	97	45	78
40019	858	90	167	213	173	77	138
40020	596	77	132	142	124	45	76
40021	809	89	184	199	186	61	90
40022	697	53	158	188	169	60	69
40023	851	74	191	213	201	82	90
40024	452	48	110	109	87	31	67
40025	840	73	195	228	212	60	72
40026	762	66	172	194	181	70	79
40027	971	121	228	201	224	61	136
40028	951	84	222	222	246	71	106
40029	595	75	129	157	109	41	84
40030	606	57	138	164	136	56	55
40031	807	82	181	213	207	55	69
40032	730	70	164	189	167	70	70
40033	720	70	175	196	167	56	56
40034	528	49	107	148	110	37	77
40035	497	68	115	108	94	47	65
40036	583	54	142	148	137	46	56
40037	704	83	161	143	168	64	85
40038	882	64	193	257	216	67	85
40039	185	29	36	40	33	12	35
41001	501	93	93	90	52	85	88
41002	603	107	109	109	70	108	100
41003	518	92	108	111	74	71	62
41004	627	92	111	118	74	113	119
41005	650	92	120	136	96	97	109
41006	791	85	113	149	100	82	262
41007	607	97	113	111	73	83	130
41008	513	97	102	90	58	70	96
41009	589	63	117	145	89	92	83
41010	641	107	128	131	66	86	123
41011	593	115	124	103	70	74	107
41012	517	78	92	129	67	82	69
41013	550	116	98	112	69	83	72
41014	765	83	122	152	98	87	223
41015	698	127	108	142	93	100	128
41016	438	74	93	76	58	61	76
41017	527	72	96	125	95	68	71
41018	488	76	88	95	64	72	93
41019	672	84	117	161	101	88	121
41020	427	58	94	90	63	50	72
41021	531	89	97	102	66	70	107
41022	565	81	103	124	79	92	86
41023	505	115	66	93	59	105	67
41024	451	71	84	97	53	65	81
41025	334	57	57	64	47	40	69
41026	555	69	100	119	92	85	90
41027	379	60	75	66	45	65	68
41028	453	82	93	95	84	46	53
41029	319	51	65	75	40	38	50
41030	572	95	107	112	73	81	104
41031	635	110	147	114	70	94	100
41032	451	69	75	101	81	62	63
41033	538	89	101	108	72	89	79
41034	423	83	71	81	62	57	69
41035	627	110	121	123	72	99	102
41036	523	93	81	113	90	72	74
41037	615	97	111	115	84	92	116
41038	460	76	80	86	72	77	69
41039	636	84	107	132	64	68	181
41040	544	106	104	93	39	90	112
41041	522	90	106	104	58	82	82
41042	507	81	103	97	62	75	89
41043	552	90	108	108	78	85	83
41044	589	102	107	103	63	87	127
41045	492	78	111	98	63	62	80
41046	629	98	112	126	78	105	110
41047	620	69	86	124	91	82	168
42001	493	40	112	146	114	41	40
42002	452	53	109	109	100	32	49
42003	612	69	135	172	122	54	60
42004	655	82	155	148	130	57	83
42005	346	35	89	85	81	25	31
42006	761	74	167	194	167	82	77
42007	537	50	113	143	119	63	49
42008	511	45	116	128	123	59	40
42009	540	56	133	133	123	38	57
42010	611	59	139	161	140	58	54
42011	349	34	83	83	73	38	38
42012	370	34	85	103	90	35	23
42013	596	54	133	144	130	69	66
42014	397	40	99	99	95	27	37
42015	280	25	61	79	63	27	25
42016	477	56	107	131	97	30	56
42017	462	64	98	113	108	38	41
42018	412	58	90	102	88	31	43
42019	525	52	126	139	117	53	38
42020	328	41	66	85	73	26	37
42021	369	41	70	96	85	38	39
42022	260	29	50	74	59	33	15
42023	374	35	60	108	84	52	35
42024	466	49	106	108	107	45	51
42025	440	45	110	106	107	29	43
42026	520	63	115	126	114	45	57
42027	461	38	114	114	103	44	48
42028	755	81	187	188	173	44	82
42029	454	56	101	121	98	39	39
42030	440	32	91	131	100	55	31
42031	521	63	112	117	124	54	51
42032	355	50	78	83	72	32	40
42033	655	55	160	169	148	54	69
42034	402	44	85	101	81	58	33
42035	755	89	188	187	158	59	74
42036	584	63	136	155	116	51	63
42037	272	36	73	65	59	14	25
42038	349	28	80	90	96	27	28
42039	398	38	94	106	81	33	46
42040	533	58	126	129	116	47	57
42041	462	40	123	119	102	33	45
42042	650	73	146	174	147	47	63
43001	304	23	76	75	77	25	28
43002	428	44	99	117	88	48	32
43003	522	43	106	153	123	63	34
43004	460	45	104	116	105	49	41
43005	424	43	89	120	93	47	32
43006	294	26	75	78	60	30	25
43007	391	51	83	87	78	44	48
43008	407	41	91	94	95	43	43
43009	647	77	138	163	133	66	70
43010	527	43	90	145	134	69	46
43011	336	32	75	92	75	32	30
43012	340	40	76	84	76	29	35
43013	537	78	128	128	104	47	52
43014	511	45	113	144	107	52	50
43015	447	57	109	104	87	47	43
43016	481	51	108	126	104	44	48
43017	350	31	75	95	82	40	27
43018	482	59	106	117	99	47	54
43019	552	50	122	147	132	56	45
43020	602	54	137	155	147	49	60
43021	511	46	98	135	114	44	74
43022	310	40	72	70	40	28	60
43023	335	31	76	85	76	33	34
43024	344	37	92	78	67	24	46
43025	490	41	107	133	108	53	48
43026	324	22	77	92	82	31	20
43027	491	56	104	136	110	45	40
43028	606	71	133	156	133	49	64
43029	426	43	111	110	90	36	36
43030	689	71	150	172	140	62	94
43031	525	61	115	125	104	50	70
43032	583	70	131	150	132	56	44
43033	539	55	122	145	117	49	51
43034	408	33	93	109	100	35	38
43035	526	42	118	143	133	54	36
43036	281	31	66	75	59	25	25
43037	635	79	143	151	131	55	76
43038	367	33	75	99	86	40	34
43039	619	64	146	144	122	53	90
43040	412	30	90	96	82	28	86
43041	764	73	170	205	174	81	61
43042	382	43	94	90	81	33	41
43043	526	52	105	137	131	57	44
43044	469	40	103	136	112	42	36
43045	352	38	76	94	79	34	31
43046	211	25	49	45	47	25	20
44001	1058	102	257	290	220	98	91
44002	567	54	131	137	137	53	55
44003	497	47	100	131	134	58	27
44004	564	56	119	152	134	54	49
44005	637	72	152	156	141	49	67
44006	726	70	171	190	181	51	63
44007	463	38	98	118	111	52	46
44008	696	78	170	164	154	53	77
44009	400	39	86	100	94	36	45
44010	526	63	116	129	110	44	64
44011	524	65	118	118	119	49	55
44012	639	74	143	149	150	50	73
44013	340	47	80	81	66	24	42
44014	463	49	103	106	110	39	56
44015	676	74	159	166	151	54	72
44016	602	62	132	149	137	57	65
44017	885	96	206	232	194	80	77
44018	514	69	129	116	104	29	67
44019	828	92	203	210	183	54	86
44020	572	62	139	134	133	39	65
44021	707	89	161	163	154	63	77
44022	750	71	169	183	173	83	71
44023	492	46	113	125	112	46	50
44024	477	32	110	129	121	48	37
44025	497	43	116	138	113	41	46
44026	700	85	163	175	137	59	81
44027	629	65	115	158	145	74	72
44028	746	93	173	161	161	61	97
44029	519	42	132	132	123	43	47
44030	565	70	129	143	119	46	58
44031	555	82	122	112	118	47	74
44032	635	76	142	161	122	58	76
44033	752	90	187	180	167	48	80
44034	621	73	147	144	143	49	65
44035	795	84	186	211	166	86	62
44036	631	67	138	154	137	56	79
44037	690	77	155	178	171	51	58
44038	463	49	125	112	86	37	54
44039	475	59	108	109	94	40	65
44040	532	52	120	137	121	52	50
44041	735	86	180	165	150	69	85
45001	510	66	96	138	98	50	62
45002	590	60	126	145	141	40	78
45003	595	57	128	160	125	56	69
45004	738	81	157	198	145	74	83
45005	618	77	131	162	119	57	72
45006	743	80	169	206	157	59	72
45007	831	97	192	214	156	75	97
45008	597	80	128	141	122	55	71
45009	648	99	134	127	128	54	106
45010	651	89	136	136	138	54	98
45011	507	59	113	121	107	39	68
45012	590	73	118	135	141	51	72
45013	559	57	110	147	126	54	65
45014	824	104	169	168	172	72	139
45015	869	124	170	187	162	86	140
45016	564	61	120	135	123	63	62
45017	573	88	122	125	100	55	83
45018	597	85	117	124	104	83	84
45019	324	44	80	78	54	27	41
45020	369	56	71	84	75	34	49
45021	497	78	99	103	83	63	71
45022	497	74	99	105	81	56	82
45023	485	62	96	105	87	61	74
45024	418	59	87	87	71	46	68
45025	344	48	68	67	49	44	68
45026	304	46	56	58	49	44	51
45027	543	75	116	122	93	73	64
45028	438	59	87	93	84	41	74
45029	292	40	63	63	48	32	46
45030	499	59	106	110	110	49	65
45031	458	60	95	98	94	46	65
45032	429	65	93	91	81	40	59
45033	385	48	78	89	68	38	64
45034	655	87	140	139	133	60	96
45035	623	91	124	139	114	68	87
45036	611	93	131	126	104	60	97
45037	511	60	99	125	96	62	69
45038	498	77	93	92	95	58	83
45039	547	74	112	117	94	69	81
45040	551	80	119	117	85	61	89
45041	474	88	96	85	72	59	74
45042	571	99	109	118	68	81	96
45043	492	78	91	117	66	60	80
45044	481	72	96	98	66	66	83
45045	304	39	55	72	46	48	44
45046	350	58	63	80	55	46	48
45047	372	51	72	73	64	55	57
45048	308	53	56	64	38	53	44
46001	504	79	111	108	100	47	59
46002	607	81	137	134	124	49	82
46003	887	77	189	224	220	92	85
46004	648	77	154	150	150	57	60
46005	687	65	159	163	166	66	68
46006	594	89	139	130	133	41	62
46007	796	97	177	193	172	79	78
46008	528	76	130	97	108	39	78
46009	741	92	173	174	173	64	65
46010	876	108	177	224	200	79	88
46011	567	59	134	121	138	51	64
46012	698	66	164	168	163	59	78
46013	679	70	157	162	167	60	63
46014	663	103	148	129	118	54	111
46015	614	63	140	149	141	54	67
46016	747	75	182	191	183	49	67
46017	764	86	177	179	181	63	78
46018	641	82	143	163	135	56	62
46019	453	49	110	97	100	42	55
46020	607	88	135	108	124	38	114
46021	450	65	110	86	85	45	59
46022	460	63	112	94	88	37	66
46023	611	70	149	130	131	47	84
46024	701	83	158	162	152	69	77
46025	639	76	154	148	131	55	75
46026	716	78	173	167	164	59	75
46027	658	86	146	147	148	60	71
46028	738	80	170	178	181	63	66
46029	553	64	115	138	137	49	50
46030	676	74	166	155	165	56	60
46031	640	64	152	164	157	54	49
46032	711	92	168	142	146	61	102
46033	762	80	168	192	160	75	87
46034	687	75	159	165	147	53	88
46035	811	101	197	167	168	71	107
46036	602	71	146	145	121	49	70
46037	450	57	103	98	103	38	51
46038	570	79	128	117	113	48	85
46039	627	92	160	139	101	59	76
46040	650	67	155	168	154	46	60
47001	387	43	77	97	96	35	39
47002	715	69	156	198	170	59	63
47003	751	89	175	177	149	71	90
47004	652	72	142	166	156	44	72
47005	785	81	176	193	190	60	85
47006	700	76	159	174	170	54	67
47007	655	67	144	164	154	56	70
47008	641	75	139	149	153	60	65
47009	502	40	117	134	124	38	49
47010	918	69	232	251	237	61	68
47011	570	53	147	143	133	39	55
47012	695	79	153	185	152	64	62
47013	782	59	189	199	194	55	86
47014	591	55	131	153	145	53	54
47015	971	76	247	251	256	64	77
47016	767	60	179	203	189	62	74
47017	708	78	153	174	163	58	82
47018	649	64	157	155	149	60	64
47019	975	81	239	243	262	65	85
47020	725	79	168	188	173	53	64
47021	645	57	132	182	152	58	64
47022	835	67	183	229	213	69	74
47023	886	79	214	228	243	48	74
47024	645	60	145	171	153	66	50
47025	717	70	151	192	172	58	74
47026	858	80	191	224	218	63	82
47027	620	68	135	167	151	48	51
47028	801	69	181	209	194	79	69
47029	710	65	172	187	171	49	66
47030	839	83	197	194	222	54	89
47031	690	60	159	171	176	54	70
47032	916	76	204	247	241	64	84
47033	594	69	123	158	133	52	59
47034	867	65	190	230	208	81	93
47035	628	64	142	150	146	50	76
47036	902	95	193	243	229	70	72
47037	717	58	156	189	185	61	68
47038	709	76	165	179	165	61	63
47039	739	54	174	193	195	74	49
47040	769	66	171	221	188	63	60
47041	794	65	178	206	208	71	66
47042	735	60	165	200	188	52	70
47043	597	64	128	165	131	51	58
47044	521	63	131	121	108	42	56
47045	728	58	176	193	191	51	59
47046	658	72	150	153	157	63	63
47047	707	81	155	175	158	63	75
47048	93	13	24	19	16	7	14
48001	625	70	153	163	149	38	52
48002	348	24	80	90	96	32	26
48003	888	110	212	199	200	65	102
48004	736	73	179	175	158	63	88
48005	429	41	88	108	113	43	36
48006	936	124	228	205	197	65	117
48007	758	62	175	197	196	69	59
48008	360	41	88	85	86	25	35
48009	504	57	127	113	110	41	56
48010	1092	71	270	290	309	78	74
48011	638	46	146	177	175	57	37
48012	886	94	218	207	204	73	90
48013	940	112	210	219	217	70	112
48014	352	46	76	81	80	33	36
48015	479	53	116	105	105	39	61
48016	688	85	175	151	143	61	73
48017	751	110	171	181	152	54	83
48018	592	92	145	114	98	40	103
48019	543	43	132	137	137	39	55
48020	931	98	230	230	229	65	79
48021	812	120	191	170	154	62	115
48022	674	89	146	165	131	63	80
48023	809	95	193	202	174	60	85
48024	688	84	159	152	167	51	75
48025	755	58	172	180	190	54	101
48026	379	48	87	80	85	29	50
48027	932	111	225	206	215	55	120
48028	743	98	192	150	161	61	81
48029	466	51	126	111	112	28	38
48030	751	54	175	218	202	52	50
48031	1020	125	249	214	222	71	139
48032	761	89	178	168	182	66	78
48033	469	50	94	121	119	50	35
48034	614	47	149	158	162	41	57
48035	452	77	96	82	79	45	73
48036	497	53	110	122	124	36	52
48037	762	70	168	188	196	59	81
48038	832	70	186	207	205	77	87
48039	586	56	132	143	138	51	66
48040	725	79	175	171	172	56	72
48041	925	101	227	221	211	67	98
48042	912	92	209	223	218	75	95
48043	790	95	186	178	182	61	88
48044	925	76	220	247	236	65	81
48045	666	53	144	161	185	54	69
48046	535	58	126	130	130	31	60
49001	564	69	151	118	119	34	73
49002	550	45	121	150	146	38	50
49003	890	70	222	215	232	62	89
49004	1016	90	251	252	262	64	97
49005	815	90	199	189	195	47	95
49006	790	74	197	184	204	46	85
49007	829	77	206	192	192	66	96
49008	633	58	158	148	155	37	77
49009	786	67	210	207	198	43	61
49010	829	89	205	199	201	46	89
49011	991	80	245	236	277	56	97
49012	1187	85	311	291	309	76	115
49013	935	91	225	222	244	57	96
49014	683	83	172	170	132	41	85
49015	619	68	163	140	139	37	72
49016	847	98	216	220	182	50	81
49017	557	58	133	135	120	45	66
49018	1047	72	259	258	308	53	97
49019	734	67	196	158	182	47	84
49020	1247	106	320	297	332	68	124
49021	516	61	128	113	120	29	65
49022	868	88	216	202	216	49	97
49023	1021	91	241	259	259	63	108
49024	620	71	152	142	137	38	80
49025	1117	102	275	265	295	68	112
49026	867	75	220	216	219	55	82
49027	910	86	235	208	218	50	113
49028	1094	116	259	251	286	63	119
49029	995	87	241	244	262	67	94
49030	845	83	203	205	199	60	95
49031	637	72	145	149	140	41	90
49032	886	99	219	185	213	59	111
49033	730	72	189	156	172	50	91
50001	381	41	82	78	87	46	47
50002	292	33	64	68	63	22	42
50003	443	39	94	122	104	32	52
50004	542	49	125	125	136	45	62
50005	217	24	53	48	47	16	29
50006	601	79	147	132	117	42	84
50007	750	69	165	175	174	67	100
50008	523	63	131	110	109	32	78
50009	447	46	96	110	94	32	69
50010	392	56	68	94	71	38	65
50011	195	18	41	45	42	22	27
50012	222	27	51	41	54	16	33
50013	614	72	122	137	125	55	103
50014	139	15	29	33	33	14	15
50015	776	72	190	192	177	58	87
50016	145	12	35	38	30	15	15
50017	388	49	85	89	89	25	51
50018	66	8	12	13	9	10	14
50019	393	51	94	78	92	17	61
50020	559	49	140	132	131	40	67
50021	464	51	102	118	97	31	65
50022	358	41	91	82	74	23	47
50023	304	49	63	60	56	24	52
50024	293	37	53	78	47	38	40
50025	316	44	62	72	64	32	42
50026	514	70	134	96	104	37	73
50027	145	15	36	40	24	11	19
50028	569	86	136	116	111	35	85
50029	453	54	101	119	87	33	59
50030	401	46	79	81	95	34	66
50031	649	95	130	123	145	42	114
50032	579	80	139	111	115	39	95
50033	279	28	61	63	73	22	32
50034	681	68	159	156	155	47	96
50035	736	69	160	185	164	61	97
50036	510	58	111	114	110	34	83
50037	636	76	153	147	128	53	79
50038	302	32	64	73	66	28	39
50039	301	36	66	66	68	24	41
50040	300	32	59	69	55	29	56
