Precinct	total_votes	votes|Kevin Mcdevitt	votes|Barbara Mcgowan	votes|Mariyana T. Spyropoulos	votes|Josina Morita	votes|R. Cary Capparelli	votes|Joseph Daniel Cook
19056	779	81	192	194	142	54	116
19057	638	82	161	166	114	36	79
20001	553	116	163	84	72	21	97
20002	236	55	71	28	18	13	51
20003	493	108	140	70	58	31	86
20004	270	52	69	27	32	21	69
20005	632	121	178	83	89	22	139
20006	290	63	80	40	29	13	65
20007	639	111	200	86	85	33	124
20008	608	113	190	93	75	24	113
20009	713	126	209	97	107	24	150
20010	506	93	162	84	56	28	83
20011	781	162	223	118	102	27	149
20012	432	87	127	60	50	20	88
20013	630	127	185	86	71	24	137
20014	372	65	109	57	49	24	68
20015	537	75	119	73	141	36	93
20016	745	125	214	124	120	34	128
20017	343	70	84	44	43	22	80
20018	459	92	123	66	56	28	94
20019	645	113	205	94	87	25	121
20020	486	65	100	70	115	31	105
20021	487	112	128	58	59	18	112
20022	834	145	248	122	126	27	166
20023	611	116	191	83	82	25	114
20024	636	85	181	113	116	30	111
20025	425	70	123	62	57	20	93
20026	689	106	182	119	117	39	126
20027	380	76	108	51	41	17	87
20028	422	86	119	63	55	19	80
20029	711	138	209	110	93	28	133
20030	325	60	103	52	42	18	50
20031	735	144	207	113	81	49	141
20032	561	106	167	78	73	37	100
20033	376	74	98	60	55	23	66
20034	818	98	216	183	165	48	108
20035	540	105	167	62	61	27	118
20036	207	44	53	25	21	13	51
20037	227	41	66	28	30	6	56
20038	237	47	63	30	29	11	57
20039	80	20	22	8	8	4	18
21001	748	124	230	126	107	25	136
21002	484	87	139	61	62	29	106
21003	769	125	225	118	105	21	175
21004	719	127	215	94	111	33	139
21005	756	128	224	115	101	39	149
21006	613	108	177	99	80	30	119
21007	788	125	234	116	105	37	171
21008	722	135	211	123	93	41	119
21009	793	139	234	122	115	29	154
21010	675	118	193	110	95	29	130
21011	632	125	190	90	89	24	114
21012	671	98	204	99	93	34	143
21013	625	100	194	83	90	30	128
21014	840	145	256	128	112	38	161
21015	644	99	193	113	86	28	125
21016	627	97	200	88	90	20	132
21017	653	118	188	113	85	25	124
21018	816	147	253	129	110	34	143
21019	756	134	210	115	114	40	143
21020	559	101	157	86	72	30	113
21021	609	116	187	78	80	28	120
21022	661	111	205	112	90	22	121
21023	625	113	167	104	93	27	121
21024	680	129	191	99	91	23	147
21025	637	98	193	93	101	30	122
21026	670	113	212	93	83	34	135
21027	708	126	213	104	88	23	154
21028	791	137	241	126	100	32	155
21029	748	125	216	126	107	31	143
21030	537	93	165	71	64	20	124
21031	547	78	178	99	89	15	88
21032	664	123	193	92	89	31	136
21033	686	123	192	99	92	25	155
21034	647	120	188	89	86	29	135
21035	761	137	226	114	107	22	155
21036	706	121	209	95	109	31	141
21037	544	99	162	81	66	24	112
21038	714	137	227	95	87	36	132
21039	579	105	160	100	77	26	111
21040	567	104	169	81	76	19	118
21041	724	129	213	98	108	26	150
21042	750	104	219	130	118	23	156
21043	727	120	213	118	106	30	140
21044	692	106	212	116	110	19	129
21045	635	105	188	103	83	33	123
21046	709	114	217	112	97	30	139
21047	656	112	187	95	93	29	140
21048	636	103	208	102	78	18	127
21049	727	112	225	99	110	25	156
21050	587	94	179	84	90	30	110
21051	696	124	203	103	111	27	128
21052	723	118	216	111	103	26	149
21053	546	70	168	106	90	26	86
21054	577	111	173	91	72	19	111
22001	403	70	114	54	47	23	95
22002	696	83	153	131	141	72	116
22003	797	104	144	127	217	52	153
22004	516	50	103	73	146	44	100
22005	571	81	112	76	157	35	110
22006	542	70	110	81	139	49	93
22007	445	43	98	86	125	23	70
22008	734	100	162	133	170	54	115
22009	513	53	127	80	138	29	86
22010	809	110	170	125	229	41	134
22011	434	62	83	58	132	21	78
22012	509	74	110	92	113	31	89
22013	635	70	127	101	177	37	123
22014	501	62	115	62	134	28	100
22015	533	62	114	82	148	29	98
22016	567	73	114	79	152	30	119
22017	642	87	143	90	168	42	112
22018	525	81	111	66	136	26	105
22019	345	49	112	66	57	15	46
22020	592	71	121	88	172	31	109
22021	690	110	222	100	96	24	138
22022	553	77	113	89	148	37	89
22023	751	100	212	116	114	48	161
22024	770	104	150	112	211	41	152
22025	609	66	120	89	179	27	128
23001	586	94	104	126	86	67	109
23002	506	90	107	92	71	56	90
23003	466	63	80	97	74	44	108
23004	700	104	100	153	120	79	144
23005	610	90	111	94	149	41	125
23006	685	98	112	121	150	46	158
23007	572	81	109	84	138	38	122
23008	705	90	105	159	158	49	144
23009	543	79	94	98	144	20	108
23010	751	88	133	157	190	47	136
23011	753	98	130	142	180	56	147
23012	486	72	70	102	75	62	105
23013	509	81	101	72	123	33	99
23014	474	69	78	102	74	43	108
23015	520	73	90	88	129	23	117
23016	557	80	71	127	96	62	121
23017	424	53	82	62	112	30	85
23018	499	73	75	102	69	79	101
23019	524	75	104	69	128	33	115
23020	392	59	63	50	101	27	92
23021	572	90	83	126	92	64	117
23022	581	85	101	107	109	63	116
23023	534	90	98	99	71	85	91
23024	534	74	107	88	125	50	90
23025	516	58	90	101	114	44	109
23026	587	82	104	109	137	40	115
23027	553	86	88	123	85	59	112
23028	588	83	88	115	109	78	115
23029	482	66	66	106	95	46	103
23030	733	95	150	132	173	59	124
23031	357	46	76	48	94	26	67
23032	659	82	126	116	161	44	130
23033	692	78	134	114	178	46	142
23034	574	90	115	80	130	33	126
23035	376	49	64	78	66	51	68
23036	542	74	65	141	98	35	129
23037	454	69	75	92	67	60	91
23038	504	79	79	118	88	40	100
23039	585	68	109	110	152	39	107
24001	607	84	193	86	76	38	130
24002	563	97	167	79	66	22	132
24003	517	90	160	75	66	25	101
24004	529	91	165	79	62	20	112
24005	281	51	88	34	35	11	62
24006	573	100	165	94	84	26	104
24007	343	46	78	61	72	18	68
24008	257	55	81	31	28	11	51
24009	561	107	164	85	68	31	106
24010	329	55	105	45	49	13	62
24011	580	91	177	86	78	47	101
24012	328	56	106	36	42	13	75
24013	292	55	96	30	38	12	61
24014	476	86	145	66	64	19	96
24015	329	53	106	51	43	12	64
24016	619	86	142	101	140	41	109
24017	424	69	147	54	44	14	96
24018	657	112	196	107	85	27	130
24019	683	130	211	98	78	32	134
24020	426	74	144	58	53	16	81
24021	304	49	90	43	48	16	58
24022	764	128	233	114	103	30	156
24023	512	95	167	60	65	22	103
24024	638	114	186	73	88	22	155
24025	510	90	164	73	60	23	100
24026	730	117	231	130	109	30	113
24027	566	94	183	78	77	21	113
24028	449	84	130	59	66	25	85
24029	427	72	129	52	64	29	81
24030	295	55	87	45	40	11	57
24031	635	108	189	103	81	19	135
24032	301	50	97	47	34	10	63
24033	343	59	106	48	48	15	67
24034	469	87	145	73	59	18	87
24035	524	101	159	73	54	20	117
24036	699	106	219	122	98	29	125
24037	318	63	102	38	35	12	68
24038	416	74	121	74	63	13	71
24039	598	88	173	98	83	39	117
24040	505	97	157	62	65	20	104
24041	412	69	138	75	60	6	64
25001	599	70	113	108	156	52	100
25002	688	67	142	145	186	44	104
25003	582	65	120	162	127	54	54
25004	555	88	138	102	80	49	98
25005	666	74	122	128	185	58	99
25006	171	27	35	36	37	15	21
25007	639	63	130	139	180	48	79
25008	776	79	153	152	216	57	119
25009	733	106	151	127	187	41	121
25010	520	57	101	147	111	49	55
25011	758	80	147	146	218	51	116
25012	597	71	117	126	167	41	75
25013	711	52	155	146	213	47	98
25014	379	57	85	71	87	31	48
25015	639	70	132	130	179	33	95
25016	499	58	113	141	91	42	54
25017	614	67	135	122	152	39	99
25018	311	49	64	65	69	22	42
25019	660	65	159	122	189	31	94
25020	399	73	111	49	54	29	83
25021	729	101	174	153	164	47	90
25022	677	78	133	132	183	50	101
25023	807	89	172	155	213	52	126
25024	660	65	146	126	171	53	99
25025	588	68	112	159	117	71	61
25026	695	85	139	119	191	42	119
25027	490	62	106	123	104	41	54
25028	711	75	142	152	188	52	102
25029	440	76	117	81	64	24	78
25030	659	68	144	119	178	39	111
25031	532	54	114	139	114	55	56
25032	577	72	125	107	133	41	99
26001	466	45	97	127	100	36	61
26002	414	50	97	78	95	26	68
26003	461	52	98	119	99	34	59
26004	360	62	80	68	63	16	71
26005	537	59	124	115	121	30	88
26006	471	65	94	85	115	34	78
26007	450	43	115	99	103	35	55
26008	290	36	58	51	73	22	50
26009	440	62	85	87	96	26	84
26010	468	70	95	99	106	33	65
26011	471	67	109	80	104	25	86
26012	501	60	119	103	128	30	61
26013	314	53	63	43	78	23	54
26014	395	66	69	67	95	29	69
26015	271	42	66	35	61	19	48
26016	297	48	56	45	67	20	61
26017	316	34	59	87	67	34	35
26018	449	69	87	77	98	23	95
26019	301	48	74	53	48	14	64
26020	442	43	93	88	102	39	77
26021	657	86	130	149	123	42	127
26022	309	50	53	43	86	17	60
26023	328	47	67	48	79	19	68
26024	379	59	92	57	98	17	56
26025	341	35	68	85	83	15	55
26026	325	47	67	67	70	26	48
26027	480	50	104	108	105	29	84
26028	509	51	110	133	107	41	67
26029	286	34	52	56	70	25	49
26030	380	43	85	90	75	22	65
26031	245	33	46	46	61	13	46
26032	470	51	101	110	106	37	65
26033	442	66	99	99	88	33	57
26034	542	60	117	119	121	39	86
26035	347	36	72	72	82	23	62
26036	460	57	98	109	106	24	66
26037	502	51	110	105	131	29	76
26038	238	29	48	42	55	13	51
26039	441	50	95	110	87	38	61
26040	287	26	62	56	73	19	51
26041	498	70	101	110	110	35	72
26042	350	40	64	74	89	26	57
26043	283	46	57	49	58	19	54
26044	287	51	54	44	57	20	61
26045	226	39	43	34	48	12	50
26046	280	26	50	77	65	34	28
26047	317	44	70	44	81	17	61
26048	474	48	98	123	110	29	66
26049	285	34	65	43	68	15	60
27001	416	47	92	113	81	41	42
27002	532	81	137	118	88	37	71
27003	327	44	109	64	42	12	56
27004	346	43	107	58	63	19	56
27005	448	60	136	83	70	21	78
27006	411	54	106	91	78	23	59
27007	692	75	162	161	158	59	77
27008	516	95	153	75	75	19	99
27009	176	11	44	45	46	14	16
27010	660	112	182	127	99	39	101
27011	373	39	83	100	79	30	42
27012	295	37	59	77	59	36	27
27013	905	124	242	183	161	54	141
27014	343	56	103	69	32	20	63
27015	413	64	129	68	72	18	62
27016	380	38	88	98	96	23	37
27017	603	86	177	113	100	25	102
27018	516	86	131	87	78	27	107
27019	384	74	106	58	48	25	73
27020	547	100	150	70	79	30	118
27021	376	49	95	97	68	25	42
27022	384	51	113	68	67	20	65
27023	506	73	148	90	77	37	81
27024	537	91	158	105	88	18	77
27025	546	80	153	95	88	36	94
27026	527	83	159	102	75	22	86
27027	681	86	196	132	121	40	106
27028	284	33	70	57	61	18	45
27029	510	75	155	88	79	18	95
27030	375	56	108	67	58	22	64
27031	501	88	134	95	69	29	86
27032	486	69	130	90	87	34	76
27033	471	72	120	102	82	37	58
27034	579	95	188	91	95	21	89
27035	419	38	93	113	98	38	39
27036	510	66	150	111	82	25	76
27037	565	75	161	127	112	31	59
27038	789	109	211	160	144	55	110
27039	518	66	177	108	81	16	70
27040	560	79	125	116	117	37	86
27041	543	104	156	86	83	21	93
27042	317	47	80	70	55	15	50
27043	544	88	145	89	88	28	106
27044	577	92	171	104	84	36	90
27045	645	67	137	182	136	63	60
27046	248	32	48	65	49	21	33
27047	415	69	114	73	63	31	65
27048	535	82	161	102	72	34	84
27049	444	75	139	72	52	12	94
27050	537	80	179	85	79	17	97
28001	500	81	142	64	59	17	137
28002	497	87	155	88	71	14	82
28003	464	80	145	70	67	15	87
28004	373	42	88	87	84	40	32
28005	374	60	118	60	58	26	52
28006	281	33	65	71	56	26	30
28007	612	81	216	115	105	13	82
28008	323	31	73	87	69	28	35
28009	508	85	169	78	70	17	89
28010	588	72	141	142	93	55	85
28011	913	121	233	186	181	47	145
28012	588	88	198	101	79	22	100
28013	547	87	176	97	95	19	73
28014	561	69	184	111	100	18	79
28015	185	38	52	24	23	11	37
28016	376	66	116	57	65	13	59
28017	546	79	169	103	93	12	90
28018	446	62	138	65	69	31	81
28019	510	62	107	118	115	45	63
28020	452	64	144	78	69	21	76
28021	464	76	146	81	70	14	77
28022	466	76	153	81	66	16	74
28023	684	98	215	121	121	21	108
28024	524	81	163	92	81	24	83
28025	851	100	282	168	176	25	100
28026	590	78	197	114	103	21	77
28027	566	50	128	147	131	56	54
28028	607	68	128	147	133	63	68
28029	273	46	78	50	31	21	47
28030	85	6	31	18	19	2	9
28031	728	131	234	109	93	37	124
28032	528	114	150	73	55	19	117
28033	679	107	217	120	94	26	115
28034	1029	157	317	176	168	44	167
28035	615	91	182	105	98	22	117
28036	346	40	109	66	66	12	53
28037	770	123	253	123	114	28	129
28038	279	48	90	51	36	14	40
28039	466	60	159	75	73	21	78
28040	810	138	245	130	124	34	139
28041	468	62	149	97	80	18	62
28042	623	103	198	109	89	31	93
28043	722	120	247	118	95	27	115
28044	388	68	132	58	50	12	68
28045	364	38	87	101	84	22	32
28046	860	88	206	186	177	82	121
29001	769	110	201	158	121	67	112
29002	967	190	355	128	110	29	155
29003	754	115	269	104	86	35	145
29004	800	135	268	121	108	33	135
29005	576	115	183	82	63	26	107
29006	653	86	245	89	102	24	107
29007	619	96	185	102	88	32	116
29008	655	92	223	110	103	29	98
29009	707	88	180	135	99	84	121
29010	836	115	208	187	140	69	117
29011	401	61	143	60	53	20	64
29012	789	122	257	132	107	30	141
29013	707	115	264	83	79	33	133
29014	710	97	268	102	96	20	127
29015	782	124	259	114	98	39	148
29016	928	102	308	192	194	25	107
29017	697	108	191	141	122	29	106
29018	774	113	252	137	130	28	114
29019	785	121	278	127	106	34	119
29020	787	123	268	125	104	35	132
29021	865	145	295	122	112	39	152
29022	549	97	154	81	85	37	95
29023	639	91	146	120	121	62	99
29024	661	113	211	92	94	26	125
29025	761	122	281	119	91	17	131
29026	634	85	236	104	87	32	90
29027	562	82	198	86	78	20	98
29028	818	124	314	122	103	22	133
29029	494	69	109	95	86	63	72
29030	748	113	202	145	141	54	93
29031	417	58	90	82	74	61	52
29032	453	64	101	91	66	57	74
29033	493	70	176	77	70	24	76
29034	386	53	124	57	55	29	68
29035	521	78	181	80	73	16	93
29036	627	88	196	119	97	21	106
29037	622	108	210	89	65	23	127
29038	493	73	104	111	101	40	64
29039	505	69	97	96	105	63	75
29040	801	147	286	106	105	24	133
29041	527	81	173	82	71	30	90
29042	746	110	268	109	87	28	144
29043	783	109	211	150	138	46	129
29044	901	118	340	150	148	27	118
30001	689	90	145	142	144	60	108
30002	526	68	117	108	106	45	82
30003	479	54	100	107	108	42	68
30004	571	76	123	113	115	65	79
30005	401	64	90	51	86	33	77
30006	495	74	106	86	108	33	88
30007	634	86	145	123	140	53	87
30008	648	93	137	129	145	54	90
30009	488	61	116	94	103	33	81
30010	600	86	120	103	145	51	95
30011	520	85	113	77	117	34	94
30012	459	68	95	75	109	35	77
30013	462	65	104	82	97	44	70
30014	410	55	97	63	94	27	74
30015	574	61	122	157	131	57	46
30016	304	47	69	52	69	20	47
30017	571	81	111	124	108	53	94
30018	656	64	148	133	175	42	94
30019	622	86	129	83	162	37	125
30020	561	80	107	117	127	52	78
30021	409	60	92	79	78	35	65
30022	788	107	157	147	188	49	140
30023	632	90	133	113	140	41	115
30024	573	45	116	123	146	48	95
30025	616	87	141	118	134	43	93
30026	299	36	57	69	64	29	44
30027	352	53	63	73	80	32	51
30028	677	88	155	142	143	47	102
30029	363	51	79	55	91	17	70
30030	230	29	48	37	53	14	49
30031	363	39	70	88	91	19	56
30032	487	66	107	117	103	30	64
31001	319	44	55	52	87	22	59
31002	347	48	68	58	79	34	60
31003	355	56	81	65	77	20	56
31004	560	73	133	109	133	30	82
31005	404	53	80	77	99	31	64
31006	331	50	69	59	67	18	68
31007	613	74	143	125	141	47	83
31008	274	40	55	44	60	15	60
31009	460	59	93	77	116	38	77
31010	355	43	82	72	77	31	50
31011	324	59	63	50	70	29	53
31012	344	50	72	72	64	26	60
31013	398	56	74	58	102	32	76
31014	374	48	87	56	88	24	71
31015	284	38	57	49	58	22	60
31016	508	67	120	111	125	27	58
31017	370	51	79	62	75	32	71
31018	359	52	79	58	79	29	62
31019	322	49	61	53	68	31	60
31020	331	58	59	53	82	20	59
31021	413	62	85	70	102	21	73
31022	328	50	80	43	83	19	53
31023	355	56	81	61	77	30	50
31024	428	65	101	80	93	25	64
31025	341	57	64	64	70	27	59
31026	428	73	85	77	98	29	66
31027	337	59	65	55	78	30	50
31028	411	59	78	64	97	28	85
31029	417	62	83	65	107	34	66
31030	318	42	61	58	73	27	57
31031	374	66	94	50	67	28	69
31032	334	47	71	48	85	19	64
31033	334	49	63	60	77	22	63
31034	380	59	80	68	76	37	60
31035	435	64	86	76	103	44	62
31036	387	54	79	80	78	30	66
31037	366	56	73	58	82	31	66
31038	405	64	82	63	91	28	77
31039	426	49	95	82	103	33	64
31040	400	48	83	69	103	30	67
31041	384	51	71	61	99	27	75
32001	644	69	129	163	142	55	86
32002	504	32	116	143	122	47	44
32003	828	70	191	215	210	62	80
32004	597	63	113	173	130	62	56
32005	490	54	100	143	101	35	57
32006	525	56	106	146	109	59	49
32007	483	65	94	113	99	42	70
32008	587	63	123	139	117	47	98
32009	588	67	132	130	120	51	88
32010	436	56	103	104	79	32	62
32011	716	60	148	184	204	49	71
32012	562	54	124	138	140	41	65
32013	485	53	98	117	106	52	59
32014	728	77	149	201	174	56	71
32015	475	62	111	116	95	45	46
32016	541	56	121	148	111	45	60
32017	727	69	153	206	168	60	71
32018	432	55	85	109	97	44	42
32019	564	63	135	127	115	49	75
32020	731	70	154	185	197	52	73
32021	569	47	108	159	133	68	54
32022	864	80	157	239	225	77	86
32023	490	58	100	113	99	38	82
32024	289	29	60	74	64	26	36
32025	553	59	125	140	121	41	67
32026	785	70	175	222	190	55	73
32027	423	54	83	102	87	41	56
32028	772	67	177	209	198	54	67
32029	700	71	146	198	150	62	73
32030	345	36	78	87	80	24	40
32031	584	70	132	161	122	40	59
32032	515	49	102	159	118	46	41
32033	494	57	94	130	108	52	53
32034	508	48	102	136	116	46	60
32035	478	59	99	113	92	47	68
32036	565	57	118	153	129	56	52
32037	480	56	104	120	93	47	60
32038	443	51	104	100	84	30	74
32039	416	46	88	112	92	38	40
32040	618	70	125	158	131	67	67
32041	511	49	119	127	109	47	60
32042	472	44	111	123	107	31	56
32043	680	71	158	166	166	41	78
33001	777	82	182	173	206	54	80
33002	860	102	177	203	213	77	88
33003	951	101	205	219	223	88	115
33004	948	106	197	219	229	80	117
33005	583	69	115	140	122	47	90
33006	763	98	175	159	180	45	106
33007	807	86	185	173	197	60	106
33008	1016	85	214	270	256	91	100
33009	751	85	165	170	166	57	108
33010	672	83	146	164	135	50	94
33011	809	104	170	175	176	80	104
33012	816	111	180	164	171	67	123
33013	808	93	166	177	201	53	118
33014	392	47	88	83	95	35	44
33015	890	120	192	194	209	66	109
33016	1149	137	261	250	264	85	152
33017	793	97	177	165	179	58	117
33018	912	100	222	198	223	59	110
33019	768	71	159	184	190	69	95
33020	884	98	193	201	219	70	103
33021	825	98	186	173	203	63	102
33022	909	120	209	196	213	51	120
33023	810	94	177	199	180	66	94
33024	1046	77	225	288	249	104	103
33025	956	123	220	223	199	75	116
33026	664	72	148	156	150	63	75
33027	710	80	148	170	161	64	87
33028	699	69	164	168	181	44	73
34001	827	131	239	147	137	25	148
34002	536	106	156	74	70	22	108
34003	777	125	216	122	112	44	158
34004	558	97	167	84	71	28	111
34005	601	108	181	69	86	31	126
34006	876	140	266	138	152	34	146
34007	784	139	235	127	110	38	135
34008	593	120	166	78	80	21	128
34009	532	90	160	73	77	31	101
34010	755	127	232	119	105	33	139
34011	614	93	196	87	95	32	111
34012	825	123	261	139	136	23	143
34013	709	114	203	107	104	36	145
34014	546	96	145	94	75	23	113
34015	578	106	169	79	78	31	115
34016	579	98	172	99	93	26	91
34017	941	146	273	167	147	38	170
34018	506	102	145	73	71	23	92
34019	840	122	251	149	151	27	140
34020	854	136	253	122	137	34	172
34021	976	136	309	180	176	28	147
34022	692	104	220	100	106	32	130
34023	568	98	164	84	78	28	116
34024	663	105	186	96	124	22	130
34025	838	129	253	130	131	43	152
34026	818	143	236	118	123	41	157
34027	597	101	161	97	92	27	119
34028	514	80	167	77	90	14	86
34029	558	95	161	92	79	18	113
34030	732	101	225	125	130	27	124
34031	575	111	157	88	85	21	113
34032	717	121	194	115	123	32	132
34033	600	109	176	94	77	32	112
34034	828	141	257	121	128	27	154
34035	764	140	211	111	111	35	156
34036	670	110	205	113	107	21	114
34037	465	83	136	66	69	24	87
34038	381	61	118	61	61	20	60
34039	591	88	179	108	99	24	93
34040	799	126	246	122	122	40	143
34041	526	82	152	89	82	26	95
34042	705	112	198	117	107	36	135
34043	701	108	207	117	108	30	131
34044	752	136	231	104	97	34	150
34045	775	129	222	119	112	29	164
34046	493	82	150	74	80	16	91
34047	671	116	212	111	100	17	115
34048	804	118	243	136	140	29	138
34049	937	131	273	155	167	41	170
34050	593	95	177	98	92	21	110
34051	738	111	224	114	117	24	148
34052	654	84	200	129	134	19	88
34053	539	80	173	83	85	18	100
35001	566	76	126	125	122	39	78
35002	683	66	156	158	179	42	82
35003	665	68	136	140	181	44	96
35004	625	80	119	149	138	61	78
35005	573	68	133	115	135	40	82
35006	595	61	129	131	152	51	71
35007	715	80	127	174	180	58	96
35008	642	67	140	143	164	49	79
35009	590	77	133	124	111	47	98
35010	843	60	202	215	218	69	79
35011	641	60	124	148	166	55	88
35012	419	70	82	56	111	25	75
35013	436	71	85	53	113	30	84
35014	573	80	118	81	166	26	102
35015	722	81	139	150	194	61	97
35016	408	68	84	54	98	21	83
35017	580	62	115	122	153	41	87
35018	506	73	108	64	142	25	94
35019	387	65	76	61	97	24	64
35020	624	84	140	122	150	39	89
35021	567	66	129	111	134	36	91
35022	759	95	164	171	151	62	116
35023	683	88	140	139	152	55	109
35024	571	71	96	121	148	46	89
35025	765	73	184	185	191	50	82
35026	544	69	119	115	120	44	77
35027	585	82	115	113	139	42	94
35028	545	63	116	123	135	43	65
35029	547	79	116	92	127	33	100
35030	653	91	134	131	138	48	111
35031	694	77	166	158	146	48	99
36001	590	86	123	109	122	45	105
36002	505	72	112	77	129	34	81
36003	472	73	111	82	95	36	75
36004	592	98	122	104	138	34	96
36005	580	96	118	90	122	40	114
36006	391	63	76	50	88	32	82
36007	583	75	115	131	107	83	72
36008	445	63	89	66	107	34	86
36009	469	74	90	71	112	25	97
36010	628	96	129	118	131	51	103
36011	373	56	70	60	87	21	79
36012	369	54	61	69	93	25	67
36013	357	52	67	56	91	13	78
36014	509	76	98	112	102	46	75
36015	564	108	102	103	104	53	94
36016	535	80	113	104	111	38	89
36017	672	94	134	136	131	69	108
36018	491	63	99	97	97	56	79
36019	651	95	141	114	147	53	101
36020	529	78	117	106	101	43	84
36021	533	74	110	93	127	34	95
36022	416	63	84	61	107	29	72
36023	485	76	91	72	129	32	85
36024	503	69	104	97	98	52	83
36025	530	78	104	77	141	27	103
36026	422	64	90	85	83	37	63
36027	487	74	85	106	89	61	72
36028	461	68	108	100	85	41	59
36029	603	114	124	127	91	61	86
36030	514	60	102	117	113	53	69
37001	480	91	162	63	52	19	93
37002	382	57	114	47	66	24	74
37003	545	85	156	86	91	31	96
37004	495	85	154	77	67	23	89
37005	639	125	200	90	79	24	121
37006	602	96	190	73	82	27	134
37007	437	71	132	71	65	19	79
37008	440	84	126	57	72	26	75
37009	594	101	201	77	72	25	118
37010	662	113	181	102	102	41	123
37011	453	75	151	57	52	15	103
37012	499	68	135	82	87	28	99
37013	476	80	141	75	65	16	99
37014	570	118	172	79	71	28	102
37015	684	113	213	109	85	37	127
37016	612	103	188	88	89	25	119
37017	565	93	184	71	63	22	132
37018	633	126	200	93	73	26	115
37019	465	89	131	67	63	24	91
37020	507	104	147	68	69	22	97
37021	518	75	144	87	88	21	103
37022	530	94	140	67	84	35	110
37023	637	111	203	102	82	23	116
37024	613	128	166	86	72	28	133
37025	600	85	195	105	84	15	116
37026	767	129	228	114	116	41	139
37027	523	92	177	76	61	30	87
37028	502	73	147	80	75	29	98
37029	608	113	189	76	85	24	121
37030	604	121	199	73	60	25	126
37031	654	115	198	80	77	31	153
37032	535	96	177	74	65	19	104
37033	592	103	189	77	66	32	125
37034	547	106	164	84	52	24	117
37035	560	91	191	76	54	31	117
37036	534	105	165	69	54	28	113
37037	648	113	209	96	73	37	120
37038	697	132	217	83	92	25	148
37039	527	97	161	81	68	19	101
37040	653	127	223	71	75	21	136
37041	585	94	189	87	79	21	115
38001	465	61	98	100	91	50	65
38002	491	59	102	126	62	88	54
38003	521	83	118	106	83	55	76
38004	503	76	112	105	67	76	67
38005	465	58	101	107	70	65	64
38006	469	61	103	104	67	65	69
38007	483	72	99	107	61	74	70
38008	507	92	110	97	81	56	71
38009	528	81	106	124	66	81	70
38010	473	60	99	96	93	50	75
38011	515	60	117	133	94	48	63
38012	415	56	66	103	47	92	51
38013	511	73	100	117	81	78	62
38014	584	80	109	142	97	62	94
38015	509	67	113	126	90	47	66
38016	508	103	92	95	74	72	72
38017	577	77	117	130	79	92	82
38018	485	67	95	114	75	52	82
38019	548	85	114	116	89	63	81
38020	469	72	94	116	60	73	54
38021	444	65	102	88	69	48	72
38022	502	72	92	110	93	63	72
38023	581	96	112	113	108	65	87
38024	495	77	108	108	61	61	80
38025	451	67	91	97	76	41	79
38026	532	86	112	119	69	78	68
38027	495	65	98	117	78	76	61
38028	583	73	128	143	67	85	87
38029	585	78	128	128	86	81	84
38030	448	63	95	101	56	61	72
38031	580	81	131	124	103	62	79
38032	472	52	115	104	98	44	59
38033	484	74	96	101	98	47	68
38034	502	68	108	107	103	51	65
38035	561	66	121	130	107	62	75
38036	517	89	99	100	90	59	80
38037	522	90	99	108	87	58	80
38038	453	64	95	103	75	56	60
38039	626	104	123	139	102	73	85
38040	545	79	118	131	81	53	83
38041	538	92	104	130	97	50	65
39001	560	66	109	136	86	62	101
39002	392	68	86	86	71	31	50
39003	653	79	133	154	124	69	94
39004	531	62	101	113	81	67	107
39005	643	88	125	145	129	63	93
39006	602	85	136	123	115	47	96
39007	543	63	116	136	98	50	80
39008	703	92	143	146	130	52	140
39009	557	82	105	106	95	55	114
39010	351	46	69	79	84	32	41
39011	587	86	98	132	91	56	124
39012	776	92	159	178	177	60	110
39013	483	61	96	110	94	59	63
39014	525	60	105	121	107	56	76
39015	654	80	119	149	92	90	124
39016	502	71	108	123	80	44	76
39017	667	85	139	161	111	65	106
39018	629	58	131	160	138	58	84
39019	563	74	127	128	116	46	72
39020	622	84	132	131	99	87	89
39021	469	71	101	85	70	61	81
39022	431	40	86	113	85	42	65
39023	604	74	122	136	86	72	114
39024	670	88	117	158	106	82	119
39025	523	70	101	119	115	53	65
39026	462	64	102	96	74	45	81
39027	121	13	21	32	25	14	16
39028	779	90	157	177	181	77	97
39029	322	43	67	76	63	25	48
39030	725	70	157	167	156	68	107
39031	564	78	113	111	111	52	99
39032	507	77	113	115	91	33	78
39033	617	74	138	137	129	45	94
39034	602	65	121	130	123	57	106
39035	558	66	112	133	131	51	65
39036	204	32	51	41	37	12	31
39037	625	73	111	148	107	70	116
39038	401	51	74	99	75	43	59
39039	347	48	64	75	68	39	53
39040	447	42	87	114	79	44	81
39041	617	75	121	141	105	81	94
39042	656	92	108	144	89	60	163
39043	572	62	111	139	96	62	102
39044	493	54	86	122	88	57	86
39045	602	75	121	151	90	67	98
40001	504	70	115	120	105	38	56
40002	558	71	131	139	107	38	72
40003	871	87	214	245	186	58	81
40004	359	40	88	83	74	27	47
40005	742	71	161	190	180	56	84
40006	746	69	171	203	168	51	84
40007	755	70	176	197	183	53	76
40008	918	89	213	225	227	69	95
40009	500	65	112	97	101	41	84
40010	650	84	162	141	142	51	70
40011	700	49	176	187	183	44	61
